file,source_folder,entity_type,value
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Methode,"Materialjagd, Materialpässe, reversible Fügung, sichtbare TGA"
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Kennwert,120 Stahlträger bis 18 m
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Kennwert,ca. 70 % reused/recycled/upcycled im Innenausbau
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Kennwert,BGF 6.600 m² / 7.603 m² / Größe 4.871 m²
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Quellenkonflikt,Mehrere belastbare Quellen geben unterschiedliche Flächen/Umfänge an.
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Reuse-Gewährleistung,Für geprüfte Altbauteile fehlt oft ein eindeutiger Rechts-/Haftungsrahmen.
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Self-Harvesting,Bauteile stammen aus dem eigenen Bestandsrückbau und werden im selben Projekt neu eingesetzt.
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Fallstudie,ELYS Kultur- & Gewerbehaus
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Ort,"Elsässerstrasse 209/215 bzw. 215, Basel, Lysbüchel/Volta Nord"
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Gebaeude,ehemaliges Coop-Verteilzentrum / Großbäckerei
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Projekt,Umnutzung zu Kultur- und Gewerbehaus
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Akteur,Immobilien Basel-Stadt; Hochbauamt Basel-Stadt; baubüro in situ; S+B; Jauslin Stebler; Pro Engineering; Haustec; Rapp AG; Husner AG Holzbau; Zirkular
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Bauteil,ca. 1.000 m² neue Fassade in Holzrahmenbauweise
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Bauteil,200 Fenster aus Lagerrestbeständen
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Bauteil,Aluminium-Trapezblech
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Bauteil,Holz aus Rückbauten / Dachstühlen
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Bauteil,Steinwolledämmung aus Restposten / Abfallprodukten
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Bauteil,"Gitterroste/Brüstungsgitter, ehemaliges Garagentor"
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Kennwert,91 t CO₂ durch Wiederverwendung vermieden
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Kennwert,7.000 t CO₂e durch Erhalt der Tragstruktur
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Reuse-Fassade als Bauteilsystem,Viele heterogene Bauteile bilden zusammen eine neue Hülle.
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Gewährleistungsersatzfonds,Bei Reuse-Fenstern kann Garantie durch Reparaturfonds ersetzt werden.
ELYS_Kultur_Gewerbehaus_Basel.md,Gebäude,Suffizienz-Umbau,"Bewusste Beschränkung auf notwendige Eingriffe wirkt stark, ist aber nicht Direct Reuse."
Europa_Building_Brussels.md,Gebäude,Fallstudie,Europa Building Brussels
Europa_Building_Brussels.md,Gebäude,Ort,"Rue de la Loi / Wetstraat, Brussels"
Europa_Building_Brussels.md,Gebäude,Gebaeude,Europa Building mit Residence Palace Block A
Europa_Building_Brussels.md,Gebäude,Projekt,Sitz Europäischer Rat / Rat der EU
Europa_Building_Brussels.md,Gebäude,Akteur,Philippe Samyn and Partners; Studio Valle Progettazioni; Buro Happold; Belgian Buildings Agency / Regie der Gebouwen
Europa_Building_Brussels.md,Gebäude,Bauteil,3.750 restaurierte Holzfensterrahmen
Europa_Building_Brussels.md,Gebäude,Aufbereitungsmethode,"abschleifen, restaurieren, lackieren, in Edelstahlrahmen setzen"
Europa_Building_Brussels.md,Gebäude,Material,Eiche oder ähnliche Holzarten; Glas/Stahl/Edelstahlrahmen
Europa_Building_Brussels.md,Gebäude,Leistungsanforderung,Fassade als äußere Hülle; akustische und thermische Pufferwirkung laut Sekundärquelle
Europa_Building_Brussels.md,Gebäude,Kennwert,81.777 m² Bruttogeschossfläche
Europa_Building_Brussels.md,Gebäude,Kennwert,3.750 Fenster; 374 LED light tubes; 636 solar panels
Europa_Building_Brussels.md,Gebäude,Norm_Recht,Teile des Residence Palace 2004 gelistet
Europa_Building_Brussels.md,Gebäude,Symbolische Reuse-Fassade,Wiederverwendung erfüllt technische und repräsentative Funktion.
Europa_Building_Brussels.md,Gebäude,Bestandsintegration-Denkmal,"Historische Bausubstanz wird einbezogen, darf aber nicht mit Direct Reuse verwechselt werden."
Europa_Building_Brussels.md,Gebäude,Bauteil-Archiv / Herkunftsmix,"Bauteile stammen aus vielen Ländern und Quellen, nicht aus einem einzelnen Donor-Gebäude."
Ferme_du_Rail_Paris.md,Gebäude,Fallstudie,La Ferme du Rail
Ferme_du_Rail_Paris.md,Gebäude,Ort,"2 bis rue de l’Ourcq, 75019 Paris"
Ferme_du_Rail_Paris.md,Gebäude,Gebaeude,Neubauensemble
Ferme_du_Rail_Paris.md,Gebäude,Projekt,Réinventer Paris 1 / Ourcq-Jaurès
Ferme_du_Rail_Paris.md,Gebäude,Akteur,Grand Huit
Ferme_du_Rail_Paris.md,Gebäude,Akteur,Bellastock
Ferme_du_Rail_Paris.md,Gebäude,Akteur,Travail & Vie
Ferme_du_Rail_Paris.md,Gebäude,Akteur,Réhabail
Ferme_du_Rail_Paris.md,Gebäude,Akteur,Albert & Compagnie
Ferme_du_Rail_Paris.md,Gebäude,Akteur,Pouget Consultants
Ferme_du_Rail_Paris.md,Gebäude,Akteur,Scoping
Ferme_du_Rail_Paris.md,Gebäude,Akteur,Mélanie Devret
Ferme_du_Rail_Paris.md,Gebäude,Akteur,Philippe Peiger
Ferme_du_Rail_Paris.md,Gebäude,Reuse_Strategie,Material- und Bauteilwiederverwendung
Ferme_du_Rail_Paris.md,Gebäude,Bauteil,Holzfensterrahmen
Ferme_du_Rail_Paris.md,Gebäude,Bauteil,Granitbordsteine
Ferme_du_Rail_Paris.md,Gebäude,Bauteil,Bitumen-/Betonblöcke
Ferme_du_Rail_Paris.md,Gebäude,Bauteil,Fliesen/Fayence
Ferme_du_Rail_Paris.md,Gebäude,Kennwert,"90 % biosourced und/oder reused, Trockenbauweise"
Ferme_du_Rail_Paris.md,Gebäude,Kennwert,2.300 m² / 1.000 m² gebaut
Ferme_du_Rail_Paris.md,Gebäude,Kennwert,830 m² SDP + 1.466 m² nicht spezifiziert
Ferme_du_Rail_Paris.md,Gebäude,Huerde,geringe Grundstücksgröße / keine Lagerfläche
Ferme_du_Rail_Paris.md,Gebäude,Methode,LEAN-Planung
Ferme_du_Rail_Paris.md,Gebäude,Pruefung,"visuelle Analyse, Risikobewertung durch Bureau de contrôle"
Ferme_du_Rail_Paris.md,Gebäude,Norm_Recht,unbekannt
Ferme_du_Rail_Paris.md,Gebäude,Werkzeug,Entscheidungshilfe-Tool
Ferme_du_Rail_Paris.md,Gebäude,Opportunitäts-Gisement,Materialverfügbarkeit war kurzfristig und ortsabhängig.
Ferme_du_Rail_Paris.md,Gebäude,Risikobasierte Freigabe,"Viele Bauteile wurden nicht über ATEx, sondern über Einzelfallrisiko bewertet."
Ferme_du_Rail_Paris.md,Gebäude,Sozialer Baustellenprozess,Reuse und Low-Tech wurden mit Eingliederungsarbeit verbunden.
gjG_House_Gentbrugge.md,Gebäude,Fallstudie,gjG House
gjG_House_Gentbrugge.md,Gebäude,Gebaeude,Einfamilienhaus
gjG_House_Gentbrugge.md,Gebäude,Ort,"Gentbrugge / Ghent, Belgien"
gjG_House_Gentbrugge.md,Gebäude,Projekt,gekrümmte Ziegelschale mit Innenstruktur
gjG_House_Gentbrugge.md,Gebäude,Akteur,BLAF Architecten
gjG_House_Gentbrugge.md,Gebäude,Akteur,Tecclem
gjG_House_Gentbrugge.md,Gebäude,Akteur,G-build
gjG_House_Gentbrugge.md,Gebäude,Akteur,Vlieghe
gjG_House_Gentbrugge.md,Gebäude,Akteur,Barbara Oelbrandt
gjG_House_Gentbrugge.md,Gebäude,Bauteil,gekrümmte Außenmauer / Schale
gjG_House_Gentbrugge.md,Gebäude,Material,wiederverwendete Ziegel
gjG_House_Gentbrugge.md,Gebäude,Tragwerkssystem,"formaktive, gekrümmte Ziegelschale + Stahl-/Holz-Infill"
gjG_House_Gentbrugge.md,Gebäude,Reuse_Strategie,Bauteilwiederverwendung / Materialwiederverwendung
gjG_House_Gentbrugge.md,Gebäude,Methode,Brick Wall City / Big Brick
gjG_House_Gentbrugge.md,Gebäude,Leistungsanforderung,"Strukturautonomie, Akustik, Dachauflager"
gjG_House_Gentbrugge.md,Gebäude,Kennwert,190 m²
gjG_House_Gentbrugge.md,Gebäude,Norm_Recht,EPB
gjG_House_Gentbrugge.md,Gebäude,Pruefung,unbekannt
gjG_House_Gentbrugge.md,Gebäude,Huerde,Bäume / Lage / Lärm
gjG_House_Gentbrugge.md,Gebäude,Wirtschaft,unbekannt
gjG_House_Gentbrugge.md,Gebäude,Formaktive Reuse-Schale,"erklärt, dass Stabilität durch Geometrie entsteht"
gjG_House_Gentbrugge.md,Gebäude,Reuse-Forschungsreihe,mehrere BLAF-Häuser untersuchen Ziegelreuse
Grande_Halle_de_Colombelles.md,Gebäude,Fallstudie,Grande Halle de Colombelles / Le WIP
Grande_Halle_de_Colombelles.md,Gebäude,Gebaeude,ehemalige elektrische Werkstatt der Société Métallurgique de Normandie
Grande_Halle_de_Colombelles.md,Gebäude,Ort,"Rue des Ateliers, 14460 Colombelles"
Grande_Halle_de_Colombelles.md,Gebäude,Projekt,Umwandlung in Tiers-lieu der Kreislaufwirtschaft
Grande_Halle_de_Colombelles.md,Gebäude,Akteur,Normandie Aménagement
Grande_Halle_de_Colombelles.md,Gebäude,Akteur,Encore Heureux
Grande_Halle_de_Colombelles.md,Gebäude,Akteur,Construire
Grande_Halle_de_Colombelles.md,Gebäude,Akteur,Le WIP
Grande_Halle_de_Colombelles.md,Gebäude,Akteur,Stéphanie Paly
Grande_Halle_de_Colombelles.md,Gebäude,Akteur,Ligne B.E.
Grande_Halle_de_Colombelles.md,Gebäude,Akteur,Albert & Co
Grande_Halle_de_Colombelles.md,Gebäude,Reuse_Strategie,Lot 01 „Réemploi“
Grande_Halle_de_Colombelles.md,Gebäude,Methode,CCTP à variantes / „à trous“
Grande_Halle_de_Colombelles.md,Gebäude,Bauteil,mineralische Dämmung / Steinwolle
Grande_Halle_de_Colombelles.md,Gebäude,Bauteil,Radiatoren
Grande_Halle_de_Colombelles.md,Gebäude,Bauteil,Sanitärobjekte
Grande_Halle_de_Colombelles.md,Gebäude,Bauteil,Türen / Brandschutztüren
Grande_Halle_de_Colombelles.md,Gebäude,Bauteil,Holzpfetten / Holzstücke
Grande_Halle_de_Colombelles.md,Gebäude,Kennwert,19 t Abfall vermieden und wiederverwendet
Grande_Halle_de_Colombelles.md,Gebäude,Kennwert,Fläche ca. 3.700 m² / 3.080 m² / 3.000 m²
Grande_Halle_de_Colombelles.md,Gebäude,Huerde,Versicherung / assurabilité
Grande_Halle_de_Colombelles.md,Gebäude,Werkzeug,unbekannt
Grande_Halle_de_Colombelles.md,Gebäude,Norm_Recht,ERP / öffentlich zugängliches Gebäude
Grande_Halle_de_Colombelles.md,Gebäude,Norm_Recht,öffentlicher Markt / public procurement
Grande_Halle_de_Colombelles.md,Gebäude,Reuse-Los / Lot réemploi,"Klassische Entitäten erfassen nicht, dass Wiederverwendung als eigenes Bau-/Beschaffungslos organisiert wurde."
Grande_Halle_de_Colombelles.md,Gebäude,CCTP-Variante / „CCTP à trous“,Spezifische Ausschreibungstechnik für Reuse
Grande_Halle_de_Colombelles.md,Gebäude,Reuse-Werkstatt auf Baustelle,"verbindet Logistik, Aufbereitung und Beschäftigung"
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Fallstudie,Grubenstrasse 29 / Werkhof 29
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Gebaeude,ehemaliges Fabrik-/Gewerbe-/Schlossereigebäude
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Projekt,Aufstockung Grubenstrasse
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Ort,"Grubenstrasse 29, 8045 Zürich, Binz"
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Akteur,"Marc Angst, This Alder, Oliver Zbinden u. a."
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Projekt,Modissa Immobilien AG / HANUVER AG
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Reuse_Strategie,Bauteilwiederverwendung + in-situ Transformation + adaptive reuse
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Bauteil,blaue Stahlblechfassade
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Bauteil,"Stahlbauteile für Laubengänge, Treppentürme, Geländer, Gitterroste"
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Bauteil,große Außentreppe
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Bauteil,"Fenster, Türen"
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Bauteil,Heizkörper / Radiatoren
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Bauteil,Sanitärapparate
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Bauteil,Dämmplatten
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Material,"Holz, Stroh, Lehm"
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Methode,Materialsammlung vor/parallel zur Planung
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Bauteilboerse,Bauteilladen Winterthur
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Abbruchmethode,Rückbauprojekte / Bauteiljagd
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Aufbereitungsmethode,"Reparieren, Vermessen, Katalogisieren, Anpassen"
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Tragwerkssystem,Bestand + verstärktes Stützenraster + neue Holz-/Stroh-/Lehm-Aufstockung
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Logistik,lokale/regionale Bauteilbeschaffung und Lieferanten
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Kennwert,2.600 m²
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Kennwert,"8 Büro-/Gewerbeeinheiten, 70–110 m² je Einheit"
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Wirtschaft,"wirtschaftlicher Einsatz von Reuse dort, wo sinnvoll"
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Huerde,Bauteilverfügbarkeit / Entwurf nach Bestand
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Pruefung,"Vermessung, Inventarisierung, Katalogisierung"
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Norm_Recht,Baubewilligung / Normen
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Schadstoff,unbekannt
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Software/Tool,unbekannt
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Bauteiljagd-Team,Die Beschaffung gebrauchter Bauteile ist eine eigenständige Projektrolle.
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Restposten/Überschussprodukt,"Nicht alle Second-Life-Elemente stammen aus Rückbau; Überschüsse können fest eingebaut werden, sind aber anders zu bewerten."
Grubenstrasse_29_Werkhof_29_Zuerich.md,Gebäude,Reuse-Lieferkette,"Erfasst Lieferanten, Rückbauunternehmen und Bauteilbörsen gemeinsam."
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Fallstudie,Härmälänranta / A-Kruunu ReCreate mini-pilot
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Gebaeude,Härmälänrannan Ernst
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Ort,"Potkurinkatu, Härmälänranta, Tampere"
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Projekt,A-Kruunu Mietwohnungsbau
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Bauherr,A-Kruunu
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Akteur,Skanska Finland
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Akteur,Tampere University / Satu Huuhka
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Akteur,Consolis Parma
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Akteur,Ramboll Finland
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Akteur,Umacon
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Akteur,LIIKE Oy Arkkitehtistudio
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Bauteil,Hohlkörperdecken
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Material,Spannbeton
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Reuse_Strategie,ex-situ Bauteilwiederverwendung
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Prozessphase,"Rückbau Herbst 2023, Einbau Oktober/Herbst 2024"
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Logistik,ca. 6 km Donor–Receiver
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Aufbereitungsmethode,Werksaufbereitung im Consolis-Parma-Werk Kangasala
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Pruefung,sorgfältige Qualitätssicherung
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Huerde,Eignung der Abmessungen
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Wirtschaft,Kostenwirkung
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Donor-Gebäude,Rolle als Bauteilquelle ist zentral
Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,Gebäude,Traceability,Herkunft und Prüfung jedes Elements müssen verbunden bleiben
Hastings_Pier_Visitor_Centre.md,Gebäude,Fallstudie,Hastings Pier Visitor Centre / Pavilion Cladding
Hastings_Pier_Visitor_Centre.md,Gebäude,Gebaeude,Hastings Pier / Visitor Centre
Hastings_Pier_Visitor_Centre.md,Gebäude,Projekt,Hastings Pier Regeneration
Hastings_Pier_Visitor_Centre.md,Gebäude,Ort,"Hastings, United Kingdom"
Hastings_Pier_Visitor_Centre.md,Gebäude,Akteur,dRMM Architects
Hastings_Pier_Visitor_Centre.md,Gebäude,Akteur,Hastings Pier Charity
Hastings_Pier_Visitor_Centre.md,Gebäude,Akteur,Ramboll
Hastings_Pier_Visitor_Centre.md,Gebäude,Bauteil,tropische Hartholz-Deckbohlen
Hastings_Pier_Visitor_Centre.md,Gebäude,Material,"Holz, tropisches Hartholz / Pier decking"
Hastings_Pier_Visitor_Centre.md,Gebäude,Reuse_Strategie,Ex-situ auf demselben Standort / Bauteilwiederverwendung
Hastings_Pier_Visitor_Centre.md,Gebäude,Tragwerkssystem,neues CLT-Besucherzentrum
Hastings_Pier_Visitor_Centre.md,Gebäude,Abbruchmethode,Bergung aus Brandruine
Hastings_Pier_Visitor_Centre.md,Gebäude,Aufbereitungsmethode,Zuschneiden / Spalten längerer Stücke
Hastings_Pier_Visitor_Centre.md,Gebäude,Verbindung,Holzbekleidung auf neuem Visitor Centre
Hastings_Pier_Visitor_Centre.md,Gebäude,Pruefung,Materialzustand / Eignung für Außenbekleidung
Hastings_Pier_Visitor_Centre.md,Gebäude,Leistungsanforderung,"Marine Außenklima, Dauerhaftigkeit, Brandschutz"
Hastings_Pier_Visitor_Centre.md,Gebäude,Norm_Recht,Grade-II-Listed Pier / Heritage-Kontext
Hastings_Pier_Visitor_Centre.md,Gebäude,Foerderprogramm,Heritage Lottery Fund / National Lottery Heritage Fund
Hastings_Pier_Visitor_Centre.md,Gebäude,Huerde,begrenzte Längen und Mengen
Hastings_Pier_Visitor_Centre.md,Gebäude,Huerde,Budgetverschiebung nach Sturmschäden
Hastings_Pier_Visitor_Centre.md,Gebäude,Logistik,lokale Holzrettung und Holzverwertung
Hastings_Pier_Visitor_Centre.md,Gebäude,Wirtschaft,£12.6 Mio. / £11.4 Mio. HLF-Förderung
Hastings_Pier_Visitor_Centre.md,Gebäude,Bericht,dRMM Insight „Building with reclaimed timber“
Hastings_Pier_Visitor_Centre.md,Gebäude,Heritage-Konflikt / Schutzstatuskonflikt,Quellen nennen unterschiedlich Grade II bzw. Grade 1
Hastings_Pier_Visitor_Centre.md,Gebäude,Brandereignis,Direkter Auslöser und Materialquelle
Hastings_Pier_Visitor_Centre.md,Gebäude,Marine Exposition,Spezifische Leistungsumgebung für wiederverwendetes Holz
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Fallstudie,Haus HOS / Mühlhausen 2-story multi-housing building
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Gebaeude,Mehrfamilienhaus
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Ort,"Mühlhausen, Thüringen, Deutschland"
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Projekt,Neubau eines Mehrfamilienhauses aus demontierten Plattenbauteilen
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Bauteil,"58 Stahlbeton-Wand- und Deckenelemente; nach PRECS: 28 Wände, 23 Decken, 7 Treppen"
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Material,Stahlbetonfertigteile / WBS70-Plattenbauteile
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Gebaeude,Spender: Rückbaustelle Leinefelde
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Akteur,Seidl + Seidl Architekten; Architekturbüro Hose; Dr. Angelika Mettke / BTU Cottbus
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Bauherr,Privat
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Reuse_Strategie,ex-situ Remontage
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Kennwert,ca. 250 m² Nutzfläche; ca. 300.000 EUR Herstellungskosten; 2008 Fertigstellung
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Kennwert,ca. 190 t wiederverwendete Elemente
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Kennwert,ca. 75 % Wiederverwendungsgrad Rohbau-Substanz; ca. 25 % Kosteneinsparung
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Logistik,Tieflader; 30 km von Leinefelde nach Mühlhausen
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Abbruchmethode,Rückbau/Demontage
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Pruefung,Auswahl gemeinsam mit Statiker
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Norm_Recht,unbekannt
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Spendergebäude,Herkunft der Bauteile muss dokumentiert werden
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Remontage,Wiederaufbauprozess ist nicht nur „Einbau“
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Wiederverwendungsgrad Rohbau,Quantifiziert Anteil wiederverwendeter Rohbausubstanz
Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,Gebäude,Reuse-Pilotprojekt,markiert Forschungs-/Demonstratorrolle eines gebauten Falls
Holbein_Gardens_London.md,Gebäude,Fallstudie,Holbein Gardens
Holbein_Gardens_London.md,Gebäude,Ort,"Royal Borough of Kensington and Chelsea / Chelsea, London"
Holbein_Gardens_London.md,Gebäude,Gebaeude,1980er-Jahre Bürogebäude
Holbein_Gardens_London.md,Gebäude,Projekt,Refurbishment plus 1-/2-geschossige Aufstockung
Holbein_Gardens_London.md,Gebäude,Bauherr,Grosvenor
Holbein_Gardens_London.md,Gebäude,Architekt,Barr Gazetas
Holbein_Gardens_London.md,Gebäude,Tragwerksplaner,Heyne Tillett Steel / HTS
Holbein_Gardens_London.md,Gebäude,Bauteilboerse,Cleveland Steel and Tubes / reclaimed stock
Holbein_Gardens_London.md,Gebäude,Bauteil,wiederverwendete Stahlträger/-stützen
Holbein_Gardens_London.md,Gebäude,Material,Baustahl
Holbein_Gardens_London.md,Gebäude,Reuse_Strategie,ex-situ Bauteilwiederverwendung / salvaged structural steel
Holbein_Gardens_London.md,Gebäude,Pruefung,CST testing nach SCI P427; zerstörende und zerstörungsfreie Prüfungen
Holbein_Gardens_London.md,Gebäude,Norm_Recht,SCI P427/P440; EN 1090 im allgemeinen Stahlreuse-Kontext
Holbein_Gardens_London.md,Gebäude,Methode,frühe Reuse-Beschaffungsentscheidung
Holbein_Gardens_London.md,Gebäude,Logistik,Koordination Donor Site–Fabrication–Installation
Holbein_Gardens_London.md,Gebäude,Huerde,"Kosten, Programm, verfügbare Bestände"
Holbein_Gardens_London.md,Gebäude,Kennwert,24–25 t reused steel; 35/45/60 t CO₂-Einsparung je Quelle
Holbein_Gardens_London.md,Gebäude,Werkzeug,HTS Stockmatcher
Holbein_Gardens_London.md,Gebäude,Donor-Site-Stahl,Stahlelemente stammen aus mehreren Quellen
Holbein_Gardens_London.md,Gebäude,Kennwertkonflikt,Quellen nennen unterschiedliche CO₂-/Mengenwerte
Holbein_Gardens_London.md,Gebäude,Reuse-Protokoll,Prüfpfad ist zentral und kein klassisches Normfeld
Holbein_Gardens_London.md,Gebäude,Bestandserhalt-Warnung,Retention darf nicht als Direct Reuse gezählt werden
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Fallstudie,House of Fraser / 318 Oxford Street → TBC.London
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Gebaeude,318 Oxford Street / former House of Fraser / The Elephant
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Gebaeude,TBC.London / Tower Bridge Court
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Projekt,TBC.London retrofit + extension
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Projekt,318 Oxford Street retrofit
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Ort,"London, UK"
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Akteur,FORE Partnership
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Akteur,Stiff + Trevillion
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Akteur,ECE Architecture
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Akteur,Willmott Dixon
House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,Gebäude,Akteur,Webb Yates Engineers
