kritisch;Land;Von;Richtung;Nach;Dauer;Art;Beschreibung (gekürzt);haengt allein daran;Belegstärke;Belegzitat;Quelle;ID
;Finnland;Ramboll Finland;→;Lokomotion Technology Center;projektgebunden;Fachplanung;Übernahm die Fachplanung für Lokomotion-Reuse-Pilot.;;teilweise_belegt;In the ReCreate research project, companies have participated in Skanska's building projects, which serve as the study's minipilots.;https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/;FI:K021
;Finnland;Ramboll Finland;→;Melkinlaituri Primary School and Daycare Centre;projektgebunden;Prüfung und Nachweis;Prüfte Reuse-Bauteile für Melkinlaituri-Schule.;;teilweise_belegt;Consolis Parma used Ramboll's help determine suitable refurbishment measures;https://recreate-project.eu/tag/consolis-parma/;FI:K022
;Finnland;ReCreate-Koordination / Faculty of Built Environment / Tampere University;→;Lokomotion Technology Center;projektgebunden;Forschungsbegleitung;Begleitete Lokomotion-Reuse-Pilot wissenschaftlich.;;—;The Finnish ReCreate cluster and Lokomotion Technology completed the second reuse mini-pilot.;https://recreate-project.eu/2026/02/24/second-reuse-mini-pilot-successful-in-finland/;FI:K026
;Finnland;Skanska Finland;→;Härmälänranta;projektgebunden;Bauausführung;Führte die Bauarbeiten an Härmälänranta aus.;;teilweise_belegt;The building was built by Skanska for the client, affordable rental housing company A-Kruunu;https://recreate-project.eu/tag/city-of-tampere/;FI:K002
;Finnland;Skanska Finland;→;Lokomotion Technology Center;projektgebunden;Bauausführung;Führte die Bauarbeiten an Lokomotion-Reuse-Pilot aus.;;teilweise_belegt;In the ReCreate research project, companies have participated in Skanska's building projects, which serve as the study's minipilots.;https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/;FI:K010
;Finnland;Urban Environment Division / City of Helsinki;—;Kiilto Family;projektgebunden;Gemeinsames Bauvorhaben;Erprobten wiederlösbare Fliesen in Helsinki.;Kiilto Family;belegt;pilottihanke Forum Virium Helsingin ja Business Helsingin ARKI 135 kiertotaloushubin kanssa tarjoaa mahdollisuuden testata ja demonstroida teknologian toimivuutta;https://www.kiilto.fi/uutishuone/rakennusmateriaalit-jotka-elavat-useamman-kerran/;FI:K029
;Finnland;Urban Environment Division / City of Helsinki;→;Melkinlaituri Primary School and Daycare Centre;projektgebunden;Bauherrschaft;Verantwortete Melkinlaituri-Schule als Bauherrschaft.;;—;Melkinlaiturin peruskoulu ... Helsingin kaupunki;https://paatokset.hel.fi/fi/asia/hel-2024-003973;FI:K027
;Finnland;YIT;→;Melkinlaituri Primary School and Daycare Centre;projektgebunden;Bauausführung;Führte die Bauarbeiten an Melkinlaituri-Schule aus.;YIT;belegt;YIT is delivering the Melkinlaituri school and day care centre for the City of Helsinki as a life-cycle project.;https://sustera.com/melkinlaituri-primary-school-and-day-care-centre-pilot-project-for-the-reuse-of-hollow-core-slabs/;FI:K028
;Frankreich;Albert & Co;→;Ferme du Rail Paris;projektgebunden;Fachplanung;Übernahm die Fachplanung für Ferme du Rail Paris.;Albert & Co;belegt;rand huit avec albert et cie (amo), scoping (bet tce), gamba (bet acoustique) et toreana, pouget (be thermique), melanie drevet paysagi;https://grandhuit.eu/projet/ferme-du-rail/;FR:K020
;Frankreich;Archipel zéro;→;Résilience;projektgebunden;Entwurf;Entwarf Résilience.;Archipel zéro;belegt;Conçu par l'agence d'architecture Frédéric Denise – Archipel Zéro, le projet illustre l'engagement de la maîtrise d'ouvrage;http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/;FR:K030
;Frankreich;Depuis 1920;→;Résilience;projektgebunden;Bauausführung;Führte die Bauarbeiten an Résilience aus.;Depuis 1920;belegt;Les châssis ont été déposés, transportés et retravaillés dans les ateliers de l'entreprise de menuiseries Depuis1920;http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/;FR:K027
;Frankreich;Encore Heureux;→;Circular Pavilion Paris;projektgebunden;Entwurf;Entwarf Circular Pavilion Paris.;Circular Pavilion Paris;belegt;ENCORE HEUREUX ARCHITECTES (mandataires);https://encoreheureux.org/en/projects/pavillon-circulaire;FR:K015
;Frankreich;Le WIP;→;Grande Halle de Colombelles;projektgebunden;Betrieb;Betreibt Grande Halle de Colombelles.;Le WIP, Grande Halle de Colombelles;belegt;Le WIP, actuel exploitant du bâtiment, a été titulaire de ce lot Réemploi;https://www.ekopolis.fr/operations-batiment/grande-halle-de-colombelles;FR:K021
;Frankreich;Les Canaux;→;Maison des Canaux, Paris;projektgebunden;Betrieb;Betreibt Maison des Canaux, Paris.;Les Canaux;belegt;la Maison des Canaux, gérée par l'association Les Canaux;https://www.paris.fr/pages/les-canaux-une-maison-des-economies-solidaires-et-innovantes-4133;FR:K022
;Frankreich;Novaedia / Novædia;→;Résilience;projektgebunden;Betrieb;Betreibt Résilience.;Novaedia / Novædia;belegt;Le bâtiment accueillera en mars 2020 le siège social et les ateliers de Novaedia, coopérative à but d'insertion sociale;http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/;FR:K025
;Frankreich;Pouget Consultants;→;Ferme du Rail Paris;projektgebunden;Fachplanung;Übernahm die Fachplanung für Ferme du Rail Paris.;Pouget Consultants;belegt;Grand Huit avec Albert et cie (AMO), Scoping (BET TCE), Gamba (BET acoustique) et Toreana, Pouget (BE thermique), Mélanie Drevet paysagiste;https://grandhuit.eu/projet/ferme-du-rail/;FR:K018
;Frankreich;Réhabail;→;Ferme du Rail Paris;projektgebunden;Bauherrschaft;Verantwortete Ferme du Rail Paris als Bauherrschaft.;Réhabail;belegt;La maîtrise d'ouvrage privée Réhabail a été un acteur moteur et volontaire dans la démarche de réemploi;https://www.ekopolis.fr/operations-batiment/la-ferme-du-rail;FR:K017
;Frankreich;SOCOTEC;→;Résilience;projektgebunden;Prüfung und Nachweis;Prüfte Reuse-Bauteile für Résilience.;SOCOTEC;belegt;contrôleur technique : SOCOTEC;https://topophile.net/faire/la-ferme-des-possibles-ou-de-la-serendipite/;FR:K026
;Frankreich;Travail & Vie;→;Ferme du Rail Paris;projektgebunden;Bauausführung;Führte die Bauarbeiten an Ferme du Rail Paris aus.;Travail & Vie;belegt;Dans les entreprises : Apijbat et Travail et Vie;https://www.ekopolis.fr/operations-batiment/la-ferme-du-rail;FR:K016
;Frankreich;Ville de Paris;→;Maison des Canaux, Paris;projektgebunden;Bauherrschaft;Verantwortete Maison des Canaux, Paris als Bauherrschaft.;;belegt;La Ville de Paris a décidé d'en faire un chantier de travaux exemplaire, sur le plan environnemental, notamment en économie circulaire, et solidaire.;https://www.paris.fr/pages/l-economie-circulaire-au-coeur-du-chantier-de-la-maison-des-canaux-16966;FR:K023
;Niederlande;ABN AMRO;→;Circl;projektgebunden;Betrieb;Betreibt Circl.;Circl;belegt;ABN AMRO heeft dit pand circulair ontwikkeld en gebouwd om de opgedane kennis te delen en klanten goed over circulariteit te kunnen adviseren.;https://www.duurzaamnieuws.nl/abn-amro-geeft-circulair-bouwen-gezicht-met-paviljoen-circl/;NL:K066
;Niederlande;ABT;→;Jeugdkliniek Ithaka;projektgebunden;Fachplanung;Übernahm die Fachplanung für Jeugdkliniek Ithaka.;ABT;belegt;Houtconstructeur - ABT en Adviesbureau Lüning ontwierpen samen de hergebruikte houten draagconstructie voor de Emergis-kliniek.;https://luning.nl/projecten/zorgkliniek-emergis-kloetinge/;NL:K027
;Niederlande;Alliander / Liander;→;Liander;projektgebunden;Bauherrschaft;Verantwortete Liander als Bauherrschaft.;Alliander / Liander;belegt;Client: Alliander - VolkerWessels;https://www.rau.eu/portfolio/liander/;NL:K032
;Niederlande;Ballast Nedam;→;The Green House Utrecht;projektgebunden;Bauausführung;Führte die Bauarbeiten an The Green House Utrecht aus.;Ballast Nedam;belegt;main contractor: ballast nedam;https://www.cepezed.com/projects/the-green-house/;NL:K063
;Niederlande;Bewohnerinitiative Boschgaard;→;Woongroep Boschgaard;projektgebunden;Bauherrschaft;Verantwortete Boschgaard als Bauherrschaft.;Bewohnerinitiative Boschgaard;belegt;het initiatief volledig bij de toekomstige bewoners vandaan komt;https://www.crowdbuilding.com/d/initiatieven/boschgaard;NL:K070
;Niederlande;Bouwbedrijven Jongen;→;SUPERLOCAL Expogebouw;projektgebunden;Bauausführung;Führte die Bauarbeiten an SUPERLOCAL Expogebouw aus.;Bouwbedrijven Jongen;belegt;De aannemer, Bouwbedrijven Jongen was afhankelijk van de staat en kwaliteit van de geoogste materialen.;https://www.superlocal.eu/superlocal/expogebouw/;NL:K057
;Niederlande;DWT Groep;→;Jeugdkliniek Ithaka;projektgebunden;Bauausführung;Führte die Bauarbeiten an Jeugdkliniek Ithaka aus.;DWT Groep;belegt;Aan DWT Groep werd gevraagd dit op te pakken.;https://demakersvanmorgen.com/ithaka-kliniek-circulair-en-energieneutraal/;NL:K031
;Niederlande;De Groot & Visser;→;The Green House Utrecht;projektgebunden;Bauausführung;Führte die Bauarbeiten an The Green House Utrecht aus.;De Groot & Visser;belegt;facades: de groot & visser;https://www.cepezed.com/projects/the-green-house/;NL:K065
;Niederlande;HEEMwonen;→;SUPERLOCAL Expogebouw;projektgebunden;Bauherrschaft;Verantwortete SUPERLOCAL Expogebouw als Bauherrschaft.;HEEMwonen;belegt;HEEMwonen, gemeente Kerkrade en IBA Parkstad hebben de ambitie en uitgangspunten van het concept bewaakt en gecoördineerd.;https://www.superlocal.eu/superlocal/expogebouw/;NL:K051
;Niederlande;IBA Parkstad;→;SUPERLOCAL Expogebouw;projektgebunden;Reuse-Konzept;Erarbeitete das Reuse-Konzept für SUPERLOCAL Expogebouw.;IBA Parkstad;belegt;HEEMwonen, gemeente Kerkrade en IBA Parkstad hebben de ambitie en uitgangspunten van het concept bewaakt en gecoördineerd.;https://www.superlocal.eu/superlocal/expogebouw/;NL:K053
;Niederlande;IMd Raadgevende Ingenieurs;→;BioPartner 5;projektgebunden;Entwurf;Entwarf BioPartner 5.;;belegt;Constructief ontwerp: IMd Raadgevende Ingenieurs;https://www.staalmakers.nl/projecten/biopartner-5/;NL:K011
;Niederlande;IMd Raadgevende Ingenieurs;→;Montessori Maassluis;projektgebunden;Fachplanung;Plante das Tragwerk für Montessori Maassluis.;;—;Designteam: IMd Raadgevende Ingenieurs;https://www.kraaijvanger.nl/nl/projecten/montessori-maassluis;NL:K012
;Niederlande;Kraaijvanger Architects;→;Montessori Maassluis;projektgebunden;Entwurf;Entwarf Montessori Maassluis.;Kraaijvanger Architects;belegt;Kraaijvanger Architects is collaborating on this project with the client Stichting Montessorischolen Monton, A. de Jong Groep, Anculus, Vintis Installatieadviseurs, VIA landscape, IMd Raadgevende Ingenieurs, and Van Dijk Maasland B.V.;https://www.kraaijvanger.nl/en/news/de-handtekeningen-zijn-gezet-montessorischool-maassluis;NL:K036
;Niederlande;Madaster / Materialpass-Kontext;→;Liander;projektgebunden;Bauteilinventarisierung;Erfasste Reuse-Bauteile für Liander.;Madaster / Materialpass-Kontext;teilweise_belegt;We hadden toen al enige ervaring opgedaan met het gemeentehuis in Brummen [2011-2013] en het Alliander-kantoor in Duiven [2011-2015].;https://milieudatabase.nl/en/latest/news/en-madaster-we-willen-aansluiten-bij-datgene-wat-er-al-is/;NL:K034
;Niederlande;Maurer United;→;SUPERLOCAL Expogebouw;projektgebunden;Entwurf;Entwarf SUPERLOCAL Expogebouw.;Maurer United;belegt;De architect Maurer United is in zijn ontwerp gebonden aan deze herbruikbare elementen in plaats van nieuwe onderdelen.;https://www.superlocal.eu/superlocal/expogebouw/;NL:K054
;Niederlande;Pieters;→;The Green House Utrecht;projektgebunden;Fachplanung;Plante das Tragwerk für The Green House Utrecht.;Pieters;belegt;stability: pieters bouwtechniek;https://www.cepezed.com/projects/the-green-house/;NL:K061
;Niederlande;Popma ter Steege Architecten / PTSA;→;BioPartner 5;projektgebunden;Entwurf;Entwarf BioPartner 5.;Popma ter Steege Architecten / PTSA;belegt;Architectuur: Popma ter Steege Architecten;https://www.staalmakers.nl/projecten/biopartner-5/;NL:K014
;Niederlande;RAU;→;Liander;projektgebunden;Bauherrschaft;Verantwortete Liander als Bauherrschaft.;RAU;belegt;Bij de bouw van het complex zijn grondstoffen en materialen hergebruikt en gedocumenteerd in een grondstoffenpaspoort.;https://www.rau.eu/portfolio/liander/;NL:K035
;Niederlande;Rothuizen Architecten / Taco Tuinhof;→;Jeugdkliniek Ithaka;projektgebunden;Entwurf;Entwarf Jeugdkliniek Ithaka.;Rothuizen Architecten / Taco Tuinhof;belegt;Architect - Partner Taco Tuinhof;https://rothuizen-architecten.nl/project/circulair-gebouw-voor-kind-en-jeugdkliniek/;NL:K025
;Niederlande;SURD Research Centre / Zuyd;→;SUPERLOCAL Expogebouw;projektgebunden;Forschungsbegleitung;Begleitete SUPERLOCAL Expogebouw wissenschaftlich.;SURD Research Centre / Zuyd;teilweise_belegt;een partnerschap gevormd tussen 12 partijen: HEEMwonen, Dusseldorp infra, sloop en milieutechniek, Bouwbedrijven Jongen, WML, Waterschapsbedrijf Limburg, Zuyd Hogeschool;https://www.kerkrade.nl/superlocal-bleijerheide;NL:K058
;Niederlande;Superuse Studios / 2012Architecten;→;Villa Welpeloo Enschede;projektgebunden;Entwurf;Entwarf Villa Welpeloo Enschede.;Villa Welpeloo Enschede;belegt;Villa Welpeloo is a house and art studio designed and constructed in 2005 by Superuse Studios.;https://www.ellenmacarthurfoundation.org/circular-examples/finding-and-utilising-waste-materials-for-construction-purposes;NL:K068
;Niederlande;Vic Obdam Staalbouw;→;BioPartner 5;projektgebunden;Bauausführung;Führte die Bauarbeiten an BioPartner 5 aus.;Vic Obdam Staalbouw;belegt;Staalbouw: Vic Obdam Staalbouw;https://www.staalmakers.nl/projecten/biopartner-5/;NL:K016
;Niederlande;Zayaz;→;Woongroep Boschgaard;projektgebunden;Bauherrschaft;Verantwortete Boschgaard als Bauherrschaft.;Zayaz;belegt;Zayaz ondersteunt en faciliteert hen hierin. En blijft eigenaar van het gebouw;https://www.zayaz.nl/boschgaard;NL:K071
;Niederlande;cepezed;→;The Green House Utrecht;projektgebunden;Entwurf;Entwarf The Green House Utrecht.;;belegt;The circular and highly sustainable design was made by cepezed in commission of consortium R Creators.;https://www.cepezed.com/recent/circulair-paviljoen-the-green-house-geopend/;NL:K009
;Norwegen;Asplan Viak;→;KA13;projektgebunden;Entwurf;Entwarf KA13.;Asplan Viak;belegt;Landscape Architect: Asplan Viak / Environmental Consultant: Asplan Viak AS;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo;NO:K005
;Norwegen;Entra AS;→;KA13;projektgebunden;Bauherrschaft;Verantwortete KA13 als Bauherrschaft.;Entra AS;belegt;Developer: Entra;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo;NO:K002
;Norwegen;FutureBuilt;→;KA13;projektgebunden;Bauausführung;Führte die Bauarbeiten an KA13 aus.;FutureBuilt;belegt;Kristian Augusts gate relates to FutureBuilt's criteria for circular buildings.;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo;NO:K004
;Norwegen;Insenti;→;KA13;projektgebunden;Reuse-Konzept;Erarbeitete das Reuse-Konzept für KA13.;Insenti;belegt;Insenti er engasjert av Entra som byggherrens representant med byggeledelse, prosjektledelse, prosjekteringsgruppeledelse, miljørådgiving og ombrukskoordinering.;https://insenti.no/prosjekt/kristian-augusts-gate-13-ka13/;NO:K006
;Norwegen;MAD arkitekter / Mad as;→;KA13;projektgebunden;Entwurf;Entwarf KA13.;MAD arkitekter / Mad as;belegt;Architect: Mad;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo;NO:K003
;Norwegen;Scenario Interiørarkitekter;→;KA13;projektgebunden;Entwurf;Entwarf KA13.;Scenario Interiørarkitekter;belegt;Her har Scenario hatt ansvar for interiøret i kontorbyggets åtte etasjer.;https://www.scenario.no/prosjekter/ka13-tullinlokka;NO:K007
;Schweden;Liljewall Arkitekter;→;Kv Återbruket, Litteraturgatan/Selma stad, Göteborg;projektgebunden;Entwurf;Entwarf Kv Återbruket.;Liljewall Arkitekter;teilweise_belegt;Kv Återbruket ‹ Liljewall Arkitekter – Göteborg, Stockholm & Malmö (eigene Projektseite);https://www.liljewall.se/projekt/kv-aterbruket/;SE:K031
;Schweden;NCC;→;Kv Återbruket, Litteraturgatan/Selma stad, Göteborg;projektgebunden;Bauausführung;Führte die Bauarbeiten an Kv Återbruket aus.;;teilweise_belegt;Hyresrätter Kvarteret Återbruket, Göteborg / NCC (eigene Projektseite, NCC als ausführendes Bauunternehmen);https://www.ncc.se/vara-projekt/hyresratter-kvarteret-aterbruket-goteborg/;SE:K032
;Schweiz;Amt für Hochbauten und Immobilien Stadt Zürich;→;Kindergarten Mööslistrasse;projektgebunden;Bauherrschaft;Verantwortete Kindergarten Mööslistrasse als Bauherrschaft.;Amt für Hochbauten und Immobilien Stadt Zürich;belegt;Bauherrschaft: Stadt Zürich, Eigentümervertretung: Immobilien Stadt Zürich, Bauherrenvertretung: Amt für Hochbauten;https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html;CH:K027
;Schweiz;Bauteilbörse Basel;—;Gruner ReUse;projektgebunden;Gemeinsames Bauvorhaben;Inventarisierten und vermarkteten Reuse-Bauteile.;Gruner ReUse;teilweise_belegt;Nach dem Ausbau übernimmt die Bauteilbörse Basel die Lagerung und den Weiterverkauf über useagain.ch.;https://www.gruner.ch/de/news/bauteile-aus-rueckbauten-jetzt-imeshop-von-grunerreuse-live;CH:K002
;Schweiz;Entsorgung + Recycling Zürich (ERZ);→;Recyclingzentrum Juch-Areal;projektgebunden;Betrieb;Betreibt Recyclingzentrum Juch-Areal.;Entsorgung + Recycling Zürich (ERZ);belegt;Eigentümervertretung Entsorgung + Recycling Zürich (ERZ);https://www.stadt-zuerich.ch/de/planen-und-bauen/projekte-und-ausschreibungen/hochbauvorhaben/planung-ausfuehrung/recyclingzentrum-juch-areal.html;CH:K017
;Schweiz;Graber Pulver;→;Recyclingzentrum Juch-Areal;projektgebunden;Entwurf;Entwarf Recyclingzentrum Juch-Areal.;Graber Pulver;belegt;Generalplanung und Architektur Graber Pulver Architekt:innen AG, Zürich;https://www.stadt-zuerich.ch/de/planen-und-bauen/projekte-und-ausschreibungen/hochbauvorhaben/planung-ausfuehrung/recyclingzentrum-juch-areal.html;CH:K020
;Schweiz;Ingenieurbureau Heierli AG;→;Kindergarten Mööslistrasse;projektgebunden;Fachplanung;Plante das Tragwerk für Kindergarten Mööslistrasse.;Ingenieurbureau Heierli AG;belegt;Bauingenieurwesen (Structural Engineering): Ingenieurbureau Heierli AG, Zürich;https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html;CH:K029
;Schweiz;Institut Konstruktives Entwerfen (IKE) / ZHAW;→;K.118 Winterthur;projektgebunden;Forschungsbegleitung;Begleitete K.118 Winterthur wissenschaftlich.;;belegt;mit dem Projekt K.118 den derzeit grössten Neubau der Schweiz, der zu grossen Teilen aus wiederverwendeten Bauteilen konzipiert ist;https://www.zhaw.ch/de/forschung/projekt/71771;CH:K022
;Schweiz;Josef Kolb AG;→;K.118 Winterthur;projektgebunden;Fachplanung;Plante das Tragwerk für K.118 Winterthur.;Josef Kolb AG;belegt;Timber Engineering: Josef Kolb AG;https://www.archdaily.com/968958/k118-kopfbau-halle-118-hauburo-in-situ;CH:K024
;Schweiz;Modissa Immobilien AG;→;Grubenstrasse 29;projektgebunden;Bauherrschaft;Verantwortete Grubenstrasse 29 als Bauherrschaft.;Modissa Immobilien AG;belegt;Auftraggeber (Client): Modissa Immobilien AG;https://zirkular.net/de/projekt/grubenstrasse-29/;CH:K013
;Schweiz;Monotti Ingegneri;→;ELEMENTA Walkeweg;projektgebunden;Fachplanung;Plante das Tragwerk für ELEMENTA Walkeweg.;Monotti Ingegneri, ELEMENTA Walkeweg;—;Bauingenieurwesen: Monotti Ingegneri Consulenti SA;https://media.bs.ch/original_file/8e80b99a92a09ee372ff54721421eb6497819e1f/bvd-jurybericht-walkeweg-komprimiert-1.pdf;CH:K045
;Schweiz;NEST Research and Innovation Platform / Empa–Eawag;→;UMAR Unit;projektgebunden;Forschungsbegleitung;Begleitete UMAR Unit wissenschaftlich.;NEST Research and Innovation Platform / Empa–Eawag;belegt;In der NEST-Unit »UMAR« (Urban Mining & Recycling) wohnen und arbeiten seit Mai zwei Studenten, um sich regelmäßig mit den Wissenschaftlern der Empa;https://www.db-bauzeitung.de/db/heizung-klima-lueftung/forschungsmodul/;CH:K036
;Schweiz;Oberli Ingenieurbau AG;→;K.118 Winterthur;projektgebunden;Fachplanung;Plante das Tragwerk für K.118 Winterthur.;Oberli Ingenieurbau AG;belegt;Civil engineer: Oberli Ingenieurbau AG;https://www.archdaily.com/968958/k118-kopfbau-halle-118-hauburo-in-situ;CH:K023
;Schweiz;PIRMIN JUNG Schweiz AG;→;LYSP8 Basel;projektgebunden;Fachplanung;Übernahm die Fachplanung für LYSP8 Basel.;PIRMIN JUNG Schweiz AG;belegt;Pirmin Jung (Fachplanung Holzbau);https://zirkular.net/en/project/lysp8/;CH:K039
;Schweiz;Schmidiger + Rosasco AG;→;Kindergarten Mööslistrasse;projektgebunden;Fachplanung;Übernahm die Fachplanung für Kindergarten Mööslistrasse.;Schmidiger + Rosasco AG;belegt;Elektroplanung (Electrical Planning): Schmidiger + Rosasco AG, Zürich;https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html;CH:K031
;Schweiz;Stiftung Abendrot / Vorsorgestiftung Abendrot;→;K.118 Winterthur;projektgebunden;Bauherrschaft;Verantwortete K.118 Winterthur als Bauherrschaft.;Stiftung Abendrot / Vorsorgestiftung Abendrot;belegt;Client: Stiftung Abendrot;https://zirkular.net/en/project/building-k-118/;CH:K021
;Schweiz;Stiftung Habitat;→;LYSP8 Basel;projektgebunden;Betrieb;Betreibt LYSP8 Basel.;Stiftung Habitat;belegt;Entstanden ist hier ein weiteres Wohnhaus der Stiftung Habitat.;https://www.stiftung-habitat.ch/sh/liegenschaften/haeuser-und-projekte/wohnhaus-weinlagerstrasse-33.html;CH:K038
;Schweiz;Structural Xploration Lab (SXL) / EPFL;→;Re:Crete footbridge;projektgebunden;Bauausführung;Führte die Bauarbeiten an Re:Crete footbridge aus.;Structural Xploration Lab (SXL) / EPFL, Re:Crete footbridge;belegt;the Sructural Xploration Lab (SXL) has built the RE:CRETE prototype, a footbridge built from 25 reused concrete blocks;https://www.epfl.ch/schools/enac/recrete/;CH:K035
;Schweiz;Tschudin Rückbau und Demontagen GmbH;→;Grubenstrasse 29;projektgebunden;Rückbau;Führte den Rückbau von Grubenstrasse 29 aus.;Tschudin Rückbau und Demontagen GmbH;belegt;Material Suppliers (Wiederverwendete Bauteile): Tschudin Rückbau und Demontagen GmbH;https://zirkular.net/de/projekt/grubenstrasse-29/;CH:K015
;Schweiz;Weber + Brönnimann AG;→;Recyclingzentrum Juch-Areal;projektgebunden;Fachplanung;Plante das Tragwerk für Recyclingzentrum Juch-Areal.;Weber + Brönnimann AG;belegt;Bauingenieurwesen Weber + Brönnimann AG, Bern;https://www.stadt-zuerich.ch/de/planen-und-bauen/projekte-und-ausschreibungen/hochbauvorhaben/planung-ausfuehrung/recyclingzentrum-juch-areal.html;CH:K018
;Schweiz;Wetter AG;→;K.118 Winterthur;projektgebunden;Bauausführung;Führte die Bauarbeiten an K.118 Winterthur aus.;Wetter AG;belegt;Steel Construction: Wetter AG;https://www.archdaily.com/968958/k118-kopfbau-halle-118-hauburo-in-situ;CH:K025
;Schweiz;Zirkular;→;Grubenstrasse 29;projektgebunden;Bauteilinventarisierung;Erfasste Reuse-Bauteile für Grubenstrasse 29.;;belegt;Zirkular Projektteam: Marc Angst, Leonard Schönfelder;https://zirkular.net/de/projekt/grubenstrasse-29/;CH:K016
;Schweiz;Zirkular;→;K.118 Winterthur;projektgebunden;Projektbeteiligung, Aufgabe unklar;"War an K.118 Winterthur beteiligt; Aufgabe offen.";;belegt;Sie erhielten viel Aufmerksamkeit und waren Auslöser der Gründung von Zirkular durch die involvierten Planenden.;https://zirkular.net/de/projekt/k-118-kopfbau-halle-118/;CH:K026
;Schweiz;Zirkular;→;Kindergarten Mööslistrasse;projektgebunden;Entwurf;Entwarf Kindergarten Mööslistrasse.;;belegt;landscape architecture planning for the re-use concept was handled by Zirkular GmbH, Zürich;https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html;CH:K033
;Schweiz;Zirkular;—;Studio Trachsler Hoffmann;projektgebunden;Gemeinsames Bauvorhaben;Arbeiteten an der Schärenmoosstrasse zusammen.;Studio Trachsler Hoffmann;belegt;Nach dem Wettbewerbsgewinn wurde Zirkular mit in das Projektteam geholt.;https://zirkular.net/de/projekt/schaerenmoosstrasse/;CH:K040
;Schweiz;aik Architektur + Ingenieur Kollektiv;→;Kindergarten Mööslistrasse;projektgebunden;Fachplanung;Plante das Tragwerk für Kindergarten Mööslistrasse.;aik Architektur + Ingenieur Kollektiv;belegt;Bauphysik (Building Physics): aik, Architektur + Ingenieur Kollektiv, Zürich;https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html;CH:K032
;Schweiz;baubüro in situ;→;Grubenstrasse 29;projektgebunden;Entwurf;Entwarf Grubenstrasse 29.;;—;Architekten: baubüro in situ ag;https://www.bauwelt.de/rubriken/bauten/Werkhof-29-Zuerich-baubuero-in-situ-ag-4385137.html;CH:K008
;Schweiz;baubüro in situ;→;K.118 Winterthur;projektgebunden;Entwurf;Entwarf K.118 Winterthur.;;—;Architektur: Baubüro in situ;https://circularmaterialsystems.com/de/case/06_k-118/;CH:K009
;Schweiz;baubüro in situ;—;Pascal Flammer Architekten;projektgebunden;Gemeinsames Bauvorhaben;Wählten Reuse-Bauteile für Hobelwerk Haus D aus.;Pascal Flammer Architekten;belegt;untersuchten in situ und PFA 60 Elemente, aus denen schlussendlich 21 für Erwerb und Einbau ausgewählt wurden;https://www.espazium.ch/de/aktuelles/winterthur-hobelwerk-architektur-reuse-flammerarchitkten-nettonull;CH:K012
;Schweiz;manoa Landschaftsarchitekten;→;Recyclingzentrum Juch-Areal;projektgebunden;Entwurf;Entwarf Recyclingzentrum Juch-Areal.;manoa Landschaftsarchitekten;belegt;Landschaftsarchitektur manoa Landschaftsarchitekten GmbH, Meilen;https://www.stadt-zuerich.ch/de/planen-und-bauen/projekte-und-ausschreibungen/hochbauvorhaben/planung-ausfuehrung/recyclingzentrum-juch-areal.html;CH:K019
;Vereinigtes Königreich;AKT II;→;Roots in the Sky;projektgebunden;Fachplanung;Plante das Tragwerk für Roots in the Sky.;Roots in the Sky;belegt;collaboration from AKT II, Gardiner & Theobald and Atelier Ten;https://www.architectsjournal.co.uk/news/developer-urban-mines-broadgate-steel-frame-for-southwark-retrofits;GB:K078
;Vereinigtes Königreich;AKT II;→;55 Great Suffolk Street;projektgebunden;Prüfung und Nachweis;Prüfte Reuse-Bauteile für 55 Great Suffolk Street.;;—;AKT II was involved in assessing and repurposing the steel.;https://www.architectsjournal.co.uk/news/developer-urban-mines-broadgate-steel-frame-for-southwark-retrofits;GB:K083
