Land;Von;Richtung;Nach;Neuer Text;Art;sichtbar;entfernt;bisher (nur wenn keine Schablone)
Schweden;Vasakronan;—;Wiklunds Åkeri;Arbeiteten im KRETS-Verbund zusammen.;Konsortialpartner;ja;;Vasakronan und Wiklunds Åkeri sind Partner im Återbruksmarknad-Projekt KRETS.
Schweden;Zengun;—;NCC;Arbeiteten im Återhus-Verbund zusammen.;Konsortialpartner;ja;;Zengun und NCC gehörten zum Konsortium des Projekts Återhus.
Schweden;Kv Återbruket, Litteraturgatan/Selma stad, Göteborg;←;Liljewall Arkitekter;Entwarf Kv Återbruket.;Entwurf;ja;;
Schweden;Kv Återbruket, Litteraturgatan/Selma stad, Göteborg;←;NCC;Führte die Bauarbeiten an Kv Återbruket aus.;Bauausführung;ja;;
Schweden;NCC;—;RISE (Research Institutes of Sweden);Arbeiteten im Återhus-Verbund zusammen.;Konsortialpartner;ja;;NCC und RISE (Research Institutes of Sweden) gehörten zum Konsortium des Projekts Återhus.
Schweden;Akademiska Hus;—;Tyresö kommun;Arbeiteten im Återhus-Verbund zusammen.;Konsortialpartner;;;
Schweden;Atrium Ljungberg;—;Vasakronan;Arbeiteten im Återhus-Verbund zusammen.;Konsortialpartner;;;
Schweden;BC-bygg;→;Bygghubben;Gründete Bygghubben mit.;Gründung;;;
Schweden;Business Region Göteborg;—;Handslag för cirkulärt byggande;Keine Quelle belegt eine direkte Verbindung.;Kein Beleg für eine Beziehung;;ja;
Schweden;Bygghubben;←;Haga Rot;Gründete Bygghubben mit.;Gründung;;;
Schweden;Bygghubben;←;RP (Bygghubben member);Gründete Bygghubben mit.;Gründung;;;
Schweden;Handslag för cirkulärt byggande;←;HSB Göteborg;Nimmt am Handslag teil.;Mitgliedschaft;;;
Schweden;Handslag för cirkulärt byggande;←;Serneke Sverige AB;Nimmt am Handslag teil.;Mitgliedschaft;;;
Schweiz;Ressourcerie Lausanne / Matériuum / R-UUL;←;Matériuum;Führt die Ressourcerie Lausanne als Zweigbetrieb.;Konzernbindung;ja;;
Schweiz;Bauteilbörse Basel;—;Gruner ReUse;Inventarisierten und vermarkteten Reuse-Bauteile.;Gemeinsames Bauvorhaben;ja;;
Schweiz;Bauteilbörse Basel;←;useagain / Bauteilclick;Stellt den Marktplatz für ihren Bauteilverkauf.;Dienstleistungsbeziehung;ja;;
Schweiz;Bauteilvermittlung Zürichsee-Oberland;←;Stiftung Chance BauTeile Zürich / Glattbrugg;Prüft, demontiert und transportiert BTVZ-Bauteile.;Dienstleistungsbeziehung;ja;;Stiftung Chance übernimmt Prüfung, Ausbau und Transport für die BTVZ.
Schweiz;useagain / Bauteilclick;→;Bauteilladen Winterthur;Vermittelt Bauteile an den Bauteilladen Winterthur.;Dienstleistungsbeziehung;ja;;
Schweiz;ELYS Kultur- und…;←;Zirkular;"War am ELYS-Zentrum beteiligt; Aufgabe offen.";Projektbeteiligung, Aufgabe unklar;ja;;
Schweiz;baubüro in situ;→;Grubenstrasse 29;Entwarf Grubenstrasse 29.;Entwurf;ja;;baubüro in situ entwarf das Projekt Grubenstrasse 29.
Schweiz;baubüro in situ;→;K.118 Winterthur;Entwarf K.118 Winterthur.;Entwurf;ja;;baubüro in situ entwarf das Projekt K.118.
Schweiz;baubüro in situ;—;RE-WIN;Unterstützten gemeinsam das RE-WIN-Netzwerk.;Zusammenarbeit, Art unklar;ja;;Beide unterstützen gemeinsam das RE-WIN-Netzwerk.
Schweiz;baubüro in situ;—;Pascal Flammer Architekten;Wählten Reuse-Bauteile für Hobelwerk Haus D aus.;Gemeinsames Bauvorhaben;ja;;
Schweiz;Grubenstrasse 29;←;Modissa Immobilien AG;Verantwortete Grubenstrasse 29 als Bauherrschaft.;Bauherrschaft;ja;;
Schweiz;Grubenstrasse 29;←;Tschudin Rückbau und Demontagen GmbH;Führte den Rückbau von Grubenstrasse 29 aus.;Rückbau;ja;;
Schweiz;Grubenstrasse 29;←;Zirkular;Erfasste Reuse-Bauteile für Grubenstrasse 29.;Bauteilinventarisierung;ja;;
Schweiz;Juch-Areal Recyclingzent…;←;Entsorgung + Recycling Zürich (ERZ);Betreibt Recyclingzentrum Juch-Areal.;Betrieb;ja;;
Schweiz;Juch-Areal Recyclingzent…;←;Weber + Brönnimann AG;Plante das Tragwerk für Recyclingzentrum Juch-Areal.;Fachplanung;ja;;
Schweiz;Juch-Areal Recyclingzent…;←;manoa Landschaftsarchitekten;Entwarf Recyclingzentrum Juch-Areal.;Entwurf;ja;;
Schweiz;Juch-Areal Recyclingzent…;←;Graber Pulver;Entwarf Recyclingzentrum Juch-Areal.;Entwurf;ja;;
Schweiz;K.118 Winterthur;←;Stiftung Abendrot / Vorsorgestiftung Abendrot;Verantwortete K.118 Winterthur als Bauherrschaft.;Bauherrschaft;ja;;
Schweiz;K.118 Winterthur;←;ZHAW IKE;Begleitete K.118 Winterthur wissenschaftlich.;Forschungsbegleitung;ja;;
Schweiz;K.118 Winterthur;←;Oberli Ingenieurbau AG;Plante das Tragwerk für K.118 Winterthur.;Fachplanung;ja;;
Schweiz;K.118 Winterthur;←;Josef Kolb AG;Plante das Tragwerk für K.118 Winterthur.;Fachplanung;ja;;
Schweiz;K.118 Winterthur;←;Wetter AG;Führte die Bauarbeiten an K.118 Winterthur aus.;Bauausführung;ja;;
Schweiz;K.118 Winterthur;←;Zirkular;"War an K.118 Winterthur beteiligt; Aufgabe offen.";Projektbeteiligung, Aufgabe unklar;ja;;
Schweiz;Kindergarten Mööslistras…;←;Stadt Zürich / Amt für Hochbauten / Immobilien Stadt Zürich;Verantwortete Kindergarten Mööslistrasse als Bauherrschaft.;Bauherrschaft;ja;;
Schweiz;Kindergarten Mööslistras…;←;Ingenieurbureau Heierli AG;Plante das Tragwerk für Kindergarten Mööslistrasse.;Fachplanung;ja;;
Schweiz;Kindergarten Mööslistras…;←;Schmidiger + Rosasco AG;Übernahm die Fachplanung für Kindergarten Mööslistrasse.;Fachplanung;ja;;
Schweiz;Kindergarten Mööslistras…;←;aik Architektur + Ingenieur Kollektiv;Plante das Tragwerk für Kindergarten Mööslistrasse.;Fachplanung;ja;;
Schweiz;Kindergarten Mööslistras…;←;Zirkular;Entwarf Kindergarten Mööslistrasse.;Entwurf;ja;;
Schweiz;Re:Crete footbridge;←;Structural Xploration Lab / EPFL;Führte die Bauarbeiten an Re:Crete footbridge aus.;Bauausführung;ja;;
Schweiz;Empa;→;UMAR Unit;Begleitete UMAR Unit wissenschaftlich.;Forschungsbegleitung;ja;;
Schweiz;Stiftung Habitat;→;LYSP8 Basel;Betreibt LYSP8 Basel.;Betrieb;ja;;
Schweiz;LYSP8 Basel;←;PIRMIN JUNG Schweiz AG;Übernahm die Fachplanung für LYSP8 Basel.;Fachplanung;ja;;
Schweiz;Zirkular;—;Studio Trachsler Hoffmann;Arbeiteten an der Schärenmoosstrasse zusammen.;Gemeinsames Bauvorhaben;ja;;
Schweiz;Zirkular;→;RE-WIN;Initiierten die erste RE-WIN-Fenstersammlung.;Gründung;ja;;
Schweiz;Zirkular;→;Bauteilkatalog Immobilien Basel-Stadt;Katalogisierte Bauteile für Basler Wettbewerbe.;Dienstleistungsbeziehung;ja;;
Schweiz;UMAR Unit;←;Lindner SE;Lieferte Reuse-Bauteile für UMAR Unit.;Bauteillieferung;ja;;
Schweiz;ZHAW;—;INEB – FHNW (Leitfaden Reuse Stahl/Stahlbeton);Arbeiteten im Reuse-Leitfaden Stahl/Beton-Verbund zusammen.;Konsortialpartner;ja;;Beide erarbeiteten den Leitfaden Reuse Stahl-/Stahlbetonbauteile.
Schweiz;ELEMENTA Walkeweg;←;Monotti Ingegneri;Plante das Tragwerk für ELEMENTA Walkeweg.;Fachplanung;ja;;Monotti Ingegneri übernahm die Tragwerksplanung für ELEMENTA.
Schweiz;Digvis GmbH;→;Bauteilkatalog Immobilien Basel-Stadt;Programmierte den Basler Bauteilkatalog.;Dienstleistungsbeziehung;ja;;
Schweiz;Gruner ReUse;←;Gruner AG;Führt Gruner ReUse als eigene Abteilung.;Konzernbindung;;;
Schweiz;baubüro in situ;—;Zirkular;Keine Quelle belegt eine direkte Verbindung.;Kein Beleg für eine Beziehung;;ja;
Schweiz;Grubenstrasse 29;—;Bauteilladen Winterthur;Keine Quelle belegt eine direkte Verbindung.;Kein Beleg für eine Beziehung;;ja;
Schweiz;Kindergarten Mööslistras…;←;Meili Partner Baumanagement;Übernahm die Fachplanung für Kindergarten Mööslistrasse.;Fachplanung;;;
Schweiz;Kindergarten Mööslistras…;←;Haerter + Partner AG;Übernahm die Fachplanung für Kindergarten Mööslistrasse.;Fachplanung;;;
Schweiz;Re:Crete footbridge;←;Re:Crete Forschungsteam;Begleitete Re:Crete footbridge wissenschaftlich.;Forschungsbegleitung;;;
Schweiz;Kanton Basel-Stadt;—;INEB – FHNW (Leitfaden Reuse Stahl/Stahlbeton);Arbeiteten im Reuse-Leitfaden Stahl/Beton-Verbund zusammen.;Konsortialpartner;;;
Vereinigtes Königreich;Gardiner & Theobald;→;BedZED;Plante das Tragwerk für BedZED.;Fachplanung;ja;;
Vereinigtes Königreich;Gardiner & Theobald;→;55 Great Suffolk Street;Übernahm die Fachplanung für 55 Great Suffolk Street.;Fachplanung;ja;;
Vereinigtes Königreich;CascadeUp;←;UCL Circular Economy Lab;Begleitete CascadeUp wissenschaftlich.;Forschungsbegleitung;ja;;
Vereinigtes Königreich;CascadeUp;←;UK CLT;Lieferte Reuse-Holz für CascadeUp.;Bauteillieferung;ja;;
Vereinigtes Königreich;Whitby Wood;→;The Engineers Reuse Collective (TERC);Gründete TERC mit.;Gründung;ja;;
Vereinigtes Königreich;Brighton Waste House;←;Cat Fletcher / Freegle;"War an Brighton Waste House beteiligt; Aufgabe offen.";Projektbeteiligung, Aufgabe unklar;ja;;
Vereinigtes Königreich;Brighton Waste House;←;Studierende, Schulkinder und Freiwillige;Führte die Bauarbeiten an Brighton Waste House aus.;Bauausführung;ja;;
Vereinigtes Königreich;Hastings Pier Visitor…;←;National Lottery Heritage Fund;Förderte Hastings Pier Visitor Centre.;Förderung;ja;;
Vereinigtes Königreich;Holbein Gardens, London;←;Heyne Tillett Steel / HTS;Plante das Tragwerk für Holbein Gardens, London.;Fachplanung;ja;;
Vereinigtes Königreich;Holbein Gardens, London;←;Cleveland Steel & Tubes;Lieferte Reuse-Stahl für Holbein Gardens, London.;Bauteillieferung;ja;;Cleveland lieferte wiederverwendeten Stahl für Holbein Gardens.
Vereinigtes Königreich;Holbein Gardens, London;←;TFT Consultants;Erarbeitete das Reuse-Konzept für Holbein Gardens, London.;Reuse-Konzept;ja;;
Vereinigtes Königreich;Heyne Tillett Steel / HTS;←;Cleveland Steel & Tubes;Liefert Reuse-Stahl für HTS-Projekte.;Lieferbeziehung;ja;;Cleveland liefert wiederverwendeten Stahl für HTS-Projekte.
Vereinigtes Königreich;Heyne Tillett Steel / HTS;→;The Engineers Reuse Collective (TERC);Gründete TERC mit.;Gründung;ja;;HTS ist Gründungsmitglied des Engineers Reuse Collective.
Vereinigtes Königreich;Cleveland Steel & Tubes;→;Timber Square London;Lieferte Reuse-Stahl für Timber Square London.;Bauteillieferung;ja;;Cleveland lieferte wiederverwendeten Stahl für Timber Square.
Vereinigtes Königreich;Cleveland Steel & Tubes;→;55 Great Suffolk Street;Lieferte Reuse-Stahl für 55 Great Suffolk Street.;Bauteillieferung;ja;;Cleveland lieferte Stahl für 55 Great Suffolk Street.
Vereinigtes Königreich;Cleveland Steel & Tubes;→;Elliott Wood;Liefert Reuse-Stahl für Elliott-Wood-Projekte.;Lieferbeziehung;ja;;
Vereinigtes Königreich;House of Fraser;←;FORE Partnership;Verantwortete House of Fraser als Bauherrschaft.;Bauherrschaft;ja;;
Vereinigtes Königreich;House of Fraser;←;Willmott Dixon;Führte die Bauarbeiten an House of Fraser aus.;Bauausführung;ja;;
Vereinigtes Königreich;House of Fraser;←;Webb Yates Engineers;Plante das Tragwerk für House of Fraser.;Fachplanung;ja;;
Vereinigtes Königreich;House of Fraser;←;Four Bay Structures;Übernahm die Reuse-Logistik für House of Fraser.;Logistik;ja;;
Vereinigtes Königreich;House of Fraser;←;Civic Engineers;Plante das Tragwerk für House of Fraser.;Fachplanung;ja;;Civic Engineers übernahm die Tragwerksplanung für House of Fraser.
Vereinigtes Königreich;House of Fraser;←;Studio PDP;Entwarf House of Fraser.;Entwurf;ja;;Studio PDP übernahm den Entwurf für House of Fraser.
Vereinigtes Königreich;Webb Yates Engineers;→;The Engineers Reuse Collective (TERC);Gründete TERC mit.;Gründung;ja;;Webb Yates ist Gründungsmitglied von TERC.
Vereinigtes Königreich;Civic Engineers;—;Studio PDP;Planten 318 Oxford Street gemeinsam.;Gemeinsames Bauvorhaben;ja;;
Vereinigtes Königreich;Civic Engineers;→;The Engineers Reuse Collective (TERC);Gründete TERC mit.;Gründung;ja;;Civic Engineers ist Gründungsmitglied von TERC.
Vereinigtes Königreich;PLP London HQ circular…;←;Method;Führte Ausbauarbeiten am PLP London HQ aus.;Bauausführung;ja;;
Vereinigtes Königreich;PLP London HQ circular…;←;Grants of Shoreditch;Lieferte Reuse-Marmor für PLP London HQ.;Bauteillieferung;ja;;
Vereinigtes Königreich;Method;—;PLP Architecture;Bauten das PLP-Projekt gemeinsam.;Gemeinsames Bauvorhaben;ja;;
Vereinigtes Königreich;Grants of Shoreditch;→;PLP Architecture;Lieferte Reuse-Marmor für das PLP-Projekt.;Lieferbeziehung;ja;;
Vereinigtes Königreich;Roots in the Sky;←;AKT II;Plante das Tragwerk für Roots in the Sky.;Fachplanung;ja;;
Vereinigtes Königreich;AKT II;→;55 Great Suffolk Street;Prüfte Reuse-Bauteile für 55 Great Suffolk Street.;Prüfung und Nachweis;ja;;AKT II prüfte und plante den Stahlreuse für 55 Great Suffolk Street.
Vereinigtes Königreich;Timber Square London;←;Opera;Übernahm die Fachplanung für Timber Square London.;Fachplanung;ja;;
Vereinigtes Königreich;Opera;→;55 Great Suffolk Street;Übernahm die Fachplanung für 55 Great Suffolk Street.;Fachplanung;ja;;
Vereinigtes Königreich;Hawkins\Brown;→;55 Great Suffolk Street;Entwarf 55 Great Suffolk Street.;Entwurf;ja;;
Vereinigtes Königreich;The Engineers Reuse Collective (TERC);←;Elliott Wood;Gründete TERC mit.;Gründung;ja;;Elliott Wood ist Gründungsmitglied von TERC.
Vereinigtes Königreich;CBRE;→;55 Great Suffolk Street;Beriet 55 Great Suffolk Street zur Nachhaltigkeit.;Fachplanung;;;
Vereinigtes Königreich;Cantillon;→;55 Great Suffolk Street;Führte den Rückbau von 55 Great Suffolk Street aus.;Rückbau;;;
Vereinigtes Königreich;Material Reuse Portal;—;Warp It;Keine Quelle belegt eine direkte Verbindung.;Kein Beleg für eine Beziehung;;ja;
Vereinigtes Königreich;Material Reuse Portal;—;Grosvenor;Keine Quelle belegt eine direkte Verbindung.;Kein Beleg für eine Beziehung;;ja;
Vereinigtes Königreich;SalvoWEB;—;Arc Reclamation Ltd;Sind nur gemeinsam im SalvoWEB-Verzeichnis gelistet.;Verzeichniseintrag;;ja;
Vereinigtes Königreich;SalvoWEB;—;Frome Reclamation Ltd;Sind nur gemeinsam im SalvoWEB-Verzeichnis gelistet.;Verzeichniseintrag;;ja;
Vereinigtes Königreich;SalvoWEB;—;London Reclamation and Salvage Ltd;Sind nur gemeinsam im SalvoWEB-Verzeichnis gelistet.;Verzeichniseintrag;;ja;
Vereinigtes Königreich;SalvoWEB;—;Milton Keynes Antiques & Architectural Salvage;Sind nur gemeinsam im SalvoWEB-Verzeichnis gelistet.;Verzeichniseintrag;;ja;
Vereinigtes Königreich;SalvoWEB;—;Reclaimed World;Sind nur gemeinsam im SalvoWEB-Verzeichnis gelistet.;Verzeichniseintrag;;ja;
Vereinigtes Königreich;SalvoWEB;—;Stax Reclamation;Sind nur gemeinsam im SalvoWEB-Verzeichnis gelistet.;Verzeichniseintrag;;ja;
Vereinigtes Königreich;SalvoWEB;—;CS Architectural Salvage;Sind nur gemeinsam im SalvoWEB-Verzeichnis gelistet.;Verzeichniseintrag;;ja;
Vereinigtes Königreich;SalvoWEB;—;Wells Reclamation;Sind nur gemeinsam im SalvoWEB-Verzeichnis gelistet.;Verzeichniseintrag;;ja;
Vereinigtes Königreich;SalvoWEB;—;Wilsons Yard;Sind nur gemeinsam im SalvoWEB-Verzeichnis gelistet.;Verzeichniseintrag;;ja;
Vereinigtes Königreich;Brent Cross Town…;←;Brent Cross South Limited Partnership;Verantwortete Brent Cross Town als Bauherrschaft.;Bauherrschaft;;;
Vereinigtes Königreich;Brent Cross Town…;←;Related Argent;Verantwortete Brent Cross Town als Bauherrschaft.;Bauherrschaft;;;
Vereinigtes Königreich;Brent Cross Town…;←;London Borough of Barnet;Verantwortete Brent Cross Town als Bauherrschaft.;Bauherrschaft;;;
Vereinigtes Königreich;Brent Cross Town…;←;IF_DO;Entwarf Brent Cross Town.;Entwurf;;;
Vereinigtes Königreich;Brent Cross Town…;←;Whitby Wood;Plante das Tragwerk für Brent Cross Town.;Fachplanung;;;
Vereinigtes Königreich;Brent Cross Town…;←;Bourne Special Projects / Bourne Group;Führte die Bauarbeiten an Brent Cross Town aus.;Bauausführung;;;
Vereinigtes Königreich;Brent Cross Town…;←;Galldris Group;Führte die Bauarbeiten an Brent Cross Town aus.;Bauausführung;;;
Vereinigtes Königreich;Brent Cross Town…;←;Cleveland Steel & Tubes;Lieferte Reuse-Stahl für Brent Cross Town.;Bauteillieferung;;;Cleveland lieferte wiederverwendeten Stahl für Brent Cross Town.
Vereinigtes Königreich;Brighton Waste House;←;Mears Group;"War an Brighton Waste House beteiligt; Aufgabe offen.";Projektbeteiligung, Aufgabe unklar;;;
Vereinigtes Königreich;Brighton Waste House;←;Greater Brighton Metropolitan College;"War an Brighton Waste House beteiligt; Aufgabe offen.";Projektbeteiligung, Aufgabe unklar;;;
Vereinigtes Königreich;Mears Group;—;University of Brighton;Bauten das Brighton Waste House gemeinsam.;Gemeinsames Bauvorhaben;;;
Vereinigtes Königreich;Hastings Pier Visitor…;←;dRMM Architects;Entwarf Hastings Pier Visitor Centre.;Entwurf;;;
Vereinigtes Königreich;Hastings Pier Visitor…;←;Hastings Pier Charity;Beauftragte den Bau des Hastings Pier Visitor Centre.;Bauherrschaft;;;
Vereinigtes Königreich;Hastings Pier Visitor…;←;Ramboll;Übernahm die Ingenieurplanung für Hastings Pier.;Fachplanung;;;
Vereinigtes Königreich;Hastings Pier Visitor…;←;PT Projects;Übernahm die Fachplanung für Hastings Pier Visitor Centre.;Fachplanung;;;
Vereinigtes Königreich;Hastings Pier Visitor…;←;KLH;Lieferte CLT für Hastings Pier Visitor Centre.;Bauteillieferung;;;
Vereinigtes Königreich;Hastings Pier Visitor…;←;Hastings & Bexhill Wood Recycling;Arbeitete Reuse-Holz für Hastings Pier Visitor Centre auf.;Aufarbeitung;;;
Vereinigtes Königreich;Holbein Gardens, London;←;Grosvenor;Verantwortete Holbein Gardens, London als Bauherrschaft.;Bauherrschaft;;;
Vereinigtes Königreich;Holbein Gardens, London;←;Barr Gazetas;Entwarf Holbein Gardens, London.;Entwurf;;;
Vereinigtes Königreich;Holbein Gardens, London;←;Eurban;Lieferte Reuse-Holz für Holbein Gardens, London.;Bauteillieferung;;;
Vereinigtes Königreich;Holbein Gardens, London;←;Blenheim House;Führte die Bauarbeiten an Holbein Gardens, London aus.;Bauausführung;;;
Vereinigtes Königreich;Cleveland Steel & Tubes;—;Channel Projects;Arbeiteten am ReFrame-Stahlpiloten zusammen.;Konsortialpartner;;;
Vereinigtes Königreich;House of Fraser;←;Stiff + Trevillion;Entwarf House of Fraser.;Entwurf;;;
Vereinigtes Königreich;House of Fraser;←;ECE Architecture;Entwarf House of Fraser.;Entwurf;;;
Vereinigtes Königreich;House of Fraser;←;McLaren Construction;Führte den Rückbau von House of Fraser aus.;Rückbau;;;
Vereinigtes Königreich;BedZED;←;BioRegional;Plante das Tragwerk für BedZED.;Fachplanung;;;
Vereinigtes Königreich;BedZED;←;Peabody Trust;Verantwortete BedZED als Bauherrschaft.;Bauherrschaft;;;
Vereinigtes Königreich;BedZED;←;Bill Dunster / ZEDfactory;Entwarf BedZED.;Entwurf;;;
Vereinigtes Königreich;BedZED;←;Ellis & Moore Consulting Engineers;Plante das Tragwerk für BedZED.;Fachplanung;;;
Vereinigtes Königreich;PLP London HQ circular…;←;Contrax Furniture;Fertigte Tischlerarbeiten für das PLP London HQ.;Bauausführung;;;
Vereinigtes Königreich;PLP London HQ circular…;←;Solus;Lieferte Terrazzo für das PLP London HQ.;Bauteillieferung;;;
Vereinigtes Königreich;Contrax Furniture;—;PLP Architecture;Fertigten Tischlerarbeiten für das PLP-Projekt.;Gemeinsames Bauvorhaben;;;
Vereinigtes Königreich;Solus;→;PLP Architecture;Lieferte Terrazzo für das PLP-Projekt.;Lieferbeziehung;;;
Vereinigtes Königreich;Roots in the Sky;←;Studio RHE;Entwarf Roots in the Sky.;Entwurf;;;
Vereinigtes Königreich;Roots in the Sky;←;Sheppard Robson;Entwarf Roots in the Sky.;Entwurf;;;
Vereinigtes Königreich;Roots in the Sky;←;Symmetrys;Plante das Tragwerk für Roots in the Sky.;Fachplanung;;;
Vereinigtes Königreich;Roots in the Sky;←;Mace;Führte die Bauarbeiten an Roots in the Sky aus.;Bauausführung;;;
Vereinigtes Königreich;Roots in the Sky;←;Erith;Führte den Rückbau von Roots in the Sky aus.;Rückbau;;;
Vereinigtes Königreich;Roots in the Sky;←;Fabrix;Verantwortete Roots in the Sky als Bauherrschaft.;Bauherrschaft;;;Fabrix entwickelte das Projekt Roots in the Sky.
Vereinigtes Königreich;Symmetrys;→;55 Great Suffolk Street;Plante das Tragwerk für 55 Great Suffolk Street.;Fachplanung;;;Symmetrys übernahm Tragwerks- und Tiefbauplanung für das Projekt.
Vereinigtes Königreich;Mace;→;Timber Square London;Führte die Bauarbeiten an Timber Square London aus.;Bauausführung;;;Mace wurde als Hauptauftragnehmer für Timber Square beauftragt.
Vereinigtes Königreich;Timber Square London;←;Landsec;Verantwortete Timber Square London als Bauherrschaft.;Bauherrschaft;;;
Vereinigtes Königreich;Timber Square London;←;Bennetts Associates;Entwarf Timber Square London.;Entwurf;;;
Vereinigtes Königreich;Timber Square London;←;Hoare Lea;Beriet Timber Square zur Nachhaltigkeit.;Fachplanung;;;
Vereinigtes Königreich;Timber Square London;←;Alinea / T+T Alinea;Übernahm die Fachplanung für Timber Square London.;Fachplanung;;;
Vereinigtes Königreich;Timber Square London;←;Hybrid Structures;Führte die Bauarbeiten an Timber Square London aus.;Bauausführung;;;
Vereinigtes Königreich;Fabrix;→;55 Great Suffolk Street;Verantwortete 55 Great Suffolk Street als Bauherrschaft.;Bauherrschaft;;;
Österreich;re:store / HarvestMAP Vienna;←;materialnomaden;Betreibt re:store als Herausgeberin.;Betreiberschaft;ja;;
Österreich;BIG (Bundesimmob.);←;BauKarussell;Führte Social Urban Mining am MedUni-Campus durch.;Dienstleistungsbeziehung;ja;;
Österreich;MedUni Wien;—;BauKarussell;Arbeiteten am MedUni-Campus zusammen.;Gemeinsames Bauvorhaben;ja;;
Österreich;DRZ;→;MedUni Campus Wien;"War an MedUni Campus Wien beteiligt; Aufgabe offen.";Projektbeteiligung, Aufgabe unklar;ja;;
Österreich;DRZ;→;Ferry-Dusika-Stadion Rückbau;Führte den Rückbau des Ferry-Dusika-Stadions aus.;Rückbau;ja;;
Österreich;Die Kümmerei;→;Ferry-Dusika-Stadion Rückbau;Führte den Rückbau des Ferry-Dusika-Stadions aus.;Rückbau;ja;;
Österreich;MedUni Campus Wien;←;BauKarussell;Erarbeitete das Reuse-Konzept für MedUni Campus Wien.;Reuse-Konzept;ja;;
Österreich;BauKarussell;←;Re-Use Austria;Gründete die BauKarussell-Genossenschaft mit.;Gründung;ja;;
Österreich;BauKarussell;→;Ferry-Dusika-Stadion Rückbau;Erarbeitete das Reuse-Konzept für Ferry-Dusika-Stadion.;Reuse-Konzept;ja;;
Österreich;BauKarussell;←;Job-TransFair gemeinnützige GmbH;Nimmt an der BauKarussell-Genossenschaft teil.;Mitgliedschaft;ja;;
Österreich;BauKarussell;←;pulswerk GmbH;Nimmt an der BauKarussell-Genossenschaft teil.;Mitgliedschaft;ja;;BauKarussell und pulswerk GmbH bildeten gemeinsam das BauKarussell-Projektteam.
Österreich;Re-Use Austria;→;Ferry-Dusika-Stadion Rückbau;Führte den Rückbau des Ferry-Dusika-Stadions aus.;Rückbau;ja;;
Österreich;Ferry-Dusika-Stadion Rückbau;←;Job-TransFair gemeinnützige GmbH;"War an Ferry-Dusika-Stadion beteiligt; Aufgabe offen.";Projektbeteiligung, Aufgabe unklar;ja;;
Österreich;Ferry-Dusika-Stadion Rückbau;←;pulswerk GmbH;Führte den Rückbau des Ferry-Dusika-Stadions aus.;Rückbau;ja;;
Österreich;Ferry-Dusika-Stadion Rückbau;←;WSE Wiener Standortentwicklung GmbH;Übernahm das Projektmanagement des Stadionrückbaus.;Projektsteuerung;ja;;
Österreich;Wiener Aufzugmus.;—;BauKarussell;Keine Quelle belegt eine direkte Verbindung.;Kein Beleg für eine Beziehung;;ja;
Österreich;BauKarussell;←;ATP sustain GmbH;Nimmt an der BauKarussell-Genossenschaft teil.;Mitgliedschaft;;;
Österreich;BauKarussell;←;Gesa – Gemeinnützige Sanierungs- und Beschäftigungs GmbH;Nimmt an der BauKarussell-Genossenschaft teil.;Mitgliedschaft;;;
Österreich;BauKarussell;←;Volkshilfe Wien;Nimmt an der BauKarussell-Genossenschaft teil.;Mitgliedschaft;;;
Österreich;BauKarussell;—;Drees & Sommer (Österreich);Keine Quelle belegt eine direkte Verbindung.;Kein Beleg für eine Beziehung;;ja;
Österreich;BauKarussell;—;IBO – Österr. Institut für Bauen und Ökologie (BuildReUse);Arbeiteten im BuildReUse-Verbund zusammen.;Konsortialpartner;;;Beide arbeiteten im Forschungsprojekt BuildReUse zusammen.
Österreich;Ökologie-Institut;—;ATP sustain GmbH;Arbeiteten im BuildReUse-Verbund zusammen.;Konsortialpartner;;;Beide waren Projektpartner im Forschungsprojekt BuildReUse.
Österreich;Ökologie-Institut;—;IBO – Österr. Institut für Bauen und Ökologie (BuildReUse);Arbeiteten im BuildReUse-Verbund zusammen.;Konsortialpartner;;;
Österreich;Romm ZT;→;Ferry-Dusika-Stadion Rückbau;Führte den Rückbau des Ferry-Dusika-Stadions aus.;Rückbau;;;
Österreich;ATP sustain GmbH;—;Madaster Austria GmbH;Schlossen eine Partnerschaft für Madaster Austria.;Kooperationsvereinbarung;;;ATP sustain ist formaler Partner von Madaster Austria.
Österreich;Ferry-Dusika-Stadion Rückbau;←;Schindel und Holz;Führte den Rückbau des Ferry-Dusika-Stadions aus.;Rückbau;;;
Österreich;Ferry-Dusika-Stadion Rückbau;—;TEAWork;Keine Quelle belegt eine direkte Verbindung.;Kein Beleg für eine Beziehung;;ja;
Österreich;Ferry-Dusika-Stadion Rückbau;←;Verein ISSBA;Führte den Rückbau des Ferry-Dusika-Stadions aus.;Rückbau;;;
Österreich;Ferry-Dusika-Stadion Rückbau;←;Volkshilfe Wien;"War an Ferry-Dusika-Stadion beteiligt; Aufgabe offen.";Projektbeteiligung, Aufgabe unklar;;;
Österreich;Drees & Sommer (Österreich);—;Madaster Austria GmbH;Keine Quelle belegt eine direkte Verbindung.;Kein Beleg für eine Beziehung;;ja;
