old_id,new_id,name,name_full,reuse_status,primary_material_id,primary_bauteiltyp_id,discriminator,n_materials,n_bauteiltypen,dominant_promoted,verbose_trimmed
bg_peoples_pavilion_borrowed_facade_elements,bg_reuse_unbekannt_fassade_peoples_pavilion_borrowed_elements,Geliehene Fassadenelemen…,Geliehene Fassadenelemente,reuse,mat_unbekannt,bt_fassade,peoples_pavilion_borrowed_elements,0,1,no,no
bg_peoples_pavilion_concrete_elements,bg_reuse_beton_fundament_peoples_pavilion_elements,Geliehene Betonpfähle,Geliehene Betonpfähle / Betonelemente,reuse,mat_beton,bt_fundament,peoples_pavilion_elements,1,1,no,no
bg_peoples_pavilion_glass_roof,bg_reuse_glas_dach_peoples_pavilion,Geliehenes Glasdach,,reuse,mat_glas,bt_dach,peoples_pavilion,1,1,no,no
bg_peoples_pavilion_pretty_plastic_shingles,bg_reuse_kunststoff_fassade_peoples_pavilion_pretty_plastic_shingles,Pretty Plastic Schindeln…,Pretty Plastic Schindeln aus Haushaltskunststoff,reuse,mat_kunststoff,bt_fassade,peoples_pavilion_pretty_plastic_shingles,1,1,no,no
bg_peoples_pavilion_wooden_beams,bg_reuse_holz_traeger_peoples_pavilion,Geliehene Holzträger,,reuse,mat_holz,bt_traeger,peoples_pavilion,1,1,no,no
bg_plattenpalast_palast_fenster,bg_reuse_mehrere_mehrere_plattenpalast_palast_fenster,Fenster und Rahmen aus…,Fenster und Rahmen aus dem Palast der Republik,reuse,mat_mehrere,bt_mehrere,plattenpalast_palast_fenster,2,2,no,no
bg_plattenpalast_wbs70_wand_deckenelemente,bg_reuse_stahlbeton_mehrere_plattenpalast_wbs70_wand_deckenelemente,13 WBS70-Wand- und…,13 WBS70-Wand- und Deckenelemente,reuse,mat_stahlbeton,bt_mehrere,plattenpalast_wbs70_wand_deckenelemente,1,3,no,no
bg_plattenvereinigung_betonfertigteile,bg_reuse_beton_mehrere_plattenvereinigung_betonfertigteile,Ost- und westdeutsche…,Ost- und westdeutsche Betonfertigteile,reuse,mat_beton,bt_mehrere,plattenvereinigung_betonfertigteile,2,3,yes,no
bg_plattenvereinigung_deckenelemente,bg_reuse_mehrere_decke_plattenvereinigung_deckenelemente,Deckenelemente,Deckenelemente / Zwischendecke,reuse,mat_mehrere,bt_decke,plattenvereinigung_deckenelemente,2,1,no,no
bg_plattenvereinigung_treppenelemente,bg_reuse_mehrere_treppe_plattenvereinigung_treppenelemente,Treppenelemente,,reuse,mat_mehrere,bt_treppe,plattenvereinigung_treppenelemente,2,1,no,no
bg_plattenvereinigung_wand_fassadenelemente,bg_reuse_beton_mehrere_plattenvereinigung_wand_fassadenelemente,Wand- und Fassadenelemen…,Wand- und Fassadenelemente aus Betonfertigteilen,reuse,mat_beton,bt_mehrere,plattenvereinigung_wand_fassadenelemente,2,2,yes,no
bg_plauen_iw73_6_precast_components,bg_reuse_stahlbeton_mehrere_plauen_iw73_6_precast_components,IW73/6 precast concrete…,Reused IW73/6 precast concrete components,reuse,mat_stahlbeton,bt_mehrere,plauen_iw73_6_precast_components,1,3,no,no
bg_plp_materialbibliothek_oberflaechen,bg_reuse_mehrere_ausbau_plp_materialbibliothek_oberflaechen,Materialbibliothek-Oberf…,Materialbibliothek-Oberflächen aus Projektmustern,reuse,mat_mehrere,bt_ausbau,plp_materialbibliothek_oberflaechen,3,1,no,no
bg_plp_reclaimed_marble_feste_oberflaechen,bg_reuse_naturstein_mehrere_plp_marble_feste_oberflaechen,Marble,Reclaimed marble / feste Oberflächen,reuse,mat_naturstein,bt_mehrere,plp_marble_feste_oberflaechen,1,2,no,no
bg_plp_terrazzo_arbeits_kuechenflaechen,bg_reuse_mehrere_mehrere_plp_terrazzo_arbeits_kuechenflaechen,Terrazzo-/Spolia-Arbeits…,Terrazzo-/Spolia-Arbeits- und Küchenflächen,reuse,mat_mehrere,bt_mehrere,plp_terrazzo_arbeits_kuechenflaechen,3,2,no,no
bg_plp_wiederverwendete_feste_fitout_komponenten,bg_reuse_mehrere_mehrere_plp_feste_fitout_komponenten,Feste Fit-out-Komponente…,wiederverwendete feste Fit-out-Komponenten aus altem/neuem Studio,reuse,mat_mehrere,bt_mehrere,plp_feste_fitout_komponenten,3,2,no,no
bg_recrete_betonbloecke_bogensegmente,bg_reuse_beton_mehrere_recrete_betonbloecke_bogensegmente,25 Betonblöcke,25 Betonblöcke / Bogensegmente aus Ortbeton-Kellerwänden,reuse,mat_beton,bt_mehrere,recrete_betonbloecke_bogensegmente,2,2,yes,no
bg_recyclinghaus_abbruchziegel_innenwaende,bg_reuse_ziegel_wand_recyclinghaus_abbruchziegel_innenwaende,Abbruchziegel in…,Abbruchziegel in nichttragenden Innenwänden,reuse,mat_ziegel,bt_wand,recyclinghaus_abbruchziegel_innenwaende,1,1,no,no
bg_recyclinghaus_aluminiumfenster,bg_reuse_glas_mehrere_recyclinghaus_aluminiumfenster,Aluminiumfenster mit…,wiederverwendete Aluminiumfenster mit neuer Verglasung,reuse,mat_glas,bt_mehrere,recyclinghaus_aluminiumfenster,2,2,yes,no
bg_recyclinghaus_faserzement_fassade,bg_reuse_faserzement_fassade_recyclinghaus_faserzement,Faserzement-/Eternitplat…,Faserzement-/Eternitplatten als Fassadenbekleidung,reuse,mat_faserzement,bt_fassade,recyclinghaus_faserzement,1,1,no,no
bg_recyclinghaus_messebauplatten_innenausbau,bg_reuse_holz_mehrere_recyclinghaus_messebauplatten_innenausbau,Messebauplatten als…,"Messebauplatten als Wandverkleidung, Türen und Einbauten",reuse,mat_holz,bt_mehrere,recyclinghaus_messebauplatten_innenausbau,1,3,no,no
bg_recyclinghaus_profilbauglas,bg_reuse_glas_mehrere_recyclinghaus_profilbauglas,Profilbauglas aus alter…,Profilbauglas aus alter Lackiererei,reuse,mat_glas,bt_mehrere,recyclinghaus_profilbauglas,1,2,no,no
bg_recyclinghaus_recyclingbeton_fundament,bg_reuse_recyclingbeton_mehrere_recyclinghaus_fundament,Recyclingbeton in…,Recyclingbeton in Fundament/Bodenplatte,reuse,mat_recyclingbeton,bt_mehrere,recyclinghaus_fundament,1,2,no,no
bg_recyclinghaus_sanitaer_feste_einbauten,bg_reuse_mehrere_mehrere_recyclinghaus_sanitaer_feste_einbauten,Waschbecken,wiederverwendete Waschbecken / Sanitäreinbauten,reuse,mat_mehrere,bt_mehrere,recyclinghaus_sanitaer_feste_einbauten,2,2,no,no
bg_recyclinghaus_saunabank_holzleisten,bg_reuse_holz_mehrere_recyclinghaus_saunabank_holzleisten,Holzleisten aus alten…,Holzleisten aus alten Saunabänken,reuse,mat_holz,bt_mehrere,recyclinghaus_saunabank_holzleisten,1,2,no,no
bg_recyclinghaus_wellblech_fassade,bg_reuse_stahl_fassade_recyclinghaus_wellblech,Wiederverwendetes…,wiederverwendetes Wellblech als Fassadenkomponente,reuse,mat_stahl,bt_fassade,recyclinghaus_wellblech,1,1,no,no
bg_sanitarobjekte_resilience,bg_reuse_keramik_technik_sanitarobjekte_resilience,Sanitärobjekte Résilience,,reuse,mat_keramik,bt_technik,sanitarobjekte_resilience,1,1,no,no
bg_schildow_zugeschnittene_wbs70_betonfertigteile,bg_reuse_stahlbeton_mehrere_schildow_zugeschnittene_wbs70_betonfertigteile,Zugeschnittene WBS70-Sta…,Zugeschnittene WBS70-Stahlbetonfertigteile,reuse,mat_stahlbeton,bt_mehrere,schildow_zugeschnittene_wbs70_betonfertigteile,1,3,no,no
bg_superlocal_beton_wohnungsteile,bg_reuse_mehrere_mehrere_superlocal_beton_wohnungsteile,Drei Beton-Wohnungsteile,Drei Beton-Wohnungsteile / Großmodule,reuse,mat_mehrere,bt_mehrere,superlocal_beton_wohnungsteile,2,2,no,no
bg_superlocal_fenster_kozijnen,bg_reuse_mehrere_mehrere_superlocal_fenster_kozijnen,Fensterrahm… (Superlocal),Fensterrahmen / Kozijnen,reuse,mat_mehrere,bt_mehrere,superlocal_fenster_kozijnen,2,2,no,no
bg_superlocal_feste_kueche_installationen,bg_reuse_mehrere_mehrere_superlocal_feste_kueche_installationen,Feste Küche und Installa…,Feste Küche und Installationen,reuse,mat_mehrere,bt_mehrere,superlocal_feste_kueche_installationen,2,2,no,no
bg_superlocal_haustueren_gelaender_bruestungen,bg_reuse_mehrere_mehrere_superlocal_haustueren_gelaender_bruestungen,Haustüren,"Haustüren, Geländer und Brüstungen",reuse,mat_mehrere,bt_mehrere,superlocal_haustueren_gelaender_bruestungen,2,3,no,no
bg_superlocal_tga_heizkoerper_aluminiumrohre,bg_reuse_mehrere_technik_superlocal_tga_heizkoerper_aluminiumrohre,Heizkörper und Aluminium…,Heizkörper und Aluminiumrohre,reuse,mat_mehrere,bt_technik,superlocal_tga_heizkoerper_aluminiumrohre,2,1,no,no
bg_svanen_beton_recycling_zuschlag,bg_reuse_mehrere_mehrere_svanen_beton_recycling_zuschlag,Beton als Recycling-Zusc…,Zerkleinerter Beton als Recycling-Zuschlag,reuse,mat_mehrere,bt_mehrere,svanen_beton_recycling_zuschlag,2,2,no,no
bg_svanen_dachziegel,bg_reuse_keramik_mehrere_svanen_dachziegel,Dachziegel (Svanen),Wiederverwendete Dachziegel / roof tiles,reuse,mat_keramik,bt_mehrere,svanen_dachziegel,2,2,yes,no
bg_svanen_holz_dachbinder,bg_reuse_holz_mehrere_svanen_dachbinder,Holz-Dachbinder,Holz-Dachbinder / timber trusses,reuse,mat_holz,bt_mehrere,svanen_dachbinder,1,2,no,no
bg_svanen_holz_sparren,bg_reuse_holz_mehrere_svanen_sparren,Holzrafters,Holzrafters / træspær,reuse,mat_holz,bt_mehrere,svanen_sparren,1,2,no,no
bg_svanen_stahlfassadenelemente,bg_reuse_stahl_fassade_svanen_stahlfassadenelemente,Stahlfassadenelemente,,reuse,mat_stahl,bt_fassade,svanen_stahlfassadenelemente,1,1,no,no
bg_svanen_ziegel,bg_reuse_ziegel_mehrere_svanen,Ziegel,Wiederverwendete Ziegel / bricks,reuse,mat_ziegel,bt_mehrere,svanen,2,2,yes,no
bg_tbc_repurposed_cleveland_steel,bg_reuse_stahl_mehrere_tbc_repurposed_cleveland,Repurposed Cleveland…,Repurposed Cleveland steel für obere Etage TBC,reuse,mat_stahl,bt_mehrere,tbc_repurposed_cleveland,1,2,no,no
bg_tbc_retained_concrete_frame,bg_retained_mehrere_mehrere_tbc_concrete_frame,1990er Betonrahmen TBC,Erhaltener 1990er Betonrahmen TBC,retained,mat_mehrere,bt_mehrere,tbc_concrete_frame,2,3,no,no
bg_tbc_reused_fixtures_uncertain,bg_reuse_ziegel_mehrere_tbc_fixtures,Handrails,"Handrails, fixtures, bricks und demolition materials mit unklarer fester Reuse-Funktion",reuse,mat_ziegel,bt_mehrere,tbc_fixtures,3,3,yes,no
bg_thoravej_fassade_ziegel_zu_boden,bg_reuse_ziegel_mehrere_thoravej_fassade_zu_boden,Fassaden-/Ziegelüberschu…,Fassaden-/Ziegelüberschuss zu Boden/Pflaster,reuse,mat_ziegel,bt_mehrere,thoravej_fassade_zu_boden,2,2,yes,no
bg_thoravej_kunststofffenster_bestand,bg_reuse_mehrere_mehrere_thoravej_kunststofffenster_bestand,Kunststofffenster im…,Kunststofffenster im Bestand,reuse,mat_mehrere,bt_mehrere,thoravej_kunststofffenster_bestand,2,2,no,no
bg_thoravej_tt_decken_zu_treppen,bg_reuse_mehrere_mehrere_thoravej_tt_decken_zu_treppen,TT-/Betondecken zu…,TT-/Betondecken zu Treppen,reuse,mat_mehrere,bt_mehrere,thoravej_tt_decken_zu_treppen,2,2,no,no
bg_thoravej_tueren_zu_tischplatten,bg_reuse_holz_mehrere_thoravej_tueren_zu_tischplatten,Türen zu Tischplatten,Türen zu Tischplatten / Möbelgrenze,reuse,mat_holz,bt_mehrere,thoravej_tueren_zu_tischplatten,1,2,no,no
bg_timber_square_clt_hybrid_decken,bg_reuse_holz_mehrere_square_clt_hybrid_decken,CLT-Hybriddecken als…,CLT-Hybriddecken als Kontextbauteil,reuse,mat_holz,bt_mehrere,square_clt_hybrid_decken,2,2,yes,no
bg_timber_square_demontable_plant,bg_reuse_stahl_technik_timber_square_demontable_plant,Demontierbare TGA-/Plant…,Demontierbare TGA-/Plant-Komponenten,reuse,mat_stahl,bt_technik,timber_square_demontable_plant,1,1,no,no
bg_timber_square_print_building_retained_structure,bg_retained_mehrere_mehrere_timber_square_print_building_structure,Print Building Structure,Retained Print Building Structure,retained,mat_mehrere,bt_mehrere,timber_square_print_building_structure,3,3,no,no
bg_timber_square_reception_girder,bg_reuse_stahl_mehrere_timber_square_reception_girder,Stahlträger als Empfangs…,Wiederverwendeter Stahlträger als Empfangstresen,reuse,mat_stahl,bt_mehrere,timber_square_reception_girder,1,2,no,no
bg_timber_square_reused_steel_beams,bg_reuse_stahl_traeger_timber_square,Stahlträger (Timber),Wiederverwendete Stahlträger,reuse,mat_stahl,bt_traeger,timber_square,1,1,no,no
bg_trae_high_rise_aarhus_aluminium_fassadenplatten,bg_reuse_aluminium_fassade_trae_high_rise_aarhus_fassadenplatten,Aluminium-Fassadenplatten,,reuse,mat_aluminium,bt_fassade,trae_high_rise_aarhus_fassadenplatten,1,1,no,no
bg_trae_high_rise_aarhus_holzboeden_aus_alten_fensterrahmen_und_gellerup_bauteilen,bg_reuse_holz_boden_trae_aarhus_holzboden_gellerup,Holzböden aus alten…,Holzböden aus alten Fensterrahmen und Gellerup-Bauteilen,reuse,mat_holz,bt_boden,trae_aarhus_holzboden_gellerup,1,1,no,yes
bg_trae_high_rise_aarhus_troldtekt_akustikplatten,bg_reuse_daemmstoff_mehrere_trae_high_rise_aarhus_troldtekt_akustikplatten,Troldtekt-Akustikplatten,,reuse,mat_daemmstoff,bt_mehrere,trae_high_rise_aarhus_troldtekt_akustikplatten,1,2,no,no
bg_trae_high_rise_aarhus_upcycled_window_elements,bg_reuse_glas_fenster_trae_high_rise_aarhus_upcycled_elements,Upcycled window elements,,reuse,mat_glas,bt_fenster,trae_high_rise_aarhus_upcycled_elements,1,1,no,no
bg_trae_high_rise_aarhus_windturbinenfluegel_als_sonnenschutz,bg_reuse_unbekannt_fassade_trae_aarhus_windturbine_sonnenschutz,Windturbinenflügel als…,Windturbinenflügel als Sonnenschutz,reuse,mat_unbekannt,bt_fassade,trae_aarhus_windturbine_sonnenschutz,0,1,no,yes
bg_upcycle_studios_copenhagen_dinesen_offcuts_als_boeden_waende_fassaden,bg_reuse_holz_mehrere_upcycle_dinesen_offcuts,Dinesen-Offcuts als…,Dinesen-Offcuts als Böden/Wände/Fassaden,reuse,mat_holz,bt_mehrere,upcycle_dinesen_offcuts,1,3,no,yes
bg_upcycle_studios_copenhagen_doppelverglaste_fenster,bg_reuse_glas_fenster_upcycle_studios_copenhagen_doppelverglaste,Doppelverglaste Fenster,,reuse,mat_glas,bt_fenster,upcycle_studios_copenhagen_doppelverglaste,1,1,no,no
bg_upcycle_studios_copenhagen_recyclingbeton_aus_copenhagen_metro,bg_reuse_mehrere_mehrere_upcycle_recyclingbeton_metro,Recyclingbeton aus…,Recyclingbeton aus Copenhagen Metro,reuse,mat_mehrere,bt_mehrere,upcycle_recyclingbeton_metro,2,2,no,yes
bg_verbiest_karreveld_brussels_karreveld_abgehaengte_decken_und_leuchten,bg_reuse_mehrere_mehrere_verbiest_karreveld_decken_leuchten,Karreveld abgehängte…,Karreveld abgehängte Decken und Leuchten,reuse,mat_mehrere,bt_mehrere,verbiest_karreveld_decken_leuchten,2,2,no,yes
bg_verbiest_karreveld_brussels_karreveld_modulares_innenwandsystem,bg_reuse_mehrere_mehrere_verbiest_karreveld_innenwand_modular,Karreveld modulares…,Karreveld modulares Innenwandsystem,reuse,mat_mehrere,bt_mehrere,verbiest_karreveld_innenwand_modular,3,3,no,yes
bg_verbiest_karreveld_brussels_verbiest_dach_und_terrassenfliesen,bg_reuse_keramik_mehrere_verbiest_karreveld_dach_terrasse,Verbiest Dach- und…,Verbiest Dach- und Terrassenfliesen,reuse,mat_keramik,bt_mehrere,verbiest_karreveld_dach_terrasse,1,2,no,yes
bg_verbiest_karreveld_brussels_verbiest_dekorative_fliesen_aus_hanzinelle,bg_reuse_keramik_mehrere_verbiest_hanzinelle_fliesen,Verbiest dekorative…,Verbiest dekorative Fliesen aus Hanzinelle,reuse,mat_keramik,bt_mehrere,verbiest_hanzinelle_fliesen,1,2,no,yes
bg_verbiest_karreveld_brussels_verbiest_gelaender_fliesen_und_steine_aus_charleroi,bg_reuse_keramik_mehrere_verbiest_karreveld_charleroi_misc,Verbiest Geländer…,Verbiest Geländer Fliesen und Steine aus Charleroi,reuse,mat_keramik,bt_mehrere,verbiest_karreveld_charleroi_misc,3,3,yes,yes
bg_villa_welpeloo_enschede_bau_montagelift_als_innenlift,bg_reuse_stahl_technik_villa_welpeloo_enschede_bau_montagelift_als_innenlift,Bau-/Montagelift als…,Bau-/Montagelift als Innenlift,reuse,mat_stahl,bt_technik,villa_welpeloo_enschede_bau_montagelift_als_innenlift,1,1,no,no
bg_villa_welpeloo_enschede_holzfassade_aus_kabeltrommeln,bg_reuse_holz_fassade_villa_welpeloo_enschede_holzfassade_aus_kabeltrommeln,Holzfassade aus Kabeltro…,Holzfassade aus Kabeltrommeln,reuse,mat_holz,bt_fassade,villa_welpeloo_enschede_holzfassade_aus_kabeltrommeln,1,1,no,no
bg_villa_welpeloo_enschede_polystyrol_daemmplatten_aus_restplatten,bg_reuse_kunststoff_daemmung_welpeloo_polystyrol_restplatten,Polystyrol-Dämmplatten…,Polystyrol-Dämmplatten aus Restplatten,reuse,mat_kunststoff,bt_daemmung,welpeloo_polystyrol_restplatten,1,1,no,yes
bg_villa_welpeloo_enschede_stahltraeger_aus_paternoster_textilmaschine,bg_reuse_stahl_mehrere_welpeloo_paternoster_textilmaschine,Stahlträger aus Paternos…,Stahlträger aus Paternoster-Textilmaschine,reuse,mat_stahl,bt_mehrere,welpeloo_paternoster_textilmaschine,1,2,no,yes
bg_wetternde_stahl_offcut_tore_saxum,bg_reuse_stahl_mehrere_wetternde_offcut_tore_saxum,Wetternde Stahl-Offcut-T…,Wetternde Stahl-Offcut-Tore Saxum,reuse,mat_stahl,bt_mehrere,wetternde_offcut_tore_saxum,1,2,no,no
bg_woongroep_boschgaard_den_bosch_aluminium_fassadensystem,bg_reuse_mehrere_mehrere_boschgaard_alu_fassade,Aluminium-Fassadensystem,,reuse,mat_mehrere,bt_mehrere,boschgaard_alu_fassade,2,2,no,yes
bg_woongroep_boschgaard_den_bosch_holz_dachspanten_brettschichtholz_kniespanten,bg_reuse_holz_mehrere_boschgaard_dachspanten,Holz-Dachspanten,Holz-Dachspanten / Brettschichtholz-Kniespanten,reuse,mat_holz,bt_mehrere,boschgaard_dachspanten,1,2,no,yes
bg_woongroep_boschgaard_den_bosch_hsb_holz_balken_und_ausbauholz,bg_reuse_holz_mehrere_boschgaard_hsb_balken_ausbau,HSB-Holz Balken und…,HSB-Holz Balken und Ausbauholz,reuse,mat_holz,bt_mehrere,boschgaard_hsb_balken_ausbau,1,3,no,yes
bg_woongroep_boschgaard_den_bosch_tueren_und_innenausbau,bg_reuse_mehrere_mehrere_boschgaard_tueren_innenausbau,Türen und Innenausbau,,reuse,mat_mehrere,bt_mehrere,boschgaard_tueren_innenausbau,3,2,no,yes
bg_ziegelfassadenmodule_mauerwerksausschnitte_resource_rows,bg_reuse_ziegel_mehrere_resource_rows_ziegelfassade,Ziegelfassadenmodule,Ziegelfassadenmodule / Mauerwerksausschnitte Resource Rows,reuse,mat_ziegel,bt_mehrere,resource_rows_ziegelfassade,1,2,no,yes
bg_zinneke_feder_masui4ever_brussels_eichenparkett_und_azobe_terrassendielen,bg_reuse_holz_boden_zinneke_feder_eichenparkett_azobe,Eichenparkett und…,Eichenparkett und Azobé-Terrassendielen,reuse,mat_holz,bt_boden,zinneke_feder_eichenparkett_azobe,1,1,no,yes
bg_zinneke_feder_masui4ever_brussels_fensterrahmen,bg_reuse_mehrere_fenster_zinneke_feder_masui4ever_brussels_fensterrahmen,Fensterrahmen (Zinneke),,reuse,mat_mehrere,bt_fenster,zinneke_feder_masui4ever_brussels_fensterrahmen,2,1,no,no
bg_zinneke_feder_masui4ever_brussels_kompletter_lueftungsverbund,bg_reuse_stahl_technik_zinneke_feder_lueftung,Kompletter Lüftungsverbu…,Kompletter Lüftungsverbund,reuse,mat_stahl,bt_technik,zinneke_feder_lueftung,1,1,no,yes
bg_zinneke_feder_masui4ever_brussels_stahl_treppen,bg_reuse_stahl_treppe_zinneke_feder_masui4ever_brussels_treppen,Stahl-Treppen,,reuse,mat_stahl,bt_treppe,zinneke_feder_masui4ever_brussels_treppen,1,1,no,no
bg_zinneke_feder_masui4ever_brussels_stahltraeger_als_stuerze,bg_reuse_stahl_traeger_zinneke_feder_stuerze,Stahlträger als Stürze,,reuse,mat_stahl,bt_traeger,zinneke_feder_stuerze,1,1,no,yes
bg_zinneke_feder_masui4ever_brussels_steinwolle_daemmplatten,bg_reuse_daemmstoff_daemmung_zinneke_feder_steinwolle,Steinwolle-Dämmplatten,,reuse,mat_daemmstoff,bt_daemmung,zinneke_feder_steinwolle,1,1,no,yes
