project_id,project_name,countries,actor_id,actor_name,role_text,relationship_id,evidence_url,evidence_confidence,review_run
p_meduni_campus_mariannengasse,MedUni Campus Wien,Österreich,big_bundesimmobilien,BIG (Bundesimmob.),,r_big_bundesimmobilien__BETEILIGT_AN__p_meduni_campus_mariannengasse,,,
p_meduni_campus_mariannengasse,MedUni Campus Wien,Österreich,baukarussell,BauKarussell,,r_baukarussell__BETEILIGT_AN__p_meduni_campus_mariannengasse,,,
p_meduni_campus_mariannengasse,MedUni Campus Wien,Österreich,drz_demontage_recycling,DRZ,,r_drz_demontage_recycling__BETEILIGT_AN__p_meduni_campus_mariannengasse,,,
p_meduni_campus_mariannengasse,MedUni Campus Wien,Österreich,die_kuemmerei,Die Kümmerei,,r_die_kuemmerei__BETEILIGT_AN__p_meduni_campus_mariannengasse,,,
p_meduni_campus_mariannengasse,MedUni Campus Wien,Österreich,meduni_wien,MedUni Wien,,r_meduni_wien__BETEILIGT_AN__p_meduni_campus_mariannengasse,,,
p_meduni_campus_mariannengasse,MedUni Campus Wien,Österreich,wiener_aufzugmuseum,Wiener Aufzugmus.,,r_wiener_aufzugmuseum__BETEILIGT_AN__p_meduni_campus_mariannengasse,,,
p_mehrow_pilot_house,Mehrow Pilot House,Deutschland,claus_asam_iemb,Claus Asam / IEMB,,r_claus_asam_iemb__BETEILIGT_AN__p_mehrow_pilot_house,,,
p_mehrow_pilot_house,Mehrow Pilot House,Deutschland,herve_biele_conclus,Hervé Biele / Conclus,,r_herve_biele_conclus__BETEILIGT_AN__p_mehrow_pilot_house,,,
p_melkinlaituri_primary_school_daycare_centre_helsinki,Melkinlaituri Primary…,Finnland,city_of_helsinki,City of Helsinki,,r_city_of_helsinki__BETEILIGT_AN__p_melkinlaituri_primary_school_daycare_centre_helsinki,,,
p_melkinlaituri_primary_school_daycare_centre_helsinki,Melkinlaituri Primary…,Finnland,consolis_parma,Consolis Parma,,r_consolis_parma__BETEILIGT_AN__p_melkinlaituri_primary_school_daycare_centre_helsinki,,,
p_melkinlaituri_primary_school_daycare_centre_helsinki,Melkinlaituri Primary…,Finnland,ramboll_finland,Ramboll Finland,,r_ramboll_finland__BETEILIGT_AN__p_melkinlaituri_primary_school_daycare_centre_helsinki,,,
p_melkinlaituri_primary_school_daycare_centre_helsinki,Melkinlaituri Primary…,Finnland,recreate_finnish_cluster,ReCreate Finnish cluster,,r_recreate_finnish_cluster__BETEILIGT_AN__p_melkinlaituri_primary_school_daycare_centre_helsinki,,,
p_melkinlaituri_primary_school_daycare_centre_helsinki,Melkinlaituri Primary…,Finnland,umacon,Umacon,,r_umacon__BETEILIGT_AN__p_melkinlaituri_primary_school_daycare_centre_helsinki,,,
p_melkinlaituri_primary_school_daycare_centre_helsinki,Melkinlaituri Primary…,Finnland,yit,YIT,,r_yit__BETEILIGT_AN__p_melkinlaituri_primary_school_daycare_centre_helsinki,,,
p_montessori_maassluis,Montessori Maassluis,Niederlande,de_jong_groep,A. de Jong Groep,,r_de_jong_groep__BETEILIGT_AN__p_montessori_maassluis,,,
p_montessori_maassluis,Montessori Maassluis,Niederlande,anculus_bv,Anculus B.V.,,r_anculus_bv__BETEILIGT_AN__p_montessori_maassluis,,,
p_montessori_maassluis,Montessori Maassluis,Niederlande,imd_raadgevende_ingenieurs,IMd Raadgevende Ingenieurs,,r_imd_raadgevende_ingenieurs__BETEILIGT_AN__p_montessori_maassluis,,,
p_montessori_maassluis,Montessori Maassluis,Niederlande,kraaijvanger_architects,Kraaijvanger Architects,,r_kraaijvanger_architects__BETEILIGT_AN__p_montessori_maassluis,,,
p_montessori_maassluis,Montessori Maassluis,Niederlande,stichting_montessorischolen_monton,Stichting Montessorischolen Monton,,r_stichting_montessorischolen_monton__BETEILIGT_AN__p_montessori_maassluis,,,
p_montessori_maassluis,Montessori Maassluis,Niederlande,via_landscape,VIA Landscape,,r_via_landscape__BETEILIGT_AN__p_montessori_maassluis,,,
p_montessori_maassluis,Montessori Maassluis,Niederlande,van_dijk_maasland_bv,Van Dijk Maasland B.V.,,r_van_dijk_maasland_bv__BETEILIGT_AN__p_montessori_maassluis,,,
p_montessori_maassluis,Montessori Maassluis,Niederlande,vintis_installatieadviseurs,Vintis installatieadviseurs,,r_vintis_installatieadviseurs__BETEILIGT_AN__p_montessori_maassluis,,,
p_multi_brussels_reuse_in_multi,Multi Brussels,Belgien,conix_rdbm,CONIX RDBM,,r_conix_rdbm__BETEILIGT_AN__p_multi_brussels_reuse_in_multi,,,
p_multi_brussels_reuse_in_multi,Multi Brussels,Belgien,cordeel,Cordeel,,r_cordeel__BETEILIGT_AN__p_multi_brussels_reuse_in_multi,,,
p_multi_brussels_reuse_in_multi,Multi Brussels,Belgien,immobel,Immobel,,r_immobel__BETEILIGT_AN__p_multi_brussels_reuse_in_multi,,,
p_multi_brussels_reuse_in_multi,Multi Brussels,Belgien,madaster_epea,Madaster / EPEA,,r_madaster_epea__BETEILIGT_AN__p_multi_brussels_reuse_in_multi,,,
p_multi_brussels_reuse_in_multi,Multi Brussels,Belgien,Rotor,Rotor,design assistance / salvage coordination,r_Rotor__BETEILIGT_AN__p_multi_brussels_reuse_in_multi,https://rotordb.org/en/projects/multi-de-brouckere-tower,belegt,rotor_dc_reuse_bubble_2026_06_05
p_multi_brussels_reuse_in_multi,Multi Brussels,Belgien,rotordc,RotorDC,salvage operator,r_rotordc__BETEILIGT_AN__p_multi_brussels_reuse_in_multi,https://rotordb.org/en/projects/multi-de-brouckere-tower,belegt,rotor_dc_reuse_bubble_2026_06_05
p_multi_brussels_reuse_in_multi,Multi Brussels,Belgien,whitewood,Whitewood,,r_whitewood__BETEILIGT_AN__p_multi_brussels_reuse_in_multi,,,
p_musee_de_folklore_mouscron,Musée de Folklore Vie…,Belgien,bureau_bouwtechniek,Bureau Bouwtechniek,,r_bureau_bouwtechniek__BETEILIGT_AN__p_musee_de_folklore_mouscron,,,
p_musee_de_folklore_mouscron,Musée de Folklore Vie…,Belgien,daidalos_peutz,Daidalos Peutz,,r_daidalos_peutz__BETEILIGT_AN__p_musee_de_folklore_mouscron,,,
p_musee_de_folklore_mouscron,Musée de Folklore Vie…,Belgien,greisch,Greisch,,r_greisch__BETEILIGT_AN__p_musee_de_folklore_mouscron,,,
p_musee_de_folklore_mouscron,Musée de Folklore Vie…,Belgien,simon_boudvin,Simon Boudvin,,r_simon_boudvin__BETEILIGT_AN__p_musee_de_folklore_mouscron,,,
p_musee_de_folklore_mouscron,Musée de Folklore Vie…,Belgien,taktyk,Taktyk,,r_taktyk__BETEILIGT_AN__p_musee_de_folklore_mouscron,,,
p_musee_de_folklore_mouscron,Musée de Folklore Vie…,Belgien,vplus_projectiles,V+ / Projectiles,,r_vplus_projectiles__BETEILIGT_AN__p_musee_de_folklore_mouscron,,,
p_musee_de_folklore_mouscron,Musée de Folklore Vie…,Belgien,ville_de_mouscron,Ville de Mouscron,,r_ville_de_mouscron__BETEILIGT_AN__p_musee_de_folklore_mouscron,,,
p_musee_de_folklore_mouscron,Musée de Folklore Vie…,Belgien,westvlaamse_steencentrale_interconstruct,Westvlaamse Steencentrale / Interconstruct,,r_westvlaamse_steencentrale_interconstruct__BETEILIGT_AN__p_musee_de_folklore_mouscron,,,
p_oxy_centre_monnaie,OXY Centre Monnaie,,immobel,Immobel,commissioner,r_immobel__BETEILIGT_AN__p_oxy_centre_monnaie,https://rotordb.org/en/projects/oxy-centre-monnaie,belegt,rotor_dc_reuse_bubble_2026_06_05
p_oxy_centre_monnaie,OXY Centre Monnaie,,Rotor,Rotor,design assistance,r_Rotor__BETEILIGT_AN__p_oxy_centre_monnaie,https://rotordb.org/en/projects/oxy-centre-monnaie,belegt,rotor_dc_reuse_bubble_2026_06_05
p_oxy_centre_monnaie,OXY Centre Monnaie,,rotordc,RotorDC,material reconversion,r_rotordc__BETEILIGT_AN__p_oxy_centre_monnaie,https://rotordb.org/en/news/works-oxy-well-underway,belegt,rotor_dc_reuse_bubble_2026_06_05
p_oxy_centre_monnaie,OXY Centre Monnaie,,whitewood,Whitewood,commissioner,r_whitewood__BETEILIGT_AN__p_oxy_centre_monnaie,https://rotordb.org/en/projects/oxy-centre-monnaie,belegt,rotor_dc_reuse_bubble_2026_06_05
p_plp_london_hq_circular_studio_fitout,PLP London HQ circular…,Vereinigtes Königreich,ak_contrax_furniture,Contrax Furniture,,r_ak_contrax_furniture__BETEILIGT_AN__p_plp_london_hq_circular_studio_fitout,,,
p_plp_london_hq_circular_studio_fitout,PLP London HQ circular…,Vereinigtes Königreich,ak_grants_of_shoreditch,Grants of Shoreditch,,r_ak_grants_of_shoreditch__BETEILIGT_AN__p_plp_london_hq_circular_studio_fitout,,,
p_plp_london_hq_circular_studio_fitout,PLP London HQ circular…,Vereinigtes Königreich,ak_maconda,Maconda,,r_ak_maconda__BETEILIGT_AN__p_plp_london_hq_circular_studio_fitout,,,
p_plp_london_hq_circular_studio_fitout,PLP London HQ circular…,Vereinigtes Königreich,ak_method_contractor_london,Method,,r_ak_method_contractor_london__BETEILIGT_AN__p_plp_london_hq_circular_studio_fitout,,,
p_plp_london_hq_circular_studio_fitout,PLP London HQ circular…,Vereinigtes Königreich,plp_architecture,PLP Architecture,,r_ak_plp_architecture__BETEILIGT_AN__p_plp_london_hq_circular_studio_fitout,,,
p_plp_london_hq_circular_studio_fitout,PLP London HQ circular…,Vereinigtes Königreich,ak_solus,Solus,,r_ak_solus__BETEILIGT_AN__p_plp_london_hq_circular_studio_fitout,,,
p_peoples_pavilion_eindhoven,People’s Pavilion…,Niederlande,arup,Arup,,r_arup__BETEILIGT_AN__p_peoples_pavilion_eindhoven,,,
p_peoples_pavilion_eindhoven,People’s Pavilion…,Niederlande,dutch_design_foundation,Dutch Design Foundation,,r_dutch_design_foundation__BETEILIGT_AN__p_peoples_pavilion_eindhoven,,,
p_peoples_pavilion_eindhoven,People’s Pavilion…,Niederlande,ham_sybesma,Ham & Sybesma,,r_ham_sybesma__BETEILIGT_AN__p_peoples_pavilion_eindhoven,,,
p_peoples_pavilion_eindhoven,People’s Pavilion…,Niederlande,ijb_groep,IJB groep,,r_ijb_groep__BETEILIGT_AN__p_peoples_pavilion_eindhoven,,,
p_peoples_pavilion_eindhoven,People’s Pavilion…,Niederlande,new_horizon,New Horizon,,r_new_horizon__BETEILIGT_AN__p_peoples_pavilion_eindhoven,,,
p_peoples_pavilion_eindhoven,People’s Pavilion…,Niederlande,overtreders_w,Overtreders W,,r_overtreders_w__BETEILIGT_AN__p_peoples_pavilion_eindhoven,,,
p_peoples_pavilion_eindhoven,People’s Pavilion…,Niederlande,stiho_group,Stiho group,,r_stiho_group__BETEILIGT_AN__p_peoples_pavilion_eindhoven,,,
p_peoples_pavilion_eindhoven,People’s Pavilion…,Niederlande,bureau_sla,bureau SLA,,r_bureau_sla__BETEILIGT_AN__p_peoples_pavilion_eindhoven,,,
p_plattenpalast_berlin,Plattenpalast Berlin,Deutschland,ak_carsten_wiewiorra,Carsten Wiewiorra,,r_ak_carsten_wiewiorra__BETEILIGT_AN__p_plattenpalast_berlin,,,
p_plattenpalast_berlin,Plattenpalast Berlin,Deutschland,ak_tu_berlin_iemb,TU Berlin / IEMB,,r_ak_tu_berlin_iemb__BETEILIGT_AN__p_plattenpalast_berlin,,,
p_plattenpalast_berlin,Plattenpalast Berlin,Deutschland,ak_wiewiorra_hopp_architekten,Wiewiorra Hopp Architekten,,r_ak_wiewiorra_hopp_architekten__BETEILIGT_AN__p_plattenpalast_berlin,,,
p_plattenvereinigung_berlin,Plattenvereinigung Berlin,Deutschland,ak_bpb,Bundeszentrale für politische Bildung (bpb),,r_ak_bpb__BETEILIGT_AN__p_plattenvereinigung_berlin,,,
p_plattenvereinigung_berlin,Plattenvereinigung Berlin,Deutschland,ak_deutsche_bundesstiftung_umwelt,Deutsche Bundesstiftung Umwelt (DBU),,r_ak_deutsche_bundesstiftung_umwelt__BETEILIGT_AN__p_plattenvereinigung_berlin,,,
p_plattenvereinigung_berlin,Plattenvereinigung Berlin,Deutschland,ak_tu_berlin_bauphysik,TU Berlin Fachgebiet Bauphysik und Baukonstruktionen,,r_ak_tu_berlin_bauphysik__BETEILIGT_AN__p_plattenvereinigung_berlin,,,
p_plattenvereinigung_berlin,Plattenvereinigung Berlin,Deutschland,ak_zukunftsgeraeusche_gbr,zukunftsgeraeusche GbR,,r_ak_zukunftsgeraeusche_gbr__BETEILIGT_AN__p_plattenvereinigung_berlin,,,
p_recrete_footbridge_reused_concrete_blocks,Re:Crete footbridge,Schweiz,ak_epfl_structural_xploration_lab,EPFL Structural Xploration Lab,,r_ak_epfl_structural_xploration_lab__BETEILIGT_AN__p_recrete_footbridge_reused_concrete_blocks,,,
p_recrete_footbridge_reused_concrete_blocks,Re:Crete footbridge,Schweiz,ak_recrete_forschungsteam,Re:Crete Forschungsteam,,r_ak_recrete_forschungsteam__BETEILIGT_AN__p_recrete_footbridge_reused_concrete_blocks,,,
p_recyclinghaus_hannover,Recyclinghaus Hannover,Deutschland,ak_cityfoerster,CITYFÖRSTER architecture + urbanism,,r_ak_cityfoerster__BETEILIGT_AN__p_recyclinghaus_hannover,,,
p_recyclinghaus_hannover,Recyclinghaus Hannover,Deutschland,ak_drewes_speth,DREWES + SPETH Beratende Ingenieure,,r_ak_drewes_speth__BETEILIGT_AN__p_recyclinghaus_hannover,,,
p_recyclinghaus_hannover,Recyclinghaus Hannover,Deutschland,ak_gundlach_hannover,Gundlach GmbH & Co. KG Wohnungsunternehmen,,r_ak_gundlach_hannover__BETEILIGT_AN__p_recyclinghaus_hannover,,,
p_recyclinghaus_hannover,Recyclinghaus Hannover,Deutschland,ak_h2a_hannover,H2A,,r_ak_h2a_hannover__BETEILIGT_AN__p_recyclinghaus_hannover,,,
p_recypark_demets_anderlecht,Recypark Demets,Belgien,51n4e,51N4E,,r_51n4e__BETEILIGT_AN__p_recypark_demets_anderlecht,,,
p_recypark_demets_anderlecht,Recypark Demets,Belgien,bruxelles_proprete_net_brussel,Bruxelles-Propreté / Net Brussel,,r_bruxelles_proprete_net_brussel__BETEILIGT_AN__p_recypark_demets_anderlecht,,,
p_recypark_demets_anderlecht,Recypark Demets,Belgien,bureau_greisch,Bureau Greisch,,r_bureau_greisch__BETEILIGT_AN__p_recypark_demets_anderlecht,,,
p_recypark_demets_anderlecht,Recypark Demets,Belgien,detang,Détang,,r_detang__BETEILIGT_AN__p_recypark_demets_anderlecht,,,
p_recypark_demets_anderlecht,Recypark Demets,Belgien,les_marneurs_janne_saario,Les Marneurs / Janne Saario,,r_les_marneurs_janne_saario__BETEILIGT_AN__p_recypark_demets_anderlecht,,,
p_recypark_demets_anderlecht,Recypark Demets,Belgien,Rotor,Rotor,,r_Rotor__BETEILIGT_AN__p_recypark_demets_anderlecht,,,
p_recypark_demets_anderlecht,Recypark Demets,Belgien,witteveen_bos,Witteveen+Bos,,r_witteveen_bos__BETEILIGT_AN__p_recypark_demets_anderlecht,,,
p_resource_rows_copenhagen,Resource Rows,Dänemark,lendager_group_lendager_architects,Lendager Group / Lendager Architects,,r_lendager_group_lendager_architects__BETEILIGT_AN__p_resource_rows_copenhagen,,,
p_roots_in_the_sky_blackfriars_crown_court,Roots in the Sky,Vereinigtes Königreich,akt_ii,AKT II,,r_akt_ii__BETEILIGT_AN__p_roots_in_the_sky_blackfriars_crown_court,,,
p_roots_in_the_sky_blackfriars_crown_court,Roots in the Sky,Vereinigtes Königreich,erith,Erith,,r_erith__BETEILIGT_AN__p_roots_in_the_sky_blackfriars_crown_court,,,
p_roots_in_the_sky_blackfriars_crown_court,Roots in the Sky,Vereinigtes Königreich,fabrix_london,Fabrix London,,r_fabrix_london__BETEILIGT_AN__p_roots_in_the_sky_blackfriars_crown_court,,,
p_roots_in_the_sky_blackfriars_crown_court,Roots in the Sky,Vereinigtes Königreich,howells,Howells,,r_howells__BETEILIGT_AN__p_roots_in_the_sky_blackfriars_crown_court,,,
p_roots_in_the_sky_blackfriars_crown_court,Roots in the Sky,Vereinigtes Königreich,mace,Mace,,r_mace__BETEILIGT_AN__p_roots_in_the_sky_blackfriars_crown_court,,,
p_roots_in_the_sky_blackfriars_crown_court,Roots in the Sky,Vereinigtes Königreich,sheppard_robson,Sheppard Robson,,r_sheppard_robson__BETEILIGT_AN__p_roots_in_the_sky_blackfriars_crown_court,,,
p_roots_in_the_sky_blackfriars_crown_court,Roots in the Sky,Vereinigtes Königreich,southwark_council,Southwark Council,,r_southwark_council__BETEILIGT_AN__p_roots_in_the_sky_blackfriars_crown_court,,,
p_roots_in_the_sky_blackfriars_crown_court,Roots in the Sky,Vereinigtes Königreich,studio_rhe,Studio RHE,,r_studio_rhe__BETEILIGT_AN__p_roots_in_the_sky_blackfriars_crown_court,,,
p_roots_in_the_sky_blackfriars_crown_court,Roots in the Sky,Vereinigtes Königreich,symmetrys,Symmetrys,,r_symmetrys__BETEILIGT_AN__p_roots_in_the_sky_blackfriars_crown_court,,,
p_roots_in_the_sky_blackfriars_crown_court,Roots in the Sky,Vereinigtes Königreich,iq_student_accommodation,iQ Student Accommodation,,r_iq_student_accommodation__BETEILIGT_AN__p_roots_in_the_sky_blackfriars_crown_court,,,
p_resilience_la_ferme_des_possibles_stains,Résilience,Frankreich,association_reavie,Association Réavie,,r_association_reavie__BETEILIGT_AN__p_resilience_la_ferme_des_possibles_stains,,,
p_resilience_la_ferme_des_possibles_stains,Résilience,Frankreich,depuis_1920,Depuis 1920,,r_depuis_1920__BETEILIGT_AN__p_resilience_la_ferme_des_possibles_stains,,,
p_resilience_la_ferme_des_possibles_stains,Résilience,Frankreich,frederic_denise_archipel_zero,Frédéric Denise / Archipel Zéro,,r_frederic_denise_archipel_zero__BETEILIGT_AN__p_resilience_la_ferme_des_possibles_stains,,,
p_resilience_la_ferme_des_possibles_stains,Résilience,Frankreich,metabolisme_urbain,Métabolisme Urbain,,r_metabolisme_urbain__BETEILIGT_AN__p_resilience_la_ferme_des_possibles_stains,,,
p_resilience_la_ferme_des_possibles_stains,Résilience,Frankreich,novaedia_novaedia,Novaedia / Novædia,,r_novaedia_novaedia__BETEILIGT_AN__p_resilience_la_ferme_des_possibles_stains,,,
p_resilience_la_ferme_des_possibles_stains,Résilience,Frankreich,socotec,SOCOTEC,,r_socotec__BETEILIGT_AN__p_resilience_la_ferme_des_possibles_stains,,,
p_resilience_la_ferme_des_possibles_stains,Résilience,Frankreich,terraterre,Terraterre,,r_terraterre__BETEILIGT_AN__p_resilience_la_ferme_des_possibles_stains,,,
p_superlocal_expogebouw_bleijerheide,SUPERLOCAL Expogebouw,Niederlande,bouwbedrijven_jongen,Bouwbedrijven Jongen,,r_bouwbedrijven_jongen__BETEILIGT_AN__p_superlocal_expogebouw_bleijerheide,,,
p_superlocal_expogebouw_bleijerheide,SUPERLOCAL Expogebouw,Niederlande,dusseldorp,Dusseldorp,,r_dusseldorp__BETEILIGT_AN__p_superlocal_expogebouw_bleijerheide,,,
p_superlocal_expogebouw_bleijerheide,SUPERLOCAL Expogebouw,Niederlande,gemeente_kerkrade,Gemeente Kerkrade,,r_gemeente_kerkrade__BETEILIGT_AN__p_superlocal_expogebouw_bleijerheide,,,
p_superlocal_expogebouw_bleijerheide,SUPERLOCAL Expogebouw,Niederlande,heemwonen,HEEMwonen,,r_heemwonen__BETEILIGT_AN__p_superlocal_expogebouw_bleijerheide,,,
p_superlocal_expogebouw_bleijerheide,SUPERLOCAL Expogebouw,Niederlande,iba_parkstad,IBA Parkstad,,r_iba_parkstad__BETEILIGT_AN__p_superlocal_expogebouw_bleijerheide,,,
p_superlocal_expogebouw_bleijerheide,SUPERLOCAL Expogebouw,Niederlande,maurer_united,Maurer United,,r_maurer_united__BETEILIGT_AN__p_superlocal_expogebouw_bleijerheide,,,
p_superlocal_expogebouw_bleijerheide,SUPERLOCAL Expogebouw,Niederlande,volantis,Volantis,,r_volantis__BETEILIGT_AN__p_superlocal_expogebouw_bleijerheide,,,
p_superlocal_expogebouw_bleijerheide,SUPERLOCAL Expogebouw,Niederlande,zuyd_hogeschool,Zuyd Hogeschool,,r_zuyd_hogeschool__BETEILIGT_AN__p_superlocal_expogebouw_bleijerheide,,,
p_saxum_vineyard_equipment_barn_paso_robles,Saxum Vineyard Equipment…,USA,clayton_little_clayton_korte,Clayton & Little / Clayton Korte,,r_clayton_little_clayton_korte__BETEILIGT_AN__p_saxum_vineyard_equipment_barn_paso_robles,,,
p_saxum_vineyard_equipment_barn_paso_robles,Saxum Vineyard Equipment…,USA,pacific_energy_company,Pacific Energy Company,,r_pacific_energy_company__BETEILIGT_AN__p_saxum_vineyard_equipment_barn_paso_robles,,,
p_saxum_vineyard_equipment_barn_paso_robles,Saxum Vineyard Equipment…,USA,rarig_construction,Rarig Construction,,r_rarig_construction__BETEILIGT_AN__p_saxum_vineyard_equipment_barn_paso_robles,,,
p_saxum_vineyard_equipment_barn_paso_robles,Saxum Vineyard Equipment…,USA,ssg_structural_engineers,SSG Structural Engineers,,r_ssg_structural_engineers__BETEILIGT_AN__p_saxum_vineyard_equipment_barn_paso_robles,,,
p_saxum_vineyard_equipment_barn_paso_robles,Saxum Vineyard Equipment…,USA,saxum_vineyards,Saxum Vineyards,,r_saxum_vineyards__BETEILIGT_AN__p_saxum_vineyard_equipment_barn_paso_robles,,,
p_schaerenmoosstrasse_zuerich,Schärenmoosstr. ZH,Schweiz,andreas_geser_landschaftsarchitekten,AG Landschaftsarch.,,r_andreas_geser_landschaftsarchitekten__BETEILIGT_AN__p_schaerenmoosstrasse_zuerich,,,
p_schaerenmoosstrasse_zuerich,Schärenmoosstr. ZH,Schweiz,andreas_geser,Andreas Geser,,r_andreas_geser__BETEILIGT_AN__p_schaerenmoosstrasse_zuerich,,,
p_schaerenmoosstrasse_zuerich,Schärenmoosstr. ZH,Schweiz,michael_schmidlin,Michael Schmidlin,,r_michael_schmidlin__BETEILIGT_AN__p_schaerenmoosstrasse_zuerich,,,
p_schaerenmoosstrasse_zuerich,Schärenmoosstr. ZH,Schweiz,perez_schmidlin_bauingenieure,Pérez Schmidlin,,r_perez_schmidlin_bauingenieure__BETEILIGT_AN__p_schaerenmoosstrasse_zuerich,,,
p_schaerenmoosstrasse_zuerich,Schärenmoosstr. ZH,Schweiz,stefan_perez,Stefan Pérez,,r_stefan_perez__BETEILIGT_AN__p_schaerenmoosstrasse_zuerich,,,
p_schaerenmoosstrasse_zuerich,Schärenmoosstr. ZH,Schweiz,stiftung_pwg,Stiftung PWG,,r_stiftung_pwg__BETEILIGT_AN__p_schaerenmoosstrasse_zuerich,,,
p_svanen_kindergarten_gladsaxe,Svanen,Dänemark,aksel_v_jensen,Aksel V. Jensen A/S,,r_aksel_v_jensen__BETEILIGT_AN__p_svanen_kindergarten_gladsaxe,,,
p_svanen_kindergarten_gladsaxe,Svanen,Dänemark,ason_as,Ason A/S,,r_ason_as__BETEILIGT_AN__p_svanen_kindergarten_gladsaxe,,,
p_svanen_kindergarten_gladsaxe,Svanen,Dänemark,gladsaxe_kommune,Gladsaxe Kommune / Gladsaxe Municipality,,r_gladsaxe_kommune__BETEILIGT_AN__p_svanen_kindergarten_gladsaxe,,,
p_svanen_kindergarten_gladsaxe,Svanen,Dänemark,Lendager,Lendager,,r_Lendager__BETEILIGT_AN__p_svanen_kindergarten_gladsaxe,,,
p_svanen_kindergarten_gladsaxe,Svanen,Dänemark,niras,NIRAS,,r_niras__BETEILIGT_AN__p_svanen_kindergarten_gladsaxe,,,
p_svanen_kindergarten_gladsaxe,Svanen,Dänemark,sweco_architects,Sweco / Sweco Architects,,r_sweco_architects__BETEILIGT_AN__p_svanen_kindergarten_gladsaxe,,,
p_svanen_kindergarten_gladsaxe,Svanen,Dänemark,tscherning,Tscherning,,r_tscherning__BETEILIGT_AN__p_svanen_kindergarten_gladsaxe,,,
p_trae_high_rise_aarhus,TRÆ High-Rise,Dänemark,artelia_group,Artelia Group,,r_artelia_group__BETEILIGT_AN__p_trae_high_rise_aarhus,,,
p_trae_high_rise_aarhus,TRÆ High-Rise,Dänemark,dovista_krone,DOVISTA / KRONE,,r_dovista_krone__BETEILIGT_AN__p_trae_high_rise_aarhus,,,
p_trae_high_rise_aarhus,TRÆ High-Rise,Dänemark,kilden_hindby,Kilden & Hindby,,r_kilden_hindby__BETEILIGT_AN__p_trae_high_rise_aarhus,,,
p_trae_high_rise_aarhus,TRÆ High-Rise,Dänemark,Lendager,Lendager,,r_Lendager__BETEILIGT_AN__p_trae_high_rise_aarhus,,,
p_trae_high_rise_aarhus,TRÆ High-Rise,Dänemark,pfa_ejendomme,PFA Ejendomme,,r_pfa_ejendomme__BETEILIGT_AN__p_trae_high_rise_aarhus,,,
p_trae_high_rise_aarhus,TRÆ High-Rise,Dänemark,gain,a:gain,,r_gain__BETEILIGT_AN__p_trae_high_rise_aarhus,,,
p_the_green_house_utrecht,The Green House Utrecht,Niederlande,ballast_nedam,Ballast Nedam,,r_ballast_nedam__BETEILIGT_AN__p_the_green_house_utrecht,,,
p_the_green_house_utrecht,The Green House Utrecht,Niederlande,de_groot_en_visser,De Groot & Visser,,r_de_groot_en_visser__BETEILIGT_AN__p_the_green_house_utrecht,,,
p_the_green_house_utrecht,The Green House Utrecht,Niederlande,kampstaal,Kampstaal,,r_kampstaal__BETEILIGT_AN__p_the_green_house_utrecht,,,
p_the_green_house_utrecht,The Green House Utrecht,Niederlande,pieters_bouwtechniek,Pieters Bouwtechniek,,r_pieters_bouwtechniek__BETEILIGT_AN__p_the_green_house_utrecht,,,
p_the_green_house_utrecht,The Green House Utrecht,Niederlande,r_creators,R Creators,,r_r_creators__BETEILIGT_AN__p_the_green_house_utrecht,,,
p_the_green_house_utrecht,The Green House Utrecht,Niederlande,rijksvastgoedbedrijf,Rijksvastgoedbedrijf / Central Government Real Estate Agency,,r_rijksvastgoedbedrijf__BETEILIGT_AN__p_the_green_house_utrecht,,,
p_the_green_house_utrecht,The Green House Utrecht,Niederlande,strukton_worksphere,Strukton Worksphere,,r_strukton_worksphere__BETEILIGT_AN__p_the_green_house_utrecht,,,
p_the_green_house_utrecht,The Green House Utrecht,Niederlande,cepezed,cepezed,,r_cepezed__BETEILIGT_AN__p_the_green_house_utrecht,,,
p_thoravej_29_copenhagen,Thoravej 29 Copenhagen,Dänemark,abc_raadgivende_ingenioerer,ABC Rådgivende Ingeniører / ABC Consulting Engineers,,r_abc_raadgivende_ingenioerer__BETEILIGT_AN__p_thoravej_29_copenhagen,,,
p_thoravej_29_copenhagen,Thoravej 29 Copenhagen,Dänemark,bikubenfonden,Bikubenfonden / The Bikuben Foundation,,r_bikubenfonden__BETEILIGT_AN__p_thoravej_29_copenhagen,,,
p_thoravej_29_copenhagen,Thoravej 29 Copenhagen,Dänemark,dtu,DTU,,r_dtu__BETEILIGT_AN__p_thoravej_29_copenhagen,,,
p_thoravej_29_copenhagen,Thoravej 29 Copenhagen,Dänemark,hoffmann_as,Hoffmann A/S,,r_hoffmann_as__BETEILIGT_AN__p_thoravej_29_copenhagen,,,
p_thoravej_29_copenhagen,Thoravej 29 Copenhagen,Dänemark,sara_martinsen,Sara Martinsen,,r_sara_martinsen__BETEILIGT_AN__p_thoravej_29_copenhagen,,,
p_timber_square_london,Timber Square London,Vereinigtes Königreich,alinea_tt_alinea,Alinea / T+T Alinea,,r_alinea_tt_alinea__BETEILIGT_AN__p_timber_square_london,,,
p_timber_square_london,Timber Square London,Vereinigtes Königreich,bennetts_associates,Bennetts Associates,,r_bennetts_associates__BETEILIGT_AN__p_timber_square_london,,,
p_timber_square_london,Timber Square London,Vereinigtes Königreich,cleveland_steel_tubes,Cleveland Steel & Tubes,,r_cleveland_steel_tubes__BETEILIGT_AN__p_timber_square_london,,,
