eid,report_id,country_code,type_id,report_entity_type,actor_name,primary_role,roles,relevance,actor_degree,primary_evidence_url,fallback,evidence_count,evidence_urls,evidence_quotes,evidence_supports_roles,evidence_accessed_at,reuse_objects,strict_review
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:60,BE:M30,BE,M30,,La Ressourcerie Fribourg,Bauteilhandel,Bauteilhandel,Demontiert und birgt gebrauchte Baustoffe und verkauft sie im eigenen Laden.,kern,https://www.la-ressourcerie.ch/,False,1,https://www.la-ressourcerie.ch/,Le magasin de la Ressourcerie propose aux particuliers et aux professionnels un lieu où se fournir en matériaux de construction à moindre coût et de manière durable.,Bauteilhandel,2026-08-13,,True
NEW:H:labeuratelierlabeur,BE:M31,BE,M31,,Labeur Atelier - Labeur,Bergung,Bergung,Sammelt und sortiert Restholz und fertigt daraus Produkte für neue Nutzungen.,kern,https://labeur.be/over-labeur/,False,1,https://labeur.be/over-labeur/,"we verzamelen van resthout en afgeschreven materialen, die we selecteren en bewerken",Bergung,2026-08-13,,True
NEW:H:laboratoryforgreentransformablebuildings,BE:F04,BE,F04,,Laboratory for Green Transformable Buildings (GTB Lab),Demontagegerechtes Design,Demontagegerechtes Design,"Entwickelt, erprobt und demonstriert reversible Bausysteme für wiederholte Nutzung.",kern,https://www.gtb-lab.com/about,False,1,https://knowledgeplatform.gtb-lab.com/project/reversible-bim-2/,Reversible BIM provides insight in the reuse potential of buildings and materials.,Demontagegerechtes Design,2026-08-13,,True
NEW:H:labroucheantiquairedemateriaux,FR:M31,FR,M31,,Labrouche Antiquaire de Matériaux,Bauteilhandel,Bauteilhandel,"Inventarisiert, lagert und verkauft wiederverwendbare Bauteile vor Abbrüchen.",kern,https://antiquairedemateriaux.com/fr/content/6-antiquaire-du-batiment,False,1,https://antiquairedemateriaux.com/fr/content/6-antiquaire-du-batiment,"Lorsqu'une maison ou un château doit être démoli, il fait un inventaire de tout ce qui peut avoir une seconde vie (portes, cheminées, escaliers, parquets, pavés, portails etc.)",Bauteilhandel,2026-08-13,,True
NEW:H:labrouchemateriauxanciens,FR:M32,FR,M32,,Labrouche Matériaux Anciens,Bauteilhandel,Bauteilhandel,"Restauriert, verkauft und installiert historische Stein- und Holzbauteile.",bezug,https://batiment.eu/materiaux-anciens-labrouche-s1165.html,False,1,https://batiment.eu/materiaux-anciens-labrouche-s1165.html,"Achat, vente de matériaux anciens, sols, et décorations extérieurs. Important stock de cheminées anciennes en pierre à trumeau ou basses du XVIII et XIXéme siècle.",Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4908,NL:U35,NL,U35,,Lagemaat Heerde,Selektiver Rückbau,Selektiver Rückbau,Direkt belegt im baulichen Reuse-Kontext: Selektiver Rückbau.,bezug,https://www.gelderland.nl/themas/duurzaamheid/circulaire-economie/prinsenhof,False,1,https://www.gelderland.nl/themas/duurzaamheid/circulaire-economie/prinsenhof,Die uitdaging is opgepakt door de firma Lagemaat; die met vrijwel alle vrijkomende materialen er een circulair centrum van gaan realiseren in Heerde.,Selektiver Rückbau,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:lascombesmateriauxanciens,FR:M33,FR,M33,,Lascombes Matériaux Anciens,Bauteilhandel,Bauteilhandel,"Reinigt, arbeitet historische Baustoffe auf und verkauft sie zur erneuten Nutzung.",kern,https://www.lascombesmateriauxanciens.com/fr/,False,1,https://www.lascombesmateriauxanciens.com/fr/,"expert en Tomettes anciennes, Cheminées, Pavés de rue et autres matériaux",Bauteilhandel,2026-08-13,,True
NEW:H:lascombesmateriauxancienssudouest,FR:M34,FR,M34,,Lascombes Matériaux Anciens Sud-Ouest,Bauteilhandel,Bauteilhandel,Lagert und verkauft historische Baustoffe für regionale Sanierungsprojekte.,kern,https://www.lascombes-sud-ouest.fr/,False,1,https://www.lascombes-sud-ouest.fr/,"Spécialisée dans le négoce de matériaux anciens, et plus particulièrement de tomettes",Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:603,NL:U36,NL,U36,,lcp-circulair,Projektentwicklung,Projektentwicklung,Entwickelt Projekte zur hochwertigen Wiederverwendung geborgener Bauteile.,kern,https://lcp-circulair.nl/,False,1,https://lcp-circulair.nl/,cepezedprojects en Lagemaat bundelen innovatieve projectontwikkeling en hoogwaardig hergebruik.,Projektentwicklung,2026-08-13,,True
NEW:H:leradiateurfonte,FR:M35,FR,M35,,Le Radiateur Fonte,Bauteilhandel,Bauteilhandel,"Prüft, erneuert und verkauft historische Gussheizkörper für weitere Nutzung.",kern,https://leradiateurfonte.fr/,False,1,https://leradiateurfonte.fr/,"Vente, rénovation, électrification, nous réalisons ces prestations, à la main, pièce par pièce.",Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5045,FR:O02,FR,O02,,Le WIP,Material- und Bauteilbeschaffung,Material- und Bauteilbeschaffung,Identifiziert und beschafft gebrauchte Bauteile und gibt sie an ausführende Firmen weiter.,bezug,https://www.ekopolis.fr/operations-batiment/grande-halle-de-colombelles,False,1,https://www.ekopolis.fr/operations-batiment/grande-halle-de-colombelles,"Le WIP, actuel exploitant du bâtiment, a été titulaire de ce lot Réemploi et a eu la charge d'identifier et de valoriser les matériaux",Material- und Bauteilbeschaffung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6494,DE:F14,DE,F14,,Lehrstuhl TEAMhillebrandt / Bergische Universität Wuppertal,Lehre,Lehre,Lehrt den experimentellen Entwurf mit wiederverwendeten Materialien.,kern,https://team-arch.uni-wuppertal.de/de/,False,1,https://team-arch.uni-wuppertal.de/de/,Urban Mining und kreislaufgerechtes Bauen,Lehre,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5102,NL:F01,NL,F01,,Leiden University,Weitergabe,Weitergabe,Direkt belegt im baulichen Reuse-Kontext: Weitergabe.,bezug,https://www.universiteitleiden.nl/en/news/2020/11/gorlaeus-highrise-lives-on-in-two-new-buildings-in-leiden,False,1,https://www.universiteitleiden.nl/en/news/2020/11/gorlaeus-highrise-lives-on-in-two-new-buildings-in-leiden,The metal was processed on our campus and then used as a 'donor skeleton' for BioPartner's fifth building.,Weitergabe,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6252,DK:U18,DK,U18,,Lendager,Architektur,Architektur,Plant ein Hochhaus um verfügbare Reuse-Materialien und entwickelt Bauteillösungen.,kern,https://lendager.com/project/trae,False,1,https://lendager.com/project/trae,"large-scale architecture can combine reused materials, biogenic resources ... facades made from salvaged aluminium sheets",Architektur,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5457,FR:N08,FR,N08,,Les Canaux,Programmmanagement,Programmmanagement,Betreibt ein Reuse-Demonstrationshaus und vermittelt dessen Materialkreisläufe.,bezug,https://lescanaux.com/les-canaux-ressources/1686/,False,1,https://lescanaux.com/les-canaux-ressources/1686/,la rénovation et l'aménagement du bâtiment ont été entièrement réalisés en économie circulaire,Programmmanagement,2026-08-13,,True
NEW:liljewallarkitekter,SE:U13,SE,U13,,Liljewall Arkitekter,Architektur,Architektur,Direkt belegt im baulichen Reuse-Kontext: Architektur.,kern,https://www.liljewall.se/hallbarhet/cirkular-arkitektur/,False,1,https://www.liljewall.se/hallbarhet/cirkular-arkitektur/,Cirkulär arkitektur ‹ Liljewall Arkitekter (eigene dauerhafte Seite unter Hållbarhet zu Wiederverwendung von Bauteilen und Gebäuden),Architektur,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:686,CH:U21,CH,U21,,Lindner SE,Rücknahme / Aufarbeitung / Bauteilhandel,Rücknahme | Aufarbeitung | Bauteilhandel,"Nimmt gebrauchte Bodenplatten zurück, bereitet sie auf und verkauft sie erneut.",kern,https://www.lindner-group.com/de/kompetenzen/nachhaltiges-bauen-zirkulaeres-bauen/reused-products-wiederverwendbare-produkte,False,1,https://www.lindner-group.com/de/kompetenzen/nachhaltiges-bauen-zirkulaeres-bauen/reused-products-wiederverwendbare-produkte,Diese werden nach ihrer Nutzung in unserem Werk aufbereitet und nach technischer Prüfung als gleichwertige Gebrauchtprodukte weiter verkauft.,Rücknahme | Aufarbeitung | Bauteilhandel,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6302,BE:U27,BE,U27,,Loeliger Strub,Architektur,Architektur,"Plant LysP8 mit gebrauchten Ziegeln, Dachpfannen, Fassadenplatten und Küchen.",bezug,https://www.espazium.ch/de/aktuelles/loeliger-strub-lysp8-basel,False,1,https://www.espazium.ch/de/aktuelles/loeliger-strub-lysp8-basel,Loeliger Strub Architektur realisieren mit LysP8 auf dem Basler Lysbüchel-Areal Wohnungen aus wiederverwendeten Bauteilen,Architektur,2026-08-13,,True
NEW:H:londonreclaimedbrickmerchants,GB:M12,GB,M12,,London Reclaimed Brick Merchants,Bauteilhandel,Bauteilhandel,Direkt belegt im baulichen Reuse-Kontext: Bauteilhandel.,kern,https://www.lrbm.com/,False,1,https://www.lrbm.com/,Reclaimed Bricks & Natural Stone Merchants,Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:londonreclamationandsalvage,GB:M13,GB,M13,,London Reclamation and Salvage Ltd,Bauteilhandel,Bauteilhandel,Direkt belegt im baulichen Reuse-Kontext: Bauteilhandel.,kern,https://www.londonreclamation.net/about-us,False,1,https://www.londonreclamation.net/about-us,Our Peckham site is over 90 years old and deals with reclaimed timber and architectural salvage.,Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39530,NO:S02,NO,S02,,Loopfront,Vermittlungsplattform,Vermittlungsplattform,Betreibt eine digitale Plattform für die Wiederverwendung von Baumaterialien.,kern,https://www.loopfront.com/,False,1,https://www.loopfront.com/,"Loopfront's digital platform makes it easy for companies to save costs, CO2 and waste by reusing furniture, building materials and more",Vermittlungsplattform,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6391,DE:U34,DE,U34,,LXSY Architektur,Architektur / Reuse-Planung / Materialpass,Architektur | Reuse-Planung | Materialpass,"Plant Architektur mit gebrauchten Bauteilen, lösbaren Konstruktionen und Materialpässen.",kern,https://lxsy.de/,False,1,https://lxsy.de/,"Seit 2021 gestalten wir Architektur, die durch wiederverwendbare Bauteile, rückbaubare Konstruktionen und Materialpässe flexibel und nachhaltig ist",Architektur | Reuse-Planung | Materialpass,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5345,NO:U08,NO,U08,,MAD arkitekter / Mad as,Architektur,Architektur,Ist als Architekt des realisierten Reuse-Projekts KA13 belegt.,bezug,https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo,False,1,https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo,Architect: Mad,Architektur,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5527,BE:S01,BE,S01,,Madaster,Materialpass / Bauteilkataster / Datenplattform,Materialpass | Bauteilkataster | Datenplattform,Registriert Bauprodukte digital und macht Wiederverwendbarkeit und Restwert sichtbar.,kern,https://madaster.de/,False,1,https://madaster.be/en/platform/,"Create comprehensive material passports, facilitating future reuse.",Materialpass | Bauteilkataster | Datenplattform,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6716,CH:S03,CH,S03,,Madaster,Materialpass / Bauteilkataster / Datenplattform,Materialpass | Bauteilkataster | Datenplattform,Erstellt Materialpässe und Katasterdaten zur Prüfung künftiger Bauteilwiederverwendung.,kern,https://madaster.ch/en/,False,1,https://madaster.ch/en/,It also enables determining whether materials and products can be reused after disassemblage.,Materialpass | Bauteilkataster | Datenplattform,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5407,NL:S01,NL,S01,,Madaster / Materialpass-Kontext,Materialpass / Datenplattform,Materialpass | Datenplattform,"Dokumentiert Herkunft, Qualität und Lösbarkeit von Bauteilen in Materialpässen.",kern,https://madaster.com/material-passport/,False,1,https://madaster.com/material-passport/,"A material passport is a comprehensive digital record detailing the composition and reuse potential of materials within a building, essential for promoting circular construction practices.",Materialpass | Datenplattform,2026-08-13,,True
NEW:madasteraustria,AT:S01,AT,S01,,Madaster Austria GmbH,Materialpass / Bauteilkataster / Datenplattform,Materialpass | Bauteilkataster | Datenplattform,"Erstellt Materialpässe und Kataster, die spätere Wiederverwendung vorbereiten.",kern,https://madaster.at/,False,1,https://madaster.at/,"Außerdem kann festgestellt werden, ob Materialien und Produkte wiederverwendet werden können.",Materialpass | Bauteilkataster | Datenplattform,2026-08-12,,True
NEW:H:maisoncarrelle,FR:M37,FR,M37,,MAISON CARRELLE,Bauteilhandel,Bauteilhandel,Sucht ungenutzte Fliesenbestände und vermittelt sie mit technischer Beratung.,kern,https://maisoncarrelle.com/,False,1,https://maisoncarrelle.com/,Nous donnons une seconde vie aux carreaux en leur offrant une nouvelle place dans vos intérieurs,Bauteilhandel,2026-08-13,,True
NEW:H:maisondureemploi,FR:M38,FR,M38,,Maison du Réemploi,Bauteilhandel,Bauteilhandel,"Demontiert, bereitet Bauteile auf und verkauft sie für den Wiedereinbau.",kern,https://reciprocite.fr/activites/mediation_reemploi.html,False,1,https://reciprocite.fr/activites/mediation_reemploi.html,Cette activité consiste à la dépose de matériaux de bâtiment ... et à la remise en état des matériaux à des fins de commercialisation et de réemploi.,Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5312,CH:U23,CH,U23,,manoa Landschaftsarchitekten,Landschaftsarchitektur,Landschaftsarchitektur,Plant die Außenräume des Reuse-Pilotprojekts Recyclingzentrum Juch-Areal.,bezug,https://www.stadt-zuerich.ch/de/planen-und-bauen/projekte-und-ausschreibungen/hochbauvorhaben/planung-ausfuehrung/recyclingzentrum-juch-areal.html,False,1,https://www.stadt-zuerich.ch/de/planen-und-bauen/projekte-und-ausschreibungen/hochbauvorhaben/planung-ausfuehrung/recyclingzentrum-juch-areal.html,"Landschaftsarchitektur manoa Landschaftsarchitekten GmbH, Meilen",Landschaftsarchitektur,2026-08-13,,True
NEW:H:markussaarela,FI:U12,FI,U12,,Markus Saarela,Reuse-Planung / Demontagegerechtes Design,Reuse-Planung | Demontagegerechtes Design,Plant den Reuse-Bau aus geborgenen Teilen für spätere erneute Demontage.,bezug,https://www.sttinfo.fi/tiedote/70138735/mustikkamaalle-varasto-kierratetyista-rakennusmateriaaleista?publisherId=60577852&lang=fi,False,1,https://www.sttinfo.fi/tiedote/70138735/mustikkamaalle-varasto-kierratetyista-rakennusmateriaaleista?publisherId=60577852&lang=fi,Suunnittelukilpailun voitti sisarusparin Johanna ja Markus Saarelan kilpailutyö,Reuse-Planung | Demontagegerechtes Design,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39531,GB:M14,GB,M14,,Material Index,Reuse-Audit / Vermittlungsplattform,Reuse-Audit | Vermittlungsplattform,"Direkt belegt im baulichen Reuse-Kontext: Reuse-Audit, Vermittlungsplattform.",kern,https://material-index.co.uk/,False,1,https://material-index.co.uk/,"Material Index is the UK's circular construction platform: a reclaimed materials marketplace, pre-demolition audit service and digital platform.",Reuse-Audit | Vermittlungsplattform,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39532,GB:S01,GB,S01,,Material Reuse Portal,Vermittlungsplattform / Datenplattform,Vermittlungsplattform | Datenplattform,"Direkt belegt im baulichen Reuse-Kontext: Vermittlungsplattform, Datenplattform.",kern,https://materialreuseportal.com/,False,1,https://materialreuseportal.com/,The Material Reuse Portal is designed to bring together data on available materials from multiple sources.,Vermittlungsplattform | Datenplattform,2026-08-13,,True
NEW:materialbankenforbygningsvern,NO:M04,NO,M04,,Materialbanken for bygningsvern,Bauteilhandel,Bauteilhandel,"Verkauft historische Türen, Fenster, Dachziegel und weitere gebrauchte Bauteile.",kern,https://materialbankenforbygningsvern.no/dette-er-materialbanken/,False,1,https://materialbankenforbygningsvern.no/dette-er-materialbanken/,"I Materialbanken finner du alt fra gamle dører og vinduer, brukte takstein i alle varianter, stokker, gulvbord til pyntegjenstander!",Bauteilhandel,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39533,BE:M32,BE,M32,,Materialenbank Leuven / Atelier Circuler,Bauteilhandel,Bauteilhandel,"Bereitet geborgene Baustoffe auf, lagert sie und verkauft sie für neue Projekte.",kern,https://ateliercirculer.be/materialenbank,False,1,https://ateliercirculer.be/materialenbank,"Hout, Stenen, Metaal, Isolatie, Verwarming & Sanitair, Elektriciteit & Verlichting, Ramen & Deuren, Afgewerkte Producten",Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6571,AT:U07,AT,U07,,materialnomaden,Reuse-Planung / Potenzialbewertung / Vermittlung,Reuse-Planung | Potenzialbewertung | Vermittlung,"Bewertet Bauteile, plant ihre Weiternutzung und vermittelt sie in neue Projekte.",kern,https://www.materialnomaden.at/,False,1,https://www.materialnomaden.at/,"by demonstrating the architectural design potential we extend the lifespan of building components, save resources globally",Reuse-Planung | Potenzialbewertung | Vermittlung,2026-08-12,,True
NEW:H:materialprufanstaltbrandenburg,DE:F08,DE,F08,,Materialprüfanstalt Brandenburg,Zustandsbewertung,Zustandsbewertung,Begutachtet geborgenes Material für den Wiedereinsatz in Tragstrukturen.,bezug,https://www.zrs.berlin/project/reallabor-be-ware-gebaeudetragwerke-aus-sekundaermaterialien-made-in-berlin/,False,1,https://www.zrs.berlin/project/reallabor-be-ware-gebaeudetragwerke-aus-sekundaermaterialien-made-in-berlin/,"Schadensdiagnose & Begutachtung: Materialprüfanstalt Brandenburg, Ingenieurbüro Fechner, Holzschutzgutachterin Danijela Bojic",Zustandsbewertung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39534,DE:M07,DE,M07,,Materialrest24,Vermittlungsplattform,Vermittlungsplattform,Vermittelt überschüssige Baumaterialien zwischen Handwerksbetrieben.,bezug,https://www.handwerk-magazin.de/materialrest24de-restbestaende-clever-verwerten-183318,False,1,https://www.handwerk-magazin.de/materialrest24de-restbestaende-clever-verwerten-183318,Handwerksbetriebe können auf der Plattform überschüssige Baumaterialien verkaufen oder von anderen Kollegen einkaufen.,Vermittlungsplattform,2026-08-13,,True
NEW:H:materiauthequeleschutesdeladore,FR:M39,FR,M39,,Matériauthèque les Chutes de la Dore,Bauteilhandel,Bauteilhandel,Sammelt wiederverwendbare Baustoffe und verkauft sie zu solidarischen Preisen.,kern,https://leschutesdeladore63.wordpress.com/,False,1,https://leschutesdeladore63.wordpress.com/,La matériauthèque de Marsac a ouvert ses portes en septembre 2022! L'association collecte des matériaux d'occasion et les met en vente à prix solidaires!,Bauteilhandel,2026-08-13,,True
NEW:H:materiauxanciensdunord,FR:M40,FR,M40,,Matériaux Anciens du Nord,Bauteilhandel,Bauteilhandel,"Reinigt, lagert und verkauft historische Fliesen und weitere gebrauchte Bauteile.",kern,https://materiauxanciensdunord.com/,False,1,https://materiauxanciensdunord.com/,Achat Vente Matériaux anciens de construction,Bauteilhandel,2026-08-13,,True
NEW:H:materiauxanciensdupaysdauge,FR:M41,FR,M41,,Matériaux Anciens du Pays d'Auge,Bauteilhandel,Bauteilhandel,"Verkauft geborgene Kamine, Böden, Türen und weitere historische Bauteile.",kern,https://www.mapa-materiauxanciens.com/,False,1,https://www.mapa-materiauxanciens.com/,Nous proposons des matériaux à vendre anciens pour la construction et matériaux de récupération.,Bauteilhandel,2026-08-13,,True
NEW:materiauxanciensdusud,FR:M42,FR,M42,,Matériaux Anciens du Sud,Bauteilhandel,Bauteilhandel,"Lagert, verkauft und vermittelt historische Baustoffe und Bauteile.",kern,https://www.materiauxanciensdusud.com/,False,1,https://www.materiauxanciensdusud.com/,Nous rachetons tout type de matériaux anciens,Bauteilhandel,2026-08-13,,True
NEW:H:materiauxdantan,FR:M44,FR,M44,,Matériaux d'Antan,Aufarbeitung / Bauteilhandel / Wiedereinbau,Aufarbeitung | Bauteilhandel | Wiedereinbau,"Birgt, restauriert, verkauft und montiert historische Bauteile für neue Projekte.",kern,https://fr.linkedin.com/company/materiaux-dantan,False,1,https://materiauxdantan.fr/fr/,"Nous récupérons, restaurons et posons des éléments d'architecture anciens.",Aufarbeitung | Bauteilhandel | Wiedereinbau,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6631,CH:M10,CH,M10,,Matériuum,Reuse-Beratung / Bauteilinventarisierung / Weiterbildung,Reuse-Beratung | Bauteilinventarisierung | Weiterbildung,"Berät Reuse-Projekte, inventarisiert Bauteile und bietet Schulungen zur Wiederverwendung.",kern,https://materiuum.ch/,False,1,https://materiuum.ch/,Matériuum est une association genevoise ayant pour mission la préservation des ressources naturelles. Pour cela elle promeut et facilite le réemploi dans les milieux de la construction.,Reuse-Beratung | Bauteilinventarisierung | Weiterbildung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:34837,CH:M11,CH,M11,,Matériuum Genève Ressourcerie,Bergung,Bergung,Bergt wiederverwendbare Szenografieelemente für ein zweites Leben.,kern,https://materiuum.ch/ressourcerie-espace-magasin-shop-geneve/,False,1,https://materiuum.ch/ressourcerie-espace-magasin-shop-geneve/,La Ressourcerie se charge aussi de récupérer des éléments de scénographie intéressants pour leur donner une seconde vie.,Bergung,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5734,NL:U37,NL,U37,,Maurer United,Architektur / Reuse-Planung,Architektur | Reuse-Planung,Entwirft das Expogebäude konsequent anhand verfügbarer gebrauchter Bauteile.,bezug,https://www.superlocal.eu/superlocal/expogebouw/,False,1,https://www.superlocal.eu/superlocal/expogebouw/,De architect Maurer United is in zijn ontwerp gebonden aan deze herbruikbare elementen in plaats van nieuwe onderdelen.,Architektur | Reuse-Planung,2026-08-13,,True
NEW:H:maxholzbau,DE:U35,DE,U35,,Max Holzbau,Fertigung mit Reuse-Material,Fertigung mit Reuse-Material,Verarbeitet im Reallabor Gebrauchtholz zu Bauteilen für neue Tragstrukturen.,bezug,https://www.zrs.berlin/project/reallabor-be-ware-gebaeudetragwerke-aus-sekundaermaterialien-made-in-berlin/,False,1,https://www.zrs.berlin/project/reallabor-be-ware-gebaeudetragwerke-aus-sekundaermaterialien-made-in-berlin/,"Verarbeitungsbetriebe: Holzwerke Bullinger, Holzbau Matthé, Max Holzbau, Arche Naturhaus, Cubus Projekt",Fertigung mit Reuse-Material,2026-08-13,Bauteile und Baumaterialien,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:587,AT:F02,AT,F02,,MedUni Wien,Bauherrschaft,Bauherrschaft,Verankert Reuse und Ressourcenschonung als Ziel beim neuen Universitätscampus.,bezug,https://www.meduniwien.ac.at/web/ueber-uns/news/detailseite/2019/news-im-dezember-2020/aus-alt-wird-neu-big-meduni-wien-und-baukarussell-nutzen-grosses-re-use-potential-beim-meduni-campus-mariannengasse/,False,1,https://www.meduniwien.ac.at/web/ueber-uns/news/detailseite/2019/news-im-dezember-2020/aus-alt-wird-neu-big-meduni-wien-und-baukarussell-nutzen-grosses-re-use-potential-beim-meduni-campus-mariannengasse/,"Wir freuen uns, dass wir BauKarussell als Projektpartner beim MedUni Campus Mariannengasse gewinnen konnten.",Bauherrschaft,2026-08-12,,True
NEW:H:metamo,FR:M45,FR,M45,,METAMO,Bauteilhandel,Bauteilhandel,"Qualifiziert Metallbauteile, bereitet sie auf und liefert sie für neue Projekte.",kern,https://www.metamo.fr/,False,1,https://www.metamo.fr/,"Spécialistes du réemploi d'éléments métalliques, nous donnons une seconde vie au métal",Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5595,GB:U44,GB,U44,,Method,Reuse-Beratung,Reuse-Beratung,Berät zur Auswahl langlebiger Möbel und zu ihrer Weiternutzung bei Büroumzügen.,kern,https://www.methodltd.com/sustainability,False,1,https://www.methodltd.com/sustainability,We can help guide in the transformation of your recycled materials into stunning surface finishes that will enhance your environment,Reuse-Beratung,2026-08-13,,True
NEW:H:mikkelinkehitysyhtiomiksei,FI:U14,FI,U14,,Mikkelin Kehitysyhtiö Miksei Oy,Programmmanagement / Methodenentwicklung / Wissenstransfer,Programmmanagement | Methodenentwicklung | Wissenstransfer,"Leitet KIELO und entwickelt Verfahren für Rückbau, Lagerung und Reuse.",bezug,https://mikseimikkeli.fi/hankkeet/kielo/,False,1,https://mikseimikkeli.fi/hankkeet/kielo/,KIELO – Kiertotalousloikka rakennusmateriaalien uudelleenkäytön parantamiseksi Mikkelissä on Mikkelin kehitysyhtiö Miksei Oy:n ja Kaakkois-Suomen ammattikorkeakoulun yhteinen ryhmähanke.,Programmmanagement | Methodenentwicklung | Wissenstransfer,2026-08-13,,True
NEW:H:miltonkeynesantiquesandarchitecturalsalvage,GB:M15,GB,M15,,Milton Keynes Antiques & Architectural Salvage,Bauteilhandel,Bauteilhandel,Direkt belegt im baulichen Reuse-Kontext: Bauteilhandel.,kern,https://www.mkantiquesandsalvage.co.uk/about,False,1,https://www.mkantiquesandsalvage.co.uk/about,We stock all types of old building materials and furniture.,Bauteilhandel,2026-08-13,Bauteile oder Baumaterialien laut akteursspezifischer Evidenz,True
NEW:H:milva,DK:S02,DK,S02,,Milva,Rückbauplanung,Rückbauplanung,Erfasst Reuse-Potenziale digital und plant die selektive Bauteilgewinnung.,kern,https://www.milva.dk/,False,1,https://www.milva.dk/,Vi hjælper dig med at optimere din ressourceudnyttelse og sikre genbrug.,Rückbauplanung,2026-08-13,,True
NEW:H:mobious,FR:M46,FR,M46,,MOBIOUS,Bauteilhandel,Bauteilhandel,"Inventarisiert Bauteile, bereitet sie auf und liefert sie für Bauprojekte.",kern,https://www.mobius-reemploi.fr/en,False,1,https://www.mobius-reemploi.fr/en,Mobius specialises in reuse consulting and in the production of reconditioned building materials.,Bauteilhandel,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6578,FR:U10,FR,U10,,Mobius Réemploi,Bauteilinventarisierung,Bauteilinventarisierung,"Inventarisiert Bauteile, bereitet sie auf und liefert sie für Bauprojekte.",kern,https://www.mobius-reemploi.fr/,False,1,https://www.mobius-reemploi.fr/,Mobius est spécialisé dans le conseil en réemploi et dans la production de matériaux de construction reconditionnés.,Bauteilinventarisierung,2026-08-13,,True
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5064,CH:U25,CH,U25,,Modissa Immobilien AG,Bauherrschaft,Bauherrschaft,Beauftragt den Erhalt und die Aufstockung des Gewerbebaus mit zahlreichen Reuse-Teilen.,bezug,https://zirkular.net/de/projekt/grubenstrasse-29/,False,1,https://zirkular.net/de/projekt/grubenstrasse-29/,Auftraggeber (Client): Modissa Immobilien AG,Bauherrschaft,2026-08-13,,True
