audit_status,key,cc,tid,name,official_url,source_url,source_kind,asset_path,dark_asset_path,asset_sha256,rights_status,recent_last_three_sessions,reason_codes,manual_reasons,technical_errors
confirmed_exact,AT:I03,AT,I03,WSE Wiener Standortentwicklung GmbH,https://wse.at/,https://wse.at/_assets/818d5dc3659da6697163633e74043841/Build/images/wse_logo.svg,header_logo,bilder/AT/I03.png,,e9d82139f50e8916d0ba8e062ad685ab25288bea7624aed5b7a5c9a06c089c2a,permission_required,False,,,
confirmed_exact,AT:M01,AT,M01,BauKarussell,https://www.baukarussell.at/,https://www.baukarussell.at/wp-content/uploads/2025/01/Logo_BauKarussell_rgb.png,header_logo,bilder/AT/M01.png,,3fcfe114b98c58a1a0d44e75f0edbf27465a6736112c59bf38b4a48dd2849788,permission_required,False,,,
confirmed_exact,AT:M04,AT,M04,CIRCON,https://www.circon.at/,https://static.wixstatic.com/media/f64487_8fa5ddba6312451bafc6e756a2df0e24%7Emv2.png/v1/fill/w_180%2Ch_180%2Clg_1%2Cusm_0.66_1.00_0.01/f64487_8fa5ddba6312451bafc6e756a2df0e24%7Emv2.png,apple_touch,bilder/AT/M04.png,bilder/AT/M04-dark.png,6fcf612720d07cf061267506eee1a5e336716808edc0e52994d566513534878f,permission_required,False,,,
confirmed_exact,AT:N03,AT,N03,Re-Use Austria,https://reuseaustria.at/,https://reuseaustria.at/wp-content/uploads/2024/05/Re-Use_Austria_2.png,structured_logo,bilder/AT/N03.png,bilder/AT/N03-dark.png,d85179bfab4591696827e6d679f7413d45dcbc2cf0a7e9e8b975cfe1c1cdbeee,permission_required,False,,,
confirmed_exact,AT:U05,AT,U01,Hohensinn Architektur,https://www.hohensinn-architektur.at/,https://www.hohensinn-architektur.at/Content/uploads/impressum/generated/Logo-schwarz-auf-quadrat-weiss-scaled-1024x1024.jpg,header_logo,bilder/AT/U05.png,bilder/AT/U05-dark.png,d85787c64311e03b0dadf11f9561637e151d8df321ead8d2a5f455144fdf16c3,permission_required,False,,,
confirmed_exact,AT:U06,AT,U02,Job-TransFair gemeinnützige GmbH,https://www.jobtransfair.at/,https://www.jobtransfair.at/files/jobtransfair/assets/_favicon/apple-touch-icon.png,apple_touch,bilder/AT/U06.png,,0a13102855ebf8486f131a7421537bc78478a1be070ac91b4a234ed3fb0a90da,permission_required,False,,,
confirmed_exact,AT:U07,AT,U03,materialnomaden,https://www.materialnomaden.at/,https://www.materialnomaden.at/wp-content/uploads/2018/10/20180817_logo_materialnomaden.png,header_logo,bilder/AT/U07.png,bilder/AT/U07-dark.png,339b2890406fb1300127b8c8511ba2f0fbe28aa80781e034e100a68583108e56,permission_required,False,,,
confirmed_exact,AT:U08,AT,U04,pulswerk GmbH,https://www.pulswerk.at/,https://www.pulswerk.at/wp-content/uploads/2023/05/logo_pulswerk.svg,header_logo,bilder/AT/U08.png,bilder/AT/U08-dark.png,0e1cf04dbc19bb31eb4fd82c29be8cdf3f3c9bb476cc45e159f1c0d9ce086a5d,permission_required,False,,,
confirmed_exact,BE:F02,BE,F01,Buildwise,https://www.buildwise.be/,https://www.buildwise.be/media/badfs22l/buildwise.zip#SVG/Buildwise_Verticaal_1.svg,media_logo,bilder/BE/F02.png,bilder/BE/F02-dark.png,6fde0b83313f903c54b9ae9ffb40de0659280dcee009694cc86b71911235a936,permission_required,False,,,
confirmed_exact,BE:F03,BE,F02,Kamp C,https://www.kampc.be/,https://www.kampc.be/favicon/site/apple-touch-icon-1024x1024.png,apple_touch,bilder/BE/F03.png,,458696cdd91b6ca887dcd370b825169ffa772e3c6f8b52e90548adee8b2c75cf,permission_required,False,,,
confirmed_exact,BE:I01,BE,I01,Brussels Environment,https://environnement.brussels/,https://environnement.brussels/themes/custom/ocelot_baseline/components/logo/assets/logo.svg,header_logo,bilder/BE/I01.png,bilder/BE/I01-dark.png,1f200b45d07a6acff22d198b81742c33c116c02114176627762dcef4e950e4c6,permission_required,False,,,
confirmed_exact,BE:M01,BE,M01,Antiek Anresto,https://anresto.com/,https://anresto.com/wp-content/uploads/2018/08/logo-anresto-small.png,media_logo,bilder/BE/M01.png,bilder/BE/M01-dark.png,7908ae36c868bab6b27ec407830220060a3c8f9b3096794ef0aa079a4e9e7a1e,permission_required,False,,,
confirmed_exact,BE:M03,BE,M03,Authentieke Bouwmaterialen Storms nv,https://www.rikstorms.be/,https://www.rikstorms.be/cms/templates/home/inc/logo.png,header_logo,bilder/BE/M03.png,bilder/BE/M03-dark.png,027fdc87bae2a855e49de9502e49002f2ef41e0591a7576c5802d32939f79d21,permission_required,False,,,
confirmed_exact,BE:M04,BE,M04,BatiTerre,https://www.batiterre.be/,https://www.batiterre.be/web/image/website/1/logo/BatiTerre?unique=49e5363,header_logo,bilder/BE/M04.png,bilder/BE/M04-dark.png,a532fdf062135d00fe37fe2a8eb28cadb295ec1cc9588aa6d764d79389908e8e,permission_required,False,,,
confirmed_exact,BE:M06,BE,M05,Bois Antique,https://boisantique.be/,https://boisantique.be/resources/vieux-bois(152px).png,apple_touch,bilder/BE/M06.png,bilder/BE/M06-dark.png,bcb0db6c387953935a72ae740412b03ced921ce3ed7ec3b1335a052c32e89a0c,permission_required,False,,,
confirmed_exact,BE:M09,BE,M08,De Groene Poort,https://www.degroenepoort.com/,https://www.degroenepoort.com/apple-touch-icon-152x152-precomposed.png,apple_touch,bilder/BE/M09.png,,b443c48699a26571e579e743b5d2360bc49b27bf4c6161c283d30211d0ca10eb,permission_required,False,,,
confirmed_exact,BE:M10,BE,M09,De Oude Dakpan,https://de-oude-dakpan.be/,https://de-oude-dakpan.be/gallery/logo-ts1704631145.webp,header_logo,bilder/BE/M10.png,bilder/BE/M10-dark.png,6937363e4d7d3bf708ff9977e6a1525f9883e46638b2ce0d371b413633c729e9,permission_required,False,,,
confirmed_exact,BE:M11,BE,M10,Doehetzelf 2dehands bouwmarkt,https://www.2dehandsbouwmarkt.be/,https://www.2dehandsbouwmarkt.be/_assets/e0707dd92aaf8573c450993f21c7af8e/Icons/favicon/apple-icon-180x180.png,apple_touch,bilder/BE/M11.png,bilder/BE/M11-dark.png,5543600a11edf4ab1fc5880991cff8a560b2c2b513fbfd09e970af34a4b46388,permission_required,False,,,
confirmed_exact,BE:M12,BE,M11,Eeuwenhout Antoine Verhofstede,https://www.verhofstede.be/,https://www.verhofstede.be/wp-content/themes/verhofstede/images/verhofstede.svg,header_logo,current_only_final/BE/M11.png,current_only_final/BE/M11-dark.png,6c9bd23592b482838946f287a8be895da01a72fa3023cca1e3e1043592951e15,permission_required,True,,,
confirmed_exact,BE:M14,BE,M13,Gebruiktebouwmaterialen,https://gebruiktebouwmaterialen.com/,https://gebruiktebouwmaterialen.com/static/version1786532580/frontend/Magemonkey/newgbm/nl_NL/images/logo.svg,header_logo,bilder/BE/M14.png,bilder/BE/M14-dark.png,051a806f6c6a821c85cf6585c6d4f03493c6b3f742874284d60a314028f704d5,permission_required,False,,,
confirmed_exact,BE:M15,BE,M14,Gunter Bosmans,https://www.gunter-bosmans.be/,https://www.gunter-bosmans.be/smarty/wireframe20/media/images/logo-Gunter-Bosmans-BV.png,header_logo,bilder/BE/M15.png,,c2d154ee574233ebfb882c8c3f4ab111256138ba2b3542807990f9519ce76a0b,permission_required,False,,,
confirmed_exact,BE:M18,BE,M17,Hofman NV - SA,https://www.hofman.be/,https://www.hofman.be/wp-content/uploads/2018/06/logo-blue.png,media_logo,bilder/BE/M18.png,,1d780e458e32b442305d891512a35b47e51bf41779c3abaf6e78189bc2a30f6e,permission_required,True,,,
confirmed_exact,BE:M19,BE,M18,Houtenplaten,https://www.houtenplaten.be/,https://www.houtenplaten.be/wp-content/uploads/2021/12/houtenplaten_favicon.png,apple_touch,bilder/BE/M19.png,bilder/BE/M19-dark.png,9409a1c6acf0f521c27cbf240d28a080384197903bb6d4d287299d5a86ca2807,permission_required,False,,,
confirmed_exact,BE:M20,BE,M19,Jef Stone,https://jefstone.be/,https://jefstone.be/wp-content/themes/porto/images/logo/apple-touch-icon_152x152.png,apple_touch,bilder/BE/M20.png,bilder/BE/M20-dark.png,e2df1b5c122c482bedf17106d0d7b4c71947dbc7cd76b26825a65fd19300caf3,permission_required,False,,,
confirmed_exact,BE:M21,BE,M20,Joris Van Apers,https://www.vanapers.be/,https://cdn.prod.website-files.com/67165109e9b8f4c511ffc530/673617c7242dbfca304bc946_Vanapers_webclip.svg,apple_touch,bilder/BE/M21.png,,083c3df21486cafa3595481e49f8d73f99e66e43a804384594a1f53c5763e75a,permission_required,False,,,
confirmed_exact,BE:M22,BE,M21,Kasseien Kindt,https://www.kasseienkindt.be/,https://www.kasseienkindt.be/images/logo.svg,header_logo,bilder/BE/M22.png,,3aa11cb38397dc2ca9a81e234c78bf9d4ad90c030e8e1d17a240d45e28e07dff,permission_required,False,,,
confirmed_exact,BE:M23,BE,M22,Kempische Bouwmaterialen,https://www.kempischebouwmaterialen.be/,https://www.kempischebouwmaterialen.be/wp-content/uploads/2024/08/logo_kempische_bouwmaterialen.svg,header_logo,bilder/BE/M23.png,bilder/BE/M23-dark.png,4268ceab028d991630bff58e52db10abf7669c4091fdd70c9777993129e1d28b,permission_required,False,,,
confirmed_exact,BE:M25,BE,M23,Labeur Atelier - Labeur,https://www.labeur.be/,https://www.labeur.be/wp-content/uploads/2024/02/Labeur_logo.png,header_logo,bilder/BE/M25.png,bilder/BE/M25-dark.png,f7858945cfa022cd628afc1a84203807a89d9270f194efc9226b6ecdc051d4da,permission_required,False,,,
confirmed_exact,BE:M27,BE,M25,MVV Afbraakwerken Martin,https://www.mvvafbraak.be/,https://www.mvvafbraak.be/wp-content/uploads/2016/11/logo@2x.png,media_logo,bilder/BE/M27.png,,5e87e7c7c7bc8041e62d8078f88f801c250f543d9b358a7e94555995f7d09870,permission_required,True,,,
confirmed_exact,BE:M29,BE,M27,RotorDC,https://rotordc.com/,https://rotordc.com/web/image/611014-a8c44399/rotor_logo.jpg?access_token=776eed55-517c-4089-8fbb-f49c317e70a3,header_logo,bilder/BE/M29.png,bilder/BE/M29-dark.png,0e3da04be98ad4f303595e49afde560bd59db5bd6dea6ee236685f29dad808da,permission_required,False,,,
confirmed_exact,BE:N03,BE,N02,Embuild,https://www.embuild.be/,https://www.embuild.be/themes/custom/itr_theme/meta/apple-touch-icon.png,apple_touch,bilder/BE/N03.png,bilder/BE/N03-dark.png,37d7a4f1b36d092ba9e1795d0468f9dc2c557fbbb57eaf2e7cb1d76ac93f56e7,permission_required,False,,,
confirmed_exact,BE:N04,BE,N03,Namur Croisade pauvreté,https://www.namur.be/,https://www.namur.be/fr/cpskinlogo.png/@@images/0fc937b0-f322-43be-9d7d-273ee2031c56.png,header_logo,bilder/BE/N04.png,bilder/BE/N04-dark.png,7630047fa2b5f89d4a22ffda13d4b1383e4806696439ae9ab6077d25511e7519,permission_required,False,,,
confirmed_exact,BE:N08,BE,N06,Tracimat vzw,https://www.tracimat.be/,https://www.tracimat.be/static/svg/logo-tracimat.svg,header_logo,bilder/BE/N08.png,bilder/BE/N08-dark.png,073e3b2836f980384c5d1fcc82075e9133f4fc2f894e0e122edc26842712b4c7,permission_required,False,,,
confirmed_exact,BE:N10,BE,N07,Zinneke asbl,https://www.zinneke.org/,https://www.zinneke.org/wp-content/uploads/2025/09/logo_zinneke-black-scaled.png,header_logo,bilder/BE/N10.png,bilder/BE/N10-dark.png,3a889d417c9c28f1421656db0e1e1c2ab7aa53370bbfabf9b760a8d11f470795,permission_required,False,,,
confirmed_exact,BE:U01,BE,U01,51N4E,https://51n4e.com/,https://51n4e.com/site/templates/assets/favicon/apple-touch-icon.png,apple_touch,bilder/BE/U01.png,bilder/BE/U01-dark.png,747f4186a7d7f975e4edecda79f3f2fd74ae145010790c07491784516d3ef62a,permission_required,False,,,
confirmed_exact,BE:U04,BE,U02,BLAF Architecten,https://www.blaf.be/,https://cdn.blaf.be/wp-content/uploads/Rectangle-152.png,header_logo,bilder/BE/U04.png,,f815270662a3a84ca64a9d833de0b514734ae5f773fc938187a98da28bdc2ba4,permission_required,False,,,
confirmed_exact,BE:U06,BE,U03,Bureau Bouwtechniek,https://b-b.be/,https://b-b.be/apple-touch-icon.png,apple_touch,bilder/BE/U06.png,,b6e11a2a9b4a6ef93357596b4506fc42e8cba7912b96153f51c5bef188cb4dec,permission_required,False,,,
confirmed_exact,BE:U14,BE,U04,Franck,https://www.franck.eu/,https://www.franck.eu/static/img/favicon/apple-touch-icon.png,apple_touch,bilder/BE/U14.png,,91126f3f4a9331e550de767475bb91197df659f5e7e18614105821225a34258a,permission_required,False,,,
confirmed_exact,BE:U15,BE,U05,Franck Bricks,https://www.franck.be/,https://www.franck.be/assets/images/favicons/apple-touch-icon.png,apple_touch,bilder/BE/U15.png,bilder/BE/U15-dark.png,d6a330814e6543a5f462dcc515a73b239336da740b6dcf8a3a6b12f4038e58a2,permission_required,False,,,
confirmed_exact,CH:F05,CH,F02,Gramazio Kohler Research,https://gramaziokohler.arch.ethz.ch/,https://gramaziokohler.arch.ethz.ch/web/images/favicons/apple-touch-icon-180x180.png,apple_touch,bilder/CH/F05.png,bilder/CH/F05-dark.png,2546bb2541876107cd0632c4b14b49aa05bb87ee300635f6ebe9e9be5c486de9,permission_required,False,,,
confirmed_exact,CH:M01,CH,M01,Archipel Sion Ressourcerie,https://archipelsion.ch/,https://archipelsion.ch/wp-content/uploads/2025/04/cropped-logo_principal_archipel-180x180.png,apple_touch,bilder/CH/M01.png,bilder/CH/M01-dark.png,da279a1df818586ed5dac91a510d9b1a2836c0e082076dcca64dfdcc2ea69de4,permission_required,False,,,
confirmed_exact,CH:M02,CH,M02,Baumatpool.ch,https://www.baumatpool.ch/,https://www.baumatpool.ch/assets/images/baumatpool/apple-touch-icon-180x180.png,apple_touch,bilder/CH/M02.png,,860ac6016475bd2c12def8c657c7f00ec2187c9ec83f38bc5c9433d50ef2dc89,permission_required,False,,,
confirmed_exact,CH:M03,CH,M03,Bauteilbörse Basel,https://bauteilboerse-basel.ch/,https://bauteilboerse-basel.ch/wp-content/uploads/2023/07/Bauteilboerse-dreizeilig.svg,header_logo,bilder/CH/M03.png,,626cc56cee30526873e0577baa92b61e1b58a47754d6fc6ea0747d7dcadc2133,permission_required,False,,,
confirmed_exact,CH:M05,CH,M05,Bauteilladen Winterthur,https://bauteilladen.ch/,https://bauteilladen.ch/wp-content/uploads/2022/03/cropped-logogross-2-180x180.jpg,apple_touch,bilder/CH/M05.png,bilder/CH/M05-dark.png,bd28139ff1d2afaa5576d38c87a6c7aee883da444ca0ef65a6cb3612b67f2432,permission_required,False,,,
confirmed_exact,CH:M06,CH,M06,Bauteilvermittlung Zürichsee-Oberland,https://www.btvz.ch/,https://www.btvz.ch/uploads/images/logos/Logo-BTVZ-Oberland-weiss.png,header_logo,bilder/CH/M06.png,bilder/CH/M06-dark.png,c2b8141029a265fd1446d0a7b93e6107e6dcce7957ced0b66578de8dc19fec40,permission_required,False,,,
confirmed_exact,CH:N01,CH,N01,Cirkla,https://www.cirkla.ch/,https://www.cirkla.ch/app/themes/coopi/static/assets/favicon/apple-touch-icon.png,apple_touch,bilder/CH/N01.png,bilder/CH/N01-dark.png,564cc875a30d7c293c82e3e20720d60e071bdc36ae1f9d96fc6c5a0477024cff,permission_required,False,,,
confirmed_exact,CH:S01,CH,S01,Digvis GmbH,https://www.digvis.ch/,https://www.digvis.ch/static/images/icons/apple-icon-180x180.png,apple_touch,bilder/CH/S01.png,bilder/CH/S01-dark.png,263b6b7d62f522134b52dc573663c25cd36eabc8ca591f8683cabfaf26f99a41,permission_required,False,,,
confirmed_exact,CH:S04,CH,S04,REUZI,https://reuzi.ch/,https://reuzi.ch/a/ui/lo.png,header_logo,bilder/CH/S04.png,bilder/CH/S04-dark.png,62e84a7e686d9248a1f5977763f04fdd230edf4c64a802fab11b7ce95194a571,permission_required,False,,,
confirmed_exact,CH:U02,CH,U02,Amstein+Walthert AG,https://amstein-walthert.ch/,https://amstein-walthert.ch/static/app/assets/icons/favicons/apple-touch-icon-152x152.c231a8b9af86.png,apple_touch,bilder/CH/U02.png,,b961ff5ff5f183a3533034a0709673dbd240ba47b87f14dca621b9a40e47f2fb,permission_required,False,,,
confirmed_exact,CH:U07,CH,U05,Graber Pulver,https://www.graberpulver.ch/,https://www.graberpulver.ch/apple-touch-icon.png,apple_touch,bilder/CH/U07.png,bilder/CH/U07-dark.png,693a19aed9d6781dd7962130c7f222af981f4b7623bb9843936adc467b1dc896,permission_required,False,,,
confirmed_exact,CH:U10,CH,U06,Ingenieurbureau Heierli AG,https://www.heierli.ch/,https://www.heierli.ch/wp-content/themes/iatheme/assets/images/logo_heierli.svg,header_logo,bilder/CH/U10.png,,578855f82a24e3af8a9eaf3dfdc6f6523c294e9269da7252d86301c7418979b0,permission_required,False,,,
confirmed_exact,CH:U11,CH,U07,Josef Kolb AG,https://www.b-3.ch/,https://www.b-3.ch/userdata/assets/logo/b3-logo-rgb.svg,header_logo,bilder/CH/U11.png,,38a494eec035255cbe82f2a95b5f90c793b7a0a8da4bc1ef9f22a3e6e64a162b,permission_required,False,,,
confirmed_exact,CH:U12,CH,U08,Lindner SE,https://www.lindner-group.com/,https://www.lindner-group.com/lindner-group/brand/lindner_logo_white.svg,header_logo,bilder/CH/U12.png,bilder/CH/U12-dark.png,921c5934e19136a54e2913900ec274d149f51a096f7e0a2f6d9c474614300834,permission_required,False,,,
confirmed_exact,CH:U13,CH,U10,manoa Landschaftsarchitekten,https://manoa.ch/,https://manoa.ch/manoa-logotype.svg,header_logo,bilder/CH/U13.png,bilder/CH/U13-dark.png,a7acd855ea645f3bfe15246c5733f88440e10bfd46c3db8dc833fc0c8f92c0b8,permission_required,False,,,
confirmed_exact,CH:U17,CH,U13,Nomol,https://www.nomol.ag/,https://www.nomol.ag/data/files/logonomolschwarz.png,header_logo,bilder/CH/U17.png,bilder/CH/U17-dark.png,6f7e16ac9ca45ac0086c8343975db53a8aa0fd7f388550daf6413bbf96a17eb5,permission_required,False,,,
confirmed_exact,CH:U19,CH,U15,PARABASE,https://www.parabase.eu/,https://www.parabase.eu/apple-touch-icon.png,apple_touch,bilder/CH/U19.png,bilder/CH/U19-dark.png,045135fbe3b7dbf182dafd5c46f7f077d6645bfd9998a3506f3c4e056d355135,permission_required,False,,,
confirmed_exact,CH:U21,CH,U17,PIRMIN JUNG Schweiz AG,https://www.pirminjung.de/,https://www.pirminjung.de/assets/favicon/apple-touch-icon.png,apple_touch,bilder/CH/U21.png,,024b207019783be0cd46cd60fd1450e4e6dac5428c97522345bcf82ceae974bc,permission_required,False,,,
confirmed_exact,CH:U27,CH,U23,Wetter AG,https://www.wetter-ag.ch/,https://www.wetter-ag.ch/apple-touch-icon.png,apple_touch,bilder/CH/U27.png,bilder/CH/U27-dark.png,1b474f2de31b85c93946055314d620b1fd99501e41a3182f57f3a114904f326d,permission_required,False,,,
confirmed_exact,CH:X03,CH,X01,Stiftung Habitat,https://www.stiftung-habitat.ch/,https://www.stiftung-habitat.ch/dam/stiftung-habitat/Logo_Habitat_30_Jahre_Claim.svg,header_logo,bilder/CH/X03.png,,69968520bbda796a4e743b1f0cb43b3895764bd3db8ac99d57a0d3e4a766a7b6,permission_required,False,,,
confirmed_exact,DE:F08,DE,F07,Materialprüfanstalt Brandenburg,https://www.mpaew.de/,https://www.mpaew.de/pixel/mpa-logo-rund.gif,header_logo,bilder/DE/F08.png,bilder/DE/F08-dark.png,a56808040e098a3afc1cccda04f84c1dbac90907eac8ea9b24d5bc85c892302f,permission_required,False,,,
confirmed_exact,DE:F13,DE,F10,TU Berlin Fachgebiet Bauphysik und Baukonstruktionen,https://www.tu.berlin/,https://www.static.tu.berlin/_assets/2ff76cde2126808ef662c87f1945ad8e/Images/Logos/tu-berlin-logo-long-red.svg,header_logo,bilder/DE/F13.png,,57f2681bd1a7c4744ea61863d414985d7d82c5e9c2038fee187e39745fc55658,permission_required,False,,,
confirmed_exact,DE:I01,DE,I01,Abfallwirtschaftsbetriebe Münster,https://awm.stadt-muenster.de/,https://awm.stadt-muenster.de/fileadmin/user_upload/awm/panorama/pics/logos/awm_Logo_w_w.svg,header_logo,bilder/DE/I01.png,bilder/DE/I01-dark.png,6ce686f71a27a6135d82f0a2250afa390263f8022179e69944831d5072eaa410,permission_required,False,,,
confirmed_exact,DE:I02,DE,I02,Gemeinde Ingersheim,https://www.ingersheim.de/,https://www.ingersheim.de/ecics/images/logo_ingersheim2.svg,header_logo,bilder/DE/I02.png,bilder/DE/I02-dark.png,eeac00da57095a97a2a1371cbf062448abb3c33bc4f457c2262f9a89156cc6b5,permission_required,False,,,
confirmed_exact,DE:M02,DE,M03,Bauteilbörse Bremen,https://www.bauteilboerse-bremen.de/,https://www.bauteilboerse-bremen.de/fileadmin/setup2/images/Logo/03_Logo_dreizeilig/Logo_bauteilboerse_bremen_dreizeilig.svg,header_logo,bilder/DE/M02.png,bilder/DE/M02-dark.png,7a03a7e9fb9886365ca0f9d30dabc49621714f0cd31b736145bbadca8097ca65,permission_required,False,,,
confirmed_exact,DE:N01,DE,N01,Baukreisel e.V.,https://baukreisel.org/,https://baukreisel.org/wp-content/uploads/2025/09/Baukreisel_Logo_04-scaled.png,header_logo,bilder/DE/N01.png,bilder/DE/N01-dark.png,94f172774cc08696e1a81cc231e71673db1ccbf8e18403cae6dfb7e89dea4f29,permission_required,False,,,
confirmed_exact,DE:S01,DE,S01,Concular,https://concular.de/,https://concular.de/wp-content/themes/concular-1.7.2/dist/img/Concular_logo.svg,header_logo,bilder/DE/S01.png,bilder/DE/S01-dark.png,66b268f95b2c7cda6e2bee8f3ced529de8f2ddce5d2c8ef660f509550f7e1347,permission_required,False,,,
confirmed_exact,DE:S02,DE,S02,SURAP GmbH,https://www.surap.de/,https://www.surap.de/wp-content/uploads/2026/05/Logo_Original_S_3512x512i-1-300x300.webp,apple_touch,bilder/DE/S02.png,,cd6ad95848c4cee865dcde0288416431a89b6475d9597c4bacf7265264563606,permission_required,False,,,
confirmed_exact,DE:S03,DE,S03,Urban Mining Index,https://urban-mining-index.de/,https://urban-mining-index.de/wp-content/uploads/2020/10/Urban-Mining-Index_Logo.svg,header_logo,bilder/DE/S03.png,bilder/DE/S03-dark.png,d6d706f0ab7e9b15d4a096e267e2f98ac6a99f7f90636a9c3f3be93e094cbf2f,permission_required,False,,,
confirmed_exact,DE:U01,DE,U01,ALBA Berlin,https://www.alba.info/,https://www.alba.info/_assets/1b121444ab4cc029667e2ef95faa8e67/Images/logo-alba-white.png,header_logo,bilder/DE/U01.png,bilder/DE/U01-dark.png,9095e99a5fb2c361ef4d50c14e81b71f4bd7f4fde8a7c5d21a533624351bae74,permission_required,False,,,
confirmed_exact,DE:U10,DE,U02,Circular Structural Design,https://circular-structural-design.eu/,https://circular-structural-design.eu/wp-content/uploads/2024/10/210317_Logo_CSD-4.svg,header_logo,bilder/DE/U10.png,bilder/DE/U10-dark.png,568f37543d4db176b106b9cbbc02f2a4c78c46a10400194cceb79c3f237ba2de,permission_required,False,,,
confirmed_exact,DE:U11,DE,U03,CITYFÖRSTER,https://www.cityfoerster.net/,https://www.cityfoerster.net/fileadmin/template/img/Cityfoerster_Logo.svg,header_logo,bilder/DE/U11.png,bilder/DE/U11-dark.png,2e7174b9d7826b2dbc3fec4f0262ed5462808412428ffe097ec753055bc3be04,permission_required,False,,,
confirmed_exact,DE:U12,DE,U04,Cubus Projekt,https://www.cubus-projekt.com/,https://www.cubus-projekt.com/site/favicons/apple-touch-icon-180x180.png?v=1,apple_touch,bilder/DE/U12.png,bilder/DE/U12-dark.png,f9471311adac5d7ce5a8d27f5c63120a030447bc6fa3f2e95f07db67fee7df79,permission_required,False,,,
confirmed_exact,DE:U13,DE,U05,DARE GmbH,https://www.dare-gmbh.de/,https://www.dare-gmbh.de/wp-content/uploads/DARE-Logo.png,media_logo,bilder/DE/U13.png,bilder/DE/U13-dark.png,f6e05de5206d652bfaa56717424bcae1ce1088aff6e53c20872b699252fd7131,permission_required,True,,,
confirmed_exact,DE:U18,DE,U07,Faltlhauser Krapf,https://fk-ing.com/,https://fk-ing.com/wp-content/uploads/2021/07/cropped-Logo-Fk-180x180.png,apple_touch,bilder/DE/U18.png,bilder/DE/U18-dark.png,3c8dd55c8b67447c69bb539f51fcad0049b266681da998a35aeaf61b801d8677,permission_required,False,,,
confirmed_exact,DE:U21,DE,U08,GSE – Gesellschaft für Stadtentwicklung gGmbH,https://www.gse-essen.de/,https://www.gse-essen.de/wp-content/uploads/2025/06/GSE_logo-221x300.jpg,media_logo,bilder/DE/U21.png,bilder/DE/U21-dark.png,debe2add014a1658fd70fa178ce7db9090e3ae41c55dad281c4aa1f459476465,permission_required,False,,,
confirmed_exact,DE:U22,DE,U09,Gundlach GmbH & Co. KG Wohnungsunternehmen,https://www.gundlach-bau.de/,https://www.gundlach-bau.de/_assets/4093f339422930149fe8c360db55e80c/Images/logo-claim-white.svg,header_logo,bilder/DE/U22.png,bilder/DE/U22-dark.png,5d34202a5246206e4ba041bc6847725ae24d648ac9a42a9e52ef952925fba642,permission_required,False,,,
confirmed_exact,DE:U23,DE,U10,H2A,https://h-2-a.com/,https://h-2-a.com/wp-content/uploads/Logo_H2A_RZ_Platin.png,header_logo,bilder/DE/U23.png,,c090dc4f7506f46f3aa1dd5a6a6bdda9f31a62cf9418be5c7d1402b1c03efb81,permission_required,False,,,
confirmed_exact,DE:U24,DE,U11,Holzbau Matthé,https://holzbau-matthe.de/,https://holzbau-matthe.de/wp-content/uploads/2023/11/Logo-scharf-invertiert-891x1024.png,structured_logo,bilder/DE/U24.png,bilder/DE/U24-dark.png,6bfa0c04265c37d71b505462bcda9c060135fc8f3139bf691a01af7f2d6229db,permission_required,False,,,
confirmed_exact,DE:U25,DE,U12,Holzwerke Bullinger,https://www.bullinger.de/,https://www.bullinger.de/fileadmin/images/logo.svg,header_logo,bilder/DE/U25.png,bilder/DE/U25-dark.png,d25a102b7b35892fb4dfc55f88e12618d646055aefb434acef377259feff561b,permission_required,False,,,
confirmed_exact,DE:U29,DE,U15,LXSY Architektur,https://lxsy.de/,https://lxsy.de/assets/graphics/lxsy-architektur-logo.svg,media_logo,bilder/DE/U29.png,bilder/DE/U29-dark.png,3fe3c1ed41ff10c62ba14b6d25c0c6ed0d4bfa730a54c4aeda75b9eee35f1860,permission_required,False,,,
confirmed_exact,DE:U30,DE,U16,Max Holzbau,https://max-holzbau.com/,https://max-holzbau.com/wp-content/uploads/2026/06/cropped-favicon-max-holzbau-180x180.png?x79283,apple_touch,bilder/DE/U30.png,,beff27be40d5cfc69a7a9f6fafd3fd8fe95fdccb7ef7a7dca3bf48ce51fbdd98,permission_required,False,,,
confirmed_exact,DE:U34,DE,U19,ReUse and Trade,https://www.reuseandtrade.de/,https://www.reuseandtrade.de/ReUseAndTrade/CustomUpload/374O357O340O370O356O369O350O337O356O340O370O356O352O365O355O339O369O352O355O356O/WebPortal/shop/img/reuselogo.png,header_logo,bilder/DE/U34.png,bilder/DE/U34-dark.png,3e20946b0b789755539dae847d6e65827353e929d135171192ffa11a96719f9a,permission_required,False,,,
confirmed_exact,DE:U39,DE,U22,Urselmann Interior,https://urselmann-interior.de/,https://urselmann-interior.de/wp-content/uploads/2026/06/ui-fav-1-300x300.png,apple_touch,bilder/DE/U39.png,,c233a8533fc1f186597fce5d6e1c6e562236eeae9b59db003362f462ad71b005,permission_required,False,,,
confirmed_exact,DE:U40,DE,U23,Werner Sobek,https://www.wernersobek.com/,https://www.wernersobek.com/wp-content/themes/wernersobek-website/dist/Components/NavigationBurger/Assets/logo-d293f1dd0c.svg,header_logo,bilder/DE/U40.png,bilder/DE/U40-dark.png,a5bdf9424642519f44e57e8228b7cb065397985c32ba1d419163431459307798,permission_required,False,,,
