"source","source_entity","source_id","relation","target","target_entity","target_id","field","raw_label","confidence","resolution_rule","legacy_path","original_source","original_relation","original_target","edge_cleaning"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten","has_bauteiltyp","bauteiltyp/Boden","bauteiltyp","Boden","bauteil_label","Naturstein-/Granitplatten","manual_high","manual_40d_per_case_Platte_Paneel","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten","has_bauteiltyp","bauteiltyp/Platte_Paneel","manual_remap_40d"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten","has_huerde","huerde/Toleranzen","huerde","Toleranzen","huerde_label","Maßtoleranzen","rule_medium","huerde_toleranzen","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten","has_huerde","huerde/Toleranzen","unchanged"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten","installed_in_bauobjekt","bauobjekt/K118_Kopfbau_Halle_118_Winterthur","bauobjekt","K118_Kopfbau_Halle_118_Winterthur","bauobjekt","K118_Kopfbau_Halle_118_Winterthur","structural","frontmatter","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten","installed_in_bauobjekt","bauobjekt/K118_Kopfbau_Halle_118_Winterthur","unchanged"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten","uses_material","material/Naturstein","material","Naturstein","material_label","Stein","rule_medium","material_naturstein_family","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten","uses_material","material/Naturstein","unchanged"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","belongs_to_fallstudie","fallstudie/K118_Kopfbau_Halle_118_Winterthur","fallstudie","K118_Kopfbau_Halle_118_Winterthur","fallstudie","fallstudie/K118_Kopfbau_Halle_118_Winterthur","structural","frontmatter","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","belongs_to_fallstudie","fallstudie/K118_Kopfbau_Halle_118_Winterthur","unchanged"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","belongs_to_projekt","projekt/K118_Kopfbau_Halle_118_Winterthur","projekt","K118_Kopfbau_Halle_118_Winterthur","projekt","K118_Kopfbau_Halle_118_Winterthur","structural","frontmatter","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","belongs_to_projekt","projekt/K118_Kopfbau_Halle_118_Winterthur","unchanged"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","has_huerde","huerde/Bruch_Beschaedigungsrisiko","huerde","Bruch_Beschaedigungsrisiko","huerde_label","Mörtelreste/Bruch","rule_medium","huerde_bruch_beschaedigung","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","has_huerde","huerde/Bruch_Beschaedigungsrisiko","unchanged"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","installed_in_bauobjekt","bauobjekt/K118_Kopfbau_Halle_118_Winterthur","bauobjekt","K118_Kopfbau_Halle_118_Winterthur","bauobjekt","K118_Kopfbau_Halle_118_Winterthur","structural","frontmatter","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","installed_in_bauobjekt","bauobjekt/K118_Kopfbau_Halle_118_Winterthur","unchanged"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","uses_material","material/Keramik","material","Keramik","material_label","Keramik","rule_medium","material_ceramic_family","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","uses_material","material/Keramik","unchanged"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","uses_material","material/Ziegel","material","Ziegel","bauteil_label","Klinker / Backstein","rule_high","bauteil_ziegel","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","has_bauteiltyp","bauteiltyp/Ziegel","normalized"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","belongs_to_fallstudie","fallstudie/K118_Kopfbau_Halle_118_Winterthur","fallstudie","K118_Kopfbau_Halle_118_Winterthur","fallstudie","fallstudie/K118_Kopfbau_Halle_118_Winterthur","structural","frontmatter","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","belongs_to_fallstudie","fallstudie/K118_Kopfbau_Halle_118_Winterthur","unchanged"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","belongs_to_projekt","projekt/K118_Kopfbau_Halle_118_Winterthur","projekt","K118_Kopfbau_Halle_118_Winterthur","projekt","K118_Kopfbau_Halle_118_Winterthur","structural","frontmatter","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","belongs_to_projekt","projekt/K118_Kopfbau_Halle_118_Winterthur","unchanged"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","has_bauteiltyp","bauteiltyp/Technik","bauteiltyp","Technik","bauteil_label","Sanitär / TGA","manual_high","manual_40b_consolidate_Technik_TGA","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","has_bauteiltyp","bauteiltyp/TGA_Element","manual_remap_40b"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","installed_in_bauobjekt","bauobjekt/K118_Kopfbau_Halle_118_Winterthur","bauobjekt","K118_Kopfbau_Halle_118_Winterthur","bauobjekt","K118_Kopfbau_Halle_118_Winterthur","structural","frontmatter","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","installed_in_bauobjekt","bauobjekt/K118_Kopfbau_Halle_118_Winterthur","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","belongs_to_fallstudie","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","fallstudie","KA13_Kristian_Augusts_gate_13_Oslo","fallstudie","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","structural","frontmatter","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","belongs_to_fallstudie","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","belongs_to_projekt","projekt/KA13_Kristian_Augusts_gate_13_Oslo","projekt","KA13_Kristian_Augusts_gate_13_Oslo","projekt","KA13_Kristian_Augusts_gate_13_Oslo","structural","frontmatter","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","belongs_to_projekt","projekt/KA13_Kristian_Augusts_gate_13_Oslo","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","has_bauteiltyp","bauteiltyp/Decke","bauteiltyp","Decke","bauteil_label","Hohlkörperdecken / hollow-core slabs","rule_medium","bauteil_decke_family","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","has_bauteiltyp","bauteiltyp/Deckenplatte","normalized"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","has_huerde","huerde/Anschlussproblem","huerde","Anschlussproblem","huerde_label","Demontage, Tests, Transport, Kosten","rule_high","huerde_anschluss","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","has_huerde","huerde/Anschlussproblem","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","has_pruefung_nachweis","pruefung_nachweis/Materialpruefung","pruefung_nachweis","Materialpruefung","pruefung_label","Site investigations/lab tests; SINTEF laut Thesis","rule_medium","pruefung_material","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","has_pruefung_nachweis","pruefung_nachweis/Materialpruefung","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","installed_in_bauobjekt","bauobjekt/KA13_Kristian_Augusts_gate_13_Oslo","bauobjekt","KA13_Kristian_Augusts_gate_13_Oslo","bauobjekt","KA13_Kristian_Augusts_gate_13_Oslo","structural","frontmatter","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","installed_in_bauobjekt","bauobjekt/KA13_Kristian_Augusts_gate_13_Oslo","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","uses_material","material/Beton","material","Beton","material_label","Stahlbeton/Spannbeton","rule_medium","material_reinforced_concrete_contains_beton","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","uses_material","material/Beton","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","uses_material","material/Stahlbeton","material","Stahlbeton","material_label","Stahlbeton/Spannbeton","manual_high","manual_40a_stahlbeton_substring_fix","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","uses_material","material/Stahl","manual_remap_40a"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","belongs_to_fallstudie","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","fallstudie","KA13_Kristian_Augusts_gate_13_Oslo","fallstudie","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","structural","frontmatter","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","belongs_to_fallstudie","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","belongs_to_projekt","projekt/KA13_Kristian_Augusts_gate_13_Oslo","projekt","KA13_Kristian_Augusts_gate_13_Oslo","projekt","KA13_Kristian_Augusts_gate_13_Oslo","structural","frontmatter","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","belongs_to_projekt","projekt/KA13_Kristian_Augusts_gate_13_Oslo","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","has_bauteiltyp","bauteiltyp/Stuetze","bauteiltyp","Stuetze","bauteil_label","Stahlträger/-stützen reused","rule_high","bauteil_stuetze","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","has_bauteiltyp","bauteiltyp/Stuetze","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","has_bauteiltyp","bauteiltyp/Traeger","bauteiltyp","Traeger","bauteil_label","Stahlträger/-stützen reused","rule_high","bauteil_traeger","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","has_bauteiltyp","bauteiltyp/Traeger","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","has_huerde","huerde/Datenluecke","huerde","Datenluecke","huerde_label","Dokumentation/Regelwerk","rule_medium","huerde_daten","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","has_huerde","huerde/Datenluecke","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","installed_in_bauobjekt","bauobjekt/KA13_Kristian_Augusts_gate_13_Oslo","bauobjekt","KA13_Kristian_Augusts_gate_13_Oslo","bauobjekt","KA13_Kristian_Augusts_gate_13_Oslo","structural","frontmatter","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","installed_in_bauobjekt","bauobjekt/KA13_Kristian_Augusts_gate_13_Oslo","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","uses_material","material/Stahl","material","Stahl","material_label","Stahl","rule_high","material_contains_stahl","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","uses_material","material/Stahl","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","belongs_to_fallstudie","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","fallstudie","KA13_Kristian_Augusts_gate_13_Oslo","fallstudie","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","structural","frontmatter","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","belongs_to_fallstudie","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","belongs_to_projekt","projekt/KA13_Kristian_Augusts_gate_13_Oslo","projekt","KA13_Kristian_Augusts_gate_13_Oslo","projekt","KA13_Kristian_Augusts_gate_13_Oslo","structural","frontmatter","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","belongs_to_projekt","projekt/KA13_Kristian_Augusts_gate_13_Oslo","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","installed_in_bauobjekt","bauobjekt/KA13_Kristian_Augusts_gate_13_Oslo","bauobjekt","KA13_Kristian_Augusts_gate_13_Oslo","bauobjekt","KA13_Kristian_Augusts_gate_13_Oslo","structural","frontmatter","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","installed_in_bauobjekt","bauobjekt/KA13_Kristian_Augusts_gate_13_Oslo","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","uses_material","material/Beton","material","Beton","material_label","Stahl/Beton unbekannt","rule_high","material_contains_beton","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","uses_material","material/Beton","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","uses_material","material/Stahl","material","Stahl","material_label","Stahl/Beton unbekannt","rule_high","material_contains_stahl","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","uses_material","material/Stahl","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","belongs_to_fallstudie","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","fallstudie","KA13_Kristian_Augusts_gate_13_Oslo","fallstudie","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","structural","frontmatter","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","belongs_to_fallstudie","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","belongs_to_projekt","projekt/KA13_Kristian_Augusts_gate_13_Oslo","projekt","KA13_Kristian_Augusts_gate_13_Oslo","projekt","KA13_Kristian_Augusts_gate_13_Oslo","structural","frontmatter","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","belongs_to_projekt","projekt/KA13_Kristian_Augusts_gate_13_Oslo","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","has_bauteiltyp","bauteiltyp/Wand","bauteiltyp","Wand","bauteil_label","Außenwände Bestand","rule_medium","bauteil_contains_wand","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","has_bauteiltyp","bauteiltyp/Wand","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","has_bewertungslogik_abgrenzung","bewertungslogik_abgrenzung/Bestandserhalt_Nicht_Direct_Reuse","bewertungslogik_abgrenzung","Bestandserhalt_Nicht_Direct_Reuse","huerde_label","Bestandserhalt nicht zählen","rule_high","abgrenzung_bestandserhalt","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","has_bewertungslogik_abgrenzung","bewertungslogik_abgrenzung/Bestandserhalt_Nicht_Direct_Reuse","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","installed_in_bauobjekt","bauobjekt/KA13_Kristian_Augusts_gate_13_Oslo","bauobjekt","KA13_Kristian_Augusts_gate_13_Oslo","bauobjekt","KA13_Kristian_Augusts_gate_13_Oslo","structural","frontmatter","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","installed_in_bauobjekt","bauobjekt/KA13_Kristian_Augusts_gate_13_Oslo","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","uses_material","material/Beton","material","Beton","material_label","Beton/Backstein laut Norden","rule_high","material_contains_beton","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","uses_material","material/Beton","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","belongs_to_fallstudie","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","fallstudie","KA13_Kristian_Augusts_gate_13_Oslo","fallstudie","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","structural","frontmatter","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","belongs_to_fallstudie","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","belongs_to_projekt","projekt/KA13_Kristian_Augusts_gate_13_Oslo","projekt","KA13_Kristian_Augusts_gate_13_Oslo","projekt","KA13_Kristian_Augusts_gate_13_Oslo","structural","frontmatter","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","belongs_to_projekt","projekt/KA13_Kristian_Augusts_gate_13_Oslo","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","has_bauteiltyp","bauteiltyp/Fassade","bauteiltyp","Fassade","bauteil_label","Fassadenbekleidung / concrete plates and brick","rule_high","bauteil_contains_fassade","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","has_bauteiltyp","bauteiltyp/Fassade","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","has_huerde","huerde/Materialqualitaet_Unklar","huerde","Materialqualitaet_Unklar","huerde_label","passende Mengen/Qualität","rule_medium","huerde_materialqualitaet","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","has_huerde","huerde/Materialqualitaet_Unklar","unchanged"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","has_huerde","huerde/Mengenunsicherheit","huerde","Mengenunsicherheit","huerde_label","passende Mengen/Qualität","rule_medium","huerde_mengenunsicherheit","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","has_huerde","huerde/Mengenunsicherheit","unchanged"
