"source","source_entity","source_id","field","raw_label","suggested_entity","reason","legacy_path"
"datenpunkt/Superlocal_Expogebouw_Bleijerheide__012__Materialdatenmodell","datenpunkt","Superlocal_Expogebouw_Bleijerheide__012__Materialdatenmodell","kennwert_label","Materialdatenmodell","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Superlocal_Expogebouw_Bleijerheide.md"
"datenpunkt/Svanen_Kindergarten_Gladsaxe__004__ffnung","datenpunkt","Svanen_Kindergarten_Gladsaxe__004__ffnung","kennwert_label","Öffnung","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Svanen_Kindergarten_Gladsaxe.md"
"datenpunkt/Svanen_Kindergarten_Gladsaxe__005__Materialeinsparung","datenpunkt","Svanen_Kindergarten_Gladsaxe__005__Materialeinsparung","kennwert_label","Materialeinsparung","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Svanen_Kindergarten_Gladsaxe.md"
"datenpunkt/Svanen_Kindergarten_Gladsaxe__007__zerkleinerter_Beton","datenpunkt","Svanen_Kindergarten_Gladsaxe__007__zerkleinerter_Beton","kennwert_label","zerkleinerter Beton","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Svanen_Kindergarten_Gladsaxe.md"
"datenpunkt/Timber_Square_London__011__Gesamtgr_e","datenpunkt","Timber_Square_London__011__Gesamtgr_e","kennwert_label","Gesamtgröße","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Timber_Square_London.md"
"datenpunkt/TRAE_High_Rise_Aarhus__008__a_gain_waste_saved","datenpunkt","TRAE_High_Rise_Aarhus__008__a_gain_waste_saved","kennwert_label","a:gain waste saved","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\TRAE_High_Rise_Aarhus.md"
"datenpunkt/Upcycle_Studios_Copenhagen__001__Reihenh_user","datenpunkt","Upcycle_Studios_Copenhagen__001__Reihenh_user","kennwert_label","Reihenhäuser","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Upcycle_Studios_Copenhagen.md"
"datenpunkt/Verbiest_Karreveld_Brussels__004__Verbiest_Bestandslager","datenpunkt","Verbiest_Karreveld_Brussels__004__Verbiest_Bestandslager","kennwert_label","Verbiest Bestandslager","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Verbiest_Karreveld_Brussels.md"
"datenpunkt/Verbiest_Karreveld_Brussels__005__Karreveld_Phase_2_Kosten","datenpunkt","Verbiest_Karreveld_Brussels__005__Karreveld_Phase_2_Kosten","kennwert_label","Karreveld Phase-2-Kosten","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Verbiest_Karreveld_Brussels.md"
"datenpunkt/Zinneke_Feder_Masui4ever_Brussels__007__Azob_Terrassendielen","datenpunkt","Zinneke_Feder_Masui4ever_Brussels__007__Azob_Terrassendielen","kennwert_label","Azobé-Terrassendielen","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md"
"datenpunkt/Zinneke_Feder_Masui4ever_Brussels__008__Eichenparkett","datenpunkt","Zinneke_Feder_Masui4ever_Brussels__008__Eichenparkett","kennwert_label","Eichenparkett","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md"
"datenpunkt/Zinneke_Feder_Masui4ever_Brussels__011__L_ftungsgruppe","datenpunkt","Zinneke_Feder_Masui4ever_Brussels__011__L_ftungsgruppe","kennwert_label","Lüftungsgruppe","kennwertdefinition","no_confident_kennwertdefinition_match","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","reuse_einsatz","55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","bauteil_label","Stahl aus 1 Broadgate","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","reuse_einsatz","55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","bauteil_label","Reclaimed stock von Cleveland","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__004__Bestandslagerhaus","reuse_einsatz","55_Great_Suffolk_Street_London__004__Bestandslagerhaus","norm_recht_label","Grade II","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__006__Fassadenbekleidung_externer_Kern","reuse_einsatz","55_Great_Suffolk_Street_London__006__Fassadenbekleidung_externer_Kern","material_label","unbekannt / corrugated cladding","material","no_confident_material_match","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/Association_house_Plauen__001__Decken_Bodenplatten","reuse_einsatz","Association_house_Plauen__001__Decken_Bodenplatten","norm_recht_label","projektspezifisch unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Association_house_Plauen.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__004__Kabeltrassen_und_LED_Leuchten","reuse_einsatz","AWM_Muenster_Circular_Office__004__Kabeltrassen_und_LED_Leuchten","pruefung_label","Elektrosicherheitsprüfung unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__007__Hanfkalksteine","reuse_einsatz","AWM_Muenster_Circular_Office__007__Hanfkalksteine","huerde_label","zählt nicht als Direct Reuse","huerde","no_confident_huerde_match","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__007__Hanfkalksteine","reuse_einsatz","AWM_Muenster_Circular_Office__007__Hanfkalksteine","material_label","Hanf, Kalk, Mineralien, Wasser","material","no_confident_material_match","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__010__M_bel","reuse_einsatz","AWM_Muenster_Circular_Office__010__M_bel","huerde_label","zählt nicht","huerde","no_confident_huerde_match","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__010__M_bel","reuse_einsatz","AWM_Muenster_Circular_Office__010__M_bel","norm_recht_label","nicht relevant","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__010__M_bel","reuse_einsatz","AWM_Muenster_Circular_Office__010__M_bel","pruefung_label","nicht relevant","pruefung_nachweis","no_confident_pruefung_match","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/BedZED_London_Hackbridge__001__Stahlrahmen_Stahlprofile","reuse_einsatz","BedZED_London_Hackbridge__001__Stahlrahmen_Stahlprofile","norm_recht_label","Historic Sections Book; sonst unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\BedZED_London_Hackbridge.md"
"reuse_einsatz/BedZED_London_Hackbridge__007__Natursteinplatten_paving_slabs","reuse_einsatz","BedZED_London_Hackbridge__007__Natursteinplatten_paving_slabs","huerde_label","Reclaimed paving slabs funktionierten nicht vollständig im Programm","huerde","no_confident_huerde_match","Gebäude\BedZED_London_Hackbridge.md"
"reuse_einsatz/Berlin_Schildow_Pilot_House__002__Deckenplatten","reuse_einsatz","Berlin_Schildow_Pilot_House__002__Deckenplatten","pruefung_label","belastet/gesägt/gebohrt im Forschungsumfeld","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Berlin_Schildow_Pilot_House.md"
"reuse_einsatz/Berlin_Schildow_Pilot_House__003__Innenwandplatten","reuse_einsatz","Berlin_Schildow_Pilot_House__003__Innenwandplatten","huerde_label","Anschlüsse","huerde","no_confident_huerde_match","Gebäude\Berlin_Schildow_Pilot_House.md"
"reuse_einsatz/Berlin_Schildow_Pilot_House_2__001__zugeschnittene_Betonfertigteile","reuse_einsatz","Berlin_Schildow_Pilot_House_2__001__zugeschnittene_Betonfertigteile","pruefung_label","allgemein geprüft, Detailwerte unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Berlin_Schildow_Pilot_House_2.md"
"reuse_einsatz/Berlin_Schildow_Pilot_House_2__003__Innenwandplatten_als_Ursprungsbauteile","reuse_einsatz","Berlin_Schildow_Pilot_House_2__003__Innenwandplatten_als_Ursprungsbauteile","huerde_label","Anschlüsse","huerde","no_confident_huerde_match","Gebäude\Berlin_Schildow_Pilot_House_2.md"
"reuse_einsatz/Bestandverplanzung_Pavilion_Muenchen__001__Fertigteil_Paneele","reuse_einsatz","Bestandverplanzung_Pavilion_Muenchen__001__Fertigteil_Paneele","huerde_label","kaum technische Primärquellen","huerde","no_confident_huerde_match","Gebäude\Bestandverplanzung_Pavilion_Muenchen.md"
"reuse_einsatz/Big_Dig_House_Lexington_Massachusetts__006__Glas_Zedernfassade","reuse_einsatz","Big_Dig_House_Lexington_Massachusetts__006__Glas_Zedernfassade","huerde_label","nicht zählen","huerde","no_confident_huerde_match","Gebäude\Big_Dig_House_Lexington_Massachusetts.md"
"reuse_einsatz/Big_Dig_House_Lexington_Massachusetts__007__Concrete_block_garage_wing","reuse_einsatz","Big_Dig_House_Lexington_Massachusetts__007__Concrete_block_garage_wing","huerde_label","nicht zählen","huerde","no_confident_huerde_match","Gebäude\Big_Dig_House_Lexington_Massachusetts.md"
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__001__Tr_ger_St_tzen_Stahlrahmen","reuse_einsatz","BioPartner_5_Leiden_Oegstgeest__001__Tr_ger_St_tzen_Stahlrahmen","norm_recht_label","konkrete Normen unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\BioPartner_5_Leiden_Oegstgeest.md"
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__001__Tr_ger_St_tzen_Stahlrahmen","reuse_einsatz","BioPartner_5_Leiden_Oegstgeest__001__Tr_ger_St_tzen_Stahlrahmen","pruefung_label","Berechnung, Archivrecherche, destruktive Untersuchung genannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\BioPartner_5_Leiden_Oegstgeest.md"
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__003__W_nde_Innenw_nde","reuse_einsatz","BioPartner_5_Leiden_Oegstgeest__003__W_nde_Innenw_nde","material_label","unterschiedliche feste Innenbauteile","material","no_confident_material_match","Gebäude\BioPartner_5_Leiden_Oegstgeest.md"
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__004__Fassadenmaterial_Gabionenf_llung","reuse_einsatz","BioPartner_5_Leiden_Oegstgeest__004__Fassadenmaterial_Gabionenf_llung","material_label","Mauerwerkspuin / Schutt","material","no_confident_material_match","Gebäude\BioPartner_5_Leiden_Oegstgeest.md"
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__006__T_ren","reuse_einsatz","BioPartner_5_Leiden_Oegstgeest__006__T_ren","material_label","Türen","material","no_confident_material_match","Gebäude\BioPartner_5_Leiden_Oegstgeest.md"
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__007__Sanit_r","reuse_einsatz","BioPartner_5_Leiden_Oegstgeest__007__Sanit_r","pruefung_label","hygienische/technische Prüfung unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\BioPartner_5_Leiden_Oegstgeest.md"
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__009__M_bel","reuse_einsatz","BioPartner_5_Leiden_Oegstgeest__009__M_bel","huerde_label","zählt nicht","huerde","no_confident_huerde_match","Gebäude\BioPartner_5_Leiden_Oegstgeest.md"
"reuse_einsatz/BlueCity_Offices_Rotterdam__002__wiederverwendeter_Stahl","reuse_einsatz","BlueCity_Offices_Rotterdam__002__wiederverwendeter_Stahl","bauteil_label","wiederverwendeter Stahl","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\BlueCity_Offices_Rotterdam.md"
"reuse_einsatz/BlueCity_Offices_Rotterdam__003__Betonbl_cke","reuse_einsatz","BlueCity_Offices_Rotterdam__003__Betonbl_cke","huerde_label","nur Sekundärquelle","huerde","no_confident_huerde_match","Gebäude\BlueCity_Offices_Rotterdam.md"
"reuse_einsatz/BlueCity_Offices_Rotterdam__004__Balustraden","reuse_einsatz","BlueCity_Offices_Rotterdam__004__Balustraden","huerde_label","Quelle sekundär","huerde","no_confident_huerde_match","Gebäude\BlueCity_Offices_Rotterdam.md"
"reuse_einsatz/BlueCity_Offices_Rotterdam__006__Beleuchtung","reuse_einsatz","BlueCity_Offices_Rotterdam__006__Beleuchtung","huerde_label","nicht belegt als Reuse","huerde","no_confident_huerde_match","Gebäude\BlueCity_Offices_Rotterdam.md"
"reuse_einsatz/BlueCity_Offices_Rotterdam__007__feste_Einbauten","reuse_einsatz","BlueCity_Offices_Rotterdam__007__feste_Einbauten","huerde_label","Quellenfokus auf Fensterrahmen","huerde","no_confident_huerde_match","Gebäude\BlueCity_Offices_Rotterdam.md"
"reuse_einsatz/Boulder_Fire_Station_3__002__Stahlstockpile_gesamt","reuse_einsatz","Boulder_Fire_Station_3__002__Stahlstockpile_gesamt","bauteil_label","Stahlstockpile gesamt","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Boulder_Fire_Station_3.md"
"reuse_einsatz/Boulder_Fire_Station_3__002__Stahlstockpile_gesamt","reuse_einsatz","Boulder_Fire_Station_3__002__Stahlstockpile_gesamt","huerde_label","Matching von Bauteilen zu Projekten","huerde","no_confident_huerde_match","Gebäude\Boulder_Fire_Station_3.md"
"reuse_einsatz/Boulder_Fire_Station_3__005__PV_Dach_gro_e_Dachfl_che","reuse_einsatz","Boulder_Fire_Station_3__005__PV_Dach_gro_e_Dachfl_che","norm_recht_label","CoBECC unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Boulder_Fire_Station_3.md"
"reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__002__Aussteifung_bracing_members","reuse_einsatz","Brent_Cross_Town_Primary_Substation_London__002__Aussteifung_bracing_members","huerde_label","geänderte Designs / reserved steel mismatch","huerde","no_confident_huerde_match","Gebäude\Brent_Cross_Town_Primary_Substation_London.md"
"reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__002__Aussteifung_bracing_members","reuse_einsatz","Brent_Cross_Town_Primary_Substation_London__002__Aussteifung_bracing_members","pruefung_label","wie oben","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Brent_Cross_Town_Primary_Substation_London.md"
"reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__003__Fa_ade_support_members","reuse_einsatz","Brent_Cross_Town_Primary_Substation_London__003__Fa_ade_support_members","huerde_label","Reused tubes wären hier laut Arup weniger effizient","huerde","no_confident_huerde_match","Gebäude\Brent_Cross_Town_Primary_Substation_London.md"
"reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__004__Ovaler_Substation_Screen","reuse_einsatz","Brent_Cross_Town_Primary_Substation_London__004__Ovaler_Substation_Screen","huerde_label","große Landmarke an Verkehrsraum","huerde","no_confident_huerde_match","Gebäude\Brent_Cross_Town_Primary_Substation_London.md"
"reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__005__Earth_Friendly_Concrete_low_cement_concrete","reuse_einsatz","Brent_Cross_Town_Primary_Substation_London__005__Earth_Friendly_Concrete_low_cement_concrete","bauteil_label","Earth Friendly Concrete / low-cement concrete","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Brent_Cross_Town_Primary_Substation_London.md"
"reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__005__Earth_Friendly_Concrete_low_cement_concrete","reuse_einsatz","Brent_Cross_Town_Primary_Substation_London__005__Earth_Friendly_Concrete_low_cement_concrete","huerde_label","nicht als Direct Reuse zählen","huerde","no_confident_huerde_match","Gebäude\Brent_Cross_Town_Primary_Substation_London.md"
"reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__006__Elektrotechnische_Anlagen","reuse_einsatz","Brent_Cross_Town_Primary_Substation_London__006__Elektrotechnische_Anlagen","huerde_label","außerhalb Reuse-Fokus","huerde","no_confident_huerde_match","Gebäude\Brent_Cross_Town_Primary_Substation_London.md"
"reuse_einsatz/Brighton_Waste_House_Brighton__002__Holz_off_cut_timber","reuse_einsatz","Brighton_Waste_House_Brighton__002__Holz_off_cut_timber","bauteil_label","Holz / off-cut timber","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Brighton_Waste_House_Brighton.md"
"reuse_einsatz/Brighton_Waste_House_Brighton__005__Vinylbanner","reuse_einsatz","Brighton_Waste_House_Brighton__005__Vinylbanner","bauteil_label","Vinylbanner","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Brighton_Waste_House_Brighton.md"
"reuse_einsatz/Brighton_Waste_House_Brighton__006__Zahnb_rsten","reuse_einsatz","Brighton_Waste_House_Brighton__006__Zahnb_rsten","bauteil_label","Zahnbürsten","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Brighton_Waste_House_Brighton.md"
"reuse_einsatz/Brighton_Waste_House_Brighton__006__Zahnb_rsten","reuse_einsatz","Brighton_Waste_House_Brighton__006__Zahnb_rsten","pruefung_label","Monitoring unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Brighton_Waste_House_Brighton.md"
"reuse_einsatz/Brighton_Waste_House_Brighton__007__Denim_jeans","reuse_einsatz","Brighton_Waste_House_Brighton__007__Denim_jeans","bauteil_label","Denim jeans","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Brighton_Waste_House_Brighton.md"
"reuse_einsatz/Brighton_Waste_House_Brighton__008__Videokassetten_DVD_cases_Floppy_Discs","reuse_einsatz","Brighton_Waste_House_Brighton__008__Videokassetten_DVD_cases_Floppy_Discs","bauteil_label","Videokassetten / DVD cases / Floppy Discs","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Brighton_Waste_House_Brighton.md"
"reuse_einsatz/Brighton_Waste_House_Brighton__009__Fahrradschl_uche","reuse_einsatz","Brighton_Waste_House_Brighton__009__Fahrradschl_uche","bauteil_label","Fahrradschläuche","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Brighton_Waste_House_Brighton.md"
"reuse_einsatz/Brighton_Waste_House_Brighton__009__Fahrradschl_uche","reuse_einsatz","Brighton_Waste_House_Brighton__009__Fahrradschl_uche","huerde_label","Anwendung nicht detailliert","huerde","no_confident_huerde_match","Gebäude\Brighton_Waste_House_Brighton.md"
"reuse_einsatz/Brighton_Waste_House_Brighton__009__Fahrradschl_uche","reuse_einsatz","Brighton_Waste_House_Brighton__009__Fahrradschl_uche","material_label","Gummi","material","no_confident_material_match","Gebäude\Brighton_Waste_House_Brighton.md"
"reuse_einsatz/Brighton_Waste_House_Brighton__010__Kaffeesatz_Arbeitsplatte","reuse_einsatz","Brighton_Waste_House_Brighton__010__Kaffeesatz_Arbeitsplatte","huerde_label","Materialbeständigkeit","huerde","no_confident_huerde_match","Gebäude\Brighton_Waste_House_Brighton.md"
"reuse_einsatz/Brighton_Waste_House_Brighton__012__Austernschalen_Wandfliesen","reuse_einsatz","Brighton_Waste_House_Brighton__012__Austernschalen_Wandfliesen","material_label","Muschelschalen + Zuschläge","material","no_confident_material_match","Gebäude\Brighton_Waste_House_Brighton.md"
"reuse_einsatz/CascadeUp_London_secondary_timber_glulam_demonstrator__001__Tragwerksrahmen_Balken_St_tzen","reuse_einsatz","CascadeUp_London_secondary_timber_glulam_demonstrator__001__Tragwerksrahmen_Balken_St_tzen","pruefung_label","Begleitforschung zu Sekundärholz/CLST; Pilot-spezifisch unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\CascadeUp_London_secondary_timber_glulam_demonstrator.md"
"reuse_einsatz/CascadeUp_London_secondary_timber_glulam_demonstrator__002__Wandpaneele","reuse_einsatz","CascadeUp_London_secondary_timber_glulam_demonstrator__002__Wandpaneele","material_label","cross-laminated secondary timber (CLST)","material","no_confident_material_match","Gebäude\CascadeUp_London_secondary_timber_glulam_demonstrator.md"
"reuse_einsatz/CascadeUp_London_secondary_timber_glulam_demonstrator__002__Wandpaneele","reuse_einsatz","CascadeUp_London_secondary_timber_glulam_demonstrator__002__Wandpaneele","pruefung_label","Begleitforschung nennt nicht-destruktive Bewertung und Biegeversuche","pruefung_nachweis","no_confident_pruefung_match","Gebäude\CascadeUp_London_secondary_timber_glulam_demonstrator.md"
"reuse_einsatz/CascadeUp_London_secondary_timber_glulam_demonstrator__003__Bodenpaneele","reuse_einsatz","CascadeUp_London_secondary_timber_glulam_demonstrator__003__Bodenpaneele","material_label","CLST","material","no_confident_material_match","Gebäude\CascadeUp_London_secondary_timber_glulam_demonstrator.md"
"reuse_einsatz/CascadeUp_London_secondary_timber_glulam_demonstrator__003__Bodenpaneele","reuse_einsatz","CascadeUp_London_secondary_timber_glulam_demonstrator__003__Bodenpaneele","pruefung_label","Begleitforschung zu CLST, spezifisch unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\CascadeUp_London_secondary_timber_glulam_demonstrator.md"
"reuse_einsatz/Charles_Malis_Molenbeek__002__Leuchten","reuse_einsatz","Charles_Malis_Molenbeek__002__Leuchten","huerde_label","nur fest installierte Leuchten zählen","huerde","no_confident_huerde_match","Gebäude\Charles_Malis_Molenbeek.md"
"reuse_einsatz/Charles_Malis_Molenbeek__002__Leuchten","reuse_einsatz","Charles_Malis_Molenbeek__002__Leuchten","pruefung_label","elektrische Prüfung unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Charles_Malis_Molenbeek.md"
"reuse_einsatz/Charles_Malis_Molenbeek__004__Ornamentale_Fassade","reuse_einsatz","Charles_Malis_Molenbeek__004__Ornamentale_Fassade","huerde_label","zählt nicht als Direct Reuse","huerde","no_confident_huerde_match","Gebäude\Charles_Malis_Molenbeek.md"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__012__Betonbl_cke","reuse_einsatz","Chiro_d_Itterbeek_Dilbeek__012__Betonbl_cke","huerde_label","nicht gebrauchte Reuse-Bauteile","huerde","no_confident_huerde_match","Gebäude\Chiro_d_Itterbeek_Dilbeek.md"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__013__Holzrahmen_Dachtragwerk","reuse_einsatz","Chiro_d_Itterbeek_Dilbeek__013__Holzrahmen_Dachtragwerk","huerde_label","Surplus statt Direct Reuse","huerde","no_confident_huerde_match","Gebäude\Chiro_d_Itterbeek_Dilbeek.md"
"reuse_einsatz/Christ_Pavilion_Volkenroda__003__neun_kreuzf_rmige_St_tzen","reuse_einsatz","Christ_Pavilion_Volkenroda__003__neun_kreuzf_rmige_St_tzen","huerde_label","Anschlüsse","huerde","no_confident_huerde_match","Gebäude\Christ_Pavilion_Volkenroda.md"
"reuse_einsatz/Christ_Pavilion_Volkenroda__005__Kreuzgang","reuse_einsatz","Christ_Pavilion_Volkenroda__005__Kreuzgang","huerde_label","Fenstervitrinen später beschädigt","huerde","no_confident_huerde_match","Gebäude\Christ_Pavilion_Volkenroda.md"
"reuse_einsatz/Christ_Pavilion_Volkenroda__008__Krypta_Kolonnade_Wasserbecken","reuse_einsatz","Christ_Pavilion_Volkenroda__008__Krypta_Kolonnade_Wasserbecken","huerde_label","nicht Teil der Reuse-Bewertung","huerde","no_confident_huerde_match","Gebäude\Christ_Pavilion_Volkenroda.md"
"reuse_einsatz/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__001__Hohlk_rperdecken_kanaalplaatvloeren","reuse_einsatz","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__001__Hohlk_rperdecken_kanaalplaatvloeren","huerde_label","Trennen/Kürzen ohne Schäden","huerde","no_confident_huerde_match","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md"
"reuse_einsatz/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__001__Hohlk_rperdecken_kanaalplaatvloeren","reuse_einsatz","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__001__Hohlk_rperdecken_kanaalplaatvloeren","norm_recht_label","CROW-CUR 4:2023 als Leitfaden; Bauvorschriften unbekannt","norm_or_leistungsanforderung","no_confident_norm_or_requirement_match","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md"
"reuse_einsatz/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__002__Prefab_Fassadenelemente","reuse_einsatz","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__002__Prefab_Fassadenelemente","huerde_label","Integrität beim Schneiden","huerde","no_confident_huerde_match","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md"
"reuse_einsatz/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__002__Prefab_Fassadenelemente","reuse_einsatz","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__002__Prefab_Fassadenelemente","pruefung_label","strukturelle Bewertung unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md"
"reuse_einsatz/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__004__sonstige_Materialien","reuse_einsatz","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__004__sonstige_Materialien","bauteil_label","sonstige Materialien","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md"
"reuse_einsatz/Circular_Pavilion_Paris__001__Holzt_ren","reuse_einsatz","Circular_Pavilion_Paris__001__Holzt_ren","huerde_label","Tür als Außenhaut","huerde","no_confident_huerde_match","Gebäude\Circular_Pavilion_Paris.md"
"reuse_einsatz/Circular_Pavilion_Paris__002__Mineral_Steinwolle","reuse_einsatz","Circular_Pavilion_Paris__002__Mineral_Steinwolle","bauteil_label","Mineral-/Steinwolle","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Circular_Pavilion_Paris.md"
"reuse_einsatz/Circular_Pavilion_Paris__003__Holzstruktur","reuse_einsatz","Circular_Pavilion_Paris__003__Holzstruktur","huerde_label","Restholz als Struktur","huerde","no_confident_huerde_match","Gebäude\Circular_Pavilion_Paris.md"
"reuse_einsatz/Circular_Pavilion_Paris__005__Terrassen_Caillebotis","reuse_einsatz","Circular_Pavilion_Paris__005__Terrassen_Caillebotis","huerde_label","Außenbeanspruchung","huerde","no_confident_huerde_match","Gebäude\Circular_Pavilion_Paris.md"
"reuse_einsatz/Circular_Pavilion_Paris__006__vier_gro_e_Leuchten","reuse_einsatz","Circular_Pavilion_Paris__006__vier_gro_e_Leuchten","pruefung_label","elektrische Prüfung unbekannt","pruefung_nachweis","no_confident_pruefung_match","Gebäude\Circular_Pavilion_Paris.md"
"reuse_einsatz/Circular_Pavilion_Paris__007__50_St_hle","reuse_einsatz","Circular_Pavilion_Paris__007__50_St_hle","huerde_label","zählt nicht nach Grundregel","huerde","no_confident_huerde_match","Gebäude\Circular_Pavilion_Paris.md"
"reuse_einsatz/Circular_Pavilion_Paris__008__Abdichtung","reuse_einsatz","Circular_Pavilion_Paris__008__Abdichtung","bauteil_label","Abdichtung","bauteiltyp","no_confident_bauteiltyp_match","Gebäude\Circular_Pavilion_Paris.md"
"reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__002__Stahlfachwerktr_ger","reuse_einsatz","CRCLR_House_Impact_Hub_Berlin__002__Stahlfachwerktr_ger","huerde_label","Quellenkonflikt zum realisierten Umfang","huerde","no_confident_huerde_match","Gebäude\CRCLR_House_Impact_Hub_Berlin.md"
