claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,coverage_level,graph_element_id
EP08-n-0550,node,kw_p_bedzed_london_hackbridge_cost_2,,,Kennwert,Kennwert kw_p_bedzed_london_hackbridge_cost_2 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Transportbedingte CO₂-Einsparung durch lokale Beschaffung; einheit=t CO₂,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2276
EP08-n-0551,node,kw_p_bedzed_london_hackbridge_reuse_share_0,,,Kennwert,Kennwert kw_p_bedzed_london_hackbridge_reuse_share_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Anteil reclaimed steel am tragenden Stahl; einheit=%,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2272
EP08-n-0552,node,kw_p_bedzed_london_hackbridge_reuse_share_1,,,Kennwert,Kennwert kw_p_bedzed_london_hackbridge_reuse_share_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Anteil reclaimed/recycled materials; einheit=% Gewicht,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2273
EP08-n-0553,node,kw_p_berlin_schildow_pilot_house_co2_saving_0,,,Kennwert,Kennwert kw_p_berlin_schildow_pilot_house_co2_saving_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=transportdistanz_km; einheit=km,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2277
EP08-n-0554,node,kw_p_berlin_schildow_pilot_house_cost_0,,,Kennwert,Kennwert kw_p_berlin_schildow_pilot_house_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kosten; einheit=EUR,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2278
EP08-n-0555,node,kw_p_berlin_schildow_pilot_house_cost_1,,,Kennwert,Kennwert kw_p_berlin_schildow_pilot_house_cost_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=kg CO₂e,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2279
EP08-n-0556,node,kw_p_bestandverplanzung_pavilion_muenchen_cost_0,,,Kennwert,Kennwert kw_p_bestandverplanzung_pavilion_muenchen_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=kg CO₂e,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2280
EP08-n-0557,node,kw_p_bestandverplanzung_pavilion_muenchen_cost_1,,,Kennwert,Kennwert kw_p_bestandverplanzung_pavilion_muenchen_cost_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kosten; einheit=EUR,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2281
EP08-n-0558,node,kw_p_big_dig_building_boston_cost_0,,,Kennwert,Kennwert kw_p_big_dig_building_boston_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=kg CO₂e,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2283
EP08-n-0559,node,kw_p_big_dig_building_boston_cost_1,,,Kennwert,Kennwert kw_p_big_dig_building_boston_cost_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kosten; einheit=USD,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2284
EP08-n-0560,node,kw_p_big_dig_building_boston_reuse_share_0,,,Kennwert,Kennwert kw_p_big_dig_building_boston_reuse_share_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Metropolis Next Generation Prize; einheit=—,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2282
EP08-n-0561,node,kw_p_big_dig_house_lexington_massachusetts_cost_0,,,Kennwert,Kennwert kw_p_big_dig_house_lexington_massachusetts_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,"HAT_KENNWERT in=1; kennwert/wert=Baukosten; einheit=USD, excl. land",KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2285
EP08-n-0562,node,kw_p_big_dig_house_lexington_massachusetts_cost_1,,,Kennwert,Kennwert kw_p_big_dig_house_lexington_massachusetts_cost_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Baukosten; einheit=USD/sq ft,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2286
EP08-n-0563,node,kw_p_big_dig_house_lexington_massachusetts_cost_2,,,Kennwert,Kennwert kw_p_big_dig_house_lexington_massachusetts_cost_2 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Baukosten; einheit=USD/sq ft,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2287
EP08-n-0564,node,kw_p_big_dig_house_lexington_massachusetts_cost_3,,,Kennwert,Kennwert kw_p_big_dig_house_lexington_massachusetts_cost_3 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=—,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2288
EP08-n-0565,node,kw_p_biopartner_5_leiden_oegstgeest_co2_saving_0,,,Kennwert,Kennwert kw_p_biopartner_5_leiden_oegstgeest_co2_saving_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=co2_reduktion_prozent; einheit=%,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2289
EP08-n-0566,node,kw_p_biopartner_5_leiden_oegstgeest_co2_saving_1,,,Kennwert,Kennwert kw_p_biopartner_5_leiden_oegstgeest_co2_saving_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Reduktion; einheit=%,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2290
EP08-n-0567,node,kw_p_biopartner_5_leiden_oegstgeest_cost_0,,,Kennwert,Kennwert kw_p_biopartner_5_leiden_oegstgeest_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kosten; einheit=—,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2291
EP08-n-0568,node,kw_p_bluecity_offices_rotterdam_co2_saving_0,,,Kennwert,Kennwert kw_p_bluecity_offices_rotterdam_co2_saving_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=co2_einsparung_t; einheit=t,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2294
EP08-n-0569,node,kw_p_bluecity_offices_rotterdam_co2_saving_1,,,Kennwert,Kennwert kw_p_bluecity_offices_rotterdam_co2_saving_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=co2_reduktion_prozent; einheit=%,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2295
EP08-n-0570,node,kw_p_bluecity_offices_rotterdam_co2_saving_2,,,Kennwert,Kennwert kw_p_bluecity_offices_rotterdam_co2_saving_2 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Reduktion; einheit=%,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2296
EP08-n-0571,node,kw_p_bluecity_offices_rotterdam_cost_0,,,Kennwert,Kennwert kw_p_bluecity_offices_rotterdam_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=t CO₂,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2297
EP08-n-0572,node,kw_p_bluecity_offices_rotterdam_cost_1,,,Kennwert,Kennwert kw_p_bluecity_offices_rotterdam_cost_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kosten; einheit=unbekannt,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2298
EP08-n-0573,node,kw_p_bluecity_offices_rotterdam_reuse_share_0,,,Kennwert,Kennwert kw_p_bluecity_offices_rotterdam_reuse_share_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=reuse_anteil_prozent; einheit=%,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2292
EP08-n-0574,node,kw_p_bluecity_offices_rotterdam_reuse_share_1,,,Kennwert,Kennwert kw_p_bluecity_offices_rotterdam_reuse_share_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Circularity / Reuse-Anteil; einheit=%,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2293
EP08-n-0575,node,kw_p_boulder_fire_station_3_cost_0,,,Kennwert,Kennwert kw_p_boulder_fire_station_3_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung Direct Reuse; einheit=kg CO₂e,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2300
EP08-n-0576,node,kw_p_boulder_fire_station_3_cost_1,,,Kennwert,Kennwert kw_p_boulder_fire_station_3_cost_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kostenwirkung; einheit=USD,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2301
EP08-n-0577,node,kw_p_boulder_fire_station_3_reuse_share_0,,,Kennwert,Kennwert kw_p_boulder_fire_station_3_reuse_share_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=PV-Stromanteil; einheit=% annual electric consumption offset,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2299
EP08-n-0578,node,kw_p_brent_cross_town_primary_substation_london_co2_saving_0,,,Kennwert,Kennwert kw_p_brent_cross_town_primary_substation_london_co2_saving_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=co2_reduktion_pct; einheit=%,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2305
EP08-n-0579,node,kw_p_brent_cross_town_primary_substation_london_co2_saving_1,,,Kennwert,Kennwert kw_p_brent_cross_town_primary_substation_london_co2_saving_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=co2_einsparung_t_min; einheit=t,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2306
EP08-n-0580,node,kw_p_brent_cross_town_primary_substation_london_co2_saving_2,,,Kennwert,Kennwert kw_p_brent_cross_town_primary_substation_london_co2_saving_2 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=co2_einsparung_t_max; einheit=t,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2307
EP08-n-0581,node,kw_p_brent_cross_town_primary_substation_london_cost_0,,,Kennwert,Kennwert kw_p_brent_cross_town_primary_substation_london_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂e-Einsparung; einheit=t CO₂e,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2308
EP08-n-0582,node,kw_p_brent_cross_town_primary_substation_london_cost_1,,,Kennwert,Kennwert kw_p_brent_cross_town_primary_substation_london_cost_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂e-Einsparung; einheit=t CO₂e,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2309
EP08-n-0583,node,kw_p_brent_cross_town_primary_substation_london_cost_2,,,Kennwert,Kennwert kw_p_brent_cross_town_primary_substation_london_cost_2 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=verpasste zusätzliche Einsparung; einheit=t embodied carbon,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2310
EP08-n-0584,node,kw_p_brent_cross_town_primary_substation_london_cost_3,,,Kennwert,Kennwert kw_p_brent_cross_town_primary_substation_london_cost_3 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kostenwirkung; einheit=%,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2311
EP08-n-0585,node,kw_p_brent_cross_town_primary_substation_london_reuse_share_0,,,Kennwert,Kennwert kw_p_brent_cross_town_primary_substation_london_reuse_share_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Anteil reused steel; einheit=%,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2302
EP08-n-0586,node,kw_p_brent_cross_town_primary_substation_london_reuse_share_1,,,Kennwert,Kennwert kw_p_brent_cross_town_primary_substation_london_reuse_share_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Anteil salvaged structural steel; einheit=%,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2303
EP08-n-0587,node,kw_p_brent_cross_town_primary_substation_london_reuse_share_2,,,Kennwert,Kennwert kw_p_brent_cross_town_primary_substation_london_reuse_share_2 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=weiterer Anteil laut Bourne; einheit=%,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2304
EP08-n-0588,node,kw_p_brighton_waste_house_brighton_cost_0,,,Kennwert,Kennwert kw_p_brighton_waste_house_brighton_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=-,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2312
EP08-n-0589,node,kw_p_brighton_waste_house_brighton_cost_1,,,Kennwert,Kennwert kw_p_brighton_waste_house_brighton_cost_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kosten; einheit=-,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2313
EP08-n-0590,node,kw_p_broethen_twin_house_hoyerswerda_co2_saving_0,,,Kennwert,Kennwert kw_p_broethen_twin_house_hoyerswerda_co2_saving_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=transportdistanz_km; einheit=km,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2314
EP08-n-0591,node,kw_p_broethen_twin_house_hoyerswerda_cost_0,,,Kennwert,Kennwert kw_p_broethen_twin_house_hoyerswerda_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=t CO₂e,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2315
EP08-n-0592,node,kw_p_broethen_twin_house_hoyerswerda_cost_1,,,Kennwert,Kennwert kw_p_broethen_twin_house_hoyerswerda_cost_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kosten; einheit=EUR,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2316
EP08-n-0593,node,kw_p_cascadeup_london_secondary_timber_glulam_demonstrator_cost_0,,,Kennwert,Kennwert kw_p_cascadeup_london_secondary_timber_glulam_demonstrator_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=kg CO₂e,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2317
EP08-n-0594,node,kw_p_chiro_d_itterbeek_dilbeek_co2_saving_0,,,Kennwert,Kennwert kw_p_chiro_d_itterbeek_dilbeek_co2_saving_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=vermiedenes CO₂; einheit=kg CO₂,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2320
EP08-n-0595,node,kw_p_chiro_d_itterbeek_dilbeek_cost_0,,,Kennwert,Kennwert kw_p_chiro_d_itterbeek_dilbeek_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=kosten_eur; einheit=EUR,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2321
EP08-n-0596,node,kw_p_chiro_d_itterbeek_dilbeek_cost_1,,,Kennwert,Kennwert kw_p_chiro_d_itterbeek_dilbeek_cost_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kosten Bau/Renovierung; einheit=€,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2322
EP08-n-0597,node,kw_p_chiro_d_itterbeek_dilbeek_cost_2,,,Kennwert,Kennwert kw_p_chiro_d_itterbeek_dilbeek_cost_2 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kosten/m²; einheit=€/m²,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2323
EP08-n-0598,node,kw_p_christ_pavilion_volkenroda_cost_0,,,Kennwert,Kennwert kw_p_christ_pavilion_volkenroda_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=kg CO₂e,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2324
EP08-n-0599,node,kw_p_christ_pavilion_volkenroda_cost_1,,,Kennwert,Kennwert kw_p_christ_pavilion_volkenroda_cost_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kosten; einheit=EUR,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2325
EP08-n-0600,node,kw_p_circular_centre_netherlands_prinsenhof_a_reuse_pilot_co2_saving_0,,,Kennwert,Kennwert kw_p_circular_centre_netherlands_prinsenhof_a_reuse_pilot_co2_saving_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=co2_einsparung_t; einheit=t,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2328
EP08-n-0601,node,kw_p_circular_centre_netherlands_prinsenhof_a_reuse_pilot_cost_0,,,Kennwert,Kennwert kw_p_circular_centre_netherlands_prinsenhof_a_reuse_pilot_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=t CO₂,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2329
EP08-n-0602,node,kw_p_circular_centre_netherlands_prinsenhof_a_reuse_pilot_cost_1,,,Kennwert,Kennwert kw_p_circular_centre_netherlands_prinsenhof_a_reuse_pilot_cost_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Baukosten; einheit=EUR,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2330
EP08-n-0603,node,kw_p_circular_centre_netherlands_prinsenhof_a_reuse_pilot_reuse_share_0,,,Kennwert,Kennwert kw_p_circular_centre_netherlands_prinsenhof_a_reuse_pilot_reuse_share_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=reuse_anteil_prozent; einheit=%,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2327
EP08-n-0604,node,kw_p_circular_pavilion_paris_cost_0,,,Kennwert,Kennwert kw_p_circular_pavilion_paris_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kosten; einheit=€ HT,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2331
EP08-n-0605,node,kw_p_circular_pavilion_paris_cost_1,,,Kennwert,Kennwert kw_p_circular_pavilion_paris_cost_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=kg CO₂e,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2332
EP08-n-0606,node,kw_p_crclr_house_impact_hub_berlin_cost_0,,,Kennwert,Kennwert kw_p_crclr_house_impact_hub_berlin_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=t CO₂e,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2333
EP08-n-0607,node,kw_p_elys_kultur_gewerbehaus_basel_co2_saving_0,,,Kennwert,Kennwert kw_p_elys_kultur_gewerbehaus_basel_co2_saving_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂e durch Erhalt Tragstruktur; einheit=t CO₂e,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2334
EP08-n-0608,node,kw_p_elys_kultur_gewerbehaus_basel_cost_0,,,Kennwert,Kennwert kw_p_elys_kultur_gewerbehaus_basel_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung durch Wiederverwendung; einheit=t CO₂,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2335
EP08-n-0609,node,kw_p_europa_building_brussels_cost_0,,,Kennwert,Kennwert kw_p_europa_building_brussels_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=kosten_eur; einheit=EUR,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2336
EP08-n-0610,node,kw_p_europa_building_brussels_cost_1,,,Kennwert,Kennwert kw_p_europa_building_brussels_cost_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Baukosten; einheit=Euro,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2337
EP08-n-0611,node,kw_p_europa_building_brussels_cost_2,,,Kennwert,Kennwert kw_p_europa_building_brussels_cost_2 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung Direct Reuse; einheit=t CO₂e,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2338
EP08-n-0612,node,kw_p_ferme_du_rail_paris_cost_0,,,Kennwert,Kennwert kw_p_ferme_du_rail_paris_cost_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Baukosten; einheit=Mio. € HT,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2340
EP08-n-0613,node,kw_p_ferme_du_rail_paris_cost_1,,,Kennwert,Kennwert kw_p_ferme_du_rail_paris_cost_1 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=—,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2341
EP08-n-0614,node,kw_p_ferme_du_rail_paris_cost_2,,,Kennwert,Kennwert kw_p_ferme_du_rail_paris_cost_2 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kostenwirkung Reuse; einheit=—,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2342
EP08-n-0615,node,kw_p_ferme_du_rail_paris_reuse_share_0,,,Kennwert,Kennwert kw_p_ferme_du_rail_paris_reuse_share_0 is wired and carries measured value,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Anteil biosourcé und/oder réemployé; einheit=%,KEEP,08,name=null by design,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2339
