row_id,ledger_claim_id,claim_kind,element_id,entity_id,rel_type_or_label,verdict_shard,root_cause_bucket,source_urls_on_graph,url_origin_chain,git_anchor_run,git_anchor_date,in_agent06b_add_source_patch,in_agent08_unsourced_scope,agent06b_vs_agent08,residual_actor_flag,recommended_action,notes
G04-0073,A06B-node-0086,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6607,markus_meissner,Akteur,06b,06b_volume_cap_deferred,https://www.baukarussell.at/wp-content/uploads/2023/12/BauKarussell_FAQs_re-use-of-building-components.pdf|https://www.zukunft-bau.at/projekt/bildung-gesundheit/meduni-campus-mariannengasse|https://www.baukarussell.at|https://www.baukarussell.at/projekte,akteursliste_master.md → actor_registry (actor_registry_081_090) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.baukarussell.at/wp-content/uploads/2023/12/BauKarussell_FAQs_re-use-of-building-components.pdf); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0074,A06B-node-0099,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6612,michel_baars,Akteur,06b,06b_volume_cap_deferred,https://www.newhorizon.nl/en|https://www.abnamro.com/en/news/urban-mining-as-a-business-case,akteursliste_master.md → actor_registry (actor_registry_081_090) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.newhorizon.nl/en); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0075,A06B-node-0106,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6616,noe_basch,Akteur,06b,06b_volume_cap_deferred,https://www.polytechnique-insights.com/en/braincamps/industry/how-to-reduce-the-carbon-footprint-of-the-construction-industry/towards-a-circular-economy-in-the-construction-sector/|https://www.mobius-reemploi.fr/en|https://www.besix.com/en/news/besix-strengthens-its-sustainable-investment-portfolio-by-acquiring-a-stake-in-mobius-benelux,akteursliste_master.md → actor_registry (actor_registry_081_090) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.polytechnique-insights.com/en/braincamps/industry/how-to-reduce-the-carbon-footprint-of-the-construction-industry/towards-a-circular-economy-in-the-construction-sector/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0076,A06B-node-0154,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6632,thomas_romm,Akteur,06b,06b_volume_cap_deferred,https://www.baukarussell.at/wp-content/uploads/2023/12/BauKarussell_FAQs_re-use-of-building-components.pdf|https://www.zukunft-bau.at/projekt/bildung-gesundheit/meduni-campus-mariannengasse|https://www.baukarussell.at|https://www.baukarussell.at/projekte,akteursliste_master.md → actor_registry (actor_registry_091_100) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.baukarussell.at/wp-content/uploads/2023/12/BauKarussell_FAQs_re-use-of-building-components.pdf); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0077,A06B-node-0096,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6640,matthias_neitsch,Akteur,06b,06b_volume_cap_deferred,https://www.baukarussell.at/wp-content/uploads/2023/12/BauKarussell_FAQs_re-use-of-building-components.pdf|https://www.baukarussell.at|https://www.baukarussell.at/projekte,akteursliste_master.md → actor_registry (actor_registry_091_100) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.baukarussell.at/wp-content/uploads/2023/12/BauKarussell_FAQs_re-use-of-building-components.pdf); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0078,A06B-node-0109,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6644,orianne_scourzic,Akteur,06b,06b_volume_cap_deferred,https://www.lafab-bm.fr/journal/venez-decouvrir-la-future-base-du-reemploi/|https://www.cancan-architecture.com|https://www.bordeaux-metropole.fr/actualites/reemploi-des-materiaux-de-construction-une-plateforme-pour-bordeaux-metropole,akteursliste_master.md → actor_registry (actor_registry_091_100) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.lafab-bm.fr/journal/venez-decouvrir-la-future-base-du-reemploi/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0079,A06B-node-0116,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6647,peter_kneidinger,Akteur,06b,06b_volume_cap_deferred,https://morgenbau.at/34-bauteile-ernten-statt-entsorgen|https://www.materialnomaden.at,akteursliste_master.md → actor_registry (actor_registry_091_100) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://morgenbau.at/34-bauteile-ernten-statt-entsorgen); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0080,A06B-node-0125,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6651,rebekka_steinlein,Akteur,06b,06b_volume_cap_deferred,https://heinze.podigee.io/147-new-episode|https://concular.de,akteursliste_master.md → actor_registry (actor_registry_091_100) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://heinze.podigee.io/147-new-episode); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0081,A06B-node-0156,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6654,tiphaine_berthome,Akteur,06b,06b_volume_cap_deferred,https://www.lafab-bm.fr/journal/reemploi-des-materiaux-la-fab-renforce-sa-demarche-refair-et-lance-un-site/|https://www.cancan-architecture.com|https://www.bordeaux-metropole.fr/actualites/reemploi-des-materiaux-de-construction-une-plateforme-pour-bordeaux-metropole,akteursliste_master.md → actor_registry (actor_registry_091_100) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.lafab-bm.fr/journal/reemploi-des-materiaux-la-fab-renforce-sa-demarche-refair-et-lance-un-site/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0082,A06B-node-0161,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6657,ute_dechantsreiter,Akteur,06b,06b_volume_cap_deferred,https://www.bauteilnetz.de,akteursliste_master.md → actor_registry (actor_registry_091_100) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.bauteilnetz.de); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0083,F04-node-0003,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6660,annabelle_von_reutern,Akteur,06b,f04_strict_gate_residual,https://www.tomas-architecture.com|https://concular.de,akteursliste_master.md → actor_registry (actor_registry_091_100) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),true,KEEP,F04; [F04] F04
G04-0084,A06B-node-0121,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6663,raphael_bach,Akteur,06b,06b_volume_cap_deferred,https://materiuum.ch/organisation-et-equipe|https://docs.eclm.fr/pdf_extrait/428LeReemploiSimpleCommeConstruire_intro_tabledesmatieres,akteursliste_master.md → actor_registry (actor_registry_091_100) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://materiuum.ch/organisation-et-equipe); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0085,A06B-node-0107,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6672,nomol,Akteur,06b,06b_volume_cap_deferred,https://www.nomol.ag/uber-uns,akteursliste_master.md → actor_registry (actor_registry_101_110) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.nomol.ag/uber-uns); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0086,A06B-node-0111,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6675,parabase,Akteur,06b,06b_volume_cap_deferred,https://www.parabase.ch,akteursliste_master.md → actor_registry (actor_registry_101_110) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.parabase.ch); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0087,F04-node-0014,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6677,gxn,Akteur,06b,f04_strict_gate_residual,https://gxn.3xn.com/wp-content/uploads/sites/4/2019/02/CircleHouse_ENG_2018.pdf,akteursliste_master.md → actor_registry (actor_registry_101_110) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),true,KEEP,F04; [F04] F04
G04-0088,A06B-node-0159,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6679,umberto_lusso,Akteur,06b,06b_volume_cap_deferred,https://materiuum.ch/organisation-et-equipe|https://www.materiuum.ch,akteursliste_master.md → actor_registry (actor_registry_101_110) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://materiuum.ch/organisation-et-equipe); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0089,A06B-node-0135,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6693,sarah_westerfeld,Akteur,06b,06b_volume_cap_deferred,https://vb.nweurope.eu/projects/project-search/fcrbe-facilitating-the-circulation-of-reclaimed-building-elements-in-northwestern-europe|https://www.bellastock.com|https://www.bellastock.com/projets,akteursliste_master.md → actor_registry (actor_registry_101_110) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://vb.nweurope.eu/projects/project-search/fcrbe-facilitating-the-circulation-of-reclaimed-building-elements-in-northwestern-europe); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0090,A06B-node-0080,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6697,madlen_kobi,Akteur,06b,06b_volume_cap_deferred,https://urbanbricolage.ch/projects/reuse-logistics|https://urbanbricolage.ch|https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/urban-bricolage,akteursliste_master.md → actor_registry (actor_registry_101_110) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://urbanbricolage.ch/projects/reuse-logistics); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0091,A06B-node-0028,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6701,carla_ferrando_costansa,Akteur,06b,06b_volume_cap_deferred,https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-development-in-basel-switzerland|https://www.beta-architecture.com/elementa-parabase|https://www.parabase.ch,akteursliste_master.md → actor_registry (actor_registry_101_110) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-development-in-basel-switzerland); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-dev
G04-0092,A06B-node-0110,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6705,pablo_garrido_arnaiz,Akteur,06b,06b_volume_cap_deferred,https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-development-in-basel-switzerland|https://www.beta-architecture.com/elementa-parabase|https://www.parabase.ch,akteursliste_master.md → actor_registry (actor_registry_101_110) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-development-in-basel-switzerland); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0093,A06B-node-0167,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6717,zirkulaar_architektur,Akteur,06b,06b_volume_cap_deferred,https://www.zirkulaar.de,akteursliste_master.md → actor_registry (actor_registry_111_115) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.zirkulaar.de); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0094,A06B-node-0113,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6718,pascal_flammer_architekten,Akteur,06b,06b_volume_cap_deferred,https://www.pascalflammer.com,akteursliste_master.md → actor_registry (actor_registry_111_115) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.pascalflammer.com); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0095,A06B-node-0153,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6722,thomas_rau,Akteur,06b,06b_volume_cap_deferred,https://thomasrau.eu/en|https://madaster.com/inspiration/from-material-passport-to-building-passport-and-what-about-a-product-passport,akteursliste_master.md → actor_registry (actor_registry_111_115) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://thomasrau.eu/en); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0096,A06B-node-0068,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6725,julia_krafft,Akteur,06b,06b_volume_cap_deferred,https://www.zirkulaar.de,akteursliste_master.md → actor_registry (actor_registry_111_115) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.zirkulaar.de); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0097,A06B-node-0079,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6727,lucas_klinkenbusch,Akteur,06b,06b_volume_cap_deferred,https://www.zirkulaar.de,akteursliste_master.md → actor_registry (actor_registry_111_115) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.zirkulaar.de); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0098,A06B-node-0112,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6729,pascal_flammer,Akteur,06b,06b_volume_cap_deferred,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/pascal-flammer-architekten-ag|https://www.pascalflammer.com,akteursliste_master.md → actor_registry (actor_registry_111_115) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/pascal-flammer-architekten-ag); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0099,A06B-node-0022,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:894,bauteilkatalog_immobilien_basel_stadt,Akteur,06b,06b_volume_cap_deferred,https://bauteile-ibs.ch/|https://bauteile-ibs.ch/info|https://bauteile-ibs.ch/components|https://bauteile-ibs.ch/componentsmine|https://bauteile-ibs.ch/contact,akteursliste_master.md → actor_registry (?) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://bauteile-ibs.ch/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://bauteile-ibs.ch/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0100,A06B-node-0168,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:914,zirkulie_bauteilboerse_triesen,Akteur,06b,06b_volume_cap_deferred,https://www.zirkulie.net/zentrum-fuer-zirkulaeres-bauen|https://shop.zirkulie.net/|https://shop.zirkulie.net/produkt-kategorie/gebaeudehuelle-2/fenster-gebaeudehuelle-2/|https://shop.zirkulie.net/produkt-kategorie/innenausbau-2/tuere-innenausbau-2/|https://www.zirkulie.net/impressum,akteursliste_master.md → actor_registry (?) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.zirkulie.net/zentrum-fuer-zirkulaeres-bauen); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0101,A06B-node-0146,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:925,stiftung_lebenswertes_liechtenstein,Akteur,06b,06b_volume_cap_deferred,https://www.zirkulie.net/impressum,akteursliste_master.md → actor_registry (?) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.zirkulie.net/impressum); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0102,A10-R-094,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153057844048692094,bauteilkatalog_immobilien_basel_stadt->immobilien_basel_stadt:BETRIEBEN_VON,BETRIEBEN_VON,10,software_program_source_weak,https://bauteile-ibs.ch/|https://bauteile-ibs.ch/info|https://bauteile-ibs.ch/components|https://bauteile-ibs.ch/componentsmine|https://bauteile-ibs.ch/contact,akteursliste_master.md → actor_registry (?) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Agent 06b verification — volume-cap deferral,2026-06-06,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,ADD_SOURCE,plausible; confidence 0.9 on edge; add immobilien.bs.ch source
