claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,scope,prior_verdict,prior_claim_id
Q05-agent07-rel-0668,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327762802,p_europa_building_brussels,nf_bauteilidentifikation,ERFORDERT_NACHWEIS,Tracimat is the only recognised demolition management organisation in Flanders; demolition monitoring plans enable processing into secondary raw materials.,web,https://vito.be/en/news/demolition-guide-recognizes-building-materials-recycling-or-reuse,true,403,UNVERIFIABLE,unbelegt,,RESOURCE,Q05,"Page loads 200 but content is the news landing page, not the cited article; cannot confirm Tracimat claim from this fetch. RESOURCE/re-confirm article URL",B,UNVERIFIABLE,agent07-rel-0668
Q05-agent07-rel-0669,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763095,p_institut_de_botanique_ulg_liege,nf_bauteilidentifikation,ERFORDERT_NACHWEIS,Tracimat is the only recognised demolition management organisation in Flanders; demolition monitoring plans enable processing into secondary raw materials.,web,https://vito.be/en/news/demolition-guide-recognizes-building-materials-recycling-or-reuse,true,403,UNVERIFIABLE,unbelegt,,RESOURCE,Q05,"Page loads 200 but content is the news landing page, not the cited article; cannot confirm Tracimat claim from this fetch. RESOURCE/re-confirm article URL",B,UNVERIFIABLE,agent07-rel-0669
Q05-agent07-rel-0670,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763248,p_lo_reninge_town_hall_facade,nf_bauteilidentifikation,ERFORDERT_NACHWEIS,Tracimat is the only recognised demolition management organisation in Flanders; demolition monitoring plans enable processing into secondary raw materials.,web,https://vito.be/en/news/demolition-guide-recognizes-building-materials-recycling-or-reuse,true,403,UNVERIFIABLE,unbelegt,,RESOURCE,Q05,"Page loads 200 but content is the news landing page, not the cited article; cannot confirm Tracimat claim from this fetch. RESOURCE/re-confirm article URL",B,UNVERIFIABLE,agent07-rel-0670
Q05-agent07-rel-0671,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763344,p_multi_brussels_reuse_in_multi,nf_bauteilidentifikation,ERFORDERT_NACHWEIS,Tracimat is the only recognised demolition management organisation in Flanders; demolition monitoring plans enable processing into secondary raw materials.,web,https://vito.be/en/news/demolition-guide-recognizes-building-materials-recycling-or-reuse,true,403,UNVERIFIABLE,unbelegt,,RESOURCE,Q05,"Page loads 200 but content is the news landing page, not the cited article; cannot confirm Tracimat claim from this fetch. RESOURCE/re-confirm article URL",B,UNVERIFIABLE,agent07-rel-0671
Q05-agent07-rel-0672,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763357,p_musee_de_folklore_mouscron,nf_bauteilidentifikation,ERFORDERT_NACHWEIS,Tracimat is the only recognised demolition management organisation in Flanders; demolition monitoring plans enable processing into secondary raw materials.,web,https://vito.be/en/news/demolition-guide-recognizes-building-materials-recycling-or-reuse,true,403,UNVERIFIABLE,unbelegt,,RESOURCE,Q05,"Page loads 200 but content is the news landing page, not the cited article; cannot confirm Tracimat claim from this fetch. RESOURCE/re-confirm article URL",B,UNVERIFIABLE,agent07-rel-0672
Q05-agent07-rel-0673,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763458,p_recypark_demets_anderlecht,nf_bauteilidentifikation,ERFORDERT_NACHWEIS,Tracimat is the only recognised demolition management organisation in Flanders; demolition monitoring plans enable processing into secondary raw materials.,web,https://vito.be/en/news/demolition-guide-recognizes-building-materials-recycling-or-reuse,true,403,UNVERIFIABLE,unbelegt,,RESOURCE,Q05,"Page loads 200 but content is the news landing page, not the cited article; cannot confirm Tracimat claim from this fetch. RESOURCE/re-confirm article URL",B,UNVERIFIABLE,agent07-rel-0673
Q05-agent07-rel-0674,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763693,p_verbiest_karreveld_brussels,nf_bauteilidentifikation,ERFORDERT_NACHWEIS,Tracimat is the only recognised demolition management organisation in Flanders; demolition monitoring plans enable processing into secondary raw materials.,web,https://vito.be/en/news/demolition-guide-recognizes-building-materials-recycling-or-reuse,true,403,UNVERIFIABLE,unbelegt,,RESOURCE,Q05,"Page loads 200 but content is the news landing page, not the cited article; cannot confirm Tracimat claim from this fetch. RESOURCE/re-confirm article URL",B,UNVERIFIABLE,agent07-rel-0674
Q05-agent07-rel-0675,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763775,p_zinneke_feder_masui4ever_brussels,nf_bauteilidentifikation,ERFORDERT_NACHWEIS,Tracimat is the only recognised demolition management organisation in Flanders; demolition monitoring plans enable processing into secondary raw materials.,web,https://vito.be/en/news/demolition-guide-recognizes-building-materials-recycling-or-reuse,true,403,UNVERIFIABLE,unbelegt,,RESOURCE,Q05,"Page loads 200 but content is the news landing page, not the cited article; cannot confirm Tracimat claim from this fetch. RESOURCE/re-confirm article URL",B,UNVERIFIABLE,agent07-rel-0675
Q05-AKT-node-178,node,familie_lange,,,Akteur,Detlev Lange / Familie Lange - Person,web,,false,,UNVERIFIABLE,unbelegt,,ESCALATE_HUMAN,Q05,private family (Detlev Lange) - no public source (privacy),B,UNVERIFIABLE,AKT-node-178
Q05-AKT-node-211,node,haus_hos_privater_bauherr,,,Akteur,Privater Bauherr Haus HOS - Person,web,,false,,UNVERIFIABLE,unbelegt,,ESCALATE_HUMAN,Q05,anonymised private building owner - no public source (privacy),B,UNVERIFIABLE,AKT-node-211
Q05-AKT-node-251,node,kamikatsu_residents,,,Akteur,Lokale Einwohner Kamikatsu - Organisation,web,,false,,UNVERIFIABLE,unbelegt,,ESCALATE_HUMAN,Q05,generic 'local residents of Kamikatsu' - not an identifiable legal actor,B,UNVERIFIABLE,AKT-node-251
Q05-AKT-node-291,node,maison_dna_private_owner,,,Akteur,Private Bauherrschaft Maison DnA - Person,web,,false,,UNVERIFIABLE,unbelegt,,ESCALATE_HUMAN,Q05,anonymised private client (Maison DnA) - no public source (privacy),B,UNVERIFIABLE,AKT-node-291
Q05-AKT-node-292,node,maison_vignette_private_owner,,,Akteur,Private Bauherrschaft Maison Vignette - Person,web,,false,,UNVERIFIABLE,unbelegt,,ESCALATE_HUMAN,Q05,anonymised private client (Maison Vignette) - no public source (privacy),B,UNVERIFIABLE,AKT-node-292
Q05-AKT-node-346,node,private_bauherrschaft_villa_welpeloo,,,Akteur,Private Bauherrschaft Villa Welpeloo - Person,web,,false,,UNVERIFIABLE,unbelegt,,ESCALATE_HUMAN,Q05,anonymised private client (Villa Welpeloo) - no public source (privacy),B,UNVERIFIABLE,AKT-node-346
Q05-AKT-node-360,node,recreate_dutch_cluster,,,Akteur,ReCreate Dutch cluster - Forschung_Lehre,web,,false,,UNVERIFIABLE,unbelegt,,ESCALATE_HUMAN,Q05,"aggregate sub-grouping of the ReCreate project, not a standalone actor - remodel as project part",B,UNVERIFIABLE,AKT-node-360
Q05-AKT-node-361,node,recreate_finnish_cluster,,,Akteur,ReCreate Finnish cluster - Forschung_Lehre,web,,false,,UNVERIFIABLE,unbelegt,,ESCALATE_HUMAN,Q05,"aggregate sub-grouping of the ReCreate project, not a standalone actor - remodel as project part",B,UNVERIFIABLE,AKT-node-361
Q05-AKT-node-405,node,studierende_freiwillige,,,Akteur,"Studierende, Schulkinder und Freiwillige - Unbekannt",web,,false,,UNVERIFIABLE,unbelegt,,ESCALATE_HUMAN,Q05,"generic volunteer group (Studierende/Schulkinder/Freiwillige), typ Unbekannt - not an identifiable legal actor",B,UNVERIFIABLE,AKT-node-405
Q05-A10-N-004,node,software_ecotool,,,Software,EcoTool is a Concular software product,web,https://concular.de/ecotool/,true,404,UNVERIFIABLE,,,KEEP,Q05,source present; confirm concular.de/ecotool or map to CircularLCA,B,UNVERIFIABLE,A10-N-004
Q05-A10-N-065,node,prog_reallabor_be_ware,,,Programm,Reallabor B(e) Ware (Berlin/ZRS) programme exists,web,https://www.zrs.berlin/en/article/reallabor-lab-be-ware-from-research-straight-to-implementation,true,200,UNVERIFIABLE,,,KEEP,Q05,real ZRS Berlin reallab; re-fetch to confirm,B,UNVERIFIABLE,A10-N-065
Q05-A10-N-066,node,prog_rebridge,,,Programm,REBRIDGE steel-bridge reuse project exists,web,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/projects-details/43252449/101216665/RFCS2027,true,200,UNVERIFIABLE,,,KEEP,Q05,plausible real RFCS project; re-fetch,B,UNVERIFIABLE,A10-N-066
Q05-A06B-node-0002,node,anders_lendager,,,Akteur,Anders Lendager carries first-party/authoritative source_urls on graph,web,https://lendager.com/project/resource-rows,true,200,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://lendager.com/project/resource-rows); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0002
Q05-A06B-node-0003,node,andrea_kessler,,,Akteur,Andrea Kessler carries first-party/authoritative source_urls on graph,web,https://morgenbau.at/34-bauteile-ernten-statt-entsorgen,true,200,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://morgenbau.at/34-bauteile-ernten-statt-entsorgen); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0003
Q05-A06B-node-0006,node,andreas_sonderegger,,,Akteur,Andreas Sonderegger carries first-party/authoritative source_urls on graph,web,https://www.zhaw.ch/en/archbau/institutes-centres/iik/research/reuse-in-construction,true,404,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.zhaw.ch/en/archbau/institutes-centres/iik/research/reuse-in-construction); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0006
Q05-A06B-node-0008,node,anja_rosen,,,Akteur,Anja Rosen carries first-party/authoritative source_urls on graph,web,https://urban-mining-index.de,true,200,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://urban-mining-index.de); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0008
Q05-A06B-node-0010,node,annabelle_von_reutern,,,Akteur,Annabelle von Reutern carries first-party/authoritative source_urls on graph,web,https://www.tomas-architecture.com,false,,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.tomas-architecture.com); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0010
Q05-A06B-node-0011,node,annette_hillebrandt,,,Akteur,Annette Hillebrandt carries first-party/authoritative source_urls on graph,web,https://www.architektur.uni-wuppertal.de/en/people/annette-hillebrandt,false,,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.architektur.uni-wuppertal.de/en/people/annette-hillebrandt); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0011
Q05-A06B-node-0012,node,archipel_sion_ressourcerie,,,Akteur,Archipel Sion Ressourcerie carries first-party/authoritative source_urls on graph,web,https://archipelsion.ch/ressourcerie/inventaire/,true,200,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://archipelsion.ch/ressourcerie/inventaire/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0012
Q05-A06B-node-0013,node,articonnex,,,Akteur,Articonnex carries first-party/authoritative source_urls on graph,web,https://articonnex.com/,true,200,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://articonnex.com/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0013
Q05-A06B-node-0015,node,barrault_pressacco,,,Akteur,Barrault-Pressacco carries first-party/authoritative source_urls on graph,web,https://www.barrault-pressacco.com,false,,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.barrault-pressacco.com); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0015
Q05-A06B-node-0018,node,batrecup,,,Akteur,BatRecup carries first-party/authoritative source_urls on graph,web,https://www.batrecup.com/,true,200,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.batrecup.com/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0018
Q05-A06B-node-0021,node,baumatpool_ch,,,Akteur,Baumatpool.ch carries first-party/authoritative source_urls on graph,web,https://www.baumatpool.ch/de/,true,200,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.baumatpool.ch/de/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0021
Q05-A06B-node-0022,node,bauteilkatalog_immobilien_basel_stadt,,,Akteur,Bauteilkatalog Immobilien Basel-Stadt carries first-party/authoritative source_urls on graph,web,https://bauteile-ibs.ch/,true,200,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://bauteile-ibs.ch/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0022
Q05-A06B-node-0023,node,bauteilverwertung_koeppel_klein,,,Akteur,Bauteilverwertung Köppel & Klein carries first-party/authoritative source_urls on graph,web,https://www.bauteilverwertung.ch/,true,200,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.bauteilverwertung.ch/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0023
Q05-A06B-node-0025,node,btvz_zuerichsee_oberland,,,Akteur,Bauteilvermittlung Zürichsee-Oberland carries first-party/authoritative source_urls on graph,web,https://www.btvz.ch/angebote/,true,200,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.btvz.ch/angebote/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0025
Q05-A06B-node-0026,node,building_spares_market,,,Akteur,Building Spares Market carries first-party/authoritative source_urls on graph,web,https://buildingsparesmarket.co.uk/,true,200,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://buildingsparesmarket.co.uk/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0026
Q05-A06B-node-0028,node,carla_ferrando_costansa,,,Akteur,Carla Ferrando Costansa carries first-party/authoritative source_urls on graph,web,https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-development-in-basel-switzerland,true,200,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-development-in-basel-switzerland); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0028
Q05-A06B-node-0029,node,catherine_de_wolf,,,Akteur,Catherine De Wolf carries first-party/authoritative source_urls on graph,web,https://cea.ethz.ch,false,,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://cea.ethz.ch); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0029
Q05-A06B-node-0032,node,christian_schoeningh,,,Akteur,Christian Schöningh carries first-party/authoritative source_urls on graph,web,https://circularmaterialsystems.com/en/case/impact-hub-berlin-crclr-house,true,200,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://circularmaterialsystems.com/en/case/impact-hub-berlin-crclr-house); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0032
Q05-A06B-node-0033,node,christine_conix,,,Akteur,Christine Conix carries first-party/authoritative source_urls on graph,web,https://www.conixrdbm.com/project/multi,true,200,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.conixrdbm.com/project/multi); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0033
Q05-A06B-node-0035,node,clara_simay,,,Akteur,Clara Simay carries first-party/authoritative source_urls on graph,web,https://circularmaterialsystems.com/en/case/05_ferme-du-rail,true,200,UNVERIFIABLE,,,KEEP,Q05,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://circularmaterialsystems.com/en/case/05_ferme-du-rail); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0035
