delta_action,pass_scope,claim_id,claim_kind,graph_element_id,from_id,to_id,rel_type_or_label,prior_verdict,new_verdict,reason,notes
REMOVE,Q1,agent07-rel-0328,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327759348,bt_fassadenmodul_mauerwerk,nf_materialpruefung,ERFORDERT_NACHWEIS,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q1
REMOVE,Q2,EP02-rel-00894,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030248,bw_unbekanntes_transformationsgebaeude_kellerwaende,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00895,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029659,bw_unknown_brick_donor_sources_gjg,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00896,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029461,bw_unknown_demolition_wood_streams,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00900,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351024667,bw_wbs70_donor_groeditz,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-01013,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152997370909168773,bw_berlin_fitout_donor_sources,nut_gewerbe,HAT_NUTZUNG,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-01014,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155249170722854021,bw_berlin_fitout_donor_sources,nut_kultur,HAT_NUTZUNG,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-01015,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157500970536539269,bw_berlin_fitout_donor_sources,nut_lager_depot,HAT_NUTZUNG,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-01025,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152997370909168372,bw_chiro_itterbeek_reuse_supply_network,nut_lager_depot,HAT_NUTZUNG,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-01042,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152997370909169322,bw_externe_stahl_donor_stockholder,nut_lager_depot,HAT_NUTZUNG,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-01060,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152997370909168732,bw_holbein_grosvenor_donor_projects,nut_gewerbe,HAT_NUTZUNG,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-01067,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6924360293384458821,bw_messebau_lager_hannover,nut_lager_depot,HAT_NUTZUNG,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q4,EP03-0001,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147008,akt_ii,bt_decke,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0015,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551326,backacia,bt_daemmung,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0021,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325662815,baticycle,bt_daemmung,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0023,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511977567,baticycle,bt_fenster,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0025,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698292319,baticycle,bt_treppe,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0038,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866081,batrecup,bt_fenster,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0039,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816180833,batrecup,bt_tuer,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0062,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511972881,bauteilboerse_basel_overall,bt_dach,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0063,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698287633,bauteilboerse_basel_overall,bt_decke,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0065,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325658129,bauteilboerse_basel_overall,bt_gelaender,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0067,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139343377,bauteilboerse_basel_overall,bt_traeger,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0068,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070917137,bauteilboerse_basel_overall,bt_tuer,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0069,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884602385,bauteilboerse_basel_overall,bt_wand,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0570,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884602387,btvz_zuerichsee_oberland,bt_boden,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0576,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325662818,building_spares_market,bt_ausbau,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0585,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629831783,cleveland_steel_tubes,bt_stuetze,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0586,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816146535,cleveland_steel_tubes,bt_traeger,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0589,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139315117,concular,bt_dach,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0590,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1175506572953000365,concular,bt_daemmung,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0592,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884574125,concular,bt_fassade,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0594,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698259373,concular,bt_technik,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0595,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325629869,concular,bt_traeger,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0596,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1177758372766685613,concular,bt_treppe,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0597,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147885,concular,bt_tuer,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0598,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511944621,concular,bt_wand,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0610,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551334,enviromate,bt_dach,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0623,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921831,genbyg,bt_dach,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0627,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884607079,genbyg,bt_wand,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0641,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816146534,heyne_tillett_steel,bt_traeger,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0655,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866093,materialenbank_leuven_atelier_circuler,bt_boden,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0658,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884607085,materialenbank_leuven_atelier_circuler,bt_fenster,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0672,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827162,new_horizon_urban_mining,bt_boden,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0673,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141914,new_horizon_urban_mining,bt_fenster,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0674,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512410,new_horizon_urban_mining,bt_wand,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0675,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698259333,opalis,bt_ausbau,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0676,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629833093,opalis,bt_boden,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0677,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518341,opalis,bt_dach,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0678,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139315077,opalis,bt_daemmung,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0679,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325629829,opalis,bt_fassade,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0680,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070888837,opalis,bt_fenster,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0681,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884574085,opalis,bt_technik,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0682,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147845,opalis,bt_traeger,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0683,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257203589,opalis,bt_tuer,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0684,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511944581,opalis,bt_wand,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0807,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518340,rotordc,bt_wand,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0810,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921845,salvoweb,bt_dach,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0811,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866101,salvoweb,bt_fenster,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0812,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236597,salvoweb,bt_technik,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0813,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816180853,salvoweb,bt_tuer,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0818,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921847,skop_marketplace,bt_fenster,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0822,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629831822,software_concular,bt_boden,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0837,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629832257,symmetrys,bt_stuetze,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0838,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147009,symmetrys,bt_traeger,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0840,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070917143,syphon_ag_bauteilboerse_biel_bruegg,bt_boden,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0844,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629832375,tool_hts_stockmatcher,bt_stuetze,HAT_BAUTEILTYP,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0845,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147127,tool_hts_stockmatcher,bt_traeger,HAT_BAUTEILTYP,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0850,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1177758372766718586,useagain_bauteilclick,bt_decke,HAT_BAUTEILTYP,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0879,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769886,backacia,mat_daemmstoff,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0883,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399391,baticycle,mat_glas,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0886,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769887,baticycle,mat_stahl,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0892,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399393,batrecup,mat_glas,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0900,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769378028,baumatpool_ch,mat_glas,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0901,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583063276,baumatpool_ch,mat_holz,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0902,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396748524,baumatpool_ch,mat_keramik,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0903,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210433772,baumatpool_ch,mat_stahl,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0904,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769394705,bauteilboerse_basel_overall,mat_glas,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0906,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583079953,bauteilboerse_basel_overall,mat_keramik,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0907,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164260768024135697,bauteilboerse_basel_overall,mat_kunststoff,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0909,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210450449,bauteilboerse_basel_overall,mat_stahl,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0910,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166512567837820945,bauteilboerse_basel_overall,mat_ziegel,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0922,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583051750,bauteilnetz_deutschland,mat_glas,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-0925,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210422246,bauteilnetz_deutschland,mat_stahl,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1320,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396765203,btvz_zuerichsee_oberland,mat_glas,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1321,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583079955,btvz_zuerichsee_oberland,mat_holz,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1329,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168764367651510882,building_spares_market,mat_kunststoff,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1333,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955681197,concular,mat_aluminium,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1334,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769366445,concular,mat_daemmstoff,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1335,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583051693,concular,mat_glas,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1337,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210422189,concular,mat_keramik,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1338,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166512567837792685,concular,mat_kunststoff,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1345,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769893,cycle_zero,mat_glas,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1348,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769894,enviromate,mat_glas,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1361,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583084647,genbyg,mat_ziegel,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1366,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714155,material_index,mat_glas,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1369,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769901,materialenbank_leuven_atelier_circuler,mat_daemmstoff,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1370,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210455149,materialenbank_leuven_atelier_circuler,mat_glas,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1380,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675226,new_horizon_urban_mining,mat_holz,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1381,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166512567837792645,opalis,mat_daemmstoff,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1382,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210422149,opalis,mat_glas,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
REMOVE,Q4,EP03-1384,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583051653,opalis,mat_keramik,NUTZT_MATERIAL,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q4
