g02_id,ep03_claim_id,r07_claim_id,element_id,from_id,to_id,rel_type,ep03_verdict,r07_verdict,basis_ref,graph_evidence_url,graph_evidence_quote,graph_review_run,graph_rel_id,origin_intake_run,origin_script_path,origin_git_head,network_json_evidence_url,network_json_evidence_quote,network_enrichment_run,enrichment_json_path,enrichment_evidence_url,enrichment_evidence_quote,r07_recovery_source,r07_notes,weak_evidence_class,provenance_notes
G02-0069,EP03-0811,R07-0231,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866101,salvoweb,bt_fenster,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.salvoweb.com/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.salvoweb.com/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0070,EP03-0812,R07-0232,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236597,salvoweb,bt_technik,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.salvoweb.com/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.salvoweb.com/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0071,EP03-0813,R07-0233,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816180853,salvoweb,bt_tuer,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.salvoweb.com/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.salvoweb.com/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0072,EP03-0818,R07-0234,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921847,skop_marketplace,bt_fenster,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.skop.app/marketplace-materiaux-reemploi,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://marketplace.skop.app/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0073,EP03-0821,R07-0235,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866103,skop_marketplace,bt_wand,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.skop.app/marketplace-materiaux-reemploi,https://marketplace.skop.app/,"Voir toutes les boutiques BATISHOP LES BATINEURS Matériaux de réemploi et équipements professionnels Matériaux de réemploi : Bois d'œuvre, menuiseries intérieures et extérieures, sanitaires, isolant, revêtements sols et murs, couverture, quincaillerie, outillage, ...",quality_pass_q04_2026_06_06,r_skop_marketplace__HAT_BAUTEILTYP__bt_wand,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://marketplace.skop.app/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,edge row in project_part_actor_edges export
G02-0074,EP03-0822,R07-0236,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629831822,software_concular,bt_boden,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://restado.de/,,,,,network_json slice edge_enrichment_deeper_existing_node_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.kfw.de/stories/economy/start-ups/concular/,,edge_enrichment_deeper_existing_node_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0075,EP03-0823,R07-0237,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816146574,software_concular,bt_fenster,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://restado.de/,https://restado.de/,Unterstütze uns auf Social Media Baustoff kostenlos einstellen Sicher bezahlen Baustoffe nach Region Berlin Hamburg München Köln Frankfurt Stuttgart Düsseldorf Dortmund Essen Leipzig Bremen Dresden Hannover Mannheim Weitere beliebte Städte Kategorien Türen & Zargen Fenster Fliesen & Steine Dach Haustechnik & Sanitär Rohbau Fassade Innenausbau Garten & Freianlagen Werkzeuge & Maschinen Alle Baustoff-Kategorien Ausgewählte Baustoffe Händlerverzeichnis Hilfethemen Händler werden Baustoff verkaufen ,quality_pass_q04_2026_06_06,r_deeper_software_concular__HAT_BAUTEILTYP__bt_fenster,network_json deeper node-types slice,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.kfw.de/stories/economy/start-ups/concular/,,edge_enrichment_deeper_existing_node_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,enrichment_run=edge_enrichment_deeper_existing_node_types_2026_06_01
G02-0076,EP03-0837,R07-0238,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629832257,symmetrys,bt_stuetze,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://symmetrys.com/about-us/,,,,,network_json slice edge_enrichment_deeper_existing_node_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://symmetrys.com/news/pushing-boundaries-in-the-reuse-of-steelwork/,,edge_enrichment_deeper_existing_node_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0077,EP03-0838,R07-0239,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147009,symmetrys,bt_traeger,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://symmetrys.com/about-us/,,,,,network_json slice edge_enrichment_deeper_existing_node_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://symmetrys.com/news/pushing-boundaries-in-the-reuse-of-steelwork/,,edge_enrichment_deeper_existing_node_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0078,EP03-0840,R07-0240,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070917143,syphon_ag_bauteilboerse_biel_bruegg,bt_boden,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.syphon.ch/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.syphon.ch/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0079,EP03-0848,R07-0243,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698292346,useagain_bauteilclick,bt_dach,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.useagain.ch/de/,https://www.useagain.ch/de/,useagain: Plattform für Bauteil-Wiederverwendung Zum Hauptinhalt springen Zur Suche springen Zur Hauptnavigation springen Suchen Konto weiter einkaufen Übersicht Profil Suchalarm Merkzettel Abmelden Einloggen Merkzettel Warenkorb Kaufen eBKP-H Kategorien Händler Tools Abo Preise Über uns Ausbau Türen & Tore Aussentüren Innentüren Tore Zubehör Komplette Objekte An- & Einbauten Freistehend Kunst & Kultur Möbel & Einrichtungen Einrichtungen Möbel Zubehör Küchen & Gastronomie Apparate & Geräte Einba,quality_pass_q04_2026_06_06,r_useagain_bauteilclick__HAT_BAUTEILTYP__bt_dach,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.bauteilclick.ch/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,edge row in project_part_actor_edges export
G02-0080,EP03-0849,R07-0244,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511977594,useagain_bauteilclick,bt_daemmung,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.useagain.ch/de/,https://www.useagain.ch/de/,useagain: Plattform für Bauteil-Wiederverwendung Zum Hauptinhalt springen Zur Suche springen Zur Hauptnavigation springen Suchen Konto weiter einkaufen Übersicht Profil Suchalarm Merkzettel Abmelden Einloggen Merkzettel Warenkorb Kaufen eBKP-H Kategorien Händler Tools Abo Preise Über uns Ausbau Türen & Tore Aussentüren Innentüren Tore Zubehör Komplette Objekte An- & Einbauten Freistehend Kunst & Kultur Möbel & Einrichtungen Einrichtungen Möbel Zubehör Küchen & Gastronomie Apparate & Geräte Einba,quality_pass_q04_2026_06_06,r_useagain_bauteilclick__HAT_BAUTEILTYP__bt_daemmung,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.bauteilclick.ch/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,edge row in project_part_actor_edges export
G02-0081,EP03-0850,R07-0245,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1177758372766718586,useagain_bauteilclick,bt_decke,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.useagain.ch/de/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.bauteilclick.ch/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0082,EP03-0854,R07-0246,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325662842,useagain_bauteilclick,bt_stuetze,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.useagain.ch/de/,https://library-of-reuse.ch/pioneers/useagain,"Additional support The platform offers support, training and advice, particularly to suppliers, and provides information on large-scale orders, renovation projects and remaining stock.",quality_pass_q04_2026_06_06,r_useagain_bauteilclick__HAT_BAUTEILTYP__bt_stuetze,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.bauteilclick.ch/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,edge row in project_part_actor_edges export
G02-0083,EP03-0858,R07-0247,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139348090,useagain_bauteilclick,bt_wand,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.useagain.ch/de/,https://www.useagain.ch/de/,useagain: Plattform für Bauteil-Wiederverwendung Zum Hauptinhalt springen Zur Suche springen Zur Hauptnavigation springen Suchen Konto weiter einkaufen Übersicht Profil Suchalarm Merkzettel Abmelden Einloggen Merkzettel Warenkorb Kaufen eBKP-H Kategorien Händler Tools Abo Preise Über uns Ausbau Türen & Tore Aussentüren Innentüren Tore Zubehör Komplette Objekte An- & Einbauten Freistehend Kunst & Kultur Möbel & Einrichtungen Einrichtungen Möbel Zubehör Küchen & Gastronomie Apparate & Geräte Einba,quality_pass_q04_2026_06_06,r_useagain_bauteilclick__HAT_BAUTEILTYP__bt_wand,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.bauteilclick.ch/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,edge row in project_part_actor_edges export
G02-0084,EP03-0877,R07-0248,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399389,articonnex,mat_daemmstoff,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://articonnex.com/collections/reemploi,https://articonnex.com/collections/reemploi,Ouvert Fermeture à 18:00 Fermé Ouverture à 10:00 Lundi 10h-18h Mardi 10h-18h Mercredi 10h-18h Jeudi 10h-18h Vendredi 10h-18h Samedi Fermé Dimanche Fermé 02 90 73 84 43 vannes@articonnex.com Menu Fermer Matériaux anti-gaspi au meilleur prix Bois sur mesure Aide et contact Favoris Mon compte 0 Panier Arrivages Les essentiels OSB Dalle OSB Panneau OSB OSB 1 OSB 3 OSB 4 OSB par marque OSB par marque Tout voir Par marque OSB Swiss Krono (3) OSB Kronospan (38) OSB par épaisseur OSB par épaisseur Tout ,quality_pass_q04_2026_06_06,r_deep_articonnex__NUTZT_MATERIAL__mat_daemmstoff,network_json deep enrichment slice (pre-2026-06-02 import),_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://articonnex.com/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,enrichment_run=actor_edge_enrichment_deep_existing_types_2026_06_01
G02-0085,EP03-0879,R07-0249,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769886,backacia,mat_daemmstoff,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://opalis.eu/fr/fournisseurs/backacia,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/fr/fournisseurs/backacia,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0086,EP03-0880,R07-0250,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399390,backacia,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://opalis.eu/fr/fournisseurs/backacia,https://backacia.com/,"Nos produits dans Cloisons et Doublages Tout Vue rapide Disponible du 18/05/2026 au 02/10/2027 Bloc-porte 93x203cm 75017 Paris, France Quantité : 4 U 95,00€ HT/U icon-X ""Fermer (Esc)"" Vue rapide Disponible du 18/05/2026 au 02/10/2027 Bloc-porte tiercé 75017 Paris, France Quantité : 1 U 135,00€ HT/U icon-X ""Fermer (Esc)"" Vue rapide Disponible du 13/07/2026 au 30/09/2026 Ensemble vitrage trempé sans ossature 94250 Gentilly, France Quantité : 66 ml 30,00€ HT/ml icon-X ""Fermer (Esc)"" Vue rapide Disp",quality_pass_q04_2026_06_06,r_backacia__NUTZT_MATERIAL__mat_glas,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/fr/fournisseurs/backacia,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,edge row in project_part_actor_edges export
G02-0087,EP03-0883,R07-0251,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399391,baticycle,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://baticycle.fr/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://baticycle.fr/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0088,EP03-0886,R07-0252,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769887,baticycle,mat_stahl,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://baticycle.fr/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://baticycle.fr/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0089,EP03-0892,R07-0253,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399393,batrecup,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.batrecup.com/batrecup-lappli-cest-parti,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.batrecup.com/materiaux-recyclables-et-reemploi/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0090,EP03-0900,R07-0254,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769378028,baumatpool_ch,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.baumatpool.ch/de/content/faq/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.baumatpool.ch/de/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0091,EP03-0901,R07-0255,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583063276,baumatpool_ch,mat_holz,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.baumatpool.ch/de/content/faq/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.baumatpool.ch/de/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0092,EP03-0902,R07-0256,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396748524,baumatpool_ch,mat_keramik,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.baumatpool.ch/de/content/faq/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.baumatpool.ch/de/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0093,EP03-0903,R07-0257,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210433772,baumatpool_ch,mat_stahl,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.baumatpool.ch/de/content/faq/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.baumatpool.ch/de/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0094,EP03-0904,R07-0258,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769394705,bauteilboerse_basel_overall,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://bauteilboerse-basel.ch/ueber-uns/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://bauteilboerse-basel.ch/bauteile/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0095,EP03-0906,R07-0259,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583079953,bauteilboerse_basel_overall,mat_keramik,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://bauteilboerse-basel.ch/ueber-uns/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://bauteilboerse-basel.ch/bauteile/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0096,EP03-0907,R07-0260,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164260768024135697,bauteilboerse_basel_overall,mat_kunststoff,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://bauteilboerse-basel.ch/ueber-uns/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://bauteilboerse-basel.ch/bauteile/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0097,EP03-0908,R07-0261,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396765201,bauteilboerse_basel_overall,mat_naturstein,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://bauteilboerse-basel.ch/ueber-uns/,https://bauteilboerse-basel.ch/ueber-uns/,Und vielleicht dürfen wir uns bald über das erste Hochhaus aus gebrauchten Bauteilen freuen.» Pierre Strub Inhaber «nachhaltig wirkt» «Die BTB ist ein hervorragendes Beispiel für Zirkularwirtschaft und eröffnet meinen Studierenden immer wieder neue Perspektiven.» Thomas Wüthrich Lehrbeauftragter Hochschule für Gestaltung und Kunst HGK Basel «So einfach kann Wieder­ver­wen­dung sein.,quality_pass_q04_2026_06_06,r_bauteilboerse_basel_overall__NUTZT_MATERIAL__mat_naturstein,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://bauteilboerse-basel.ch/bauteile/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,edge row in project_part_actor_edges export
G02-0098,EP03-0909,R07-0262,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210450449,bauteilboerse_basel_overall,mat_stahl,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://bauteilboerse-basel.ch/ueber-uns/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://bauteilboerse-basel.ch/bauteile/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0099,EP03-0910,R07-0263,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166512567837820945,bauteilboerse_basel_overall,mat_ziegel,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://bauteilboerse-basel.ch/ueber-uns/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://bauteilboerse-basel.ch/bauteile/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0100,EP03-0922,R07-0264,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583051750,bauteilnetz_deutschland,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,http://www.bauteilnetz.de/bauteilnetz/website/stdws_adresse/bauteilboersen.html,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.dbu.de/projektbeispiele/das-bauteilnetz-deutschland/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0101,EP03-0925,R07-0265,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210422246,bauteilnetz_deutschland,mat_stahl,NUTZT_MATERIAL,PARTIAL,PARTIAL,http://www.bauteilnetz.de/bauteilnetz/website/stdws_adresse/bauteilboersen.html,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.dbu.de/projektbeispiele/das-bauteilnetz-deutschland/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0102,EP03-1320,R07-0266,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396765203,btvz_zuerichsee_oberland,mat_glas,NUTZT_MATERIAL,PARTIAL,PARTIAL,https://www.btvz.ch/suchliste/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.btvz.ch/portraet/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
