claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,coverage_level,graph_element_id
EP07-rel-0001,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153096326955663367,p_55_great_suffolk_street_london,ae_exposed_reuse_structure,HAT_ARCHITEKTURERGEBNIS,p_55_great_suffolk_street_london is linked via HAT_ARCHITEKTURERGEBNIS to vocab node ae_exposed_reuse_structure,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_ARCHITEKTURERGEBNIS]-> Architekturergebnis(Architekturergebnis); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Architekturergebnis'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153096326955663367
EP07-rel-0628,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:51,heyne_tillett_steel,meth_bestands_und_reuse_assessment,HAT_METHODE,heyne_tillett_steel is linked via HAT_METHODE to vocab node meth_bestands_und_reuse_assessment,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:51
EP07-rel-0629,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:58,heyne_tillett_steel,meth_urban_mining_und_scouting,HAT_METHODE,heyne_tillett_steel is linked via HAT_METHODE to vocab node meth_urban_mining_und_scouting,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:58
EP07-rel-0630,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6949137787916386961,heyne_tillett_steel,meth_verfuegbarkeitsbasiertes_design,HAT_METHODE,heyne_tillett_steel is linked via HAT_METHODE to vocab node meth_verfuegbarkeitsbasiertes_design,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6949137787916386961
EP07-rel-0631,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157508667117929036,la_fabrique_de_bordeaux_metropole,meth_dokumentation_und_monitoring,HAT_METHODE,la_fabrique_de_bordeaux_metropole is linked via HAT_METHODE to vocab node meth_dokumentation_und_monitoring,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157508667117929036
EP07-rel-0632,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168767666186394219,material_index,meth_bestands_und_reuse_assessment,HAT_METHODE,material_index is linked via HAT_METHODE to vocab node meth_bestands_und_reuse_assessment,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168767666186394219
EP07-rel-0633,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171019466000079467,material_index,meth_dokumentation_und_monitoring,HAT_METHODE,material_index is linked via HAT_METHODE to vocab node meth_dokumentation_und_monitoring,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171019466000079467
EP07-rel-0634,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173271265813764715,material_index,meth_urban_mining_und_scouting,HAT_METHODE,material_index is linked via HAT_METHODE to vocab node meth_urban_mining_und_scouting,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173271265813764715
EP07-rel-0635,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166515866372708973,materialenbank_leuven_atelier_circuler,meth_bestands_und_reuse_assessment,HAT_METHODE,materialenbank_leuven_atelier_circuler is linked via HAT_METHODE to vocab node meth_bestands_und_reuse_assessment,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166515866372708973
EP07-rel-0636,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7025698981581685396,materialenbank_leuven_atelier_circuler,meth_dokumentation_und_monitoring,HAT_METHODE,materialenbank_leuven_atelier_circuler is linked via HAT_METHODE to vocab node meth_dokumentation_und_monitoring,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7025698981581685396
EP07-rel-0637,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164264066559023725,materialenbank_leuven_atelier_circuler,meth_urban_mining_und_scouting,HAT_METHODE,materialenbank_leuven_atelier_circuler is linked via HAT_METHODE to vocab node meth_urban_mining_und_scouting,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164264066559023725
EP07-rel-0638,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162012266745305515,materialnomaden,meth_bestands_und_reuse_assessment,HAT_METHODE,materialnomaden is linked via HAT_METHODE to vocab node meth_bestands_und_reuse_assessment,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162012266745305515
EP07-rel-0639,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6973907585866924692,materialnomaden,meth_dokumentation_und_monitoring,HAT_METHODE,materialnomaden is linked via HAT_METHODE to vocab node meth_dokumentation_und_monitoring,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6973907585866924692
EP07-rel-0640,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159760466931620267,materialnomaden,meth_urban_mining_und_scouting,HAT_METHODE,materialnomaden is linked via HAT_METHODE to vocab node meth_urban_mining_und_scouting,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159760466931620267
EP07-rel-0641,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7027950781395370644,materialrest24,meth_dokumentation_und_monitoring,HAT_METHODE,materialrest24 is linked via HAT_METHODE to vocab node meth_dokumentation_und_monitoring,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7027950781395370644
EP07-rel-0642,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157508667117967982,materialrest24,meth_urban_mining_und_scouting,HAT_METHODE,materialrest24 is linked via HAT_METHODE to vocab node meth_urban_mining_und_scouting,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157508667117967982
EP07-rel-0643,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162012266745305575,materiuum,meth_bestands_und_reuse_assessment,HAT_METHODE,materiuum is linked via HAT_METHODE to vocab node meth_bestands_und_reuse_assessment,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162012266745305575
EP07-rel-0644,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6987418384749036180,materiuum,meth_dokumentation_und_monitoring,HAT_METHODE,materiuum is linked via HAT_METHODE to vocab node meth_dokumentation_und_monitoring,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6987418384749036180
EP07-rel-0645,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159760466931620327,materiuum,meth_urban_mining_und_scouting,HAT_METHODE,materiuum is linked via HAT_METHODE to vocab node meth_urban_mining_und_scouting,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159760466931620327
EP07-rel-0646,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162012266745333781,materiuum_geneve_ressourcerie,meth_bestands_und_reuse_assessment,HAT_METHODE,materiuum_geneve_ressourcerie is linked via HAT_METHODE to vocab node meth_bestands_und_reuse_assessment,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162012266745333781
EP07-rel-0647,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6998677383817462420,materiuum_geneve_ressourcerie,meth_dokumentation_und_monitoring,HAT_METHODE,materiuum_geneve_ressourcerie is linked via HAT_METHODE to vocab node meth_dokumentation_und_monitoring,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6998677383817462420
EP07-rel-0648,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159760466931648533,materiuum_geneve_ressourcerie,meth_urban_mining_und_scouting,HAT_METHODE,materiuum_geneve_ressourcerie is linked via HAT_METHODE to vocab node meth_urban_mining_und_scouting,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159760466931648533
EP07-rel-0649,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164264066558990770,mobius_reemploi,meth_bestands_und_reuse_assessment,HAT_METHODE,mobius_reemploi is linked via HAT_METHODE to vocab node meth_bestands_und_reuse_assessment,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164264066558990770
EP07-rel-0650,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166515866372676018,mobius_reemploi,meth_dokumentation_und_monitoring,HAT_METHODE,mobius_reemploi is linked via HAT_METHODE to vocab node meth_dokumentation_und_monitoring,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166515866372676018
EP07-rel-0651,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168767666186361266,mobius_reemploi,meth_urban_mining_und_scouting,HAT_METHODE,mobius_reemploi is linked via HAT_METHODE to vocab node meth_urban_mining_und_scouting,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168767666186361266
EP07-rel-0652,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:50,new_horizon_urban_mining,meth_bestands_und_reuse_assessment,HAT_METHODE,new_horizon_urban_mining is linked via HAT_METHODE to vocab node meth_bestands_und_reuse_assessment,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:50
EP07-rel-0653,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6949137787916386964,new_horizon_urban_mining,meth_dokumentation_und_monitoring,HAT_METHODE,new_horizon_urban_mining is linked via HAT_METHODE to vocab node meth_dokumentation_und_monitoring,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6949137787916386964
EP07-rel-0654,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:53,new_horizon_urban_mining,meth_urban_mining_und_scouting,HAT_METHODE,new_horizon_urban_mining is linked via HAT_METHODE to vocab node meth_urban_mining_und_scouting,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:53
EP07-rel-0655,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6971655786053239444,opalis,meth_dokumentation_und_monitoring,HAT_METHODE,opalis is linked via HAT_METHODE to vocab node meth_dokumentation_und_monitoring,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6971655786053239444
EP07-rel-0656,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157508667117934981,opalis,meth_urban_mining_und_scouting,HAT_METHODE,opalis is linked via HAT_METHODE to vocab node meth_urban_mining_und_scouting,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Akteur(Akteur) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Akteur']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157508667117934981
EP07-rel-0657,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6935626989034275476,p_awm_muenster_circular_office,meth_dokumentation_und_monitoring,HAT_METHODE,p_awm_muenster_circular_office is linked via HAT_METHODE to vocab node meth_dokumentation_und_monitoring,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6935626989034275476
EP07-rel-0658,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6928871589593219730,p_awm_muenster_circular_office,meth_reversibles_design,HAT_METHODE,p_awm_muenster_circular_office is linked via HAT_METHODE to vocab node meth_reversibles_design,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6928871589593219730
EP07-rel-0659,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6942382388475331215,p_awm_muenster_circular_office,meth_urban_mining_und_scouting,HAT_METHODE,p_awm_muenster_circular_office is linked via HAT_METHODE to vocab node meth_urban_mining_und_scouting,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6942382388475331215
EP07-rel-0660,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6940130588661645969,p_awm_muenster_circular_office,meth_verfuegbarkeitsbasiertes_design,HAT_METHODE,p_awm_muenster_circular_office is linked via HAT_METHODE to vocab node meth_verfuegbarkeitsbasiertes_design,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6940130588661645969
EP07-rel-0661,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6926619789779534483,p_awm_muenster_circular_office,meth_zirkulaere_beschaffung,HAT_METHODE,p_awm_muenster_circular_office is linked via HAT_METHODE to vocab node meth_zirkulaere_beschaffung,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6926619789779534483
EP07-rel-0662,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919864390338478735,p_bluecity_offices_rotterdam,meth_urban_mining_und_scouting,HAT_METHODE,p_bluecity_offices_rotterdam is linked via HAT_METHODE to vocab node meth_urban_mining_und_scouting,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919864390338478735
EP07-rel-0663,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919864390338478737,p_bluecity_offices_rotterdam,meth_verfuegbarkeitsbasiertes_design,HAT_METHODE,p_bluecity_offices_rotterdam is linked via HAT_METHODE to vocab node meth_verfuegbarkeitsbasiertes_design,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919864390338478737
EP07-rel-0664,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6940130588661645968,p_boulder_fire_station_3,meth_bestands_und_reuse_assessment,HAT_METHODE,p_boulder_fire_station_3 is linked via HAT_METHODE to vocab node meth_bestands_und_reuse_assessment,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6940130588661645968
EP07-rel-0665,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6937878788847960724,p_boulder_fire_station_3,meth_dokumentation_und_monitoring,HAT_METHODE,p_boulder_fire_station_3 is linked via HAT_METHODE to vocab node meth_dokumentation_und_monitoring,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6937878788847960724
EP07-rel-0666,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6944634188289016463,p_boulder_fire_station_3,meth_urban_mining_und_scouting,HAT_METHODE,p_boulder_fire_station_3 is linked via HAT_METHODE to vocab node meth_urban_mining_und_scouting,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6944634188289016463
EP07-rel-0667,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6928871589593219731,p_boulder_fire_station_3,meth_zirkulaere_beschaffung,HAT_METHODE,p_boulder_fire_station_3 is linked via HAT_METHODE to vocab node meth_zirkulaere_beschaffung,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6928871589593219731
EP07-rel-0668,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917612590524793488,p_brent_cross_town_primary_substation_london,meth_bestands_und_reuse_assessment,HAT_METHODE,p_brent_cross_town_primary_substation_london is linked via HAT_METHODE to vocab node meth_bestands_und_reuse_assessment,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917612590524793488
EP07-rel-0669,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6922116190152163983,p_brent_cross_town_primary_substation_london,meth_urban_mining_und_scouting,HAT_METHODE,p_brent_cross_town_primary_substation_london is linked via HAT_METHODE to vocab node meth_urban_mining_und_scouting,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_METHODE]-> Methode(Methode); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Methode'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6922116190152163983
