claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
IER-C3-0093,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199482,katharina_raabe,klingelhoefer_kroetsch,VERBUNDEN_MIT_AKTEUR,actor-network link katharina_raabe -> klingelhoefer_kroetsch (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://klingelhoefer-kroetsch.de/projekte/Stuttgart_210,true,200,PROVEN,belegt,"Reallabore_Stuttgart_210 - Klingelhöfer Krötsch Architekten Neues Projekte Büro --> Klingelhöfer Krötsch Architekten Reallabore Stuttgart 210 Im Rahmen des Forschungsprojekts ""Stuttgart 210 - weiterdenken, weiterbauen!"" entstehen 4 Reallabore, deren Tragwerk und Gebäudehülle zu wesentlichen Teilen a",ADD_SOURCE,IER-C3,prior=A06B-rel-0104; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0094,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514286,katrine_west_kristensen,vandkunsten,VERBUNDEN_MIT_AKTEUR,actor-network link katrine_west_kristensen -> vandkunsten (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://vandkunsten.com/team,true,500,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0105; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; fetched but strict two-endpoint gate failed
IER-C3-0095,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884618,kerstin_mueller,baubuero_in_situ,VERBUNDEN_MIT_AKTEUR,kerstin_mueller -VERBUNDEN_MIT_AKTEUR-> baubuero_in_situ,web,https://zirkular.net/impressum,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; fetched but strict two-endpoint gate failed
IER-C3-0096,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514122,kerstin_mueller,zirkular,VERBUNDEN_MIT_AKTEUR,kerstin_mueller -VERBUNDEN_MIT_AKTEUR-> zirkular,web,https://zirkular.net/en/project/building-k-118/,true,200,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; fetched but strict two-endpoint gate failed
IER-C3-0097,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514416,kevin_straub,pirmin_jung_schweiz_ag,VERBUNDEN_MIT_AKTEUR,actor-network link kevin_straub -> pirmin_jung_schweiz_ag (no evidence_url/source_url on edge),web,https://zirkular.net/about-us,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0106; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0098,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514311,kim_le_roux,lxsy_architektur,VERBUNDEN_MIT_AKTEUR,actor-network link kim_le_roux -> lxsy_architektur (no evidence_url/source_url on edge),web,https://lxsy.de,true,200,PROVEN,belegt,LXSY ARCHITEKTUR | LXSY Architektur Projekte HOW + WHY About News Presse Kontakt en Facebook Instagram LinkedIn Impressum Datenschutz Impressum Datenschutz --> Bildung REUSEBOX Arbeiten FUNKYTOWN Arbeiten CONNECTING ROOFS Wohnen DER NEUE STÖCKACH Arbeiten SCHWANENWALL 11 Arbeiten IMPACT HUB BERLIN a,ADD_SOURCE,IER-C3,prior=A06B-rel-0107; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0099,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514631,lucas_klinkenbusch,zirkulaar_architektur,VERBUNDEN_MIT_AKTEUR,actor-network link lucas_klinkenbusch -> zirkulaar_architektur (no evidence_url/source_url on edge),web,https://www.zirkulaar.de/impressum,true,200,PROVEN,belegt,Impressum - ZIRKULAAR Architektur Zum Inhalt springen Home Kontakt Leistungen Über ZIRKULAAR Fragen?,ADD_SOURCE,IER-C3,prior=A06B-rel-0110; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0100,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884791,lxsy_architektur,margit_sichrovsky,VERBUNDEN_MIT_AKTEUR,actor-network link lxsy_architektur -> margit_sichrovsky (no evidence_url/source_url on edge),web,https://lxsy.de,true,200,PROVEN,belegt,LXSY ARCHITEKTUR | LXSY Architektur Projekte HOW + WHY About News Presse Kontakt en Facebook Instagram LinkedIn Impressum Datenschutz Impressum Datenschutz --> Bildung REUSEBOX Arbeiten FUNKYTOWN Arbeiten CONNECTING ROOFS Wohnen DER NEUE STÖCKACH Arbeiten SCHWANENWALL 11 Arbeiten IMPACT HUB BERLIN a,ADD_SOURCE,IER-C3,prior=A06B-rel-0112; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0101,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570039,lxsy_architektur,wiebke_ahues,VERBUNDEN_MIT_AKTEUR,actor-network link lxsy_architektur -> wiebke_ahues (no evidence_url/source_url on edge),web,https://lxsy.de,true,200,PROVEN,belegt,LXSY ARCHITEKTUR | LXSY Architektur Projekte HOW + WHY About News Presse Kontakt en Facebook Instagram LinkedIn Impressum Datenschutz Impressum Datenschutz --> Bildung REUSEBOX Arbeiten FUNKYTOWN Arbeiten CONNECTING ROOFS Wohnen DER NEUE STÖCKACH Arbeiten SCHWANENWALL 11 Arbeiten IMPACT HUB BERLIN a,ADD_SOURCE,IER-C3,prior=A06B-rel-0113; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0102,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514601,madlen_kobi,urban_bricolage,VERBUNDEN_MIT_AKTEUR,actor-network link madlen_kobi -> urban_bricolage (no evidence_url/source_url on edge),web,https://urbanbricolage.ch/projects/reuse-logistics,true,200,PROVEN,belegt,"Urban Bricolage Reuse Logistics This subproject led by Madlen Kobi, focuses on the actors and practices involved in reuse logistics.",ADD_SOURCE,IER-C3,prior=A06B-rel-0114; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0103,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884624,marc_angst,baubuero_in_situ,VERBUNDEN_MIT_AKTEUR,marc_angst -VERBUNDEN_MIT_AKTEUR-> baubuero_in_situ,web,https://zirkular.net/en/project/building-k-118,true,200,PROVEN,belegt,"Zirkular Projects Building K.118 Completed simultaneously by baubüro in situ in 2021, the projects K.118 in Winterthur and ELYS in Basel, proved to be pioneering projects of circular building.",ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0104,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514128,marc_angst,zirkular,VERBUNDEN_MIT_AKTEUR,marc_angst -VERBUNDEN_MIT_AKTEUR-> zirkular,web,https://zirkular.net/en/project/building-k-118,true,200,PROVEN,belegt,"Zirkular Projects Building K.118 Completed simultaneously by baubüro in situ in 2021, the projects K.118 in Winterthur and ELYS in Basel, proved to be pioneering projects of circular building.",ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0105,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514238,marc_loeliger,loeliger_strub,VERBUNDEN_MIT_AKTEUR,actor-network link marc_loeliger -> loeliger_strub (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://zirkular.net/en/project/lysp8,true,200,PROVEN,belegt,"mandate component hunting specialist planning context year of completion: 2025 project team: Pascal Hentschel, Andreas Oefner component hunting: Rebecca Brandmayer, Laia Meier client: Stiftung Habitat partner: Eitel & Partner (construction management) Pirmin Jung (Fachplanung Holzbau) architecture: ",ADD_SOURCE,IER-C3,prior=A06B-rel-0115; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0106,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199486,marc_loeliger,zirkular,VERBUNDEN_MIT_AKTEUR,marc_loeliger -VERBUNDEN_MIT_AKTEUR-> zirkular,web,https://zirkular.net/en/project/lysp8,true,200,PROVEN,belegt,"Zirkular Projects LysP8 In the planned new building, an ambitious reuse strategy has been developed together with the project team, which should save around 250 tons of CO2eq.",ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0107,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514508,marcel_raymaekers,salvage_architecture,VERBUNDEN_MIT_AKTEUR,actor-network link marcel_raymaekers -> salvage_architecture (no evidence_url/source_url on edge),web,https://rotordb.org/en/projects/unfolding-archives-6-marcel-raymaekers-pioneer-circular-architecture,true,200,PROVEN,belegt,"Unfolding the Archives #6 - Marcel Raymaekers, pioneer in circular architecture | Rotor Skip to main content Group 23 Created with Sketch.",ADD_SOURCE,IER-C3,prior=A06B-rel-0116; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0108,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514170,marco_graber,graber_pulver,VERBUNDEN_MIT_AKTEUR,actor-network link marco_graber -> graber_pulver (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://zirkular.net/en/project/recycling-center-juch-areal,true,200,PROVEN,belegt,Zirkular is now supporting the winning team Graber Pulver Architekten as specialist planners in the development of the project and in the coordination of the search for reused components.,ADD_SOURCE,IER-C3,prior=A06B-rel-0117; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0109,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199418,marco_graber,zirkular,VERBUNDEN_MIT_AKTEUR,marco_graber -VERBUNDEN_MIT_AKTEUR-> zirkular,web,https://zirkular.net/en/project/recycling-center-juch-areal,true,200,PROVEN,belegt,"Zirkular Projects Recycling Center Juch Areal The new recycling center located in the Juch site in Zurich-Altstetten will include a large hall for delivery, sorting and collection of the recycled goods as well as an administration and personnel area.",ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0110,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199759,markus_meissner,oekologie_institut,VERBUNDEN_MIT_AKTEUR,actor-network link markus_meissner -> oekologie_institut (no evidence_url/source_url on edge),web,https://www.baukarussell.at/about,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0119; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0111,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199490,martin_zeller,zirkular,VERBUNDEN_MIT_AKTEUR,martin_zeller -VERBUNDEN_MIT_AKTEUR-> zirkular,web,https://zirkular.net/en/project/building-k-118,true,200,PROVEN,belegt,"Zirkular Projects Building K.118 Completed simultaneously by baubüro in situ in 2021, the projects K.118 in Winterthur and ELYS in Basel, proved to be pioneering projects of circular building.",ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0112,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884971,materialnomaden,andrea_kessler,VERBUNDEN_MIT_AKTEUR,actor-network link materialnomaden -> andrea_kessler (no evidence_url/source_url on edge),web,https://morgenbau.at/34-bauteile-ernten-statt-entsorgen,true,200,PROVEN,belegt,#34 Bauteile ernten statt entsorgen | Morgenbau Podcast MORGENBAU Podcast Navigation Über den Podcast Über uns Newsletter Unterstützen Apple Podcast Spotify Search Über den Podcast Über uns Newsletter Unterstützen Apple Podcast Spotify Search MORGENBAU Architektur Podcast #34 Bauteile ernten statt e,ADD_SOURCE,IER-C3,prior=A06B-rel-0120; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0113,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570219,materialnomaden,peter_kneidinger,VERBUNDEN_MIT_AKTEUR,actor-network link materialnomaden -> peter_kneidinger (no evidence_url/source_url on edge),web,https://morgenbau.at/34-bauteile-ernten-statt-entsorgen,true,200,PROVEN,belegt,#34 Bauteile ernten statt entsorgen | Morgenbau Podcast MORGENBAU Podcast Navigation Über den Podcast Über uns Newsletter Unterstützen Apple Podcast Spotify Search Über den Podcast Über uns Newsletter Unterstützen Apple Podcast Spotify Search MORGENBAU Architektur Podcast #34 Bauteile ernten statt e,ADD_SOURCE,IER-C3,prior=A06B-rel-0122; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0114,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199783,materiuum,raphael_bach,VERBUNDEN_MIT_AKTEUR,materiuum -VERBUNDEN_MIT_AKTEUR-> raphael_bach,web,https://materiuum.ch/organisation-et-equipe,true,200,PROVEN,belegt,Structure et équipe | Matériuum – Le continuum de la matière Accompagnements ▼ Déconstruction et valorisation Construction en réemploi Formation et sensibilisation Recherche et développement Matériaux ▼ La Ressourcerie Genève La Ressourcerie Lausanne Filière réemploi valorisation Création Qui sommes,ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0115,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931885031,materiuum,umberto_lusso,VERBUNDEN_MIT_AKTEUR,materiuum -VERBUNDEN_MIT_AKTEUR-> umberto_lusso,web,https://materiuum.ch/organisation-et-equipe,true,200,PROVEN,belegt,Structure et équipe | Matériuum – Le continuum de la matière Accompagnements ▼ Déconstruction et valorisation Construction en réemploi Formation et sensibilisation Recherche et développement Matériaux ▼ La Ressourcerie Genève La Ressourcerie Lausanne Filière réemploi valorisation Création Qui sommes,ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0116,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514245,matthew_crabbe,Natural_Building_Lab,VERBUNDEN_MIT_AKTEUR,actor-network link matthew_crabbe -> Natural_Building_Lab (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://www.zrs.berlin/team,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0123; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; fetched but strict two-endpoint gate failed
IER-C3-0117,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199493,matthew_crabbe,nbl_studio,VERBUNDEN_MIT_AKTEUR,actor-network link matthew_crabbe -> nbl_studio (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://www.zrs.berlin/team,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0124; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; fetched but strict two-endpoint gate failed
IER-C3-0118,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199689,matthias_kohler,eth_zuerich,VERBUNDEN_MIT_AKTEUR,matthias_kohler -VERBUNDEN_MIT_AKTEUR-> eth_zuerich,web,https://gramaziokohler.arch.ethz.ch,true,200,PROVEN,belegt,Gramazio Kohler Research News Lehre Forschung Projekte Publikationen About Team Offene Stellen Kontakt Aktuell Vorträge Ausstellungen Preise Vortrag 25.06.2026 Digital Materiality in Architecture - How machines shape the future of architectural production Foro BAI 2026.,ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0119,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199792,matthias_neitsch,re_use_austria,VERBUNDEN_MIT_AKTEUR,actor-network link matthias_neitsch -> re_use_austria (no evidence_url/source_url on edge),web,https://www.baukarussell.at/impressum,true,200,PROVEN,belegt,Seidengasse 13/3 1070 Wien Österreich/Austria www.baukarussell.at office@baukarussell.at +43 676 852 896 400 Firmenbuchnummer: FN 595898x Umsatzsteuer-Identifikations-Nr.,ADD_SOURCE,IER-C3,prior=A06B-rel-0126; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0120,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514252,maximilian_stemmler,hft_stuttgart,VERBUNDEN_MIT_AKTEUR,actor-network link maximilian_stemmler -> hft_stuttgart (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://klingelhoefer-kroetsch.de/projekte/Stuttgart_210,true,200,PROVEN,belegt,"Reallabore_Stuttgart_210 - Klingelhöfer Krötsch Architekten Neues Projekte Büro --> Klingelhöfer Krötsch Architekten Reallabore Stuttgart 210 Im Rahmen des Forschungsprojekts ""Stuttgart 210 - weiterdenken, weiterbauen!"" entstehen 4 Reallabore, deren Tragwerk und Gebäudehülle zu wesentlichen Teilen a",ADD_SOURCE,IER-C3,prior=A06B-rel-0127; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0121,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199500,maximilian_stemmler,klingelhoefer_kroetsch,VERBUNDEN_MIT_AKTEUR,actor-network link maximilian_stemmler -> klingelhoefer_kroetsch (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://klingelhoefer-kroetsch.de/projekte/Stuttgart_210,true,200,PROVEN,belegt,"Reallabore_Stuttgart_210 - Klingelhöfer Krötsch Architekten Neues Projekte Büro --> Klingelhöfer Krötsch Architekten Reallabore Stuttgart 210 Im Rahmen des Forschungsprojekts ""Stuttgart 210 - weiterdenken, weiterbauen!"" entstehen 4 Reallabore, deren Tragwerk und Gebäudehülle zu wesentlichen Teilen a",ADD_SOURCE,IER-C3,prior=A06B-rel-0128; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0122,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514347,michael_polisano,plp_architecture,VERBUNDEN_MIT_AKTEUR,actor-network link michael_polisano -> plp_architecture (no evidence_url/source_url on edge),web,https://plparchitecture.com,true,200,PROVEN,belegt,"PLP Architecture | Contextual, Human-Centred Design Skip to Main Content PLP Architecture Our mission is to shape the built environment through informed decisions grounded in place, behaviour and lasting value, delivering architecture that is responsive, human-focused and built to endure.",ADD_SOURCE,IER-C3,prior=A06B-rel-0129; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0123,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884630,michel_massmuenster,baubuero_in_situ,VERBUNDEN_MIT_AKTEUR,michel_massmuenster -VERBUNDEN_MIT_AKTEUR-> baubuero_in_situ,web,https://zirkular.net/en/project/building-k-118,true,200,PROVEN,belegt,"Zirkular Projects Building K.118 Completed simultaneously by baubüro in situ in 2021, the projects K.118 in Winterthur and ELYS in Basel, proved to be pioneering projects of circular building.",ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0124,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199382,michel_massmuenster,zirkular,VERBUNDEN_MIT_AKTEUR,michel_massmuenster -VERBUNDEN_MIT_AKTEUR-> zirkular,web,https://zirkular.net/en/project/building-k-118,true,200,PROVEN,belegt,"Zirkular Projects Building K.118 Completed simultaneously by baubüro in situ in 2021, the projects K.118 in Winterthur and ELYS in Basel, proved to be pioneering projects of circular building.",ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0125,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199730,mobius_reemploi,noe_basch,VERBUNDEN_MIT_AKTEUR,actor-network link mobius_reemploi -> noe_basch (no evidence_url/source_url on edge),web,https://www.mobius-reemploi.fr/,true,200,PROVEN,belegt,--> MOBIUS - Réemploi Construction France top of page Constat Solutions Équipe Conseil Industrie Nos Produits Références Boîte à Outils Contact Presse Plus Use tab to navigate through the menu items.,ADD_SOURCE,IER-C3,prior=A06B-rel-0130; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0126,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199729,new_horizon,michel_baars,VERBUNDEN_MIT_AKTEUR,actor-network link new_horizon -> michel_baars (no evidence_url/source_url on edge),web,https://www.superuse-studios.com/team,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0131; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0127,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514183,nils_nolting,CITYFOERSTER,VERBUNDEN_MIT_AKTEUR,actor-network link nils_nolting -> CITYFOERSTER (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://www.cityfoerster.net/projects/recyclinghaus_hanover-218-2.html,true,200,PROVEN,belegt,"285 m² GFA, 1 housing unit Status: completed, 2019 Projectnumber: 1532-CYC Services: LP 1-8 Partners: Verena Brehm Nils Nolting Arne Hansen Award: Special Prize for Sustainability at the German Façade Award 2020, Innovationspreis2021 powered by BFW Landesverband Nord, Shortlist Lower Saxony State Pr",ADD_SOURCE,IER-C3,prior=A06B-rel-0134; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0128,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514256,nina_pawlicki,Natural_Building_Lab,VERBUNDEN_MIT_AKTEUR,actor-network link nina_pawlicki -> Natural_Building_Lab (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://www.nbl.berlin,true,200,PROVEN,belegt,Natural Building Lab Events This Semester Projects Themes Network Team Locations Contact Imprint & Privacy Offener Brief - Situation der Bauforschung in Deutschland Featured Project 02.03.26 Für eine bessere finanzielle Ausstattung der Bauforschung wenden sich rund 40 Professor*innen in einem offene,ADD_SOURCE,IER-C3,prior=A06B-rel-0135; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0129,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199824,nomol,re_win,VERBUNDEN_MIT_AKTEUR,actor-network link nomol -> re_win (no evidence_url/source_url on edge),web,https://www.nomol.ag/uber-uns,true,200,PROVEN,belegt,"über uns — Nomol AG home forster reconditioned über uns ÜBER UNS Die Werte der Nomol AG Die Nomol AG verfolgt den Zweck, die Wiederverwendung hochwertiger Bauelemente als gute Praxis in der Bauwirtschaft zu fördern und dadurch einen wesentlichen Beitrag zur ökologischen und sozialen Transformation d",ADD_SOURCE,IER-C3,prior=A06B-rel-0137; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0130,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514212,norbert_foehn,bischof_foehn_architektur,VERBUNDEN_MIT_AKTEUR,actor-network link norbert_foehn -> bischof_foehn_architektur (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html,true,200,PROVEN,belegt,"Architektur Bischof Föhn Architekten, Zürich Baumanagement Meili Partner Baumanagement, Zürich Landschaftsarchitektur Planung Re-Use: Zirkular GmbH, Zürich Bauingenieurwesen Ingenieurbureau Heierli AG, Zürich HLKS-Planung Haerter + Partner AG, Zürich Elektroplanung Schmidiger + Rosasco AG, Zürich Ba",ADD_SOURCE,IER-C3,prior=A06B-rel-0138; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0131,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884790,overtreders_w,reinder_bakker,VERBUNDEN_MIT_AKTEUR,actor-network link overtreders_w -> reinder_bakker (no evidence_url/source_url on edge),web,https://www.overtreders-w.nl/team,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0142; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0132,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514609,pablo_garrido_arnaiz,parabase,VERBUNDEN_MIT_AKTEUR,actor-network link pablo_garrido_arnaiz -> parabase (no evidence_url/source_url on edge),web,https://www.beta-architecture.com/elementa-parabase,true,200,PROVEN,belegt,"ELEMENTA, Parabase – BETA --> lexicon submit instagram about lexicon submit instagram about BETA Search site...",ADD_SOURCE,IER-C3,prior=A06B-rel-0143; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0133,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514633,pascal_flammer,pascal_flammer_architekten,VERBUNDEN_MIT_AKTEUR,actor-network link pascal_flammer -> pascal_flammer_architekten (no evidence_url/source_url on edge),web,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/pascal-flammer-architekten-ag,true,200,PROVEN,belegt,"Pascal Flammer Architekten AG - Cirkla Aller au contenu Cirkla pour le réemploi dans la construction Le réseau du réemploi Formation Publications & outils Actualités Association Contact Les experts Pascal Flammer Architekten AG Rosengartenstrass , Zürich Pascal Flammer Architekten AG Architecte Pasc",ADD_SOURCE,IER-C3,prior=A06B-rel-0146; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0134,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884634,pascal_hentschel,baubuero_in_situ,VERBUNDEN_MIT_AKTEUR,pascal_hentschel -VERBUNDEN_MIT_AKTEUR-> baubuero_in_situ,web,https://zirkular.net/en/project/building-k-118,true,200,PROVEN,belegt,"Zirkular Projects Building K.118 Completed simultaneously by baubüro in situ in 2021, the projects K.118 in Winterthur and ELYS in Basel, proved to be pioneering projects of circular building.",ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
