claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status,issue_type,is_synthetic,is_external,fix_status,prior_proof_quote,prior_basis_type,prior_basis_ref,graph_evidence_source
09-beteiligt_an-0714,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837675,rotordc,bg_stahl_technik_multi_reinstalled_elevator_motors,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_stahl_technik_multi_reinstalled_elevator_motors (ck=reuse_supply_or_material_hub_candidate),web,https://rotordb.org/en/news/reuse-blue-limestone-multi,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837675,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0715,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837512,rotordc,bg_unbekannt_technik_chiro_luminaires,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_unbekannt_technik_chiro_luminaires (ck=reuse_supply_or_material_hub_candidate),web,https://rotordb.org/en/projects/sanitary-block-itterbeek-chiro,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837512,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0716,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837513,rotordc,bg_ziegel_dach_chiro_tiles,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_ziegel_dach_chiro_tiles (ck=reuse_supply_or_material_hub_candidate),web,https://rotordb.org/en/projects/sanitary-block-itterbeek-chiro,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837513,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0717,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837510,rotordc,bg_ziegel_mehrere_chiro_facade,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_ziegel_mehrere_chiro_facade (ck=reuse_supply_or_material_hub_candidate),web,https://rotordb.org/en/projects/sanitary-block-itterbeek-chiro,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837510,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0718,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837657,rotordc,bg_ziegel_mehrere_maison_vignette_facade_claustra,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_ziegel_mehrere_maison_vignette_facade_claustra (ck=reuse_supply_or_material_hub_candidate),web,https://opalis.eu/fr/projets/maison-vignette,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837657,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0767,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159778059117663809,symmetrys,bg_stahl_mehrere_55gss_external_core,BETEILIGT_AN,Akteur symmetrys beteiligt an Bauteilgruppe bg_stahl_mehrere_55gss_external_core (ck=planning_actor_component_involvement),web,https://asbp.org.uk/case-studies/55-great-suffolk-street,false,,PARTIAL,teilweise_belegt,"inferred participation via planning_actor_component_involvement; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159778059117663809,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via planning_actor_component_involvement; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
EP08-n-0566,node,kw_p_biopartner_5_leiden_oegstgeest_co2_saving_1,,,Kennwert,Kennwert kw_p_biopartner_5_leiden_oegstgeest_co2_saving_1 is wired and carries measured value,web,https://www.nationalestaalprijs.nl/project/biopartner-5,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Reduktion; einheit=%,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2290,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=CO₂-Reduktion; einheit=%,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0594,node,kw_p_chiro_d_itterbeek_dilbeek_co2_saving_0,,,Kennwert,Kennwert kw_p_chiro_d_itterbeek_dilbeek_co2_saving_0 is wired and carries measured value,web,https://www.construction21.org/france/case-studies/h/pavillon-de-sanitaires-du-chiro-d-itterbeek.html,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=vermiedenes CO₂; einheit=kg CO₂,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2320,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=vermiedenes CO₂; einheit=kg CO₂,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0596,node,kw_p_chiro_d_itterbeek_dilbeek_cost_1,,,Kennwert,Kennwert kw_p_chiro_d_itterbeek_dilbeek_cost_1 is wired and carries measured value,web,https://www.construction21.org/france/case-studies/h/pavillon-de-sanitaires-du-chiro-d-itterbeek.html,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kosten Bau/Renovierung; einheit=€,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2322,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Kosten Bau/Renovierung; einheit=€,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0597,node,kw_p_chiro_d_itterbeek_dilbeek_cost_2,,,Kennwert,Kennwert kw_p_chiro_d_itterbeek_dilbeek_cost_2 is wired and carries measured value,web,https://www.construction21.org/france/case-studies/h/pavillon-de-sanitaires-du-chiro-d-itterbeek.html,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kosten/m²; einheit=€/m²,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2323,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Kosten/m²; einheit=€/m²,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0612,node,kw_p_ferme_du_rail_paris_cost_0,,,Kennwert,Kennwert kw_p_ferme_du_rail_paris_cost_0 is wired and carries measured value,web,https://www.ekopolis.fr/operations-batiment/la-ferme-du-rail,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Baukosten; einheit=Mio. € HT,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2340,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Baukosten; einheit=Mio. € HT,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0614,node,kw_p_ferme_du_rail_paris_cost_2,,,Kennwert,Kennwert kw_p_ferme_du_rail_paris_cost_2 is wired and carries measured value,web,https://www.ekopolis.fr/operations-batiment/la-ferme-du-rail,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kostenwirkung Reuse; einheit=—,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2342,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Kostenwirkung Reuse; einheit=—,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0615,node,kw_p_ferme_du_rail_paris_reuse_share_0,,,Kennwert,Kennwert kw_p_ferme_du_rail_paris_reuse_share_0 is wired and carries measured value,web,https://www.ekopolis.fr/operations-batiment/la-ferme-du-rail,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Anteil biosourcé und/oder réemployé; einheit=%,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2339,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Anteil biosourcé und/oder réemployé; einheit=%,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0620,node,kw_p_grande_halle_de_colombelles_cost_1,,,Kennwert,Kennwert kw_p_grande_halle_de_colombelles_cost_1 is wired and carries measured value,web,https://www.construction21.org/france/case-studies/h/la-grande-halle-de-colombelles.html,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Baukosten; einheit=Mio. €,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2347,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Baukosten; einheit=Mio. €,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0621,node,kw_p_grande_halle_de_colombelles_cost_2,,,Kennwert,Kennwert kw_p_grande_halle_de_colombelles_cost_2 is wired and carries measured value,web,https://albert-and-co.fr/2023/05/28/centre-culturel-grande-halle-caen,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Baukosten alternative; einheit=Mio. € HT,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2348,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Baukosten alternative; einheit=Mio. € HT,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0622,node,kw_p_grande_halle_de_colombelles_cost_3,,,Kennwert,Kennwert kw_p_grande_halle_de_colombelles_cost_3 is wired and carries measured value,web,https://www.construction21.org/france/case-studies/h/la-grande-halle-de-colombelles.html,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Studienkosten; einheit=€,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2349,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Studienkosten; einheit=€,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0623,node,kw_p_grande_halle_de_colombelles_cost_4,,,Kennwert,Kennwert kw_p_grande_halle_de_colombelles_cost_4 is wired and carries measured value,web,https://www.ekopolis.fr/operations-batiment/grande-halle-de-colombelles,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=—,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2350,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=—,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0632,node,kw_p_haus_hos_mehrfamilienhaus_muehlhausen_cost_0,,,Kennwert,Kennwert kw_p_haus_hos_mehrfamilienhaus_muehlhausen_cost_0 is wired and carries measured value,web,https://www.seidlarchitekten.de/haus-hos-muehlhausen,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Herstellungskosten; einheit=EUR,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2359,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Herstellungskosten; einheit=EUR,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0633,node,kw_p_haus_hos_mehrfamilienhaus_muehlhausen_cost_1,,,Kennwert,Kennwert kw_p_haus_hos_mehrfamilienhaus_muehlhausen_cost_1 is wired and carries measured value,web,https://www.seidlarchitekten.de/haus-hos-muehlhausen,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kosteneinsparung; einheit=%,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2360,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Kosteneinsparung; einheit=%,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0635,node,kw_p_holbein_gardens_london_cost_0,,,Kennwert,Kennwert kw_p_holbein_gardens_london_cost_0 is wired and carries measured value,web,https://www.istructe.org/journal/volumes/volume-101-%282023%29/issue-3/holbein-gardens-low-carbon-reclaimed-steel,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung Stahlreuse; einheit=t CO₂e,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2363,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung Stahlreuse; einheit=t CO₂e,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0636,node,kw_p_holbein_gardens_london_cost_1,,,Kennwert,Kennwert kw_p_holbein_gardens_london_cost_1 is wired and carries measured value,web,https://hts.uk.com/project/holbein-gardens,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung Stahlreuse; einheit=t CO₂e,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2364,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung Stahlreuse; einheit=t CO₂e,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0637,node,kw_p_holbein_gardens_london_cost_2,,,Kennwert,Kennwert kw_p_holbein_gardens_london_cost_2 is wired and carries measured value,web,https://www.grosvenor.com/news-insights/some-of-uk%E2%80%99s-first-salvaged-steelwork-reused-in-holbein-gardens-retrofit,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung Stahlreuse; einheit=t CO₂e,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2365,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung Stahlreuse; einheit=t CO₂e,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0638,node,kw_p_holbein_gardens_london_cost_3,,,Kennwert,Kennwert kw_p_holbein_gardens_london_cost_3 is wired and carries measured value,web,https://asbp.org.uk/case-studies/holbein-gardens,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=operational carbon savings; einheit=%,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2366,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=operational carbon savings; einheit=%,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0640,node,kw_p_holbein_gardens_london_reuse_share_0,,,Kennwert,Kennwert kw_p_holbein_gardens_london_reuse_share_0 is wired and carries measured value,web,https://link.springer.com/article/10.1007/s13296-023-00778-4,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Anteil reused steel an Stahltonnage; einheit=%,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2362,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Anteil reused steel an Stahltonnage; einheit=%,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0654,node,kw_p_jeugdkliniek_ithaka_emergis_kloetinge_reuse_share_0,,,Kennwert,Kennwert kw_p_jeugdkliniek_ithaka_emergis_kloetinge_reuse_share_0 is wired and carries measured value,web,https://emergiskindenjeugd.nl/wie-zijn-we/nieuws/2019-08/nieuwe-kliniek-kind-jeugd-gebruik,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Materialanteil aus RWS; einheit=%,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2379,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Materialanteil aus RWS; einheit=%,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0655,node,kw_p_jeugdkliniek_ithaka_emergis_kloetinge_reuse_share_1,,,Kennwert,Kennwert kw_p_jeugdkliniek_ithaka_emergis_kloetinge_reuse_share_1 is wired and carries measured value,web,https://www.skipr.nl/nieuws/emergis-bouwt-kliniek-met-hergebruikt-materiaal,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Ziel Reuse-Anteil Neubau; einheit=%,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2380,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Ziel Reuse-Anteil Neubau; einheit=%,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0657,node,kw_p_juch_areal_recyclingzentrum_zuerich_cost_0,,,Kennwert,Kennwert kw_p_juch_areal_recyclingzentrum_zuerich_cost_0 is wired and carries measured value,web,https://zirkular.net/de/projekt/erz-juchareal,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung gegenüber konventionellem Neubau; einheit=t CO₂,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2384,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung gegenüber konventionellem Neubau; einheit=t CO₂,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0658,node,kw_p_juch_areal_recyclingzentrum_zuerich_cost_1,,,Kennwert,Kennwert kw_p_juch_areal_recyclingzentrum_zuerich_cost_1 is wired and carries measured value,web,https://zirkular.net/de/projekt/erz-juchareal,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=frühere Baukostenschätzung; einheit=Mio. CHF,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2385,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=frühere Baukostenschätzung; einheit=Mio. CHF,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0663,node,kw_p_k118_kopfbau_halle_118_winterthur_co2_saving_4,,,Kennwert,Kennwert kw_p_k118_kopfbau_halle_118_winterthur_co2_saving_4 is wired and carries measured value,web,https://www.galvanizingeurope.org/case_studies/k-118-from-former-factory-to-beacon-of-sustainable-building,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Reduktion; einheit=%,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2390,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=CO₂-Reduktion; einheit=%,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0664,node,kw_p_k118_kopfbau_halle_118_winterthur_co2_saving_5,,,Kennwert,Kennwert kw_p_k118_kopfbau_halle_118_winterthur_co2_saving_5 is wired and carries measured value,web,https://www.galvanizingeurope.org/case_studies/k-118-from-former-factory-to-beacon-of-sustainable-building,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Reduktion absolut; einheit=t CO₂,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2391,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=CO₂-Reduktion absolut; einheit=t CO₂,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0665,node,kw_p_k118_kopfbau_halle_118_winterthur_co2_saving_6,,,Kennwert,Kennwert kw_p_k118_kopfbau_halle_118_winterthur_co2_saving_6 is wired and carries measured value,web,https://www.galvanizingeurope.org/case_studies/k-118-from-former-factory-to-beacon-of-sustainable-building,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Beitrag Stahlreuse; einheit=t CO₂ / 16 %,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2392,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=CO₂-Beitrag Stahlreuse; einheit=t CO₂ / 16 %,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0666,node,kw_p_k118_kopfbau_halle_118_winterthur_cost_0,,,Kennwert,Kennwert kw_p_k118_kopfbau_halle_118_winterthur_cost_0 is wired and carries measured value,web,https://www.galvanizingeurope.org/case_studies/k-118-from-former-factory-to-beacon-of-sustainable-building,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kostenwirkung; einheit=qualitativ,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2393,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Kostenwirkung; einheit=qualitativ,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0691,node,kw_p_lycee_michel_lucius_conversion_luxembourg_cost_1,,,Kennwert,Kennwert kw_p_lycee_michel_lucius_conversion_luxembourg_cost_1 is wired and carries measured value,web,https://www.daedalus.lu/projekte/neugestaltung-des-gelandes-des-lycee-michel-lucius,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Kosten; einheit=EUR ohne MwSt,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2418,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Kosten; einheit=EUR ohne MwSt,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0692,node,kw_p_lycee_michel_lucius_conversion_luxembourg_cost_2,,,Kennwert,Kennwert kw_p_lycee_michel_lucius_conversion_luxembourg_cost_2 is wired and carries measured value,web,https://www.naturanal.com/story/reusing-materials-crisis-in-the-construction-sector,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=t CO₂e,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2419,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=CO₂-Einsparung; einheit=t CO₂e,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0700,node,kw_p_mehrow_pilot_house_cost_1,,,Kennwert,Kennwert kw_p_mehrow_pilot_house_cost_1 is wired and carries measured value,web,https://www.sciencedirect.com/science/article/pii/S0959652622048090,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Distanz Spender–Empfänger; einheit=km,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2427,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Distanz Spender–Empfänger; einheit=km,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
EP08-n-0701,node,kw_p_mehrow_pilot_house_cost_2,,,Kennwert,Kennwert kw_p_mehrow_pilot_house_cost_2 is wired and carries measured value,web,https://taz.de/Die-Wiedergeburt-der-Platte/!493469,false,,PROVEN,hoch,HAT_KENNWERT in=1; kennwert/wert=Baukosten; einheit=EUR/m²,KEEP,F08,name=null by design; F08 FIXED_NODE_URL; graph=primary_source_url/source_urls,EP-08+F08,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2428,node,logic_basis,false,true,FIXED_NODE_URL,HAT_KENNWERT in=1; kennwert/wert=Baukosten; einheit=EUR/m²,logic,_neo4j/contracts/ + get-schema,primary_source_url/source_urls
