bauteilgruppe_id,bauteilgruppe_name,projekt_id,projekt_name,projekt_staedte,projekt_laender,receiver_staedte,donor_staedte,wiederverwendungsort,reuse_status
bg_boden_meduni_double_floors_candidate,bg_reuse_boden_meduni_double_floors_candidate,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Gelagert_oder_Unbekannt,
bg_daemmstoff_daemmung_umar_repurposed_insulation,bg_reuse_daemmstoff_daemmung_umar_repurposed_insulation,p_umar_unit,UMAR Unit,Dübendorf,Schweiz,,,In_situ,
bg_decke_liander_existing_ceiling_plates,bg_reuse_decke_liander_existing_ceiling_plates,p_liander_alliander_hq_duiven,Liander,Duiven,Niederlande,,,,
bg_fliesen_boden_wand_meduni_tiles_candidate,bg_reuse_fliesen_boden_wand_meduni_tiles_candidate,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Extern_importiert,
bg_glas_fenster_k118_zurich_windows_candidate,bg_reuse_glas_fenster_k118_zurich_windows_candidate,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Winterthur,Schweiz,,,Extern_importiert,
bg_glas_fenster_upcycle_studios_repurposed_double_glazing,bg_reuse_glas_fenster_upcycle_studios_repurposed_double_glazing,p_upcycle_studios_copenhagen,Upcycle Studios Copenhag…,Kopenhagen,Dänemark,,,,
bg_glas_innenwand_bluecity_reused_window_frames,bg_reuse_glas_innenwand_bluecity_reused_window_frames,p_bluecity_offices_rotterdam,BlueCity Offices…,Rotterdam,Niederlande,,,,
bg_holz_ausbau_canaux_archive_furniture_acoustic_desks,bg_reuse_holz_ausbau_canaux_archive_furniture_acoustic_desks,p_maison_des_canaux_paris,"Maison des Canaux, Paris",Paris,Frankreich,,,,
bg_holz_ausbau_upcycle_studios_discarded_flooring_boards,bg_reuse_holz_ausbau_upcycle_studios_discarded_flooring_boards,p_upcycle_studios_copenhagen,Upcycle Studios Copenhag…,Kopenhagen,Dänemark,,,,
bg_holz_aussenraum_canaux_landing_doors_decking_lattice,bg_reuse_holz_aussenraum_canaux_landing_doors_decking_lattice,p_maison_des_canaux_paris,"Maison des Canaux, Paris",Paris,Frankreich,,,Extern_importiert,
bg_holz_boden_canaux_refurbished_wooden_floor,bg_reuse_holz_boden_canaux_refurbished_wooden_floor,p_maison_des_canaux_paris,"Maison des Canaux, Paris",Paris,Frankreich,,,,
bg_holz_boden_k118_parquet_candidate,bg_reuse_holz_boden_k118_parquet_candidate,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Winterthur,Schweiz,,,Extern_importiert,
bg_holz_boden_meduni_parquet_candidate,bg_reuse_holz_boden_meduni_parquet_candidate,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Extern_importiert,
bg_holz_dach_k118_aarau_roof_elements_candidate,bg_reuse_holz_dach_k118_aarau_roof_elements_candidate,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Winterthur,Schweiz,,,Extern_importiert,
bg_holz_fassade_hastings_pier_rescued_tropical_hardwood,bg_reuse_holz_fassade_hastings_pier_rescued_tropical_hardwood,p_hastings_pier_visitor_centre,Hastings Pier Visitor…,Hastings,Vereinigtes Königreich,,,,
bg_holz_fassade_liander_waste_wood_facades,bg_reuse_holz_fassade_liander_waste_wood_facades,p_liander_alliander_hq_duiven,Liander,Duiven,Niederlande,,,,
bg_holz_mehrere_grubenstrasse_old_roof_purlins,bg_reuse_holz_mehrere_grubenstrasse_old_roof_purlins,p_grubenstrasse_29_werkhof_29_zuerich,Grubenstrasse 29,Zürich,Schweiz,,,Im_selben_Gebaeude_versetzt,
bg_holz_mehrere_resource_rows_metro_wastewood_candidate,bg_reuse_holz_mehrere_resource_rows_metro_wastewood_candidate,p_resource_rows_copenhagen,Resource Rows,Kopenhagen,Dänemark,,,,
bg_holz_moebel_hastings_pier_deck_furniture,bg_reuse_holz_moebel_hastings_pier_deck_furniture,p_hastings_pier_visitor_centre,Hastings Pier Visitor…,Hastings,Vereinigtes Königreich,,,,
bg_holz_papier_ferme_du_rail_recycled_fibre_wall_panels,bg_reuse_holz_papier_ferme_du_rail_recycled_fibre_wall_panels,p_ferme_du_rail_paris,Ferme du Rail Paris,Paris,Frankreich,,,,
bg_holz_tragwerk_cascadeup_glulamst_frame,bg_reuse_holz_tragwerk_cascadeup_glulamst_frame,p_cascadeup_london_secondary_timber_glulam_demonstrator,CascadeUp,London,Vereinigtes Königreich,,,,
bg_holz_treppe_meduni_oak_handrails_candidate,bg_reuse_holz_treppe_meduni_oak_handrails_candidate,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Extern_importiert,
bg_holz_tueren_k118_uster_doors_candidate,bg_reuse_holz_tueren_k118_uster_doors_candidate,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Winterthur,Schweiz,,,Extern_importiert,
bg_holz_tueren_meduni_doors_candidate,bg_reuse_holz_tueren_meduni_doors_candidate,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Extern_importiert,
bg_holz_wand_decke_cascadeup_clst_panels,bg_reuse_holz_wand_decke_cascadeup_clst_panels,p_cascadeup_london_secondary_timber_glulam_demonstrator,CascadeUp,London,Vereinigtes Königreich,,,,
bg_keramik_fliese_canaux_terracotta_wall_covering,bg_reuse_keramik_fliese_canaux_terracotta_wall_covering,p_maison_des_canaux_paris,"Maison des Canaux, Paris",Paris,Frankreich,,,Gelagert_oder_Unbekannt,
bg_keramik_fliese_ferme_du_rail_reused_tiles,bg_reuse_keramik_fliese_ferme_du_rail_reused_tiles,p_ferme_du_rail_paris,Ferme du Rail Paris,Paris,Frankreich,,,,
bg_leuchten_canaux_lighting_fixtures_parchment,bg_reuse_leuchten_canaux_lighting_fixtures_parchment,p_maison_des_canaux_paris,"Maison des Canaux, Paris",Paris,Frankreich,,,,
bg_mehrere_ausbau_biopartner5_furniture_doors_candidate,bg_reuse_mehrere_ausbau_biopartner5_furniture_doors_candidate,p_biopartner_5_leiden_oegstgeest,BioPartner 5,Leiden;Oegstgeest,Niederlande,,,,
bg_mehrere_maison_vignette_reclaimed_recycled_package,bg_reuse_mehrere_maison_vignette_reclaimed_recycled_package,p_maison_vignette_auderghem,Maison Vignette,Auderghem / Brüssel,Belgien,,,,
bg_mehrere_mehrere_meduni_component_catalogue,bg_reuse_mehrere_mehrere_meduni_component_catalogue,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Extern_importiert,
bg_mehrere_mehrere_svanen_clock_dome_washbasins,bg_reuse_mehrere_mehrere_svanen_clock_dome_washbasins,p_svanen_kindergarten_gladsaxe,Svanen,Gladsaxe,Dänemark,,,Auf_demselben_Standort_versetzt,
bg_mehrere_technik_k118_pv_candidate,bg_reuse_mehrere_technik_k118_pv_candidate,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Winterthur,Schweiz,,,Extern_importiert,
bg_metall_fassade_k118_red_sheets_candidate,bg_reuse_metall_fassade_k118_red_sheets_candidate,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Winterthur,Schweiz,,,Extern_importiert,
bg_metall_fassade_schaerenmoos_fassade_absturz,bg_reuse_metall_fassade_schaerenmoos_fassade_absturz,p_schaerenmoosstrasse_zuerich,Schärenmoosstr. ZH,Zürich,Schweiz,,,,
bg_metall_ferme_du_rail_reused_metallic_elements,bg_reuse_metall_ferme_du_rail_reused_metallic_elements,p_ferme_du_rail_paris,Ferme du Rail Paris,Paris,Frankreich,,,,
bg_metall_gelaender_bluecity_oil_platform_balustrades,bg_reuse_metall_gelaender_bluecity_oil_platform_balustrades,p_bluecity_offices_rotterdam,BlueCity Offices…,Rotterdam,Niederlande,,,,
bg_metall_technik_meduni_copper_cables_candidate,bg_reuse_metall_technik_meduni_copper_cables_candidate,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Gelagert_oder_Unbekannt,
bg_metall_treppe_meduni_jugendstil_handrails_candidate,bg_reuse_metall_treppe_meduni_jugendstil_handrails_candidate,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Extern_importiert,
bg_moebel_canaux_reclaimed_furniture,bg_reuse_moebel_canaux_reclaimed_furniture,p_maison_des_canaux_paris,"Maison des Canaux, Paris",Paris,Frankreich,,,,
bg_moebel_lager_meduni_heavy_shelves_candidate,bg_reuse_moebel_lager_meduni_heavy_shelves_candidate,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Extern_importiert,
bg_moebel_sitze_meduni_cinema_seats_candidate,bg_reuse_moebel_sitze_meduni_cinema_seats_candidate,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Extern_importiert,
bg_moebel_stuehle_meduni_folding_chairs_candidate,bg_reuse_moebel_stuehle_meduni_folding_chairs_candidate,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Extern_importiert,
bg_naturstein_boden_k118_granite_candidate,bg_reuse_naturstein_boden_k118_granite_candidate,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Winterthur,Schweiz,,,Extern_importiert,
bg_naturstein_fassade_k118_granit_orion_candidate,bg_reuse_naturstein_fassade_k118_granit_orion_candidate,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Winterthur,Schweiz,,,,
bg_papier_daemmung_lo_reninge_recycled_paper_insulation,bg_reuse_papier_daemmung_lo_reninge_recycled_paper_insulation,p_lo_reninge_town_hall_facade,Lo-Reninge Town Hall…,Lo-Reninge,Belgien,,,,
bg_sanitaer_liander_existing_toilets,bg_reuse_sanitaer_liander_existing_toilets,p_liander_alliander_hq_duiven,Liander,Duiven,Niederlande,,,,
bg_stahl_erschliessung_k118_aussentreppe_orion_candidate,bg_reuse_stahl_erschliessung_k118_aussentreppe_orion_candidate,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Winterthur,Schweiz,,,,
bg_stahl_mehrere_k118_kopfbau_halle_118_winterthur_stahltraeger_candidate,bg_reuse_stahl_mehrere_k118_kopfbau_halle_118_winterthur_stahltraeger_candidate,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Winterthur,Schweiz,,,,
bg_stahl_mehrere_schaerenmoos_dachpergolen,bg_reuse_stahl_mehrere_schaerenmoos_dachpergolen,p_schaerenmoosstrasse_zuerich,Schärenmoosstr. ZH,Zürich,Schweiz,,,,
bg_stahl_mehrere_schaerenmoos_laubengang_balkone,bg_reuse_stahl_mehrere_schaerenmoos_laubengang_balkone,p_schaerenmoosstrasse_zuerich,Schärenmoosstr. ZH,Zürich,Schweiz,,,Extern_importiert,
bg_stahl_tragwerk_bluecity_reused_steel,bg_reuse_stahl_tragwerk_bluecity_reused_steel,p_bluecity_offices_rotterdam,BlueCity Offices…,Rotterdam,Niederlande,,,,
bg_stahl_tragwerk_brent_cross_oil_pipeline_tubulars,bg_reuse_stahl_tragwerk_brent_cross_oil_pipeline_tubulars,p_brent_cross_town_primary_substation_london,Brent Cross Town…,London,Vereinigtes Königreich,,,,
bg_stahl_tragwerk_k118_basel_steel_beams_candidate,bg_reuse_stahl_tragwerk_k118_basel_steel_beams_candidate,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Winterthur,Schweiz,,,Extern_importiert,
bg_stahl_tragwerk_liander_extension_steel,bg_reuse_stahl_tragwerk_liander_extension_steel,p_liander_alliander_hq_duiven,Liander,Duiven,Niederlande,,,,
bg_stahl_treppe_k118_orion_stair_candidate,bg_reuse_stahl_treppe_k118_orion_stair_candidate,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Winterthur,Schweiz,,,Extern_importiert,
bg_stein_boden_multi_bruges_bluestone_flagstones,bg_reuse_stein_boden_multi_bruges_bluestone_flagstones,p_multi_brussels_reuse_in_multi,Multi Brussels,Brüssel,Belgien,,,,
bg_stein_boden_multi_generale_granite_flooring,bg_reuse_stein_boden_multi_generale_granite_flooring,p_multi_brussels_reuse_in_multi,Multi Brussels,Brüssel,Belgien,,,,
bg_stein_boden_multi_paris_granite_terrace,bg_reuse_stein_boden_multi_paris_granite_terrace,p_multi_brussels_reuse_in_multi,Multi Brussels,Brüssel,Belgien,,,,
bg_stein_ferme_du_rail_reused_stones,bg_reuse_stein_ferme_du_rail_reused_stones,p_ferme_du_rail_paris,Ferme du Rail Paris,Paris,Frankreich,,,,
bg_stein_multi_bluestone_blocks_plinth,bg_reuse_stein_multi_bluestone_blocks_plinth,p_multi_brussels_reuse_in_multi,Multi Brussels,Brüssel,Belgien,,,,
bg_technik_aufzug_meduni_paternoster_candidate,bg_reuse_technik_aufzug_meduni_paternoster_candidate,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Extern_importiert,
bg_technik_ausbau_k118_fixtures_candidate,bg_reuse_technik_ausbau_k118_fixtures_candidate,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Winterthur,Schweiz,,,Extern_importiert,
bg_technik_ausbau_meduni_projector_screen_candidate,bg_reuse_technik_ausbau_meduni_projector_screen_candidate,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Extern_importiert,
bg_technik_ausbau_meduni_vintage_clocks_candidate,bg_reuse_technik_ausbau_meduni_vintage_clocks_candidate,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Extern_importiert,
bg_technik_multi_elevator_engines,bg_reuse_technik_multi_elevator_engines,p_multi_brussels_reuse_in_multi,Multi Brussels,Brüssel,Belgien,,,,
bg_textil_daemmung_ferme_du_rail_recycled_clothing_insulation,bg_reuse_textil_daemmung_ferme_du_rail_recycled_clothing_insulation,p_ferme_du_rail_paris,Ferme du Rail Paris,Paris,Frankreich,,,,
bg_tuer_moebel_liander_doors_to_furniture,bg_reuse_tuer_moebel_liander_doors_to_furniture,p_liander_alliander_hq_duiven,Liander,Duiven,Niederlande,,,,
bg_ziegel_fassade_lo_reninge_reclaimed_yellow_brick,bg_reuse_ziegel_fassade_lo_reninge_reclaimed_yellow_brick,p_lo_reninge_town_hall_facade,Lo-Reninge Town Hall…,Lo-Reninge,Belgien,,,,
bg_ziegel_fassade_maison_vignette_reused_facing_bricks,bg_reuse_ziegel_fassade_maison_vignette_reused_facing_bricks,p_maison_vignette_auderghem,Maison Vignette,Auderghem / Brüssel,Belgien,,,,
