bauteilgruppe_id,bauteilgruppe_name,donor_bauwerk_id,donor_bauwerk_name,donor_address,donor_latitude,donor_longitude,donor_confidence,donor_evidence_status,donor_source_url,receiver_projekt_id,receiver_projekt_name,receiver_address,receiver_latitude,receiver_longitude,receiver_confidence
bg_mehrere_mehrere_verbiest_karreveld_decken_leuchten,Karreveld abgehängte…,bw_karreveld_buerogebaeude_zu_schule_und_sportzentrum,Karreveld Bürogebäude…,"Karreveld, Sint-Jans-Molenbeek, Brussels, Belgium",50.8614034,4.3155803,low,district_only,archive:Verbiest_Karreveld_Brussels.md,p_verbiest_karreveld_brussels,Verbiest + Karreveld,"Rue Jean Verbiest 5-7, 1080 Brussels, Belgium",50.8503,4.315,medium
bg_mehrere_mehrere_verbiest_karreveld_innenwand_modular,Karreveld modulares…,bw_karreveld_buerogebaeude_zu_schule_und_sportzentrum,Karreveld Bürogebäude…,"Karreveld, Sint-Jans-Molenbeek, Brussels, Belgium",50.8614034,4.3155803,low,district_only,archive:Verbiest_Karreveld_Brussels.md,p_verbiest_karreveld_brussels,Verbiest + Karreveld,"Rue Jean Verbiest 5-7, 1080 Brussels, Belgium",50.8503,4.315,medium
bg_stahl_technik_zinneke_feder_lueftung,Kompletter Lüftungsverbu…,bw_buerohochhaus_im_zentrum_bruessels_als_lueftungs_donor,Bürohochhaus im Zentrum…,Brussels city centre office tower (HVAC donor),,,low,city_only,processed,p_zinneke_feder_masui4ever_brussels,Zinneke,"Masuiplein 13, 1030 Brussels, Belgium",50.8647,4.3592,high
bg_mehrere_mehrere_christ_pavilion_cloister_glass_facade,Kreuzgang,bw_christus_pavillon_expo_hannover,Christus-Pavillon EXPO…,"EXPO 2000 Hannover / Kloster Volkenroda, 99994 Volkenroda, Germany",51.2502813,10.5676346,medium,multi_site,archive:Christ_Pavilion_Volkenroda.md,p_christ_pavilion_volkenroda,Christus-Pavillon,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium
bg_mehrere_mehrere_thoravej_kunststofffenster_bestand,Kunststofffenster im…,bw_thoravej_29,Thoravej 29 Bestandsgebä…,"Thoravej 29, 2400 København NV, Denmark",55.706084,12.526846,high,verified_street,archive:Thoravej_29_Copenhagen.md,p_thoravej_29_copenhagen,Thoravej 29 Copenhagen,"Thoravej 29, 2400 København NV, Copenhagen",55.706084,12.526846,high
bg_unbekannt_technik_chiro_luminaires,Leuchten,,,,,,,no_donor_link,,p_chiro_d_itterbeek_dilbeek,Chiro d’Itterbeek,"Plankenstraat 23, 1701 Dilbeek, Belgien",50.8318626,4.234055,high
bg_mehrere_technik_leuchten_resilience,Leuchten Résilience,bw_engie_baustelle_saint_denis,ENGIE-Baustelle Saint-De…,"Saint-Denis, France (ENGIE construction site)",48.9383732,2.3627508,low,city_only,processed,p_resilience_la_ferme_des_possibles_stains,Résilience,"29 Rue d’Amiens, 93240 Stains",48.9500637,2.3701218,high
bg_mehrere_decke_harmalanranta_shelter_deck_zone,Luftschutzraum-Deckenber…,,,,,,,no_donor_link,,p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,Härmälänranta,"Potkurinkatu 5, 33900 Tampere, Finland",61.4808,23.7493,high
bg_mehrere_fassade_lysp8_external_mix,LysP8 Fassade-Mix,,,,,,,no_donor_link,,p_lysp8_basel,LYSP8 Basel,"Weinlagerstrasse 33, 4056 Basel, Switzerland",47.5726315,7.5738216,high
bg_metall_boden_lysp8_grating_steps,LysP8 Gitterrost,,,,,,,no_donor_link,,p_lysp8_basel,LYSP8 Basel,"Weinlagerstrasse 33, 4056 Basel, Switzerland",47.5726315,7.5738216,high
bg_holz_ausbau_lysp8_kitchens,LysP8 Küchen ZH-Wohns.,,,,,,,no_donor_link,,p_lysp8_basel,LYSP8 Basel,"Weinlagerstrasse 33, 4056 Basel, Switzerland",47.5726315,7.5738216,high
bg_mehrere_ausbau_lysp8_doors_tiles,LysP8 Türen+Fliesen,,,,,,,no_donor_link,,p_lysp8_basel,LYSP8 Basel,"Weinlagerstrasse 33, 4056 Basel, Switzerland",47.5726315,7.5738216,high
bg_naturstein_mehrere_plp_marble_feste_oberflaechen,Marble,,,,,,,no_donor_link,,p_plp_london_hq_circular_studio_fitout,PLP London HQ circular…,"10 Whitechapel High St, London E1 8QS",51.514434,-0.0729102,high
bg_mehrere_mehrere_christ_pavilion_marble_glass_wall,Marmor-Glas-Wand…,bw_christus_pavillon_expo_hannover,Christus-Pavillon EXPO…,"EXPO 2000 Hannover / Kloster Volkenroda, 99994 Volkenroda, Germany",51.2502813,10.5676346,medium,multi_site,archive:Christ_Pavilion_Volkenroda.md,p_christ_pavilion_volkenroda,Christus-Pavillon,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium
bg_mehrere_ausbau_plp_materialbibliothek_oberflaechen,Materialbibliothek-Oberf…,bw_plp_previous_studio_london,vorheriges PLP Studio,"10 Whitechapel High Street, London E1 8QS, UK",51.5145623,-0.0729474,high,verified_street,archive:PLP_London_HQ_Circular_Studio_Fitout.md,p_plp_london_hq_circular_studio_fitout,PLP London HQ circular…,"10 Whitechapel High St, London E1 8QS",51.514434,-0.0729102,high
bg_metall_ausbau_medunicampus_bike_workshop,MedUni Fahrradwerkst.,bw_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse, 1090 Vienna, Austria",48.2163314,16.3460235,medium,street_without_number,PLAN_v2.md,p_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse 10, 1090 Vienna, Austria",48.2161081,16.3492133,high
bg_mehrere_technik_medunicampus_paternoster,MedUni Paternoster,bw_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse, 1090 Vienna, Austria",48.2163314,16.3460235,medium,street_without_number,PLAN_v2.md,p_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse 10, 1090 Vienna, Austria",48.2161081,16.3492133,high
bg_metall_ausbau_medunicampus_heavy_shelves,MedUni Schwerlastreg.,bw_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse, 1090 Vienna, Austria",48.2163314,16.3460235,medium,street_without_number,PLAN_v2.md,p_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse 10, 1090 Vienna, Austria",48.2161081,16.3492133,high
bg_holz_wand_medunicampus_doors_as_cladding,MedUni Türen→Wand,bw_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse, 1090 Vienna, Austria",48.2163314,16.3460235,medium,street_without_number,PLAN_v2.md,p_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse 10, 1090 Vienna, Austria",48.2161081,16.3492133,high
bg_holz_mehrere_recyclinghaus_messebauplatten_innenausbau,Messebauplatten als…,,,,,,,no_donor_link,,p_recyclinghaus_hannover,Recyclinghaus Hannover,"Treppenkamp 1, 30539 Hannover, Germany",52.3589,9.8342,high
bg_stahl_traeger_grande_halle_metal,Metallträger,bw_colombelles_regional_donor_sources,Regionale Rückbau- und…,"Rue des Ateliers, 14460 Colombelles, France",49.1916221,-0.3061681,medium,regional_hub,https://opalis.eu/fr/projets/grande-halle-de-colombelles,p_grande_halle_de_colombelles,Grande Halle de Colombel…,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high
bg_daemmstoff_daemmung_circular_pavilion_mineral_wool,Mineral-/Steinwolle als…,,,,,,,no_donor_link,,p_circular_pavilion_paris,Circular Pavilion Paris,"Place de l'Hôtel de Ville, 75004 Paris, France",48.8565,2.3522,medium
bg_daemmstoff_daemmung_grande_halle_mineral_wool,Mineralwolle-Dämmung,bw_colombelles_regional_donor_sources,Regionale Rückbau- und…,"Rue des Ateliers, 14460 Colombelles, France",49.1916221,-0.3061681,medium,regional_hub,https://opalis.eu/fr/projets/grande-halle-de-colombelles,p_grande_halle_de_colombelles,Grande Halle de Colombel…,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high
bg_mehrere_mehrere_k118_floor_finishes_bricks_panels,Naturstein-/Granitplatten,,,,,,,no_donor_link,,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,"Lagerplatz 24, 8400 Winterthur, Switzerland",47.4997,8.7267,high
bg_stahl_mehrere_green_house_demontables_stahltragwerk,Neues demontierbares…,,,,,,,no_donor_link,,p_the_green_house_utrecht,The Green House Utrecht,"Croeselaan 16, 3521 CA Utrecht, Netherlands",52.0867,5.1172,high
bg_stahl_stuetze_christ_pavilion_cross,Neun kreuzfoermige…,bw_christus_pavillon_expo_hannover,Christus-Pavillon EXPO…,"EXPO 2000 Hannover / Kloster Volkenroda, 99994 Volkenroda, Germany",51.2502813,10.5676346,medium,multi_site,archive:Christ_Pavilion_Volkenroda.md,p_christ_pavilion_volkenroda,Christus-Pavillon,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium
bg_beton_mehrere_plattenvereinigung_betonfertigteile,Ost- und westdeutsche…,bw_olympisches_dorf_muenchen,Olympisches Dorf München,"Connollystraße 3, 80809 München, Germany",48.1803734,11.5477603,high,verified_street,https://www.plattenvereinigung.de/project/orte/,p_plattenvereinigung_berlin,Plattenvereinigung Berlin,"Gustav-Meyer-Allee 25, 13355 Berlin (Peter-Behrens-Halle, Jan 2010–May 2011); Tempelhofer Feld, southern entrance Oderstraße, 12051 Berlin (May 2011–Oct 2011+)",52.5408,13.3892,medium
bg_beton_mehrere_plattenvereinigung_betonfertigteile,Ost- und westdeutsche…,bw_peter_behrens_halle_tu_berlin,Peter-Behrens-Halle TU…,"Gustav-Meyer-Allee 25, 13355 Berlin, Germany",52.5419669,13.3834015,high,verified_street,https://www.tu.berlin/bau/forschung/infrastruktur,p_plattenvereinigung_berlin,Plattenvereinigung Berlin,"Gustav-Meyer-Allee 25, 13355 Berlin (Peter-Behrens-Halle, Jan 2010–May 2011); Tempelhofer Feld, southern entrance Oderstraße, 12051 Berlin (May 2011–Oct 2011+)",52.5408,13.3892,medium
bg_beton_mehrere_plattenvereinigung_betonfertigteile,Ost- und westdeutsche…,bw_ph12_punkthochhaus_frankfurt_oder,PH12-Punkthochhaus…,"Robert-Havemann-Straße 12-13, 15230 Frankfurt (Oder), Germany",52.3294882,14.534605,high,verified_street,https://www.plattenvereinigung.de/project/orte/,p_plattenvereinigung_berlin,Plattenvereinigung Berlin,"Gustav-Meyer-Allee 25, 13355 Berlin (Peter-Behrens-Halle, Jan 2010–May 2011); Tempelhofer Feld, southern entrance Oderstraße, 12051 Berlin (May 2011–Oct 2011+)",52.5408,13.3892,medium
bg_stahlbeton_decke_broethen_p2_deckenplatten,P2-Deckenplatten,,,,,,,no_donor_link,,p_broethen_twin_house_hoyerswerda,Broethen Twin-House,"Bröthen-Michalken, 02977 Hoyerswerda, Germany",51.407,14.279,low
bg_stahlbeton_wand_broethen_p2_wandplatten,P2-Wandplatten,,,,,,,no_donor_link,,p_broethen_twin_house_hoyerswerda,Broethen Twin-House,"Bröthen-Michalken, 02977 Hoyerswerda, Germany",51.407,14.279,low
bg_naturstein_boden_biopartner_5_pflaster_bodenmaterial,Pflaster-,bw_biopartner_gorlaeus_hochhaus,Gorlaeus (Biopartner),"De Limes 7, 2342 DH Oegstgeest, Netherlands",52.1710283,4.4502649,high,verified_street,https://www.biopartnerleiden.nl/contact_en/,p_biopartner_5_leiden_oegstgeest,BioPartner 5,"Limes 7 / Leiden Bio Science Park, Oegstgeest/Leiden",52.1710283,4.4502649,high
bg_mehrere_boden_green_house_pflasterklinker,Pflasterklinker Erdgesch…,bw_alte_kade_tiel,Alte Kade in Tiel,"Alte Kade, Tiel, Netherlands",,,medium,street_without_number,https://www.thegreenhouserestaurant.nl/,p_the_green_house_utrecht,The Green House Utrecht,"Croeselaan 16, 3521 CA Utrecht, Netherlands",52.0867,5.1172,high
bg_kunststoff_daemmung_welpeloo_polystyrol_restplatten,Polystyrol-Dämmplatten…,,,,,,,no_donor_link,,p_villa_welpeloo_enschede,Villa Welpeloo Enschede,"Bamshoevelaan 49, 7523 JJ Enschede, Netherlands",52.2283,6.8814,high
bg_holz_mehrere_green_house_preused_holzdecke,Pre-used wood Geschossde…,bw_knoopkazerne_utrecht,Ehemalige Knoopkazerne,"Croeselaan 16, 3521 CA Utrecht, Netherlands",52.0868182,5.1079133,high,verified_street,https://www.thegreenhouserestaurant.nl/,p_the_green_house_utrecht,The Green House Utrecht,"Croeselaan 16, 3521 CA Utrecht, Netherlands",52.0867,5.1172,high
bg_stahlbeton_mehrere_ccn_prefab_facade_elements,Prefab-Fassadenelemente,bw_prinsenhof_a_arnhem_donor,"Prinsenhof A, Arnhem","Prinsenhof 1, 6811 Arnhem, Netherlands",51.9773561,5.9114676,high,verified_street,https://www.gelderland.nl/themas/duurzaamheid/circulaire-economie/prinsenhof,p_circular_centre_netherlands_prinsenhof_a_reuse_pilot,Circular Centre Netherla…,"Zwarteweg 1, 8181 PD Heerde, Netherlands",52.3917,6.0286,high
bg_kunststoff_fassade_peoples_pavilion_pretty_plastic_shingles,Pretty Plastic Schindeln…,,,,,,,no_donor_link,,p_peoples_pavilion_eindhoven,People’s Pavilion…,"Ketelhuisplein, 5617 AE Eindhoven, Netherlands",51.4483,5.4959,high
bg_glas_mehrere_recyclinghaus_profilbauglas,Profilbauglas aus alter…,bw_alte_lackiererei_hannover,alte/stillgelegte…,"Treppenkamp area, Hannover-Kronsberg, Germany",52.3308126,9.832174,low,area_only,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,p_recyclinghaus_hannover,Recyclinghaus Hannover,"Treppenkamp 1, 30539 Hannover, Germany",52.3589,9.8342,high
bg_mehrere_mehrere_reusehoefe_yard_logistics,RE-USE Höfe Logistik,,,,,,,no_donor_link,,,,,,,
bg_holz_fenster_reusehoefe_ukraine_windows,RE-WIN Ukraine-Fenster,,,,,,,no_donor_link,,,,,,,
bg_mehrere_technik_grande_halle_radiators,Radiatoren (Grande Halle),bw_colombelles_regional_donor_sources,Regionale Rückbau- und…,"Rue des Ateliers, 14460 Colombelles, France",49.1916221,-0.3061681,medium,regional_hub,https://opalis.eu/fr/projets/grande-halle-de-colombelles,p_grande_halle_de_colombelles,Grande Halle de Colombel…,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high
bg_mehrere_technik_ka13_tga_sanitary_radiators,Radiatoren (Ka13),,,,,,,no_donor_link,,p_ka13_kristian_augusts_gate_13_oslo,KA13,"Kristian Augusts gate 13, Oslo, Norwegen",59.916806,10.737562,high
bg_mehrere_mehrere_big_dig_house_ramp_pier_roadway_components,"Ramp-, Pier- und…",bw_boston_big_dig_i_93_infrastructure,Big Dig (I-93),"I-93 Big Dig corridor, Boston/Cambridge, MA, USA",42.3882451,-71.1191462,low,infrastructure_corridor,https://www.projectarchitects.com/projects/big-dig-house,p_big_dig_house_lexington_massachusetts,Big Dig House,"8 Bird Hill Road, Lexington, MA 02421, USA",42.2586,-71.2139,high
bg_glas_mehrere_green_house_rauchglas_fassade,Rauchglas-Fassadenpaneele,bw_knoopkazerne_utrecht,Ehemalige Knoopkazerne,"Croeselaan 16, 3521 CA Utrecht, Netherlands",52.0868182,5.1079133,high,verified_street,https://www.thegreenhouserestaurant.nl/,p_the_green_house_utrecht,The Green House Utrecht,"Croeselaan 16, 3521 CA Utrecht, Netherlands",52.0867,5.1172,high
bg_textil_mehrere_impact_recycled_felt_panels,Recycelte Filzpaneele…,,,,,,,no_donor_link,,p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high
bg_mehrere_mehrere_upcycle_recyclingbeton_metro,Recyclingbeton aus…,bw_copenhagen_metro_construction_waste_source,Copenhagen Metro…,"Copenhagen Metro construction sites, Denmark",,,low,multi_site_program,processed,p_upcycle_studios_copenhagen,Upcycle Studios Copenhag…,"Robert Jacobsens Vej, 2300 København S, Denmark",55.6402,12.5846,medium
bg_recyclingbeton_mehrere_recyclinghaus_fundament,Recyclingbeton in…,,,,,,,no_donor_link,,p_recyclinghaus_hannover,Recyclinghaus Hannover,"Treppenkamp 1, 30539 Hannover, Germany",52.3589,9.8342,high
bg_mdf_ausbau_impact_red_mdf_reception,Red MDF boards als…,,,,,,,no_donor_link,,p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high
bg_stahl_mehrere_hof_self_columns,Refabrizierte Stahlstütz…,bw_318_oxford_street_house_of_fraser,318 Oxford Street,"318 Oxford Street, London W1C 1HF, UK",51.5152626,-0.1463435,high,verified_street,https://www.stiffandtrevillion.com/projects/tower-bridge-road,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,"318 Oxford Street, London W1C 1HF, UK (donor); 224-226 Tower Bridge Road, London SE1 2UP, UK (receiver TBC.London)",51.5142,-0.1427,medium
bg_stahl_mehrere_tbc_repurposed_cleveland,Repurposed Cleveland…,bw_cleveland_steel_reclaimed_stock,Cleveland Steel reclaimed,"Cleveland Steel stockyard, London, UK",,,low,business_site,archive:House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,"318 Oxford Street, London W1C 1HF, UK (donor); 224-226 Tower Bridge Road, London SE1 2UP, UK (receiver TBC.London)",51.5142,-0.1427,medium
bg_holz_fassade_elys_reuse_system,Reuse-Fassade als…,bw_elys_regional_reuse_sources,Regionale Rueckbau- und…,Basel region demolition/reuse sources,,,low,regional_pool,processed,p_elys_kultur_gewerbehaus_basel,ELYS Kultur- und…,"Elsässerstrasse 215, 4056 Basel, Switzerland",47.5489,7.6012,high
bg_mehrere_mehrere_moeoeslistrasse_sanitaer_kueche,Sanitärapparate und…,bw_werkhof_moeoeslistrasse,Werkhof Mööslistrasse,"Mööslistrasse 8, 8038 Zürich, Switzerland",47.3457808,8.5284529,high,verified_street,archive:Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,p_kindergarten_moeoeslistrasse_manegg_zuerich,Kindergarten Mööslistras…,"Mööslistrasse 8, 8038 Zürich, Switzerland",47.3406,8.5154,high
bg_mehrere_technik_chiro_sanitary_fixtures,Sanitärobjekte (Chiro),,,,,,,no_donor_link,,p_chiro_d_itterbeek_dilbeek,Chiro d’Itterbeek,"Plankenstraat 23, 1701 Dilbeek, Belgien",50.8318626,4.234055,high
bg_keramik_technik_crclr_sanitary_objects,Sanitärobjekte (Crclr),bw_crclr_external_reuse_sources,Externe Reuse-Quellen…,"Berlin (external reuse sources, no single site)",52.5173885,13.3951309,low,multi_site_program,https://www.buildingsocialecology.org/projects/crclr-house-berlin/,p_crclr_house_impact_hub_berlin,CRCLR House,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high
bg_keramik_technik_sanitarobjekte_resilience,Sanitärobjekte Résilience,bw_association_reavie_materialquelle,Association Réavie…,"Réavie association material source, France",,,low,organization_no_site,archive:Resilience_La_Ferme_des_Possibles_Stains.md,p_resilience_la_ferme_des_possibles_stains,Résilience,"29 Rue d’Amiens, 93240 Stains",48.9500637,2.3701218,high
bg_keramik_technik_biopartner_5_sanitaerobjekte,Sanitärobje… (Biopartner),,,,,,,no_donor_link,,p_biopartner_5_leiden_oegstgeest,BioPartner 5,"Limes 7 / Leiden Bio Science Park, Oegstgeest/Leiden",52.1710283,4.4502649,high
bg_mehrere_technik_grande_halle_sanitary_objects,Sanitärob… (Grande Halle),bw_colombelles_regional_donor_sources,Regionale Rückbau- und…,"Rue des Ateliers, 14460 Colombelles, France",49.1916221,-0.3061681,medium,regional_hub,https://opalis.eu/fr/projets/grande-halle-de-colombelles,p_grande_halle_de_colombelles,Grande Halle de Colombel…,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high
bg_mehrere_mehrere_maison_des_canaux_sanitary_parts,Sanitärteile,,,,,,,no_donor_link,,p_maison_des_canaux_paris,"Maison des Canaux, Paris","6 Quai de la Seine, 75019 Paris, France",48.8906,2.3742,high
bg_mdf_mehrere_impact_black_mdf_panels,Schwarze MDF-Platten…,,,,,,,no_donor_link,,p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high
bg_beton_mehrere_christ_pavilion_fair_faced_parts,Sichtbetonteile des…,bw_christus_pavillon_expo_hannover,Christus-Pavillon EXPO…,"EXPO 2000 Hannover / Kloster Volkenroda, 99994 Volkenroda, Germany",51.2502813,10.5676346,medium,multi_site,archive:Christ_Pavilion_Volkenroda.md,p_christ_pavilion_volkenroda,Christus-Pavillon,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium
bg_holz_wand_bedzed_studs,Softwood wall studs,bw_local_demolition_sources_bedzed,Local demolition and…,London/Sutton local demolition sources,,,low,regional_pool,archive:BedZED_London_Hackbridge.md,p_bedzed_london_hackbridge,BedZED,"24 Helios Road, Wallington, London SM6 7BZ, UK",51.3653,-0.1494,high
bg_stahl_ausbau_bluecity,Stahl im Büroausbau,,,,,,,no_donor_link,,p_bluecity_offices_rotterdam,BlueCity Offices…,"Maasboulevard 100, 3063 NS Rotterdam, Netherlands",51.9436,4.5112,high
bg_stahl_mehrere_ka13,Stahl in Bestand und…,bw_ka13_existing_building,KA13 Bestandsgebäude…,"Kristian Augusts gate 13, 0164 Oslo, Norway",59.916806,10.737562,high,verified_street,archive:KA13_Kristian_Augusts_gate_13_Oslo.md,p_ka13_kristian_augusts_gate_13_oslo,KA13,"Kristian Augusts gate 13, Oslo, Norwegen",59.916806,10.737562,high
bg_mehrere_mehrere_gjg_steel_wood_infill_structure,Stahl-/Holz-Infill-Struk…,,,,,,,no_donor_link,,p_gjg_house_gentbrugge,gjG House,"Gentbrugge (near E17 highway), 9050 Ghent, Belgium",51.0405,3.7412,low
bg_stahl_treppe_zinneke_feder_masui4ever_brussels_treppen,Stahl-Treppen,bw_ehemaliger_sitz_der_flaemischen_regierung_als_treppen_donor,Ehemaliger Sitz der…,"Former Flemish Government seat, Brussels, Belgium",,,low,city_only,processed,p_zinneke_feder_masui4ever_brussels,Zinneke,"Masuiplein 13, 1030 Brussels, Belgium",50.8647,4.3592,high
bg_stahl_mehrere_chiro_u_lintels,Stahl-U-Profile als…,,,,,,,no_donor_link,,p_chiro_d_itterbeek_dilbeek,Chiro d’Itterbeek,"Plankenstraat 23, 1701 Dilbeek, Belgien",50.8318626,4.234055,high
bg_stahl_mehrere_grubenstrasse_access_structures,Stahlbauteile für…,bw_grubenstrasse_external_donor_sources,Externe Rückbauprojekte…,Zürich region external demolition projects,,,low,regional_pool,archive:Grubenstrasse_29_Werkhof_29_Zuerich.md,p_grubenstrasse_29_werkhof_29_zuerich,Grubenstrasse 29,"Grubenstrasse 29, 8045 Zürich, Binz",47.3612682,8.5142622,high
bg_stahlbeton_mehrere_haus_hos_floor_elements,Stahlbeton-Deckenelemente,bw_leinefelde_plattenbau_donor,Rückbaustelle,"Leinefelde, 37339, Germany",51.3878458,10.3212678,low,city_only,archive:Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,p_haus_hos_mehrfamilienhaus_muehlhausen,Haus HOS,"Mühlhausen, 99974, Germany",51.2089,10.4526,low
bg_stahlbeton_treppe_haus_hos,Stahlbeton-Treppen,bw_leinefelde_plattenbau_donor,Rückbaustelle,"Leinefelde, 37339, Germany",51.3878458,10.3212678,low,city_only,archive:Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,p_haus_hos_mehrfamilienhaus_muehlhausen,Haus HOS,"Mühlhausen, 99974, Germany",51.2089,10.4526,low
bg_stahlbeton_wand_haus_hos_elements,Stahlbeton-Wandelemente,bw_leinefelde_plattenbau_donor,Rückbaustelle,"Leinefelde, 37339, Germany",51.3878458,10.3212678,low,city_only,archive:Haus_HOS_Mehrfamilienhaus_Muehlhausen.md,p_haus_hos_mehrfamilienhaus_muehlhausen,Haus HOS,"Mühlhausen, 99974, Germany",51.2089,10.4526,low
bg_stahl_mehrere_crclr_trusses_greenhouse,Stahlfachwerktraeger…,,,,,,,no_donor_link,,p_crclr_house_impact_hub_berlin,CRCLR House,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high
bg_stahl_fassade_svanen_stahlfassadenelemente,Stahlfassadenelemente,bw_ehemalige_gladsaxe_school,Ehemalige Gladsaxe School,"Tobaksvejen 6, 2860 Søborg, Denmark",55.74061,12.481879,high,verified_street,archive:Svanen_Kindergarten_Gladsaxe.md,p_svanen_kindergarten_gladsaxe,Svanen,"Tobaksvejen 6, 2860 Søborg, Denmark",55.7346,12.4033,high
bg_stahl_mehrere_lycee_facade_panels_railing,Stahlfassadenpaneele…,bw_lycee_block_3000,Lycée Lucius B3000,"157 Avenue Pasteur, L-2311 Luxembourg",49.6249025,6.1136808,high,verified_street,https://opalis.eu/fr/projets/lycee-michel-lucius,p_lycee_michel_lucius_conversion_luxembourg,Lycée Michel Lucius…,"157 Avenue Pasteur, L-2311 Luxembourg",49.6094,6.1267,high
bg_mehrere_mehrere_moeoeslistrasse_stahlpergola_beschattung,Stahlpergola,bw_einkaufswagendepot_zuerich,Ehemaliges Einkaufswagen…,"Zürich, Switzerland (former shopping-cart depot)",47.3744489,8.5410422,low,city_only,processed,p_kindergarten_moeoeslistrasse_manegg_zuerich,Kindergarten Mööslistras…,"Mööslistrasse 8, 8038 Zürich, Switzerland",47.3406,8.5154,high
bg_stahl_mehrere_crclr_roof_to_stair_stringers,Stahlpfetten,,,,,,,no_donor_link,,p_crclr_house_impact_hub_berlin,CRCLR House,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high
bg_stahl_mehrere_biopartner_5_stuetzen_rahmen,Stahlträger (Biopartner),bw_gorlaeus_hochhaus,Gorlaeus Hochhaus,"Einsteinweg 55, 2333 CC Leiden, Netherlands",52.1677621,4.4609833,high,verified_street,https://www.student.universiteitleiden.nl/en/locations/gorlaeus-building,p_biopartner_5_leiden_oegstgeest,BioPartner 5,"Limes 7 / Leiden Bio Science Park, Oegstgeest/Leiden",52.1710283,4.4502649,high
bg_stahl_mehrere_geplante_stahltrager_roots,Stahlträger (Geplante),bw_1_broadgate_1_2_broadgate_donor_stahl,1 Broadgate,"1 Broadgate, London EC2M 2SY, UK",51.5191859,-0.0888924,high,verified_street,https://www.broadgate.co.uk/,p_roots_in_the_sky_blackfriars_crown_court,Roots in the Sky,"1-15 Pocock Street, London SE1 0BT, UK",51.5025,-0.0999,high
bg_stahl_mehrere_moeoeslistrasse_stuetzen,Stahlträger (Möösli.),bw_stadt_zuerich_occasionslager,Städtische Occasionslage…,Zürich municipal reuse depot (Occasionslager),,,low,city_only,processed,p_kindergarten_moeoeslistrasse_manegg_zuerich,Kindergarten Mööslistras…,"Mööslistrasse 8, 8038 Zürich, Switzerland",47.3406,8.5154,high
bg_stahl_traeger_timber_square,Stahlträger (Timber),,,,,,,no_donor_link,,p_timber_square_london,Timber Square London,"25 Lavington Street / Bankside, Southwark, London SE1",51.5050972,-0.1000695,high
bg_stahl_mehrere_timber_square_reception_girder,Stahlträger als Empfangs…,bw_timber_square_print_building,Timber Square Print…,"25 Lavington Street, London SE1 0NZ, UK",51.5050972,-0.1000695,high,verified_street,archive:Timber_Square_London.md,p_timber_square_london,Timber Square London,"25 Lavington Street / Bankside, Southwark, London SE1",51.5050972,-0.1000695,high
bg_stahl_traeger_zinneke_feder_stuerze,Stahlträger als Stürze,,,,,,,no_donor_link,,p_zinneke_feder_masui4ever_brussels,Zinneke,"Masuiplein 13, 1030 Brussels, Belgium",50.8647,4.3592,high
