bauteilgruppe_id,bauteilgruppe_name,projekt_id,projekt_name,address,latitude,longitude,confidence,evidence_status,linked_program,donor_staedte,receiver_staedte,source_url,donor_bauwerk_id,donor_bauwerk_name,donor_address,donor_latitude,donor_longitude,donor_confidence,donor_evidence_status,donor_source_url,donor_notes
bg_holz_mehrere_grande_halle_purlins_access_parts,Holzpfetten,p_grande_halle_de_colombelles,Grande Halle de Colombel…,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,,,,,,bw_colombelles_regional_donor_sources,Regionale Rückbau- und…,"Rue des Ateliers, 14460 Colombelles, France",49.1916221,-0.3061681,medium,regional_hub,https://opalis.eu/fr/projets/grande-halle-de-colombelles,
bg_holz_mehrere_svanen_sparren,Holzrafters,p_svanen_kindergarten_gladsaxe,Svanen,"Tobaksvejen 6, 2860 Søborg, Denmark",55.7346,12.4033,high,,,,,https://www.gladsaxe.dk/,bw_ehemalige_gladsaxe_school,Ehemalige Gladsaxe School,"Tobaksvejen 6, 2860 Søborg, Denmark",55.74061,12.481879,high,verified_street,archive:Svanen_Kindergarten_Gladsaxe.md,
bg_holz_mehrere_circular_pavilion_structure,Holzstruktur aus…,p_circular_pavilion_paris,Circular Pavilion Paris,"Place de l'Hôtel de Ville, 75004 Paris, France",48.8565,2.3522,medium,,,,,https://www.batiactu.com/edito/un-pavillon-circulaire-illustrer-reemploi-materiaux-42547.php,,,,,,,,,
bg_holz_mehrere_ithaka_holztraeger_balken,Holzträger,p_jeugdkliniek_ithaka_emergis_kloetinge,Jeugdkliniek Ithaka,"Oostmolenweg 79, 4481 PM Kloetinge, Netherlands",51.4479,3.6645,high,,,,,https://www.emergis.nl/,bw_rws_districtskantoor_terneuzen,Ehemaliges Rijkswatersta…,"Terneuzen, Netherlands (former Rijkswaterstaat district office)",51.298843,3.8422044,low,city_only,processed,
bg_stahlbeton_mehrere_plauen_iw73_6_precast_components,IW73/6 precast concrete…,p_association_house_plauen,Vereinshaus Plauen,"E.-Schuhmann-Straße 65, 08527 Plauen, Germany",50.4876,12.1247,medium,,,,,https://www.haube.de/,bw_iw73_6_mass_housing_donor,IW73/6 mass-housing…,"Plauen, 08527, Germany",50.4950632,12.1346523,low,city_only,archive:Association_house_Plauen.md,
bg_holz_ausbau_ingersheim_clt_secondary,Ingersheim CLT-Ausbau,p_jugendtreff_ingersheim,Jugendtreff Ingersheim,"Baumwasenweg, 74379 Ingersheim, Germany",48.959324,9.188568,high,,,,,,bw_stuttgart21_hauptbahnhof,Stuttgart 21 Bhf,"Stuttgart Hauptbahnhof, 70173 Stuttgart, Germany",48.7856099,9.1833959,medium,verified_station,PLAN_v2.md,
bg_holz_mehrere_ingersheim_clt_structure,Ingersheim CLT-Bau,p_jugendtreff_ingersheim,Jugendtreff Ingersheim,"Baumwasenweg, 74379 Ingersheim, Germany",48.959324,9.188568,high,,,,,,bw_stuttgart21_hauptbahnhof,Stuttgart 21 Bhf,"Stuttgart Hauptbahnhof, 70173 Stuttgart, Germany",48.7856099,9.1833959,medium,verified_station,PLAN_v2.md,
bg_mehrere_mehrere_ithaka_innentueren_beschlaege,Innentüren mit Hang-…,p_jeugdkliniek_ithaka_emergis_kloetinge,Jeugdkliniek Ithaka,"Oostmolenweg 79, 4481 PM Kloetinge, Netherlands",51.4479,3.6645,high,,,,,https://www.emergis.nl/,bw_rws_districtskantoor_terneuzen,Ehemaliges Rijkswatersta…,"Terneuzen, Netherlands (former Rijkswaterstaat district office)",51.298843,3.8422044,low,city_only,processed,
bg_holz_wand_biopartner_5_innenwaende_trennwaende,Innenwände und Trennwände,p_biopartner_5_leiden_oegstgeest,BioPartner 5,"Limes 7 / Leiden Bio Science Park, Oegstgeest/Leiden",52.1710283,4.4502649,high,,,,,,,,,,,,,,
bg_holz_mehrere_maison_dna_new_inner_box_context,Innere Holzrahmenbox…,p_maison_dna_asse,Maison DnA,"Bergestraat 40, 1730 Asse, Belgium",50.9078,4.1986,high,,,,,https://opalis.eu/fr/projets/maison-dna,,,,,,,,,
bg_stahlbeton_mehrere_big_dig_house_inverset_panels,Inverset-Stahlbetonpanee…,p_big_dig_house_lexington_massachusetts,Big Dig House,"8 Bird Hill Road, Lexington, MA 02421, USA",42.2586,-71.2139,high,,,,,https://www.projectarchitects.com/projects/big-dig-house,bw_boston_big_dig_i_93_infrastructure,Big Dig (I-93),"I-93 Big Dig corridor, Boston/Cambridge, MA, USA",42.3882451,-71.1191462,low,infrastructure_corridor,https://www.projectarchitects.com/projects/big-dig-house,
bg_mehrere_mehrere_verbiest_karreveld_decken_leuchten,Karreveld abgehängte…,p_verbiest_karreveld_brussels,Verbiest + Karreveld,"Rue Jean Verbiest 5-7, 1080 Brussels, Belgium",50.8503,4.315,medium,,,,,https://opalis.eu/fr/projets/verbiest-karreveld,bw_karreveld_buerogebaeude_zu_schule_und_sportzentrum,Karreveld Bürogebäude…,"Karreveld, Sint-Jans-Molenbeek, Brussels, Belgium",50.8614034,4.3155803,low,district_only,archive:Verbiest_Karreveld_Brussels.md,
bg_mehrere_mehrere_verbiest_karreveld_innenwand_modular,Karreveld modulares…,p_verbiest_karreveld_brussels,Verbiest + Karreveld,"Rue Jean Verbiest 5-7, 1080 Brussels, Belgium",50.8503,4.315,medium,,,,,https://opalis.eu/fr/projets/verbiest-karreveld,bw_karreveld_buerogebaeude_zu_schule_und_sportzentrum,Karreveld Bürogebäude…,"Karreveld, Sint-Jans-Molenbeek, Brussels, Belgium",50.8614034,4.3155803,low,district_only,archive:Verbiest_Karreveld_Brussels.md,
bg_stahl_technik_zinneke_feder_lueftung,Kompletter Lüftungsverbu…,p_zinneke_feder_masui4ever_brussels,Zinneke,"Masuiplein 13, 1030 Brussels, Belgium",50.8647,4.3592,high,,,,,https://opalis.eu/fr/projets/zinneke-feder-masui4ever,bw_buerohochhaus_im_zentrum_bruessels_als_lueftungs_donor,Bürohochhaus im Zentrum…,Brussels city centre office tower (HVAC donor),,,low,city_only,processed,
bg_mehrere_mehrere_christ_pavilion_cloister_glass_facade,Kreuzgang,p_christ_pavilion_volkenroda,Christus-Pavillon,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium,,,,,archive,bw_christus_pavillon_expo_hannover,Christus-Pavillon EXPO…,"EXPO 2000 Hannover / Kloster Volkenroda, 99994 Volkenroda, Germany",51.2502813,10.5676346,medium,multi_site,archive:Christ_Pavilion_Volkenroda.md,
bg_mehrere_mehrere_thoravej_kunststofffenster_bestand,Kunststofffenster im…,p_thoravej_29_copenhagen,Thoravej 29 Copenhagen,"Thoravej 29, 2400 København NV, Copenhagen",55.706084,12.526846,high,,,,,,bw_thoravej_29,Thoravej 29 Bestandsgebä…,"Thoravej 29, 2400 København NV, Denmark",55.706084,12.526846,high,verified_street,archive:Thoravej_29_Copenhagen.md,
bg_unbekannt_technik_chiro_luminaires,Leuchten,p_chiro_d_itterbeek_dilbeek,Chiro d’Itterbeek,"Plankenstraat 23, 1701 Dilbeek, Belgien",50.8318626,4.234055,high,,,,,,,,,,,,,,
bg_mehrere_technik_leuchten_resilience,Leuchten Résilience,p_resilience_la_ferme_des_possibles_stains,Résilience,"29 Rue d’Amiens, 93240 Stains",48.9500637,2.3701218,high,,,,,,bw_engie_baustelle_saint_denis,ENGIE-Baustelle Saint-De…,"Saint-Denis, France (ENGIE construction site)",48.9383732,2.3627508,low,city_only,processed,
bg_mehrere_decke_harmalanranta_shelter_deck_zone,Luftschutzraum-Deckenber…,p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,Härmälänranta,"Potkurinkatu 5, 33900 Tampere, Finland",61.4808,23.7493,high,,,,,https://www.a-kruunu.fi/,,,,,,,,,
bg_mehrere_fassade_lysp8_external_mix,LysP8 Fassade-Mix,p_lysp8_basel,LYSP8 Basel,"Weinlagerstrasse 33, 4056 Basel, Switzerland",47.5726315,7.5738216,high,,,,,,,,,,,,,,
bg_metall_boden_lysp8_grating_steps,LysP8 Gitterrost,p_lysp8_basel,LYSP8 Basel,"Weinlagerstrasse 33, 4056 Basel, Switzerland",47.5726315,7.5738216,high,,,,,,,,,,,,,,
bg_holz_ausbau_lysp8_kitchens,LysP8 Küchen ZH-Wohns.,p_lysp8_basel,LYSP8 Basel,"Weinlagerstrasse 33, 4056 Basel, Switzerland",47.5726315,7.5738216,high,,,,,,,,,,,,,,
bg_mehrere_ausbau_lysp8_doors_tiles,LysP8 Türen+Fliesen,p_lysp8_basel,LYSP8 Basel,"Weinlagerstrasse 33, 4056 Basel, Switzerland",47.5726315,7.5738216,high,,,,,,,,,,,,,,
bg_naturstein_mehrere_plp_marble_feste_oberflaechen,Marble,p_plp_london_hq_circular_studio_fitout,PLP London HQ circular…,"10 Whitechapel High St, London E1 8QS",51.514434,-0.0729102,high,,,,,,,,,,,,,,
bg_mehrere_mehrere_christ_pavilion_marble_glass_wall,Marmor-Glas-Wand…,p_christ_pavilion_volkenroda,Christus-Pavillon,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium,,,,,archive,bw_christus_pavillon_expo_hannover,Christus-Pavillon EXPO…,"EXPO 2000 Hannover / Kloster Volkenroda, 99994 Volkenroda, Germany",51.2502813,10.5676346,medium,multi_site,archive:Christ_Pavilion_Volkenroda.md,
bg_mehrere_ausbau_plp_materialbibliothek_oberflaechen,Materialbibliothek-Oberf…,p_plp_london_hq_circular_studio_fitout,PLP London HQ circular…,"10 Whitechapel High St, London E1 8QS",51.514434,-0.0729102,high,,,,,,bw_plp_previous_studio_london,vorheriges PLP Studio,"10 Whitechapel High Street, London E1 8QS, UK",51.5145623,-0.0729474,high,verified_street,archive:PLP_London_HQ_Circular_Studio_Fitout.md,
bg_metall_ausbau_medunicampus_bike_workshop,MedUni Fahrradwerkst.,p_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse 10, 1090 Vienna, Austria",48.2161081,16.3492133,high,,,,,,bw_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse, 1090 Vienna, Austria",48.2163314,16.3460235,medium,street_without_number,PLAN_v2.md,
bg_mehrere_technik_medunicampus_paternoster,MedUni Paternoster,p_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse 10, 1090 Vienna, Austria",48.2161081,16.3492133,high,,,,,,bw_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse, 1090 Vienna, Austria",48.2163314,16.3460235,medium,street_without_number,PLAN_v2.md,
bg_metall_ausbau_medunicampus_heavy_shelves,MedUni Schwerlastreg.,p_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse 10, 1090 Vienna, Austria",48.2161081,16.3492133,high,,,,,,bw_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse, 1090 Vienna, Austria",48.2163314,16.3460235,medium,street_without_number,PLAN_v2.md,
bg_holz_wand_medunicampus_doors_as_cladding,MedUni Türen→Wand,p_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse 10, 1090 Vienna, Austria",48.2161081,16.3492133,high,,,,,,bw_meduni_campus_mariannengasse,MedUni Campus Wien,"Mariannengasse, 1090 Vienna, Austria",48.2163314,16.3460235,medium,street_without_number,PLAN_v2.md,
bg_holz_mehrere_recyclinghaus_messebauplatten_innenausbau,Messebauplatten als…,p_recyclinghaus_hannover,Recyclinghaus Hannover,"Treppenkamp 1, 30539 Hannover, Germany",52.3589,9.8342,high,,,,,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,,,,,,,,,
bg_stahl_traeger_grande_halle_metal,Metallträger,p_grande_halle_de_colombelles,Grande Halle de Colombel…,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,,,,,,bw_colombelles_regional_donor_sources,Regionale Rückbau- und…,"Rue des Ateliers, 14460 Colombelles, France",49.1916221,-0.3061681,medium,regional_hub,https://opalis.eu/fr/projets/grande-halle-de-colombelles,
bg_daemmstoff_daemmung_circular_pavilion_mineral_wool,Mineral-/Steinwolle als…,p_circular_pavilion_paris,Circular Pavilion Paris,"Place de l'Hôtel de Ville, 75004 Paris, France",48.8565,2.3522,medium,,,,,https://www.batiactu.com/edito/un-pavillon-circulaire-illustrer-reemploi-materiaux-42547.php,,,,,,,,,
bg_daemmstoff_daemmung_grande_halle_mineral_wool,Mineralwolle-Dämmung,p_grande_halle_de_colombelles,Grande Halle de Colombel…,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,,,,,,bw_colombelles_regional_donor_sources,Regionale Rückbau- und…,"Rue des Ateliers, 14460 Colombelles, France",49.1916221,-0.3061681,medium,regional_hub,https://opalis.eu/fr/projets/grande-halle-de-colombelles,
bg_mehrere_mehrere_k118_floor_finishes_bricks_panels,Naturstein-/Granitplatten,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,"Lagerplatz 24, 8400 Winterthur, Switzerland",47.4997,8.7267,high,,,,,https://www.lagerplatz.ch/,,,,,,,,,
bg_stahl_mehrere_green_house_demontables_stahltragwerk,Neues demontierbares…,p_the_green_house_utrecht,The Green House Utrecht,"Croeselaan 16, 3521 CA Utrecht, Netherlands",52.0867,5.1172,high,,,,,https://www.thegreenhouserestaurant.nl/,,,,,,,,,
bg_stahl_stuetze_christ_pavilion_cross,Neun kreuzfoermige…,p_christ_pavilion_volkenroda,Christus-Pavillon,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium,,,,,archive,bw_christus_pavillon_expo_hannover,Christus-Pavillon EXPO…,"EXPO 2000 Hannover / Kloster Volkenroda, 99994 Volkenroda, Germany",51.2502813,10.5676346,medium,multi_site,archive:Christ_Pavilion_Volkenroda.md,
bg_beton_mehrere_plattenvereinigung_betonfertigteile,Ost- und westdeutsche…,p_plattenvereinigung_berlin,Plattenvereinigung Berlin,"Gustav-Meyer-Allee 25, 13355 Berlin (Peter-Behrens-Halle, Jan 2010–May 2011); Tempelhofer Feld, southern entrance Oderstraße, 12051 Berlin (May 2011–Oct 2011+)",52.5408,13.3892,medium,multi_site_verified,,,,https://www.plattenvereinigung.de/project/orte/,bw_olympisches_dorf_muenchen,Olympisches Dorf München,"Connollystraße 3, 80809 München, Germany",48.1803734,11.5477603,high,verified_street,https://www.plattenvereinigung.de/project/orte/,+2 more donors; see bauteilgruppe_donor_receiver_map.csv
bg_stahlbeton_decke_broethen_p2_deckenplatten,P2-Deckenplatten,p_broethen_twin_house_hoyerswerda,Broethen Twin-House,"Bröthen-Michalken, 02977 Hoyerswerda, Germany",51.407,14.279,low,district_only,,,,https://recreate-project.eu/tag/german-cluster/,,,,,,,,,
bg_stahlbeton_wand_broethen_p2_wandplatten,P2-Wandplatten,p_broethen_twin_house_hoyerswerda,Broethen Twin-House,"Bröthen-Michalken, 02977 Hoyerswerda, Germany",51.407,14.279,low,district_only,,,,https://recreate-project.eu/tag/german-cluster/,,,,,,,,,
bg_naturstein_boden_biopartner_5_pflaster_bodenmaterial,Pflaster-,p_biopartner_5_leiden_oegstgeest,BioPartner 5,"Limes 7 / Leiden Bio Science Park, Oegstgeest/Leiden",52.1710283,4.4502649,high,,,,,,bw_biopartner_gorlaeus_hochhaus,Gorlaeus (Biopartner),"De Limes 7, 2342 DH Oegstgeest, Netherlands",52.1710283,4.4502649,high,verified_street,https://www.biopartnerleiden.nl/contact_en/,
bg_mehrere_boden_green_house_pflasterklinker,Pflasterklinker Erdgesch…,p_the_green_house_utrecht,The Green House Utrecht,"Croeselaan 16, 3521 CA Utrecht, Netherlands",52.0867,5.1172,high,,,,,https://www.thegreenhouserestaurant.nl/,bw_alte_kade_tiel,Alte Kade in Tiel,"Alte Kade, Tiel, Netherlands",,,medium,street_without_number,https://www.thegreenhouserestaurant.nl/,
bg_kunststoff_daemmung_welpeloo_polystyrol_restplatten,Polystyrol-Dämmplatten…,p_villa_welpeloo_enschede,Villa Welpeloo Enschede,"Bamshoevelaan 49, 7523 JJ Enschede, Netherlands",52.2283,6.8814,high,,,,,https://www.superuse-studios.com/,,,,,,,,,
bg_holz_mehrere_green_house_preused_holzdecke,Pre-used wood Geschossde…,p_the_green_house_utrecht,The Green House Utrecht,"Croeselaan 16, 3521 CA Utrecht, Netherlands",52.0867,5.1172,high,,,,,https://www.thegreenhouserestaurant.nl/,bw_knoopkazerne_utrecht,Ehemalige Knoopkazerne,"Croeselaan 16, 3521 CA Utrecht, Netherlands",52.0868182,5.1079133,high,verified_street,https://www.thegreenhouserestaurant.nl/,
bg_stahlbeton_mehrere_ccn_prefab_facade_elements,Prefab-Fassadenelemente,p_circular_centre_netherlands_prinsenhof_a_reuse_pilot,Circular Centre Netherla…,"Zwarteweg 1, 8181 PD Heerde, Netherlands",52.3917,6.0286,high,,,,,https://recreate-project.eu/,bw_prinsenhof_a_arnhem_donor,"Prinsenhof A, Arnhem","Prinsenhof 1, 6811 Arnhem, Netherlands",51.9773561,5.9114676,high,verified_street,https://www.gelderland.nl/themas/duurzaamheid/circulaire-economie/prinsenhof,
bg_kunststoff_fassade_peoples_pavilion_pretty_plastic_shingles,Pretty Plastic Schindeln…,p_peoples_pavilion_eindhoven,People’s Pavilion…,"Ketelhuisplein, 5617 AE Eindhoven, Netherlands",51.4483,5.4959,high,,,,,https://overtredersw.nl/projects/peoples-pavilion,,,,,,,,,
bg_glas_mehrere_recyclinghaus_profilbauglas,Profilbauglas aus alter…,p_recyclinghaus_hannover,Recyclinghaus Hannover,"Treppenkamp 1, 30539 Hannover, Germany",52.3589,9.8342,high,,,,,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,bw_alte_lackiererei_hannover,alte/stillgelegte…,"Treppenkamp area, Hannover-Kronsberg, Germany",52.3308126,9.832174,low,area_only,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,
bg_mehrere_mehrere_reusehoefe_yard_logistics,RE-USE Höfe Logistik,,,,,,low,concept_no_single_site,RE-USE Höfe (research/publication),,,https://buchshop.bod.ch/re-use-hoefe-michelle-schneider-9783769354317,,,,,,,,,
bg_holz_fenster_reusehoefe_ukraine_windows,RE-WIN Ukraine-Fenster,,,"RE-WIN collection warehouses: zum Park 5, 8400 Winterthur; Güterstrasse (Rhenus Logistics), CH-9470 Buchs; Münchackerstrasse 14, 4133 Pratteln; Bannholzstrasse 55a, 3033 Wohlen b. Bern; Längacher 19, 6170 Schüpfheim",,,medium,logistics_network,RE-WIN Fenster für die Ukraine / RE-USE Höfe,,,https://re-win.ch/verein/unterstuetzen-sie-uns/material-bereitstellen/,,,,,,,,,
bg_mehrere_technik_grande_halle_radiators,Radiatoren (Grande Halle),p_grande_halle_de_colombelles,Grande Halle de Colombel…,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,,,,,,bw_colombelles_regional_donor_sources,Regionale Rückbau- und…,"Rue des Ateliers, 14460 Colombelles, France",49.1916221,-0.3061681,medium,regional_hub,https://opalis.eu/fr/projets/grande-halle-de-colombelles,
bg_mehrere_technik_ka13_tga_sanitary_radiators,Radiatoren (Ka13),p_ka13_kristian_augusts_gate_13_oslo,KA13,"Kristian Augusts gate 13, Oslo, Norwegen",59.916806,10.737562,high,,,,,,,,,,,,,,
bg_mehrere_mehrere_big_dig_house_ramp_pier_roadway_components,"Ramp-, Pier- und…",p_big_dig_house_lexington_massachusetts,Big Dig House,"8 Bird Hill Road, Lexington, MA 02421, USA",42.2586,-71.2139,high,,,,,https://www.projectarchitects.com/projects/big-dig-house,bw_boston_big_dig_i_93_infrastructure,Big Dig (I-93),"I-93 Big Dig corridor, Boston/Cambridge, MA, USA",42.3882451,-71.1191462,low,infrastructure_corridor,https://www.projectarchitects.com/projects/big-dig-house,
bg_glas_mehrere_green_house_rauchglas_fassade,Rauchglas-Fassadenpaneele,p_the_green_house_utrecht,The Green House Utrecht,"Croeselaan 16, 3521 CA Utrecht, Netherlands",52.0867,5.1172,high,,,,,https://www.thegreenhouserestaurant.nl/,bw_knoopkazerne_utrecht,Ehemalige Knoopkazerne,"Croeselaan 16, 3521 CA Utrecht, Netherlands",52.0868182,5.1079133,high,verified_street,https://www.thegreenhouserestaurant.nl/,
bg_textil_mehrere_impact_recycled_felt_panels,Recycelte Filzpaneele…,p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high,,,,,https://www.buildingsocialecology.org/projects/crclr-house-berlin/,,,,,,,,,
bg_mehrere_mehrere_upcycle_recyclingbeton_metro,Recyclingbeton aus…,p_upcycle_studios_copenhagen,Upcycle Studios Copenhag…,"Robert Jacobsens Vej, 2300 København S, Denmark",55.6402,12.5846,medium,,,,,https://www.lendager.com/projects/upcycle-studios,bw_copenhagen_metro_construction_waste_source,Copenhagen Metro…,"Copenhagen Metro construction sites, Denmark",,,low,multi_site_program,processed,
bg_recyclingbeton_mehrere_recyclinghaus_fundament,Recyclingbeton in…,p_recyclinghaus_hannover,Recyclinghaus Hannover,"Treppenkamp 1, 30539 Hannover, Germany",52.3589,9.8342,high,,,,,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,,,,,,,,,
bg_mdf_ausbau_impact_red_mdf_reception,Red MDF boards als…,p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high,,,,,https://www.buildingsocialecology.org/projects/crclr-house-berlin/,,,,,,,,,
bg_stahl_mehrere_hof_self_columns,Refabrizierte Stahlstütz…,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,"318 Oxford Street, London W1C 1HF, UK (donor); 224-226 Tower Bridge Road, London SE1 2UP, UK (receiver TBC.London)",51.5142,-0.1427,medium,,,,,https://www.stiffandtrevillion.com/projects/tower-bridge-road,bw_318_oxford_street_house_of_fraser,318 Oxford Street,"318 Oxford Street, London W1C 1HF, UK",51.5152626,-0.1463435,high,verified_street,https://www.stiffandtrevillion.com/projects/tower-bridge-road,
bg_stahl_mehrere_tbc_repurposed_cleveland,Repurposed Cleveland…,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,"318 Oxford Street, London W1C 1HF, UK (donor); 224-226 Tower Bridge Road, London SE1 2UP, UK (receiver TBC.London)",51.5142,-0.1427,medium,,,,,https://www.stiffandtrevillion.com/projects/tower-bridge-road,bw_cleveland_steel_reclaimed_stock,Cleveland Steel reclaimed,"Cleveland Steel stockyard, London, UK",,,low,business_site,archive:House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md,
bg_holz_fassade_elys_reuse_system,Reuse-Fassade als…,p_elys_kultur_gewerbehaus_basel,ELYS Kultur- und…,"Elsässerstrasse 215, 4056 Basel, Switzerland",47.5489,7.6012,high,,,,,processed+ELYS,bw_elys_regional_reuse_sources,Regionale Rueckbau- und…,Basel region demolition/reuse sources,,,low,regional_pool,processed,
bg_mehrere_mehrere_moeoeslistrasse_sanitaer_kueche,Sanitärapparate und…,p_kindergarten_moeoeslistrasse_manegg_zuerich,Kindergarten Mööslistras…,"Mööslistrasse 8, 8038 Zürich, Switzerland",47.3406,8.5154,high,,,,,https://www.stadt-zuerich.ch/,bw_werkhof_moeoeslistrasse,Werkhof Mööslistrasse,"Mööslistrasse 8, 8038 Zürich, Switzerland",47.3457808,8.5284529,high,verified_street,archive:Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md,
bg_mehrere_technik_chiro_sanitary_fixtures,Sanitärobjekte (Chiro),p_chiro_d_itterbeek_dilbeek,Chiro d’Itterbeek,"Plankenstraat 23, 1701 Dilbeek, Belgien",50.8318626,4.234055,high,,,,,,,,,,,,,,
bg_keramik_technik_crclr_sanitary_objects,Sanitärobjekte (Crclr),p_crclr_house_impact_hub_berlin,CRCLR House,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high,,,,,processed+web,bw_crclr_external_reuse_sources,Externe Reuse-Quellen…,"Berlin (external reuse sources, no single site)",52.5173885,13.3951309,low,multi_site_program,https://www.buildingsocialecology.org/projects/crclr-house-berlin/,
bg_keramik_technik_sanitarobjekte_resilience,Sanitärobjekte Résilience,p_resilience_la_ferme_des_possibles_stains,Résilience,"29 Rue d’Amiens, 93240 Stains",48.9500637,2.3701218,high,,,,,,bw_association_reavie_materialquelle,Association Réavie…,"Réavie association material source, France",,,low,organization_no_site,archive:Resilience_La_Ferme_des_Possibles_Stains.md,
bg_keramik_technik_biopartner_5_sanitaerobjekte,Sanitärobje… (Biopartner),p_biopartner_5_leiden_oegstgeest,BioPartner 5,"Limes 7 / Leiden Bio Science Park, Oegstgeest/Leiden",52.1710283,4.4502649,high,,,,,,,,,,,,,,
bg_mehrere_technik_grande_halle_sanitary_objects,Sanitärob… (Grande Halle),p_grande_halle_de_colombelles,Grande Halle de Colombel…,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,,,,,,bw_colombelles_regional_donor_sources,Regionale Rückbau- und…,"Rue des Ateliers, 14460 Colombelles, France",49.1916221,-0.3061681,medium,regional_hub,https://opalis.eu/fr/projets/grande-halle-de-colombelles,
bg_mehrere_mehrere_maison_des_canaux_sanitary_parts,Sanitärteile,p_maison_des_canaux_paris,"Maison des Canaux, Paris","6 Quai de la Seine, 75019 Paris, France",48.8906,2.3742,high,,,,,https://www.lescanaux.com/,,,,,,,,,
bg_mdf_mehrere_impact_black_mdf_panels,Schwarze MDF-Platten…,p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high,,,,,https://www.buildingsocialecology.org/projects/crclr-house-berlin/,,,,,,,,,
bg_beton_mehrere_christ_pavilion_fair_faced_parts,Sichtbetonteile des…,p_christ_pavilion_volkenroda,Christus-Pavillon,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium,,,,,archive,bw_christus_pavillon_expo_hannover,Christus-Pavillon EXPO…,"EXPO 2000 Hannover / Kloster Volkenroda, 99994 Volkenroda, Germany",51.2502813,10.5676346,medium,multi_site,archive:Christ_Pavilion_Volkenroda.md,
bg_holz_wand_bedzed_studs,Softwood wall studs,p_bedzed_london_hackbridge,BedZED,"24 Helios Road, Wallington, London SM6 7BZ, UK",51.3653,-0.1494,high,,,,,https://www.bioregional.com/projects-and-services/case-studies/bedzed,bw_local_demolition_sources_bedzed,Local demolition and…,London/Sutton local demolition sources,,,low,regional_pool,archive:BedZED_London_Hackbridge.md,
bg_stahl_ausbau_bluecity,Stahl im Büroausbau,p_bluecity_offices_rotterdam,BlueCity Offices…,"Maasboulevard 100, 3063 NS Rotterdam, Netherlands",51.9436,4.5112,high,,,,,https://www.bluecity.nl/,,,,,,,,,
bg_stahl_mehrere_ka13,Stahl in Bestand und…,p_ka13_kristian_augusts_gate_13_oslo,KA13,"Kristian Augusts gate 13, Oslo, Norwegen",59.916806,10.737562,high,,,,,,bw_ka13_existing_building,KA13 Bestandsgebäude…,"Kristian Augusts gate 13, 0164 Oslo, Norway",59.916806,10.737562,high,verified_street,archive:KA13_Kristian_Augusts_gate_13_Oslo.md,
bg_mehrere_mehrere_gjg_steel_wood_infill_structure,Stahl-/Holz-Infill-Struk…,p_gjg_house_gentbrugge,gjG House,"Gentbrugge (near E17 highway), 9050 Ghent, Belgium",51.0405,3.7412,low,district_only,,,,https://architectuur.gent/project/6263c34eeb7f8/woning-gjg,,,,,,,,,
bg_stahl_treppe_zinneke_feder_masui4ever_brussels_treppen,Stahl-Treppen,p_zinneke_feder_masui4ever_brussels,Zinneke,"Masuiplein 13, 1030 Brussels, Belgium",50.8647,4.3592,high,,,,,https://opalis.eu/fr/projets/zinneke-feder-masui4ever,bw_ehemaliger_sitz_der_flaemischen_regierung_als_treppen_donor,Ehemaliger Sitz der…,"Former Flemish Government seat, Brussels, Belgium",,,low,city_only,processed,
