"source","relation","target","review_reason","suggested_source","suggested_relation","suggested_target","field","raw_label","confidence","resolution_rule","legacy_path"
"reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__001__Stahlpfetten_I_Tr_ger","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__001__Stahlpfetten_I_Tr_ger","has_huerde","","huerde_label","fehlendes Werkszeugnis; Gewährleistung; Zeit/Kosten","rule_medium","huerde_performance_nachweis","Gebäude\CRCLR_House_Impact_Hub_Berlin.md"
"reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__003__Holz_Alu_Fenster_Au_enfenster","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__003__Holz_Alu_Fenster_Au_enfenster","has_huerde","","huerde_label","Brandschutz/Energieanforderungen komplizierter als Sanitär","rule_medium","huerde_performance_nachweis","Gebäude\CRCLR_House_Impact_Hub_Berlin.md"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__002__Dachbleche","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__002__Dachbleche","has_huerde","","huerde_label","Dichtheit, Befestigung","rule_medium","huerde_performance_nachweis","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__010__Sanit_rapparate","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__010__Sanit_rapparate","has_huerde","","huerde_label","Gewährleistung","rule_medium","huerde_performance_nachweis","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__011__D_mmplatten","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__011__D_mmplatten","has_huerde","","huerde_label","Material- und Leistungsnachweis","rule_medium","huerde_performance_nachweis","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md"
"reuse_einsatz/Institut_de_Botanique_ULg_Liege__001__Fassadenbekleidung_Holzfassade","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Institut_de_Botanique_ULg_Liege__001__Fassadenbekleidung_Holzfassade","has_huerde","","huerde_label","Herkunft und Leistung nicht belegt","rule_medium","huerde_performance_nachweis","Gebäude\Institut_de_Botanique_ULg_Liege.md"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__004__Stahltr_ger_und_Trapezbleche_Dach","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__004__Stahltr_ger_und_Trapezbleche_Dach","has_huerde","","huerde_label","Korrosion, Dichtheit","rule_medium","huerde_performance_nachweis","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster","has_huerde","","huerde_label","Leistungsnachweis","rule_medium","huerde_performance_nachweis","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung","has_huerde","","huerde_label","Leistungsnachweis","rule_medium","huerde_performance_nachweis","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__006__Radiatoren","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__006__Radiatoren","has_huerde","","huerde_label","technische Gewährleistung","rule_medium","huerde_performance_nachweis","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__007__Sanit_r_Waschbecken_Toiletten","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__007__Sanit_r_Waschbecken_Toiletten","has_huerde","","huerde_label","Hygiene/Gewährleistung","rule_medium","huerde_performance_nachweis","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__009__Office_fronts_Innenverglasung","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__009__Office_fronts_Innenverglasung","has_huerde","","huerde_label","Maße/Performance","rule_medium","huerde_performance_nachweis","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md"
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__009__Sanit_rapparate_Lavabos_Toiletten","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__009__Sanit_rapparate_Lavabos_Toiletten","has_huerde","","huerde_label","Aufbereitung, Gewährleistung","rule_medium","huerde_performance_nachweis","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md"
"reuse_einsatz/Maison_des_Canaux_Paris__003__Sanit_rkeramik_Sanit_rteile","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Maison_des_Canaux_Paris__003__Sanit_rkeramik_Sanit_rteile","has_huerde","","huerde_label","Gewährleistung / Hygiene","rule_medium","huerde_performance_nachweis","Gebäude\Maison_des_Canaux_Paris.md"
"reuse_einsatz/Maison_DnA_Asse__003__innere_Box","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Maison_DnA_Asse__003__innere_Box","has_huerde","","huerde_label","Energieanforderungen","rule_medium","huerde_performance_nachweis","Gebäude\Maison_DnA_Asse.md"
"reuse_einsatz/Maison_DnA_Asse__009__D_mmung","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Maison_DnA_Asse__009__D_mmung","has_huerde","","huerde_label","unbekannte Werte","rule_medium","huerde_performance_nachweis","Gebäude\Maison_DnA_Asse.md"
"reuse_einsatz/Musee_de_Folklore_Mouscron__001__Fassadenziegel","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Musee_de_Folklore_Mouscron__001__Fassadenziegel","has_huerde","","huerde_label","Test-/Stabilitätsaufwand; Quellenabweichung Menge","rule_medium","huerde_performance_nachweis","Gebäude\Musee_de_Folklore_Mouscron.md"
"reuse_einsatz/Musee_de_Folklore_Mouscron__002__Neue_Ziegel","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Musee_de_Folklore_Mouscron__002__Neue_Ziegel","has_huerde","","huerde_label","nötig zur Begrenzung von Tests/Stabilitätsaufwand","rule_medium","huerde_performance_nachweis","Gebäude\Musee_de_Folklore_Mouscron.md"
"reuse_einsatz/Plattenpalast_Berlin__002__Fenster_inkl_Rahmen","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Plattenpalast_Berlin__002__Fenster_inkl_Rahmen","has_huerde","","huerde_label","Alter, Leistung, Dichtheit","rule_medium","huerde_performance_nachweis","Gebäude\Plattenpalast_Berlin.md"
"reuse_einsatz/Recyclinghaus_Hannover__010__Waschbecken_Sanit_r","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Recyclinghaus_Hannover__010__Waschbecken_Sanit_r","has_huerde","","huerde_label","Gewährleistung","rule_medium","huerde_performance_nachweis","Gebäude\Recyclinghaus_Hannover.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__010__WC_und_Handwaschbecken","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__010__WC_und_Handwaschbecken","has_huerde","","huerde_label","Gewährleistung","rule_medium","huerde_performance_nachweis","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__009__K_che_K_chenunit","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__009__K_che_K_chenunit","has_huerde","","huerde_label","nicht als loses Möbel werten","rule_medium","huerde_performance_nachweis","Gebäude\Superlocal_Expogebouw_Bleijerheide.md"
"reuse_einsatz/Thoravej_29_Copenhagen__002__Fassaden_Ziegel_berschuss","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Thoravej_29_Copenhagen__002__Fassaden_Ziegel_berschuss","has_huerde","","huerde_label","Eignung als Boden","rule_medium","huerde_performance_nachweis","Gebäude\Thoravej_29_Copenhagen.md"
"reuse_einsatz/TRAE_High_Rise_Aarhus__004__wiederverwendete_upgecycelte_Fenster","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/TRAE_High_Rise_Aarhus__004__wiederverwendete_upgecycelte_Fenster","has_huerde","","huerde_label","Gewährleistung","rule_medium","huerde_performance_nachweis","Gebäude\TRAE_High_Rise_Aarhus.md"
"reuse_einsatz/Upcycle_Studios_Copenhagen__001__Fenster_Doppelverglasung","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Upcycle_Studios_Copenhagen__001__Fenster_Doppelverglasung","has_huerde","","huerde_label","Produktdaten, Maße, Gewährleistung","rule_medium","huerde_performance_nachweis","Gebäude\Upcycle_Studios_Copenhagen.md"
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__002__Aluminium_Fassadensystem","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__002__Aluminium_Fassadensystem","has_huerde","","huerde_label","Maßanpassung, Gestaltung, Gewährleistung","rule_medium","huerde_performance_nachweis","Gebäude\Woongroep_Boschgaard_Den_Bosch.md"
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__007__WC_Sanit_r","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__007__WC_Sanit_r","has_huerde","","huerde_label","Gewährleistung","rule_medium","huerde_performance_nachweis","Gebäude\Woongroep_Boschgaard_Den_Bosch.md"
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__002__Fensterrahmen","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__002__Fensterrahmen","has_huerde","","huerde_label","Performance alter Fenster","rule_medium","huerde_performance_nachweis","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md"
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__007__Heizk_rper","has_huerde","huerde/Performance_Nachweis","target_manual_review","reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__007__Heizk_rper","has_huerde","","huerde_label","Gewährleistung / Hydraulik","rule_medium","huerde_performance_nachweis","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__003__BTC_Ziegel","uses_material","material/Erde","target_manual_review","reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__003__BTC_Ziegel","uses_material","","material_label","gepresste Erde","rule_medium","material_erde","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__004__ausgehobene_Erde","uses_material","material/Erde","target_manual_review","reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__004__ausgehobene_Erde","uses_material","","material_label","Erde","rule_medium","material_erde","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__016__Stroh_Lehmputz","uses_material","material/Erde","target_manual_review","reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__016__Stroh_Lehmputz","uses_material","","material_label","Stroh, Erde","rule_medium","material_erde","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__004__Bestandslagerhaus","uses_material","material/Guss","target_manual_review","reuse_einsatz/55_Great_Suffolk_Street_London__004__Bestandslagerhaus","uses_material","","material_label","Mauerwerk, Gusseisen, Holz, Stahlfenster u. a.","rule_medium","material_guss","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/Grande_Halle_de_Colombelles__002__Radiatoren","uses_material","material/Guss","target_manual_review","reuse_einsatz/Grande_Halle_de_Colombelles__002__Radiatoren","uses_material","","material_label","Guss/Stahl","rule_medium","material_guss","Gebäude\Grande_Halle_de_Colombelles.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__011__Radiatoren","uses_material","material/Guss","target_manual_review","reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__011__Radiatoren","uses_material","","material_label","Guss","rule_medium","material_guss","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__007__Heizk_rper","uses_material","material/Guss","target_manual_review","reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__007__Heizk_rper","uses_material","","material_label","Guss/Stahl, unbekannt","rule_medium","material_guss","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__003__Kabeltrassen_als_Regale","uses_material","material/Metall","target_manual_review","reuse_einsatz/AWM_Muenster_Circular_Office__003__Kabeltrassen_als_Regale","uses_material","","material_label","Metall","rule_high","material_generic_metall","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__004__Kabeltrassen_und_LED_Leuchten","uses_material","material/Metall","target_manual_review","reuse_einsatz/AWM_Muenster_Circular_Office__004__Kabeltrassen_und_LED_Leuchten","uses_material","","material_label","Metall, Elektrokomponenten","rule_high","material_generic_metall","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/BedZED_London_Hackbridge__004__T_ren","uses_material","material/Metall","target_manual_review","reuse_einsatz/BedZED_London_Hackbridge__004__T_ren","uses_material","","material_label","Holz/Metall/Glas unbekannt","rule_high","material_generic_metall","Gebäude\BedZED_London_Hackbridge.md"
"reuse_einsatz/BlueCity_Offices_Rotterdam__004__Balustraden","uses_material","material/Metall","target_manual_review","reuse_einsatz/BlueCity_Offices_Rotterdam__004__Balustraden","uses_material","","material_label","Metall / unbekannt","rule_high","material_generic_metall","Gebäude\BlueCity_Offices_Rotterdam.md"
"reuse_einsatz/Boulder_Fire_Station_3__005__PV_Dach_gro_e_Dachfl_che","uses_material","material/Metall","target_manual_review","reuse_einsatz/Boulder_Fire_Station_3__005__PV_Dach_gro_e_Dachfl_che","uses_material","","material_label","Photovoltaik/Metall","rule_high","material_generic_metall","Gebäude\Boulder_Fire_Station_3.md"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__008__Sanit_robjekte","uses_material","material/Metall","target_manual_review","reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__008__Sanit_robjekte","uses_material","","material_label","Keramik/Metall","rule_high","material_generic_metall","Gebäude\Chiro_d_Itterbeek_Dilbeek.md"
"reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__005__Vorhangfassadenelemente_Blech_Glas","uses_material","material/Metall","target_manual_review","reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__005__Vorhangfassadenelemente_Blech_Glas","uses_material","","material_label","Metall/Glas","rule_high","material_generic_metall","Gebäude\CRCLR_House_Impact_Hub_Berlin.md"
"reuse_einsatz/ELYS_Kultur_Gewerbehaus_Basel__006__Gitterroste_Br_stungsgitter","uses_material","material/Metall","target_manual_review","reuse_einsatz/ELYS_Kultur_Gewerbehaus_Basel__006__Gitterroste_Br_stungsgitter","uses_material","","material_label","Stahl/Metall","rule_high","material_generic_metall","Gebäude\ELYS_Kultur_Gewerbehaus_Basel.md"
"reuse_einsatz/ELYS_Kultur_Gewerbehaus_Basel__007__Garagentor","uses_material","material/Metall","target_manual_review","reuse_einsatz/ELYS_Kultur_Gewerbehaus_Basel__007__Garagentor","uses_material","","material_label","Metall/Glas unbekannt","rule_high","material_generic_metall","Gebäude\ELYS_Kultur_Gewerbehaus_Basel.md"
"reuse_einsatz/Ferme_du_Rail_Paris__009__Metallteile","uses_material","material/Metall","target_manual_review","reuse_einsatz/Ferme_du_Rail_Paris__009__Metallteile","uses_material","","material_label","Metall","rule_high","material_generic_metall","Gebäude\Ferme_du_Rail_Paris.md"
"reuse_einsatz/Grande_Halle_de_Colombelles__003__Waschbecken_Sanit_r","uses_material","material/Metall","target_manual_review","reuse_einsatz/Grande_Halle_de_Colombelles__003__Waschbecken_Sanit_r","uses_material","","material_label","Keramik/Metall","rule_high","material_generic_metall","Gebäude\Grande_Halle_de_Colombelles.md"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__002__Dachbleche","uses_material","material/Metall","target_manual_review","reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__002__Dachbleche","uses_material","","material_label","Metall/Aluminium/Stahl unbekannt","rule_high","material_generic_metall","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__007__Fenster","uses_material","material/Metall","target_manual_review","reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__007__Fenster","uses_material","","material_label","Glas/Metall/Holz unbekannt","rule_high","material_generic_metall","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__008__T_ren","uses_material","material/Metall","target_manual_review","reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__008__T_ren","uses_material","","material_label","Holz/Metall/Glas unbekannt","rule_high","material_generic_metall","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__009__Heizk_rper_Radiatoren","uses_material","material/Metall","target_manual_review","reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__009__Heizk_rper_Radiatoren","uses_material","","material_label","Metall","rule_high","material_generic_metall","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__008__Hang_und_Schlie_werk","uses_material","material/Metall","target_manual_review","reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__008__Hang_und_Schlie_werk","uses_material","","material_label","Metall","rule_high","material_generic_metall","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster","uses_material","material/Metall","target_manual_review","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster","uses_material","","material_label","Glas/Metall/Holz unbekannt","rule_high","material_generic_metall","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche","uses_material","material/Metall","target_manual_review","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche","uses_material","","material_label","Metall","rule_high","material_generic_metall","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__006__Radiatoren","uses_material","material/Metall","target_manual_review","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__006__Radiatoren","uses_material","","material_label","Metall","rule_high","material_generic_metall","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__007__Sanit_r_Waschbecken_Toiletten","uses_material","material/Metall","target_manual_review","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__007__Sanit_r_Waschbecken_Toiletten","uses_material","","material_label","Keramik/Metall","rule_high","material_generic_metall","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__008__L_ftungskan_le_ducts_and_pipes","uses_material","material/Metall","target_manual_review","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__008__L_ftungskan_le_ducts_and_pipes","uses_material","","material_label","Metall/Kunststoff","rule_high","material_generic_metall","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__010__T_ren","uses_material","material/Metall","target_manual_review","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__010__T_ren","uses_material","","material_label","Holz/Metall/Glas unbekannt","rule_high","material_generic_metall","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md"
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__001__Fassadenfenster","uses_material","material/Metall","target_manual_review","reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__001__Fassadenfenster","uses_material","","material_label","Glas/Holz/Metall, gemischt","rule_high","material_generic_metall","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md"
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__005__Gel_nder_Br_stungsgel_nder","uses_material","material/Metall","target_manual_review","reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__005__Gel_nder_Br_stungsgel_nder","uses_material","","material_label","Metall","rule_high","material_generic_metall","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md"
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__009__Sanit_rapparate_Lavabos_Toiletten","uses_material","material/Metall","target_manual_review","reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__009__Sanit_rapparate_Lavabos_Toiletten","uses_material","","material_label","Keramik/Metall","rule_high","material_generic_metall","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md"
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__005__Metall_Deckenpaneele","uses_material","material/Metall","target_manual_review","reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__005__Metall_Deckenpaneele","uses_material","","material_label","Metall","rule_high","material_generic_metall","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md"
"reuse_einsatz/Maison_des_Canaux_Paris__003__Sanit_rkeramik_Sanit_rteile","uses_material","material/Metall","target_manual_review","reuse_einsatz/Maison_des_Canaux_Paris__003__Sanit_rkeramik_Sanit_rteile","uses_material","","material_label","Keramik / Metall","rule_high","material_generic_metall","Gebäude\Maison_des_Canaux_Paris.md"
"reuse_einsatz/Multi_Brussels_Reuse_in_MULTI__006__Aufzugsmotoren","uses_material","material/Metall","target_manual_review","reuse_einsatz/Multi_Brussels_Reuse_in_MULTI__006__Aufzugsmotoren","uses_material","","material_label","Metall / Technik","rule_high","material_generic_metall","Gebäude\Multi_Brussels_Reuse_in_MULTI.md"
"reuse_einsatz/Multi_Brussels_Reuse_in_MULTI__007__T_ren_W_nde_Einbauten","uses_material","material/Metall","target_manual_review","reuse_einsatz/Multi_Brussels_Reuse_in_MULTI__007__T_ren_W_nde_Einbauten","uses_material","","material_label","Holz/Metall/sonstige","rule_high","material_generic_metall","Gebäude\Multi_Brussels_Reuse_in_MULTI.md"
"reuse_einsatz/Recyclinghaus_Hannover__005__Wellblech","uses_material","material/Metall","target_manual_review","reuse_einsatz/Recyclinghaus_Hannover__005__Wellblech","uses_material","","material_label","Metall","rule_high","material_generic_metall","Gebäude\Recyclinghaus_Hannover.md"
"reuse_einsatz/Recyclinghaus_Hannover__010__Waschbecken_Sanit_r","uses_material","material/Metall","target_manual_review","reuse_einsatz/Recyclinghaus_Hannover__010__Waschbecken_Sanit_r","uses_material","","material_label","Keramik/Metall","rule_high","material_generic_metall","Gebäude\Recyclinghaus_Hannover.md"
"reuse_einsatz/Recyclinghaus_Hannover__011__Fliesen_Kronkorken_Mosaik","uses_material","material/Metall","target_manual_review","reuse_einsatz/Recyclinghaus_Hannover__011__Fliesen_Kronkorken_Mosaik","uses_material","","material_label","Keramik/Metall","rule_high","material_generic_metall","Gebäude\Recyclinghaus_Hannover.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__007__Glast_ren","uses_material","material/Metall","target_manual_review","reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__007__Glast_ren","uses_material","","material_label","Glas/Metall/Holz","rule_high","material_generic_metall","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__008__Leuchten","uses_material","material/Metall","target_manual_review","reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__008__Leuchten","uses_material","","material_label","Metall/Elektrik","rule_high","material_generic_metall","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__010__WC_und_Handwaschbecken","uses_material","material/Metall","target_manual_review","reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__010__WC_und_Handwaschbecken","uses_material","","material_label","Keramik/Metall","rule_high","material_generic_metall","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md"
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__003__Heizk_rper_Radiatoren","uses_material","material/Metall","target_manual_review","reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__003__Heizk_rper_Radiatoren","uses_material","","material_label","Metall","rule_high","material_generic_metall","Gebäude\Superlocal_Expogebouw_Bleijerheide.md"
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__007__Gel_nder","uses_material","material/Metall","target_manual_review","reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__007__Gel_nder","uses_material","","material_label","Metall","rule_high","material_generic_metall","Gebäude\Superlocal_Expogebouw_Bleijerheide.md"
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__005__Stahlfassadenelemente_facade_panels","uses_material","material/Metall","target_manual_review","reuse_einsatz/Svanen_Kindergarten_Gladsaxe__005__Stahlfassadenelemente_facade_panels","uses_material","","material_label","Stahl/Metall","rule_high","material_generic_metall","Gebäude\Svanen_Kindergarten_Gladsaxe.md"
"reuse_einsatz/TRAE_High_Rise_Aarhus__004__wiederverwendete_upgecycelte_Fenster","uses_material","material/Metall","target_manual_review","reuse_einsatz/TRAE_High_Rise_Aarhus__004__wiederverwendete_upgecycelte_Fenster","uses_material","","material_label","Glas/Holz/Metall","rule_high","material_generic_metall","Gebäude\TRAE_High_Rise_Aarhus.md"
"reuse_einsatz/Verbiest_Karreveld_Brussels__008__Verbiest_Gel_nder","uses_material","material/Metall","target_manual_review","reuse_einsatz/Verbiest_Karreveld_Brussels__008__Verbiest_Gel_nder","uses_material","","material_label","Metall/Holz unbekannt","rule_high","material_generic_metall","Gebäude\Verbiest_Karreveld_Brussels.md"
"reuse_einsatz/Villa_Welpeloo_Enschede__006__Regenschirmrippen_Leuchten","uses_material","material/Metall","target_manual_review","reuse_einsatz/Villa_Welpeloo_Enschede__006__Regenschirmrippen_Leuchten","uses_material","","material_label","Metall/Kunststoff","rule_high","material_generic_metall","Gebäude\Villa_Welpeloo_Enschede.md"
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__005__T_ren_Schiebet_ren","uses_material","material/Metall","target_manual_review","reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__005__T_ren_Schiebet_ren","uses_material","","material_label","Holz/Metall/Glas","rule_high","material_generic_metall","Gebäude\Woongroep_Boschgaard_Den_Bosch.md"
