"legacy_path","legacy_type","title","action","target_primary","target_secondary","content_strategy","risk_flags"
"Gebäude\Berlin_Schildow_Pilot_House.md","","Berlin-Schildow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","split_into_case_graph","fallstudie/Berlin_Schildow_Pilot_House","projekt/Berlin_Schildow_Pilot_House; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Berlin_Schildow_Pilot_House_2.md","","Berlin-Schildow Pilot House 2 — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","split_into_case_graph","fallstudie/Berlin_Schildow_Pilot_House_2","projekt/Berlin_Schildow_Pilot_House_2; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Bestandverplanzung_Pavilion_Muenchen.md","","Bestandverplanzung Pavilion, München — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Bestandverplanzung_Pavilion_Muenchen","projekt/Bestandverplanzung_Pavilion_Muenchen; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Big_Dig_Building_Boston.md","","Big Dig Building, Boston/Cambridge — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Big_Dig_Building_Boston","projekt/Big_Dig_Building_Boston; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Big_Dig_House_Lexington_Massachusetts.md","","Big Dig House, Lexington, Massachusetts — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Big_Dig_House_Lexington_Massachusetts","projekt/Big_Dig_House_Lexington_Massachusetts; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\BioPartner_5_Leiden_Oegstgeest.md","","BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","split_into_case_graph","fallstudie/BioPartner_5_Leiden_Oegstgeest","projekt/BioPartner_5_Leiden_Oegstgeest; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\BlueCity_Offices_Rotterdam.md","","BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/BlueCity_Offices_Rotterdam","projekt/BlueCity_Offices_Rotterdam; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Boulder_Fire_Station_3.md","","Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Boulder_Fire_Station_3","projekt/Boulder_Fire_Station_3; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Brent_Cross_Town_Primary_Substation_London.md","","Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Brent_Cross_Town_Primary_Substation_London","projekt/Brent_Cross_Town_Primary_Substation_London; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Brighton_Waste_House_Brighton.md","","Brighton Waste House / Wild House, Brighton — Fallstudie Bauteil- und Materialwiederverwendung","split_into_case_graph","fallstudie/Brighton_Waste_House_Brighton","projekt/Brighton_Waste_House_Brighton; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Broethen_Twin_House_Hoyerswerda.md","","Bröthen Twin-House, Hoyerswerda — Fallstudie Direct Reuse / Wiederverwendung von P2-Plattenbauteilen","split_into_case_graph","fallstudie/Broethen_Twin_House_Hoyerswerda","projekt/Broethen_Twin_House_Hoyerswerda; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\CascadeUp_London_secondary_timber_glulam_demonstrator.md","","CascadeUp / London secondary-timber glulam demonstrator — Fallstudie Direct Reuse","split_into_case_graph","fallstudie/CascadeUp_London_secondary_timber_glulam_demonstrator","projekt/CascadeUp_London_secondary_timber_glulam_demonstrator; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Charles_Malis_Molenbeek.md","","Charles Malis / Antenne administrative Molenbeek-Saint-Jean — Fallstudie Direct Reuse","split_into_case_graph","fallstudie/Charles_Malis_Molenbeek","projekt/Charles_Malis_Molenbeek; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Chiro_d_Itterbeek_Dilbeek.md","","Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","split_into_case_graph","fallstudie/Chiro_d_Itterbeek_Dilbeek","projekt/Chiro_d_Itterbeek_Dilbeek; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Christ_Pavilion_Volkenroda.md","","Christus-Pavillon / Christ Pavilion, Volkenroda — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Christ_Pavilion_Volkenroda","projekt/Christ_Pavilion_Volkenroda; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md","","Circular Centre Netherlands / Prinsenhof A reuse pilot — Fallstudie Wiederverwendung / Direct Reuse","split_into_case_graph","fallstudie/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot","projekt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Circular_Pavilion_Paris.md","","Pavillon Circulaire / Circular Pavilion, Paris — Fallstudie Direct Reuse","split_into_case_graph","fallstudie/Circular_Pavilion_Paris","projekt/Circular_Pavilion_Paris; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\CRCLR_House_Impact_Hub_Berlin.md","","CRCLR House / Impact Hub Berlin – Fallstudie Direct Reuse","split_into_case_graph","fallstudie/CRCLR_House_Impact_Hub_Berlin","projekt/CRCLR_House_Impact_Hub_Berlin; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\ELYS_Kultur_Gewerbehaus_Basel.md","","ELYS Kultur- & Gewerbehaus, Basel – Fallstudie Direct Reuse","split_into_case_graph","fallstudie/ELYS_Kultur_Gewerbehaus_Basel","projekt/ELYS_Kultur_Gewerbehaus_Basel; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Europa_Building_Brussels.md","","Europa Building, Brussels – Fallstudie Direct Reuse","split_into_case_graph","fallstudie/Europa_Building_Brussels","projekt/Europa_Building_Brussels; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Ferme_du_Rail_Paris.md","","La Ferme du Rail, Paris — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Ferme_du_Rail_Paris","projekt/Ferme_du_Rail_Paris; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\gjG_House_Gentbrugge.md","","gjG House, Gentbrugge / Ghent — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/gjG_House_Gentbrugge","projekt/gjG_House_Gentbrugge; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Grande_Halle_de_Colombelles.md","","Grande Halle de Colombelles / Le WIP — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Grande_Halle_de_Colombelles","projekt/Grande_Halle_de_Colombelles; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md","","Grubenstrasse 29 / Werkhof 29, Zürich — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Grubenstrasse_29_Werkhof_29_Zuerich","projekt/Grubenstrasse_29_Werkhof_29_Zuerich; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md","","Härmälänranta / A-Kruunu ReCreate mini-pilot, Tampere — Fallstudie Wiederverwendung / Direct Reuse","split_into_case_graph","fallstudie/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere","projekt/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Hastings_Pier_Visitor_Centre.md","","Hastings Pier Visitor Centre / Pavilion Cladding, Hastings","split_into_case_graph","fallstudie/Hastings_Pier_Visitor_Centre","projekt/Hastings_Pier_Visitor_Centre; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md","","Haus HOS / Mehrfamilienhaus Mühlhausen — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","split_into_case_graph","fallstudie/Haus_HOS_Mehrfamilienhaus_Muehlhausen","projekt/Haus_HOS_Mehrfamilienhaus_Muehlhausen; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Holbein_Gardens_London.md","","Holbein Gardens, London — Fallstudie Direct Reuse / Wiederverwendung von Tragwerksstahl","split_into_case_graph","fallstudie/Holbein_Gardens_London","projekt/Holbein_Gardens_London; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","","House of Fraser / 318 Oxford Street â†’ TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","split_into_case_graph","fallstudie/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","projekt/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md","","Impact Hub Berlin Interior / CRCLR Fit-out – Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Impact_Hub_Berlin_CRCLR_Fitout","projekt/Impact_Hub_Berlin_CRCLR_Fitout; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Institut_de_Botanique_ULg_Liege.md","","Institut de Botanique de l’ULg, Liège — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Institut_de_Botanique_ULg_Liege","projekt/Institut_de_Botanique_ULg_Liege; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","","Jeugdkliniek Ithaka / Emergis, Kloetinge","split_into_case_graph","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","projekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","","Juch-Areal Recyclingzentrum, Zürich-Altstetten","split_into_case_graph","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","projekt/Juch_Areal_Recyclingzentrum_Zuerich; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","","K.118 / Kopfbau Halle 118, Winterthur — Fallstudie Direct Reuse / Wiederverwendung","split_into_case_graph","fallstudie/K118_Kopfbau_Halle_118_Winterthur","projekt/K118_Kopfbau_Halle_118_Winterthur; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","","KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","split_into_case_graph","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","projekt/KA13_Kristian_Augusts_gate_13_Oslo; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md","","Kamikatsu Zero Waste Center / Hotel WHY, Kamikatsu","split_into_case_graph","fallstudie/Kamikatsu_Zero_Waste_Center_Hotel_WHY","projekt/Kamikatsu_Zero_Waste_Center_Hotel_WHY; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","","Kindergarten Mööslistrasse / Manegg, Zürich — Fallstudie Bauteilwiederverwendung / Direct Reuse","split_into_case_graph","fallstudie/Kindergarten_Moeoeslistrasse_Manegg_Zuerich","projekt/Kindergarten_Moeoeslistrasse_Manegg_Zuerich; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Liander_Alliander_HQ_Duiven.md","","Liander / Alliander HQ, Duiven — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Liander_Alliander_HQ_Duiven","projekt/Liander_Alliander_HQ_Duiven; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Lo_Reninge_Town_Hall_Facade.md","","Lo-Reninge Town Hall façade / Stadhuis Lo – Fallstudie Direct Reuse","split_into_case_graph","fallstudie/Lo_Reninge_Town_Hall_Facade","projekt/Lo_Reninge_Town_Hall_Facade; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md","","Lokomotion Technology Centre mini-pilot, Tampere — Fallstudie Wiederverwendung / Direct Reuse","split_into_case_graph","fallstudie/Lokomotion_Technology_Centre_mini_pilot_Tampere","projekt/Lokomotion_Technology_Centre_mini_pilot_Tampere; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","","Lycée Michel Lucius Conversion, Luxembourg — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Lycee_Michel_Lucius_Conversion_Luxembourg","projekt/Lycee_Michel_Lucius_Conversion_Luxembourg; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Maison_des_Canaux_Paris.md","","Maison des Canaux, Paris — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Maison_des_Canaux_Paris","projekt/Maison_des_Canaux_Paris; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Maison_DnA_Asse.md","","Maison DnA / dnA House, Asse — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Maison_DnA_Asse","projekt/Maison_DnA_Asse; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Maison_Vignette_Auderghem.md","","Maison Vignette, Auderghem – Fallstudie Direct Reuse","split_into_case_graph","fallstudie/Maison_Vignette_Auderghem","projekt/Maison_Vignette_Auderghem; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Mehrow_Pilot_House.md","","Mehrow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen","split_into_case_graph","fallstudie/Mehrow_Pilot_House","projekt/Mehrow_Pilot_House; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","","Melkinlaituri Primary School and Day-care Centre, Helsinki — Fallstudie Wiederverwendung / Direct Reuse","split_into_case_graph","fallstudie/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","projekt/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Montessori_Maassluis.md","","Montessori Maassluis — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Montessori_Maassluis","projekt/Montessori_Maassluis; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Multi_Brussels_Reuse_in_MULTI.md","","Multi Brussels / Reuse in MULTI – Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Multi_Brussels_Reuse_in_MULTI","projekt/Multi_Brussels_Reuse_in_MULTI; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Musee_de_Folklore_Mouscron.md","","Musée de Folklore Vie Frontalière / MUSEF, Mouscron – Fallstudie Direct Reuse","split_into_case_graph","fallstudie/Musee_de_Folklore_Mouscron","projekt/Musee_de_Folklore_Mouscron; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Peoples_Pavilion_Eindhoven.md","","People’s Pavilion, Eindhoven — Fallstudie Direct Reuse","split_into_case_graph","fallstudie/Peoples_Pavilion_Eindhoven","projekt/Peoples_Pavilion_Eindhoven; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Plattenpalast_Berlin.md","","Plattenpalast Berlin — Fallstudie Direct Reuse","split_into_case_graph","fallstudie/Plattenpalast_Berlin","projekt/Plattenpalast_Berlin; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Plattenvereinigung_Berlin.md","","Plattenvereinigung Berlin — Fallstudie Direct Reuse","split_into_case_graph","fallstudie/Plattenvereinigung_Berlin","projekt/Plattenvereinigung_Berlin; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\PLP_London_HQ_Circular_Studio_Fitout.md","","PLP Architecture HQ / Circular Studio Fit-out, London — Fallstudie Direct Reuse","split_into_case_graph","fallstudie/PLP_London_HQ_Circular_Studio_Fitout","projekt/PLP_London_HQ_Circular_Studio_Fitout; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\ReCrete_footbridge_reused_concrete_blocks.md","","Re:Crete footbridge — Fallstudie Direct Reuse","split_into_case_graph","fallstudie/ReCrete_footbridge_reused_concrete_blocks","projekt/ReCrete_footbridge_reused_concrete_blocks; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Recyclinghaus_Hannover.md","","Recyclinghaus Hannover — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Recyclinghaus_Hannover","projekt/Recyclinghaus_Hannover; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Recypark_Demets_Anderlecht.md","","Recypark Demets / Recypark Anderlecht, Brüssel — Fallstudie Direct Reuse / Wiederverwendung","split_into_case_graph","fallstudie/Recypark_Demets_Anderlecht","projekt/Recypark_Demets_Anderlecht; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","","Résilience / La Ferme des Possibles, Stains — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Resilience_La_Ferme_des_Possibles_Stains","projekt/Resilience_La_Ferme_des_Possibles_Stains; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Resource_Rows_Copenhagen.md","","Resource Rows, Copenhagen — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Resource_Rows_Copenhagen","projekt/Resource_Rows_Copenhagen; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","","Roots in the Sky / Blackfriars Crown Court, London","split_into_case_graph","fallstudie/Roots_in_the_Sky_Blackfriars_Crown_Court","projekt/Roots_in_the_Sky_Blackfriars_Crown_Court; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Saxum_Vineyard_Equipment_Barn_Paso_Robles.md","","Saxum Vineyard Equipment Barn, Paso Robles — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Saxum_Vineyard_Equipment_Barn_Paso_Robles","projekt/Saxum_Vineyard_Equipment_Barn_Paso_Robles; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Superlocal_Expogebouw_Bleijerheide.md","","SUPERLOCAL Expogebouw, Bleijerheide/Kerkrade — Fallstudie Direct Reuse / zirkuläres Bauen","split_into_case_graph","fallstudie/Superlocal_Expogebouw_Bleijerheide","projekt/Superlocal_Expogebouw_Bleijerheide; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\Svanen_Kindergarten_Gladsaxe.md","","Svanen / The Swan Kindergarten, Gladsaxe — Fallstudie Direct Reuse / Wiederverwendung","split_into_case_graph","fallstudie/Svanen_Kindergarten_Gladsaxe","projekt/Svanen_Kindergarten_Gladsaxe; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
"Gebäude\The_Green_House_Utrecht.md","","The Green House, Utrecht","split_into_case_graph","fallstudie/The_Green_House_Utrecht","projekt/The_Green_House_Utrecht; bauobjekt/<from_content>; reuse_einsatz/<per_component>","Rich building example: keep narrative as Fallstudie, extract project/building/reuse cases/data/source edges.","do_not_treat_file_as_single_gebaeude_only"
