id;cc;von;richtung;nach;beziehungsart;beschreibung;dauer;dauer_status;dauer_begruendung;dauer_warnung;type_correction;evidence_quote;evidence_url;dauer_evidence_quote;dauer_evidence_url
DK:K016;DK;TRÆ High-Rise;B→A;DOVISTA / KRONE;Bauteillieferung;Lieferte Reuse-Bauteile.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;KRONE supplied all the windows to the building, including the upcycled windows.;https://dovista.com/krone-brandcase;KRONE supplied all the windows to the building, including the upcycled windows.;https://dovista.com/krone-brandcase
DK:K017;DK;TRÆ High-Rise;B→A;Artelia;Fachplanung;Tragwerksplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Artelia is the engineer on TRÆ.;https://www.arteliagroup.com/fr/project/trae-a-wooden-tower-at-the-highest-level/;Artelia is the engineer on TRÆ.;https://www.arteliagroup.com/fr/project/trae-a-wooden-tower-at-the-highest-level/
DK:K018;DK;TRÆ High-Rise;B→A;Lendager;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;TRAE ... a 78-meter beacon of circular construction, showing that large-scale architecture can combine reused materials;https://lendager.com/project/trae;TRAE ... a 78-meter beacon of circular construction, showing that large-scale architecture can combine reused materials;https://lendager.com/project/trae
DK:K019;DK;a:gain;A→B;Upcycle Studios Copenhag…;Bauteillieferung;Lieferte einen Viddø-Fensterprototyp.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;In Upcycle Studios, 75% of the windows came from public housing in North Jutland;https://www.again.dk/project-references/upcycle-studios;In Upcycle Studios, 75% of the windows came from public housing in North Jutland;https://www.again.dk/project-references/upcycle-studios
DK:K024;DK;Circue;—;GreenDozer ApS;Kooperationsvereinbarung;Verknüpften mit Revit.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;Den digitale materialebørs gør det muligt at eksportere genbrugsmaterialer fra markedspladser som Genbyg, J Jensen og Greendozer ind i Revit;https://www.strateginetvaerket.dk/case-circue-digital-platform-baner-vejen-for-cirkulaert-byggeri-og-baeredygtig-transformation/;Den digitale materialebørs gør det muligt at eksportere genbrugsmaterialer fra markedspladser som Genbyg, J Jensen og Greendozer ind i Revit;https://www.strateginetvaerket.dk/case-circue-digital-platform-baner-vejen-for-cirkulaert-byggeri-og-baeredygtig-transformation/
DK:K030;DK;GreenDozer ApS;B→A;Kingo (Kingo Karlsen A/S);Konzernbindung;Investition.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;Senest har tre store nedrivningsvirksomheder, P. Olesen, Kingo og Tscherning, investeret i virksomheden;https://greendozer.com/nyt-samarbejde-fremmer-genbrug-af-byggematerialer;Senest har tre store nedrivningsvirksomheder, P. Olesen, Kingo og Tscherning, investeret i virksomheden;https://greendozer.com/nyt-samarbejde-fremmer-genbrug-af-byggematerialer
DK:K031;DK;GreenDozer ApS;B→A;P. Olesen / PO Genbrug;Konzernbindung;Investition.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;Senest har tre store nedrivningsvirksomheder, P. Olesen, Kingo og Tscherning, investeret i virksomheden;https://greendozer.com/nyt-samarbejde-fremmer-genbrug-af-byggematerialer;Senest har tre store nedrivningsvirksomheder, P. Olesen, Kingo og Tscherning, investeret i virksomheden;https://greendozer.com/nyt-samarbejde-fremmer-genbrug-af-byggematerialer
FI:K001;FI;Härmälänranta;B→A;A-Kruunu;Bauherrschaft;Bauherrschaft.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;The building was built by Skanska for the client, affordable rental housing company A-Kruunu;https://recreate-project.eu/tag/city-of-tampere/;The building was built by Skanska for the client, affordable rental housing company A-Kruunu;https://recreate-project.eu/tag/city-of-tampere/
FI:K002;FI;Härmälänranta;B→A;Skanska Finland;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;The building was built by Skanska for the client, affordable rental housing company A-Kruunu;https://recreate-project.eu/tag/city-of-tampere/;The building was built by Skanska for the client, affordable rental housing company A-Kruunu;https://recreate-project.eu/tag/city-of-tampere/
FI:K003;FI;Härmälänranta;B→A;Consolis Parma;Aufarbeitung;Aufarbeitung der Reuse-Bauteile.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;were quality controlled and factory refurbished in Consolis Parma's factory in Kangasala;https://recreate-project.eu/tag/precast-concrete;were quality controlled and factory refurbished in Consolis Parma's factory in Kangasala;https://recreate-project.eu/tag/precast-concrete
FI:K004;FI;Härmälänranta;B→A;Ramboll Finland;Fachplanung;Tragwerksplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;we at Ramboll developed designing the refurbishment of the reclaimed elements in collaboration with the factory;https://recreate-project.eu/tag/consolis-parma/;we at Ramboll developed designing the refurbishment of the reclaimed elements in collaboration with the factory;https://recreate-project.eu/tag/consolis-parma/
FI:K007;FI;Skanska Finland;—;Consolis Parma;Konsortialpartner;Arbeiteten im ReCreate-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere.;https://recreate-project.eu/tag/precast-concrete;ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere.;https://recreate-project.eu/tag/precast-concrete
FI:K009;FI;Skanska Finland;—;Ramboll Finland;Konsortialpartner;Arbeiteten im ReCreate-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere.;https://recreate-project.eu/tag/precast-concrete;ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere.;https://recreate-project.eu/tag/precast-concrete
FI:K010;FI;Skanska Finland;A→B;Lokomotion Technology Center;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;In the ReCreate research project, companies have participated in Skanska's building projects, which serve as the study's minipilots.;https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/;In the ReCreate research project, companies have participated in Skanska's building projects, which serve as the study's minipilots.;https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/
FI:K011;FI;Skanska Finland;—;Tampereen kaupunki (City of Tampere);Konsortialpartner;Arbeiteten im ReCreate-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere.;https://recreate-project.eu/tag/precast-concrete;ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere.;https://recreate-project.eu/tag/precast-concrete
FI:K013;FI;Consolis Parma;—;Ramboll Finland;Konsortialpartner;Bestimmte die Aufarbeitung Reuse-Bauteile.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Consolis Parma used Ramboll's help determine suitable refurbishment measures;https://recreate-project.eu/tag/consolis-parma/;Consolis Parma used Ramboll's help determine suitable refurbishment measures;https://recreate-project.eu/tag/consolis-parma/
FI:K014;FI;Consolis Parma;A→B;Lokomotion Technology Center;Aufarbeitung;Aufarbeitung der Reuse-Bauteile.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;In the ReCreate research project, companies have participated in Skanska's building projects, which serve as the study's minipilots.;https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/;In the ReCreate research project, companies have participated in Skanska's building projects, which serve as the study's minipilots.;https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/
FI:K015;FI;Consolis Parma;A→B;Melkinlaituri Primary School and Daycare Centre;Aufarbeitung;Aufarbeitung der Reuse-Bauteile.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Slabs were transported to Consolis Parma's Nummela factory, where the refurbishment of the elements could begin;https://recreate-project.eu/tag/consolis-parma/;Slabs were transported to Consolis Parma's Nummela factory, where the refurbishment of the elements could begin;https://recreate-project.eu/tag/consolis-parma/
FI:K016;FI;Consolis Parma;—;Peikko Finland;Konsortialpartner;Erprobten demontierbare Betonverbindungen.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;We implemented a pilot project at the end of 2021...to prove that the connecting technology between load-bearing structures enables easy dismantling and reassembly.;https://www.peikko.com/blog/pilot-project-proves-that-the-dismount-and-reuse-of-concrete-elements-is-realistic-and-economical/;We implemented a pilot project at the end of 2021...to prove that the connecting technology between load-bearing structures enables easy dismantling and reassembly.;https://www.peikko.com/blog/pilot-project-proves-that-the-dismount-and-reuse-of-concrete-elements-is-realistic-and-economical/
FI:K017;FI;Consolis Parma;—;Tampereen kaupunki (City of Tampere);Konsortialpartner;Arbeiteten im ReCreate-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere.;https://recreate-project.eu/tag/precast-concrete;ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere.;https://recreate-project.eu/tag/precast-concrete
FI:K021;FI;Ramboll Finland;A→B;Lokomotion Technology Center;Fachplanung;Fachplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;In the ReCreate research project, companies have participated in Skanska's building projects, which serve as the study's minipilots.;https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/;In the ReCreate research project, companies have participated in Skanska's building projects, which serve as the study's minipilots.;https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/
FI:K022;FI;Ramboll Finland;A→B;Melkinlaituri Primary School and Daycare Centre;Prüfung und Nachweis;Prüfung der Reuse-Bauteile.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Consolis Parma used Ramboll's help determine suitable refurbishment measures;https://recreate-project.eu/tag/consolis-parma/;Consolis Parma used Ramboll's help determine suitable refurbishment measures;https://recreate-project.eu/tag/consolis-parma/
FI:K024;FI;Ramboll Finland;—;Tampereen kaupunki (City of Tampere);Konsortialpartner;Arbeiteten im ReCreate-Verbund zusammen.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere.;https://recreate-project.eu/tag/precast-concrete;ReCreate's Finnish cluster is formed by Tampere University, Skanska, Consolis Parma, Ramboll Finland, Umacon, LIIKE architects, and the City of Tampere.;https://recreate-project.eu/tag/precast-concrete
FI:K026;FI;Lokomotion Technology Center;B→A;ReCreate-Koordination / Faculty of Built Environment / Tampere University;Forschungsbegleitung;Forschungsbegleitung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;The Finnish ReCreate cluster and Lokomotion Technology completed the second reuse mini-pilot.;https://recreate-project.eu/2026/02/24/second-reuse-mini-pilot-successful-in-finland/;The Finnish ReCreate cluster and Lokomotion Technology completed the second reuse mini-pilot.;https://recreate-project.eu/2026/02/24/second-reuse-mini-pilot-successful-in-finland/
FI:K027;FI;Melkinlaituri Primary School and Daycare Centre;B→A;Urban Environment Division / City of Helsinki;Bauherrschaft;Bauherrschaft.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Melkinlaiturin peruskoulu ... Helsingin kaupunki;https://paatokset.hel.fi/fi/asia/hel-2024-003973;Melkinlaiturin peruskoulu ... Helsingin kaupunki;https://paatokset.hel.fi/fi/asia/hel-2024-003973
FI:K028;FI;Melkinlaituri Primary School and Daycare Centre;B→A;YIT;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;YIT is delivering the Melkinlaituri school and day care centre for the City of Helsinki as a life-cycle project.;https://sustera.com/melkinlaituri-primary-school-and-day-care-centre-pilot-project-for-the-reuse-of-hollow-core-slabs/;YIT is delivering the Melkinlaituri school and day care centre for the City of Helsinki as a life-cycle project.;https://sustera.com/melkinlaituri-primary-school-and-day-care-centre-pilot-project-for-the-reuse-of-hollow-core-slabs/
FI:K029;FI;Urban Environment Division / City of Helsinki;—;Kiilto Family;Gemeinsames Bauvorhaben;Erprobten wiederlösbare Fliesen.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;pilottihanke Forum Virium Helsingin ja Business Helsingin ARKI 135 kiertotaloushubin kanssa tarjoaa mahdollisuuden testata ja demonstroida teknologian toimivuutta;https://www.kiilto.fi/uutishuone/rakennusmateriaalit-jotka-elavat-useamman-kerran/;pilottihanke Forum Virium Helsingin ja Business Helsingin ARKI 135 kiertotaloushubin kanssa tarjoaa mahdollisuuden testata ja demonstroida teknologian toimivuutta;https://www.kiilto.fi/uutishuone/rakennusmateriaalit-jotka-elavat-useamman-kerran/
FI:K030;FI;ReCreate-Koordination / Faculty of Built Environment / Tampere University;—;SÄILÖ: Purusta säilöön ja kiertoon;Konsortialpartner;Verbundpartnerschaft.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;SÄILÖ-hanke toteutetaan yhteistyössä Oriveden kaupungin, Nokian kaupungin ja Tampereen yliopiston kanssa.;https://ekokumppanit.fi/hankkeet/sailo/;SÄILÖ-hanke toteutetaan yhteistyössä Oriveden kaupungin, Nokian kaupungin ja Tampereen yliopiston kanssa.;https://ekokumppanit.fi/hankkeet/sailo/
FI:K031;FI;ReCreate-Koordination / Faculty of Built Environment / Tampere University;—;Tampereen kaupunki (City of Tampere);Kooperationsvereinbarung;Stärken als Bildungs- und Wissenschaftsstandort.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;Strategic partnership between Tampere Universities and the City of Tampere;https://www.tampere.fi/en/current/2026/02/19/strategic-partnership-between-tampere-universities-and-city-tampere;Strategic partnership between Tampere Universities and the City of Tampere;https://www.tampere.fi/en/current/2026/02/19/strategic-partnership-between-tampere-universities-and-city-tampere
FI:K032;FI;Housing Design / Department of Architecture / Aalto University;—;VTT – Circularity in the Built Environment;Kooperationsvereinbarung;Forschen zur grünen und digitalen Transformation.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;Aalto University and VTT have signed a strategic partnership agreement.;https://www.aalto.fi/en/corporate-collaboration/strategic-research-institute-partner-vtt;Aalto University and VTT have signed a strategic partnership agreement.;https://www.aalto.fi/en/corporate-collaboration/strategic-research-institute-partner-vtt
FI:K036;FI;Ekokumppanit (Kiertotalous Pirkanmaa);A→B;SÄILÖ: Purusta säilöön ja kiertoon;Trägerschaft;Trägt das federführend.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;Hankkeen päätoteuttajana toimii Ekokumppanien operoima Kiertotalous Pirkanmaa;https://ekokumppanit.fi/hankkeet/sailo/;Hankkeen päätoteuttajana toimii Ekokumppanien operoima Kiertotalous Pirkanmaa;https://ekokumppanit.fi/hankkeet/sailo/
FI:K038;FI;KIELO-Projektteam / Xamk;—;Mikkelin Kehitysyhtiö Miksei Oy;Konsortialpartner;Verbundpartnerschaft.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;KIELO – Kiertotalousloikka rakennusmateriaalien uudelleenkäytön parantamiseksi Mikkelissä on Mikkelin kehitysyhtiö Miksei Oy:n ja Kaakkois-Suomen ammattikorkeakoulun yhteinen ryhmähanke.;https://mikseimikkeli.fi/hankkeet/kielo/;KIELO – Kiertotalousloikka rakennusmateriaalien uudelleenkäytön parantamiseksi Mikkelissä on Mikkelin kehitysyhtiö Miksei Oy:n ja Kaakkois-Suomen ammattikorkeakoulun yhteinen ryhmähanke.;https://mikseimikkeli.fi/hankkeet/kielo/
FI:K039;FI;Mikkelin Kehitysyhtiö Miksei Oy;B→A;Purkupiha;Dienstleistungsbeziehung;Führte Rückbau im KIELO-Piloten aus.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Purkatyö toteutettiin yhteistyössä paikallisen rakennusliike OW-Yhtiöt Oy:n ja kohteen purku-urakoitsijaksi valikoituneen Purkupiha Oy:n kanssa.;https://arkisto.mikseimikkeli.fi/hiilineutraalit-terasportaat-onnistunut-purkumateriaalien-uudelleenkayttokokeilu-mikkelissa/;Purkatyö toteutettiin yhteistyössä paikallisen rakennusliike OW-Yhtiöt Oy:n ja kohteen purku-urakoitsijaksi valikoituneen Purkupiha Oy:n kanssa.;https://arkisto.mikseimikkeli.fi/hiilineutraalit-terasportaat-onnistunut-purkumateriaalien-uudelleenkayttokokeilu-mikkelissa/
FI:K040;FI;Purkutori.fi;B→A;Purkupiha;Betreiberschaft;Betreibt Marktplatz.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;Purkutori.fi-palvelun tarjoaa Purkupiha Oy – yksi Suomen suurimmista purkuliikkeistä ja johtava suomalaisomisteinen rakennusten ja teollisuuden purkaja Suomessa.;https://www.purkutori.fi/tietoja-meista;Purkutori.fi-palvelun tarjoaa Purkupiha Oy – yksi Suomen suurimmista purkuliikkeistä ja johtava suomalaisomisteinen rakennusten ja teollisuuden purkaja Suomessa.;https://www.purkutori.fi/tietoja-meista
FR:K006;FR;Cycle Up;—;ORAK;Kooperationsvereinbarung;Entwickelten eine Reuse-Lösung für Teppichfliesen.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;Aujourd'hui Orak propose, en partenariat avec Cycle Up, une solution globale pour dalles textiles neuves ou réemployées;https://site.cycle-up.fr/annonceur-plus-orak/;Aujourd'hui Orak propose, en partenariat avec Cycle Up, une solution globale pour dalles textiles neuves ou réemployées;https://site.cycle-up.fr/annonceur-plus-orak/
FR:K008;FR;Cycle Up;—;TEXTIFLOOR;Kooperationsvereinbarung;Verbessern gemeinsam Bodenbelag-Reuse.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;le partenariat Cycle Up X Textifloor a pour objectif de contribuer à l'amélioration de la chaine de valeur;https://site.cycle-up.fr/textifloor-annonceurplus/;le partenariat Cycle Up X Textifloor a pour objectif de contribuer à l'amélioration de la chaine de valeur;https://site.cycle-up.fr/textifloor-annonceurplus/
FR:K010;FR;Réempro;A→B;CD2E;Mitgliedschaft;Mitgliedschaft im Netzwerk.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;Grâce à la notoriété du CD2E, nous avons pu bénéficier d'un grand réseau d'acteurs du réemploi et ainsi améliorer notre expertise sur le sujet.;https://cd2e.com/portraits-adherents/reempro-cd2e-portraits-adherents/;Grâce à la notoriété du CD2E, nous avons pu bénéficier d'un grand réseau d'acteurs du réemploi et ainsi améliorer notre expertise sur le sujet.;https://cd2e.com/portraits-adherents/reempro-cd2e-portraits-adherents/
FR:K015;FR;Circular Pavilion Paris;B→A;Encore Heureux;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;ENCORE HEUREUX ARCHITECTES (mandataires);https://encoreheureux.org/en/projects/pavillon-circulaire;ENCORE HEUREUX ARCHITECTES (mandataires);https://encoreheureux.org/en/projects/pavillon-circulaire
FR:K016;FR;Ferme du Rail Paris;B→A;Travail & Vie;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Dans les entreprises : Apijbat et Travail et Vie;https://www.ekopolis.fr/operations-batiment/la-ferme-du-rail;Dans les entreprises : Apijbat et Travail et Vie;https://www.ekopolis.fr/operations-batiment/la-ferme-du-rail
FR:K017;FR;Ferme du Rail Paris;B→A;Réhabail;Bauherrschaft;Bauherrschaft.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;La maîtrise d'ouvrage privée Réhabail a été un acteur moteur et volontaire dans la démarche de réemploi;https://www.ekopolis.fr/operations-batiment/la-ferme-du-rail;La maîtrise d'ouvrage privée Réhabail a été un acteur moteur et volontaire dans la démarche de réemploi;https://www.ekopolis.fr/operations-batiment/la-ferme-du-rail
FR:K018;FR;Ferme du Rail Paris;B→A;Pouget Consultants;Fachplanung;Fachplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Grand Huit avec Albert et cie (AMO), Scoping (BET TCE), Gamba (BET acoustique) et Toreana, Pouget (BE thermique), Mélanie Drevet paysagiste;https://grandhuit.eu/projet/ferme-du-rail/;Grand Huit avec Albert et cie (AMO), Scoping (BET TCE), Gamba (BET acoustique) et Toreana, Pouget (BE thermique), Mélanie Drevet paysagiste;https://grandhuit.eu/projet/ferme-du-rail/
FR:K020;FR;Ferme du Rail Paris;B→A;Albert & Co;Fachplanung;Fachplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;rand huit avec albert et cie (amo), scoping (bet tce), gamba (bet acoustique) et toreana, pouget (be thermique), melanie drevet paysagi;https://grandhuit.eu/projet/ferme-du-rail/;rand huit avec albert et cie (amo), scoping (bet tce), gamba (bet acoustique) et toreana, pouget (be thermique), melanie drevet paysagi;https://grandhuit.eu/projet/ferme-du-rail/
FR:K021;FR;Grande Halle de Colombelles;B→A;Le WIP;Betrieb;Betrieb.;dauerhaft;checked;Der Beleg nennt Le WIP als aktuellen Betreiber.;;;Le WIP, actuel exploitant du bâtiment, a été titulaire de ce lot Réemploi;https://www.ekopolis.fr/operations-batiment/grande-halle-de-colombelles;Le WIP, actuel exploitant du bâtiment, a été titulaire de ce lot Réemploi;https://www.ekopolis.fr/operations-batiment/grande-halle-de-colombelles
FR:K022;FR;Maison des Canaux, Paris;B→A;Les Canaux;Betrieb;Betrieb.;dauerhaft;checked;Der Beleg nennt Les Canaux als Gebäudebetreiber.;;;la Maison des Canaux, gérée par l'association Les Canaux;https://www.paris.fr/pages/les-canaux-une-maison-des-economies-solidaires-et-innovantes-4133;la Maison des Canaux, gérée par l'association Les Canaux;https://www.paris.fr/pages/les-canaux-une-maison-des-economies-solidaires-et-innovantes-4133
FR:K023;FR;Maison des Canaux, Paris;B→A;Ville de Paris;Bauherrschaft;Bauherrschaft.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;La Ville de Paris a décidé d'en faire un chantier de travaux exemplaire, sur le plan environnemental, notamment en économie circulaire, et solidaire.;https://www.paris.fr/pages/l-economie-circulaire-au-coeur-du-chantier-de-la-maison-des-canaux-16966;La Ville de Paris a décidé d'en faire un chantier de travaux exemplaire, sur le plan environnemental, notamment en économie circulaire, et solidaire.;https://www.paris.fr/pages/l-economie-circulaire-au-coeur-du-chantier-de-la-maison-des-canaux-16966
FR:K024;FR;Ville de Paris;A→B;Plateforme de réemploi des matériaux de voirie de la Ville de Paris;Betreiberschaft;Betreibt das Straßenbau-Depot.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;Tous les chantiers de voirie parisiens ont leur réserve de granit au cœur d'un immense dépôt de la Direction de la voirie et des déplacements à Bonneuil sur Marne.;https://www.paris.fr/pages/le-pave-parisien-a-l-epreuve-du-temps-7511;Tous les chantiers de voirie parisiens ont leur réserve de granit au cœur d'un immense dépôt de la Direction de la voirie et des déplacements à Bonneuil sur Marne.;https://www.paris.fr/pages/le-pave-parisien-a-l-epreuve-du-temps-7511
FR:K025;FR;Résilience;B→A;Novaedia / Novædia;Betrieb;Betrieb.;dauerhaft;checked;Der Beleg nennt Résilience als Sitz und Werkstatt.;;;Le bâtiment accueillera en mars 2020 le siège social et les ateliers de Novaedia, coopérative à but d'insertion sociale;http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/;Le bâtiment accueillera en mars 2020 le siège social et les ateliers de Novaedia, coopérative à but d'insertion sociale;http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/
FR:K026;FR;Résilience;B→A;SOCOTEC;Prüfung und Nachweis;Prüfung der Reuse-Bauteile.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;contrôleur technique : SOCOTEC;https://topophile.net/faire/la-ferme-des-possibles-ou-de-la-serendipite/;contrôleur technique : SOCOTEC;https://topophile.net/faire/la-ferme-des-possibles-ou-de-la-serendipite/
FR:K027;FR;Résilience;B→A;Depuis 1920;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Les châssis ont été déposés, transportés et retravaillés dans les ateliers de l'entreprise de menuiseries Depuis1920;http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/;Les châssis ont été déposés, transportés et retravaillés dans les ateliers de l'entreprise de menuiseries Depuis1920;http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/
FR:K028;FR;Résilience;B→A;Association Réavie;Bauteillieferung;Lieferte Reuse-Bauteile.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;L'association Réavie a préparé et livré des éléments tels que des WC, des luminaires, des poignées de portes, des mitigeurs;http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/;L'association Réavie a préparé et livré des éléments tels que des WC, des luminaires, des poignées de portes, des mitigeurs;http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/
FR:K030;FR;Résilience;B→A;Archipel zéro;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Conçu par l'agence d'architecture Frédéric Denise – Archipel Zéro, le projet illustre l'engagement de la maîtrise d'ouvrage;http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/;Conçu par l'agence d'architecture Frédéric Denise – Archipel Zéro, le projet illustre l'engagement de la maîtrise d'ouvrage;http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/
FR:K031;FR;La Fab Bordeaux;B→A;Collectif CANCAN;Dienstleistungsbeziehung;Arbeitete im Auftrag.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Commanditaire : La Fab;https://www.collectifcancan.fr/project/promenade/;Commanditaire : La Fab;https://www.collectifcancan.fr/project/promenade/
FR:K032;FR;Encore Heureux;A→B;REMIX / matériaux réemploi;Gründung;Mitgründung des Reuse-Büros.;einmalig;checked;Der Beleg beschreibt einen abgeschlossenen Einzelakt.;;;Encore Heureux Architectes et Morgan Moinet décident de fonder REMIX, un bureau d'études;https://encoreheureux.org/en/news/creation-d-un-bureau-d-etudes-dedie-au-reemploi;Encore Heureux Architectes et Morgan Moinet décident de fonder REMIX, un bureau d'études;https://encoreheureux.org/en/news/creation-d-un-bureau-d-etudes-dedie-au-reemploi
