id;land;von;richtung;nach;beziehungsart;beschreibung;beziehungsprofil;evidence_url;evidence_quote
GB:K048;GB;Cleveland Steel & Tubes;A→B;Timber Square London;Bauteillieferung;Lieferte Reuse-Stahl.;Vorhabenspezifisch / Vorhaben;https://timberdevelopment.uk/print-and-ink-buildings-timber-square/;125 tonnes of reused steel were sourced from Cleveland Steel & Tubes.
GB:K049;GB;Cleveland Steel & Tubes;A→B;55 Great Suffolk Street;Bauteillieferung;Lieferte Reuse-Stahl.;Vorhabenspezifisch / Vorhaben;https://asbp.org.uk/case-studies/55-great-suffolk-street;11.1 tonnes of steel were procured from Cleveland Steel & Tubes.
GB:K051;GB;Cleveland Steel & Tubes;A→B;Elliott Wood;Lieferbeziehung;Liefert Reuse-Stahl.;Vorhabenspezifisch / Leistung;https://www.elliottwood.co.uk/latest/180-piccadilly-londons-largest-steel-reuse-project;Sourced from Cleveland Steel Stock, 4% of the steel is reclaimed, and 1% is recovered
GB:K052;GB;House of Fraser;B→A;FORE Partnership;Bauherrschaft;Bauherrschaft.;Vorhabenspezifisch / Vorhaben;https://www.theconstructionindex.co.uk/news/view/london-office-project-reuses-90-year-old-department-store-steel;The deal to reuse steel from House of Fraser was conceived between Fore and its consultants, Civic Engineers
GB:K053;GB;House of Fraser;B→A;Willmott Dixon;Bauausführung;Bauausführung.;Vorhabenspezifisch / Vorhaben;https://www.willmottdixon.co.uk/now-or-never/case-studies/tower-bridge-court-sets-standard-for-reuse-of-building-materials;Collaboration between supply chain partners flagged the potential to reuse steel from the demolition of the House of Fraser building on Oxford Street
GB:K056;GB;House of Fraser;B→A;Webb Yates Engineers;Fachplanung;Tragwerksplanung.;Vorhabenspezifisch / Vorhaben;https://www.theconstructionindex.co.uk/news/view/london-office-project-reuses-90-year-old-department-store-steel;Webb Yates, the engineer appointed to TBC London, ensured there was a smooth transition for using the recycled materials in the Thames-side design
GB:K059;GB;House of Fraser;B→A;Civic Engineers;Fachplanung;Tragwerksplanung.;Vorhabenspezifisch / Vorhaben;https://www.building.co.uk/buildings/its-mandss-oxford-street-neighbour-and-its-being-refurbished-not-demolished/5129238.article;Structural engineer: Civic Engineers
GB:K060;GB;House of Fraser;B→A;Studio PDP;Entwurf;Entwurf.;Vorhabenspezifisch / Vorhaben;https://studiopdp.com/blog/oxford-streets-sleeping-giant-awakens;Studio PDP is leading the transformation of 318 Oxford Street.
GB:K061;GB;Webb Yates Engineers;A→B;The Engineers Reuse Collective (TERC);Gründung;Gründung als Mitgründerin.;Projektübergreifend / institutionell;https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/;Founding members include Webb Yates Engineers.
GB:K062;GB;Civic Engineers;—;Studio PDP;Gemeinsames Bauvorhaben;Planten 318 Oxford Street gemeinsam.;Vorhabenspezifisch / Vorhaben;https://studiopdp.com/blog/permission-granted-318-oxford-street;Structural and Facade Engineer: Civic Engineers
GB:K063;GB;Civic Engineers;A→B;The Engineers Reuse Collective (TERC);Gründung;Gründung als Mitgründerin.;Projektübergreifend / institutionell;https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/;Founding members include Civic Engineers.
GB:K068;GB;PLP Architecture London Studio Circular Fit-out;B→A;Method;Bauausführung;Führte Ausbauarbeiten aus.;Vorhabenspezifisch / Vorhaben;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/;Contractor Method
GB:K071;GB;PLP Architecture London Studio Circular Fit-out;B→A;Grants of Shoreditch;Bauteillieferung;Lieferte Reuse-Marmor.;Vorhabenspezifisch / Vorhaben;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/;Reclaimed Marble Grants of Shoreditch
GB:K072;GB;Method;—;PLP Architecture;Gemeinsames Bauvorhaben;Gemeinsames Bauvorhaben.;Vorhabenspezifisch / Vorhaben;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/;Contractor Method
GB:K075;GB;Grants of Shoreditch;A→B;PLP Architecture;Lieferbeziehung;Lieferte Reuse-Marmor.;Vorhabenspezifisch / Leistung;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/;Reclaimed Marble Grants of Shoreditch
GB:K078;GB;Roots in the Sky;B→A;AKT II;Fachplanung;Tragwerksplanung.;Vorhabenspezifisch / Vorhaben;https://www.architectsjournal.co.uk/news/developer-urban-mines-broadgate-steel-frame-for-southwark-retrofits;collaboration from AKT II, Gardiner & Theobald and Atelier Ten
GB:K083;GB;AKT II;A→B;55 Great Suffolk Street;Prüfung und Nachweis;Prüfung der Reuse-Bauteile.;Vorhabenspezifisch / Vorhaben;https://www.architectsjournal.co.uk/news/developer-urban-mines-broadgate-steel-frame-for-southwark-retrofits;AKT II was involved in assessing and repurposing the steel.
GB:K090;GB;Timber Square London;B→A;Opera Property & Asset Management;Fachplanung;Fachplanung.;Vorhabenspezifisch / Vorhaben;https://www.operapm.co.uk/place/our-projects/timber-square-southwark;Opera have led the procurement and management of the professional team, programming and contractor procurement strategy for the site
GB:K092;GB;Opera Property & Asset Management;A→B;55 Great Suffolk Street;Fachplanung;Fachplanung.;Vorhabenspezifisch / Vorhaben;https://asbp.org.uk/case-studies/55-great-suffolk-street;Opera (Project Manager – 55 Great Suffolk Street)
GB:K093;GB;Hawkins\Brown;A→B;55 Great Suffolk Street;Entwurf;Entwurf.;Vorhabenspezifisch / Vorhaben;https://www.hawkinsbrown.com/projects/55-great-suffolk-street/;Scope: Architecture
GB:K095;GB;The Engineers Reuse Collective (TERC);B→A;Elliott Wood;Gründung;Gründung als Mitgründerin.;Projektübergreifend / institutionell;https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/;Founding members include Elliott Wood.
NL:K007;NL;Lagemaat Heerde;A→B;lcp-circulair;Gründung;Gründung als Mitgründerin.;Projektübergreifend / institutionell;https://lcp-circulair.nl/;LCP circulair is een samenwerking tussen cepezed projects en Lagemaat
NL:K009;NL;cepezed;A→B;The Green House Utrecht;Entwurf;Entwurf.;Vorhabenspezifisch / Vorhaben;https://www.cepezed.com/recent/circulair-paviljoen-the-green-house-geopend/;The circular and highly sustainable design was made by cepezed in commission of consortium R Creators.
NL:K010;NL;cepezed;A→B;lcp-circulair;Gründung;Gründung als Mitgründerin.;Projektübergreifend / institutionell;https://iconrealestate.com/news/landmark-for-circular-innovation-circl-dismantling-to-commence/;Lcp circulair, a joint venture between cepezedprojects and Lagemaat.
NL:K011;NL;IMd Raadgevende Ingenieurs;A→B;BioPartner 5;Entwurf;Entwurf.;Vorhabenspezifisch / Vorhaben;https://www.staalmakers.nl/projecten/biopartner-5/;Constructief ontwerp: IMd Raadgevende Ingenieurs
NL:K012;NL;IMd Raadgevende Ingenieurs;A→B;Montessori Maassluis;Fachplanung;Tragwerksplanung.;Vorhabenspezifisch / Vorhaben;https://www.kraaijvanger.nl/nl/projecten/montessori-maassluis;Designteam: IMd Raadgevende Ingenieurs
NL:K014;NL;BioPartner 5;B→A;Popma ter Steege Architecten / PTSA;Entwurf;Entwurf.;Vorhabenspezifisch / Vorhaben;https://www.staalmakers.nl/projecten/biopartner-5/;Architectuur: Popma ter Steege Architecten
NL:K016;NL;BioPartner 5;B→A;Vic Obdam Staalbouw;Bauausführung;Bauausführung.;Vorhabenspezifisch / Vorhaben;https://www.staalmakers.nl/projecten/biopartner-5/;Staalbouw: Vic Obdam Staalbouw
NL:K025;NL;Jeugdkliniek Ithaka;B→A;Rothuizen Architecten / Taco Tuinhof;Entwurf;Entwurf.;Vorhabenspezifisch / Vorhaben;https://rothuizen-architecten.nl/project/circulair-gebouw-voor-kind-en-jeugdkliniek/;Architect - Partner Taco Tuinhof
NL:K027;NL;Jeugdkliniek Ithaka;B→A;ABT;Fachplanung;Fachplanung.;Vorhabenspezifisch / Vorhaben;https://luning.nl/projecten/zorgkliniek-emergis-kloetinge/;Houtconstructeur - ABT en Adviesbureau Lüning ontwierpen samen de hergebruikte houten draagconstructie voor de Emergis-kliniek.
NL:K029;NL;Jeugdkliniek Ithaka;B→A;Rijkswaterstaat;Bauteillieferung;Lieferte Reuse-Bauteile.;Vorhabenspezifisch / Vorhaben;https://www.burobas.nl/project/emergis-ithaka-circulariteit-duurzaamheid-healing-environment-ontwerp;Het kantoor van Rijkswaterstaat in Terneuzen...is afgebroken en zoveel mogelijk materialen zijn hergebruikt voor de nieuwbouw van deze kliniek.
NL:K031;NL;Jeugdkliniek Ithaka;B→A;DWT Groep;Bauausführung;Bauausführung.;Vorhabenspezifisch / Vorhaben;https://demakersvanmorgen.com/ithaka-kliniek-circulair-en-energieneutraal/;Aan DWT Groep werd gevraagd dit op te pakken.
NL:K032;NL;Liander;B→A;Alliander / Liander;Bauherrschaft;Bauherrschaft.;Vorhabenspezifisch / Vorhaben;https://www.rau.eu/portfolio/liander/;Client: Alliander - VolkerWessels
NL:K034;NL;Liander;B→A;Madaster / Materialpass-Kontext;Bauteilinventarisierung;Bauteilinventarisierung.;Vorhabenspezifisch / Vorhaben;https://milieudatabase.nl/en/latest/news/en-madaster-we-willen-aansluiten-bij-datgene-wat-er-al-is/;We hadden toen al enige ervaring opgedaan met het gemeentehuis in Brummen [2011-2013] en het Alliander-kantoor in Duiven [2011-2015].
NL:K035;NL;Liander;B→A;RAU;Bauherrschaft;Bauherrschaft.;Vorhabenspezifisch / Vorhaben;https://www.rau.eu/portfolio/liander/;Bij de bouw van het complex zijn grondstoffen en materialen hergebruikt en gedocumenteerd in een grondstoffenpaspoort.
NL:K036;NL;Montessori Maassluis;B→A;Kraaijvanger Architects;Entwurf;Entwurf.;Vorhabenspezifisch / Vorhaben;https://www.kraaijvanger.nl/en/news/de-handtekeningen-zijn-gezet-montessorischool-maassluis;Kraaijvanger Architects is collaborating on this project with the client Stichting Montessorischolen Monton, A. de Jong Groep, Anculus, Vintis Installatieadviseurs, VIA landscape, IMd Raadgevende Ingenieurs, and Van Dijk Maasland B.V.
NL:K051;NL;SUPERLOCAL Expogebouw;B→A;HEEMwonen;Bauherrschaft;Bauherrschaft.;Vorhabenspezifisch / Vorhaben;https://www.superlocal.eu/superlocal/expogebouw/;HEEMwonen, gemeente Kerkrade en IBA Parkstad hebben de ambitie en uitgangspunten van het concept bewaakt en gecoördineerd.
NL:K053;NL;SUPERLOCAL Expogebouw;B→A;IBA Parkstad;Reuse-Konzept;Reuse-Konzept.;Vorhabenspezifisch / Vorhaben;https://www.superlocal.eu/superlocal/expogebouw/;HEEMwonen, gemeente Kerkrade en IBA Parkstad hebben de ambitie en uitgangspunten van het concept bewaakt en gecoördineerd.
NL:K054;NL;SUPERLOCAL Expogebouw;B→A;Maurer United;Entwurf;Entwurf.;Vorhabenspezifisch / Vorhaben;https://www.superlocal.eu/superlocal/expogebouw/;De architect Maurer United is in zijn ontwerp gebonden aan deze herbruikbare elementen in plaats van nieuwe onderdelen.
NL:K056;NL;SUPERLOCAL Expogebouw;B→A;Dusseldorp;Bauteillieferung;Lieferte Reuse-Bauteile.;Vorhabenspezifisch / Vorhaben;https://www.superlocal.eu/superlocal/expogebouw/;Sloopbedrijf Dusseldorp is leverancier van de bouwmaterialen, die ze oogsten tijdens de sloop van de flat.
NL:K057;NL;SUPERLOCAL Expogebouw;B→A;Bouwbedrijven Jongen;Bauausführung;Bauausführung.;Vorhabenspezifisch / Vorhaben;https://www.superlocal.eu/superlocal/expogebouw/;De aannemer, Bouwbedrijven Jongen was afhankelijk van de staat en kwaliteit van de geoogste materialen.
NL:K058;NL;SUPERLOCAL Expogebouw;B→A;SURD Research Centre / Zuyd;Forschungsbegleitung;Forschungsbegleitung.;Vorhabenspezifisch / Vorhaben;https://www.kerkrade.nl/superlocal-bleijerheide;een partnerschap gevormd tussen 12 partijen: HEEMwonen, Dusseldorp infra, sloop en milieutechniek, Bouwbedrijven Jongen, WML, Waterschapsbedrijf Limburg, Zuyd Hogeschool
NL:K061;NL;The Green House Utrecht;B→A;Pieters;Fachplanung;Tragwerksplanung.;Vorhabenspezifisch / Vorhaben;https://www.cepezed.com/projects/the-green-house/;stability: pieters bouwtechniek
NL:K063;NL;The Green House Utrecht;B→A;Ballast Nedam;Bauausführung;Bauausführung.;Vorhabenspezifisch / Vorhaben;https://www.cepezed.com/projects/the-green-house/;main contractor: ballast nedam
NL:K065;NL;The Green House Utrecht;B→A;De Groot & Visser;Bauausführung;Bauausführung.;Vorhabenspezifisch / Vorhaben;https://www.cepezed.com/projects/the-green-house/;facades: de groot & visser
NL:K066;NL;ABN AMRO;A→B;Circl;Bauherrschaft;Entwickelte und baute Circl.;Vorhabenspezifisch / Vorhaben;https://www.duurzaamnieuws.nl/abn-amro-geeft-circulair-bouwen-gezicht-met-paviljoen-circl/;ABN AMRO heeft dit pand circulair ontwikkeld en gebouwd om de opgedane kennis te delen en klanten goed over circulariteit te kunnen adviseren.
NL:K068;NL;Villa Welpeloo Enschede;B→A;Superuse Studios / 2012Architecten;Entwurf;Entwurf.;Vorhabenspezifisch / Vorhaben;https://www.ellenmacarthurfoundation.org/circular-examples/finding-and-utilising-waste-materials-for-construction-purposes;Villa Welpeloo is a house and art studio designed and constructed in 2005 by Superuse Studios.
NL:K069;NL;Superuse Studios / 2012Architecten;—;New Horizon UM;Kooperationsvereinbarung;Führen Oogstkaart.nl nach Übernahme fort.;Vorhabenspezifisch / Ereignis;https://architectenweb.nl/nieuws/artikel.aspx?ID=47638;Om die vraag te beantwoorden ontwikkelde Superuse Studios tien jaar geleden het platform Oogstkaart.nl. Met de overname door New Horizon Urban Mining moet het platform doorgroeien tot het belangrijkste platform op dit gebied in Nederland.
NL:K070;NL;Woongroep Boschgaard;B→A;Bewohnerinitiative Boschgaard;Bauherrschaft;Bauherrschaft.;Vorhabenspezifisch / Vorhaben;https://www.crowdbuilding.com/d/initiatieven/boschgaard;het initiatief volledig bij de toekomstige bewoners vandaan komt
NL:K071;NL;Woongroep Boschgaard;B→A;Zayaz;Bauherrschaft;Bauherrschaft.;Vorhabenspezifisch / Vorhaben;https://www.zayaz.nl/boschgaard;Zayaz ondersteunt en faciliteert hen hierin. En blijft eigenaar van het gebouw
NO:K001;NO;Loopfront;A→B;Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim);Gründung;Gründung des Reuse-Netzes.;Projektübergreifend / institutionell;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/;Loopfront og Multiconsult etablerer nå nettverk for ombruk av byggematerialer.
NO:K002;NO;KA13;B→A;Entra AS;Bauherrschaft;Bauherrschaft.;Vorhabenspezifisch / Vorhaben;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo;Developer: Entra
NO:K003;NO;KA13;B→A;MAD arkitekter / Mad as;Entwurf;Entwurf.;Vorhabenspezifisch / Vorhaben;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo;Architect: Mad
NO:K004;NO;KA13;B→A;FutureBuilt;Bauausführung;Bauausführung.;Vorhabenspezifisch / Vorhaben;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo;Kristian Augusts gate relates to FutureBuilt's criteria for circular buildings.
NO:K005;NO;KA13;B→A;Asplan Viak;Entwurf;Entwurf.;Vorhabenspezifisch / Vorhaben;https://www.futurebuilt.no/forbildeprosjekter/kristian-augusts-gate-13-oslo;Landscape Architect: Asplan Viak / Environmental Consultant: Asplan Viak AS
NO:K006;NO;KA13;B→A;Insenti;Reuse-Konzept;Reuse-Konzept.;Vorhabenspezifisch / Vorhaben;https://insenti.no/prosjekt/kristian-augusts-gate-13-ka13/;Insenti er engasjert av Entra som byggherrens representant med byggeledelse, prosjektledelse, prosjekteringsgruppeledelse, miljørådgiving og ombrukskoordinering.
NO:K007;NO;KA13;B→A;Scenario Interiørarkitekter;Entwurf;Entwurf.;Vorhabenspezifisch / Vorhaben;https://www.scenario.no/prosjekter/ka13-tullinlokka;Her har Scenario hatt ansvar for interiøret i kontorbyggets åtte etasjer.
NO:K011;NO;Asker kommune – Ombruk;A→B;Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim);Mitgliedschaft;Mitgliedschaft im Reuse-Netz.;Projektübergreifend / institutionell;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/;deltar med bygg som skal kartlegges, blant annet Oslo Areal, Omsorgsbygg Oslo KF, Asker kommune, Trondheim kommune, TOBB, NTNU og SINTEF
NO:K012;NO;Asker kommune – Ombruk;B→A;Sirken;Dienstleistungsbeziehung;Erprobte Reuse-Container.;Vorhabenspezifisch / Vorhaben;https://www.asker.kommune.no/klima-og-natur/siste-nytt-om-klima-og-natur/tre-ar-med-sirkulare-fremskritt/;Kommunen tester ut Sirken, en selvbetjent butikk i kontainer, som gjør materialer fra rivingsprosjekter, og overskudd fra byggeprosjekter tilgjengelige.
NO:K013;NO;Bodø Kommune;—;Nordlandsforskning AS;Kooperationsvereinbarung;Erforschen Bürgerbeteiligung in gemeinsam.;Vorhabenspezifisch / Vorhaben;https://www.an.no/bodo-en-barekraftig-og-samskapende-by/o/5-4-1367256;Bodø kommune i samarbeid med Nordlandsforskning, Nord universitet, Nordland fylkeskommune, Bodø/Glimt og Bodø Røde Kors utforske hvordan det kan gjøres.
NO:K015;NO;Multiconsult;A→B;Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim);Gründung;Gründung des Reuse-Netzes.;Projektübergreifend / institutionell;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/;Loopfront og Multiconsult etablerer nå nettverk for ombruk av byggematerialer.
NO:K018;NO;Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim);B→A;TOBB;Mitgliedschaft;Mitgliedschaft im Reuse-Netz.;Projektübergreifend / institutionell;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/;deltar med bygg som skal kartlegges, blant annet Oslo Areal, Omsorgsbygg Oslo KF, Asker kommune, Trondheim kommune, TOBB, NTNU og SINTEF
NO:K019;NO;Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim);B→A;Trondheim kommune;Mitgliedschaft;Mitgliedschaft im Reuse-Netz.;Projektübergreifend / institutionell;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/;deltar med bygg som skal kartlegges, blant annet Oslo Areal, Omsorgsbygg Oslo KF, Asker kommune, Trondheim kommune, TOBB, NTNU og SINTEF
NO:K021;NO;TOBB;—;Rehub;Konsortialpartner;Arbeiteten im Vendom-Verbund zusammen.;Vorhabenspezifisch / Vorhaben;https://tobb.no/itobb/tobb-med-i-vendom-veien-mot-en-sirkulaer-byggenaering/;Partnere i Vendom: ... Rehub ... TOBB ...
NO:K027;NO;OMBYGG;A→B;Sirkulær Ressurssentral;Betreiberschaft;Betreibt Reuse-Handel Ressourcenzentrale.;Projektübergreifend / institutionell;https://www.ressurssentral.no/;I teltet tilbyr driftsselskapet Ombygg ombruksvarer av høy kvalitet og utleie av lagerplass til ombruksvarer.
SE:K001;SE;Åhlin & Ekeroth;A→B;Bygghubben;Konzernbindung;Ist Miteigentümerin von Bygghubben.;Projektübergreifend / institutionell;https://ahlin-ekeroth.se/bygghubben-i-nytt-samarbete-med-k-bygg/;Bygghubben, som Åhlin & Ekeroth är delägare i och en av initiativtagarna till
SE:K002;SE;Akademiska Hus;—;Bjerking;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;Vorhabenspezifisch / Vorhaben;https://www.akademiskahus.se/om-oss/aktuellt/Nyheter/2023/december/samverkan-for-aterbruk-av-lastbarande-konstruktionsdelar/;14 parter ingår i projektkonsortium: RISE, Akademiska Hus, Bjerking, Codesign, Förbo, Heidelberg Materials-Precast Contiga, KTH, Magnolia Bostad, NCC, Palats
SE:K003;SE;Akademiska Hus;—;Handslag för cirkulärt byggande;Konsortialpartner;Mitgliedschaft.;Projektübergreifend / institutionell;https://www.businessregiongoteborg.se/naringslivsutveckling/hallbar-utveckling/goteborgs-plattform-klimatneutralt-byggande/handslag-cirkulart-byggande;Akademiska Hus
SE:K005;SE;Akademiska Hus;—;Wiklunds Åkeri;Konsortialpartner;Arbeiteten im KRETS-Verbund zusammen.;Projektübergreifend / strategisch;https://www.wiklunds.se/affarsomraden/cirkulart-byggande/;Bland medlemmarna finns Vasakronan, Castellum, Wiklunds, Alecta Fastigheter, Akademiska Hus samt Uppsala klimatprotokoll
SE:K006;SE;Akademiska Hus;—;Palats;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;Vorhabenspezifisch / Vorhaben;https://www.akademiskahus.se/om-oss/aktuellt/Nyheter/2023/december/samverkan-for-aterbruk-av-lastbarande-konstruktionsdelar/;14 parter ingår i projektkonsortium: RISE, Akademiska Hus, Bjerking, Codesign, Förbo, Heidelberg Materials-Precast Contiga, KTH, Magnolia Bostad, NCC, Palats
SE:K007;SE;Anthesis;—;NCC;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;Vorhabenspezifisch / Vorhaben;https://www.svenskbyggtidning.se/2021/04/27/aterhus-att-bygga-hus-av-hus/;Partners: NCC, RISE, Stockholms stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH
SE:K011;SE;Byggåterbruket (Umeå);B→A;Umeå kommun;Trägerschaft;Trägt das Reuse-Zentrum.;Projektübergreifend / institutionell;https://www.umea.se/download/18.1de870d7195cb1f57ec433c/1743065440894/KSHU_2025-01-28_protokoll.pdf;Byggåterbruket startade genom ett politiskt initiativ och är en del av Umeå kommun.
SE:K014;SE;Bygghubben;B→A;Teknikbyggarna;Konzernbindung;Ist Miteigentümerin von Bygghubben.;Projektübergreifend / institutionell;https://teknikbyggarna.se/hallbarhet/;Vi är stolta delägare i ByggHubben, ett företag som främjar återbruk inom byggbranschen.
SE:K015;SE;Bygghubben;B→A;Wilzéns;Konzernbindung;Ist Miteigentümerin und Mitgründerin von Bygghubben.;Projektübergreifend / institutionell;https://wilzens.se/hallbarhet/;Under 2023 har Wilzéns blivit delägare i och en av grundarna till Bygghubben
SE:K016;SE;Codesign Sweden AB;—;RISE (Research Institutes of Sweden);Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;Vorhabenspezifisch / Vorhaben;https://www.mynewsdesk.com/se/codesign/pressreleases/aaterhus-att-bygga-hus-av-hus-faar-vidare-finansiering-fraan-vinnova-3092349;Innovationsprojektet Återhus leds av Codesign i samarbete med NCC, RISE och Stockholms stad
SE:K017;SE;Contiga;—;Fabege;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;Vorhabenspezifisch / Vorhaben;https://branschaktuellt.se/byggindustrin/62133-stora-aktorer-i-samverkan-om-aterhus/;Medverkar gör även Stockholm stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH.
SE:K018;SE;Contiga;—;Zengun;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;Vorhabenspezifisch / Vorhaben;https://www.fabege.se/om-fabege/pressrum/nyheter/2022/hallbarhetshuset/;Samverkansparter i projektet Återhus: ... Contiga ... Zengun.
SE:K019;SE;Fabege;—;Reboost;Konsortialpartner;Trat bei und übergab eigenen Reuse-Hub.;Projektübergreifend / institutionell;https://www.fabege.se/kunskap-och-inspiration/nyheter/2026/fabege-overlater-aterbrukshubb-till-ragn-sells-och-blir-medlem-i-reboost/;ansluter Fabege som ny medlem i Ragn-Sells Reboost
SE:K022;SE;Handslag för cirkulärt byggande;—;Vasakronan;Konsortialpartner;Mitgliedschaft.;Projektübergreifend / institutionell;https://www.businessregiongoteborg.se/naringslivsutveckling/hallbar-utveckling/goteborgs-plattform-klimatneutralt-byggande/handslag-cirkulart-byggande;Vasakronan blev Årets Återbrukare 2026 för att i snart ett decennium ha visat vägen mot cirkulärt byggande och drivit på branschens omställning.
SE:K023;SE;Helsingborgshem;—;ReCreate Sweden / KTH Architecture, Technique and Theory;Konsortialpartnerschaft;Arbeiteten im schwedischen ReCreate-Pilot zusammen.;Vorhabenspezifisch / Vorhaben;https://www.kth.se/om/nyheter/centrala-nyheter/gammal-betong-far-nytt-liv-1.1077230;I den svenska piloten är Helsingborgshem huvudsaklig partner ... och KTH deltar.
SE:K024;SE;Helsingborgshem;—;Strängbetong;Konsortialpartner;Arbeiteten im ReCreate-Verbund zusammen.;Vorhabenspezifisch / Vorhaben;https://www.mynewsdesk.com/se/helsingborgshem/pressreleases/aaterbruk-av-prefabricerade-betongelement-i-nya-byggnader-stort-internationellt-projekt-ska-utveckla-nya-loesningar-3102159;I ReCreate ingår även Consoliskoncernen som tillverkar prefabricerad betong, i Sverige representerad av Consolis Strängbetong.
SE:K025;SE;ReCreate Sweden / KTH Architecture, Technique and Theory;—;NCC;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;Vorhabenspezifisch / Vorhaben;https://www.svenskbyggtidning.se/2021/04/27/aterhus-att-bygga-hus-av-hus/;Partners: NCC, RISE, Stockholms stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH
SE:K026;SE;Ragn-Sells;A→B;Reboost;Betreiberschaft;Betreibt Reuse-Dienst.;Projektübergreifend / institutionell;https://www.ragnsells.se/vara-tjanster/integrerade-losningar/reboost/;Ragn-Sells vill bidra till en mer cirkulär byggbransch och erbjuder en medlemsbaserad tjänst för kvalitetssäkrade återbrukade produkter.
SE:K027;SE;Serviceförvaltningen und Miljöförvaltningen / Stockholms stad;—;Vasakronan;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;Vorhabenspezifisch / Vorhaben;https://branschaktuellt.se/byggindustrin/62133-stora-aktorer-i-samverkan-om-aterhus/;Medverkar gör även Stockholm stad, Vasakronan, Fabege, Atrium Ljungberg
SE:K028;SE;Svensk Betong;—;NCC;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;Vorhabenspezifisch / Vorhaben;https://www.svenskbyggtidning.se/2021/04/27/aterhus-att-bygga-hus-av-hus/;Partners: NCC, RISE, Stockholms stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH
SE:K029;SE;Vasakronan;—;Wiklunds Åkeri;Konsortialpartner;Arbeiteten im KRETS-Verbund zusammen.;Projektübergreifend / strategisch;https://www.wiklunds.se/affarsomraden/cirkulart-byggande/;Bland medlemmarna finns Vasakronan, Castellum, Wiklunds, Alecta Fastigheter, Akademiska Hus samt Uppsala klimatprotokoll
SE:K030;SE;Zengun;—;NCC;Konsortialpartner;Arbeiteten im Återhus-Verbund zusammen.;Vorhabenspezifisch / Vorhaben;https://www.svenskbyggtidning.se/2021/04/27/aterhus-att-bygga-hus-av-hus/;Partners: NCC, RISE, Stockholms stad, Vasakronan, Fabege, Atrium Ljungberg, Contiga, Zengun, Anthesis, Svensk Betong, Ramboll och KTH
SE:K031;SE;Kv Återbruket, Litteraturgatan/Selma stad, Göteborg;B→A;Liljewall Arkitekter;Entwurf;Entwarf Kv.;Vorhabenspezifisch / Vorhaben;https://www.liljewall.se/projekt/kv-aterbruket/;Kv Återbruket ‹ Liljewall Arkitekter – Göteborg, Stockholm & Malmö (eigene Projektseite)
SE:K032;SE;Kv Återbruket, Litteraturgatan/Selma stad, Göteborg;B→A;NCC;Bauausführung;Führte die Bauarbeiten an Kv aus.;Vorhabenspezifisch / Vorhaben;https://www.ncc.se/vara-projekt/hyresratter-kvarteret-aterbruket-goteborg/;Hyresrätter Kvarteret Återbruket, Göteborg / NCC (eigene Projektseite, NCC als ausführendes Bauunternehmen)
