kind,type,subject,object,url,http_status,match_kind,match_score,evidence_status,is_homepage,quote,eid,checked_at
rel,VERBUNDEN_MIT_AKTEUR,Cirkla,Swiss Inv,https://www.cirkla.ch/en/publications-outils/swiss-inv/,200,STRONG,1.00,CLICKABLE_VERIFIED,False,identifies and inventories the potential for reuse of building materials,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917642277338743194,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Cirkla,Cirkla-Scan,https://www.cirkla.ch/en/cirkla-scan/,200,STRONG,0.86,CLICKABLE_VERIFIED,False,one-click access to the national supply of reusable materials,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917642277338743196,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Cirkla,Sumami,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/sumami/,200,STRONG,0.60,CLICKABLE_VERIFIED,False,sumami listed in Cirkla reuse network directory,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6922145876966113755,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Cirkla,Matériuum,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/materiuum,200,WEAK,0.50,LIKELY_REVIEW,False,Swiss reuse directory of actors and projects,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:0,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Cirkla,Urban Bricolage,https://urbanbricolage.ch,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,"uadrat.ch cirkla der verein cirkla ist der verband aller akteur*innen der wiederverwendung. organisationen, fi",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199826,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Cirkla,Wick ReUse / ROTO Baumarkt,https://www.cirkla.ch/en/lassociation-cirkla/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"the cirkla association - cirkla img:is([sizes=""auto"" i], [sizes^=""auto,"" i]) { contain-intrinsic-size: 3",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917642277338777618,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Cirkla,REUZI,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/reuzi,200,WEAK,0.50,LIKELY_REVIEW,False,Swiss reuse directory of actors and projects,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917642277338777620,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Cirkla,Gruner ReUse,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/gruner-ag,200,WEAK,0.50,LIKELY_REVIEW,False,Swiss reuse directory of actors and projects,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6931153076220889110,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Cirkla,Salza,https://www.cirkla.ch/en/lassociation-cirkla/,200,STRONG,1.00,CLICKABLE_VERIFIED,False,"Olivier de Perrot - Committee member, Salza",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917642277338782326,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Cirkla,useagain / Bauteilclick,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/useagain,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,plateforme de mise en relation pour matériaux de construction,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917642277338782330,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Félix Dillmann,Nomol,https://www.nomol.ag/uber-uns,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"losungen. felix dillmann co-founder, architekt koordination entwicklung verwaltungsrat details felix absolvier",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199838,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Madlen Kobi,Urban Bricolage,https://urbanbricolage.ch/projects/reuse-logistics,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"ct led by madlen kobi, focuses on the actors and practices involved in reuse logistics. materials do not circu",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514601,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Carla Ferrando Costansa,PARABASE,https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-development-in-basel-switzerland,200,NONE,0.15,QUOTE_MISMATCH,False,"ase gmbh: carla ferrando, pablo garrido arnaiz structural engineering: monotti ingegneri consulenti sa: mario",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514605,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Pablo Garrido Arnaiz,PARABASE,https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-development-in-basel-switzerland,200,NONE,0.15,QUOTE_MISMATCH,False,"ferrando, pablo garrido arnaiz structural engineering: monotti ingegneri consulenti sa: mario monotti landscap",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514609,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Madaster,Madaster / EPEA,https://madaster.com/inspiration/epea-and-madaster-simplify-measuring-circularity-within-the-built-environment/,200,STRONG,0.67,CLICKABLE_VERIFIED,False,EPEA material database linked to Madaster Platform; Madaster operates in Germany and Netherlands | Madaster international platform with Germany branch; EPEA par,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6928901276407174551,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Thomas Rau,Madaster,https://thomasrau.eu/en/initiatives/madaster,200,STRONG,1.00,CLICKABLE_VERIFIED,False,"Madaster is an online global registry... established in 2017, following the ideas as elaborated by Thomas and Sabine in their book, Material Matters. Thomas and",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199874,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Julia Krafft,ZIRKULAAR Architektur,https://www.zirkulaar.de,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,busch und julia krafft : zeitgem\u00e4\u00dfe architektur f\u00fcr kreislaufgerechte geb\u00e4ude. umnutzbar -,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514629,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Lucas Klinkenbusch,ZIRKULAAR Architektur,https://www.zirkulaar.de,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,"ription"":""lucas klinkenbusch und julia krafft : zeitgem\u00e4\u00dfe architektur f\u00fcr kreislaufgerechte ge",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514631,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Pascal Flammer,Pascal Flammer Architekten,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/pascal-flammer-architekten-ag,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"pascal flammer architekten ag - cirkla img:is([sizes=""auto"" i], [sizes^=""auto,"" i]) { contain-intrin",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514633,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,GGZ@WORK Laden 2 Bauteile Zug,Fenster,https://ggzatwork.ch/gaeste/laden2/laden-2-bauteile,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"Von Küchen- und Elektrogeräten über Fenster, Türen, Öfen bis hin zu Badezimmer- und Waschküche-Komponenten haben wir alles, was Sie benötigen.",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629854786,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Bauteilbörse Basel,Gruner ReUse,https://www.gruner.ch/de/news/bauteile-aus-rueckbauten-jetzt-imeshop-von-grunerreuse-live,200,STRONG,1.00,CLICKABLE_VERIFIED,False,Bauteilbörse Basel … Weiterverkauf über useagain.ch,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304542737,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Bauteilbörse Basel,useagain / Bauteilclick,https://www.gruner.ch/de/news/bauteile-aus-rueckbauten-jetzt-imeshop-von-grunerreuse-live,200,STRONG,0.83,CLICKABLE_VERIFIED,False,Bauteilbörse Basel … Weiterverkauf über useagain.ch,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118227985,2026-06-07T18:25:18Z
rel,BETEILIGT_AN,Bauteilbörse Basel,ELEMENTA Baufeld D,https://zirkular.net/de/projekt/bauteilkatalog-immobilien-basel-stadt/,200,WEAK,0.57,LIKELY_REVIEW,False,Actor/page match (Bauteilbörse Basel+elementa); project/component (elementa+elementa),5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159778059117692945,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Bauteilbörse Basel,Naturstein,https://bauteilboerse-basel.ch/ueber-uns/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,Und vielleicht dürfen wir uns bald über das erste Hochhaus aus gebrauchten Bauteilen freuen.» Pierre Strub Inhaber «nachhaltig wirkt» «Die BTB ist ein hervorrag,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396765201,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Wick ReUse / ROTO Baumarkt,Holz,https://wickreuse.ch/baumarkt/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"In unserem Baumarkt findest du, was du für deine Projekte oder deine Werkstatt benötigst: hochwertige gebrauchte Maschinen und Werkzeuge, die aus Partnerschafte",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955709458,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Wick ReUse / ROTO Baumarkt,Stahl,https://wickreuse.ch/baumarkt/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"In unserem Baumarkt findest du, was du für deine Projekte oder deine Werkstatt benötigst: hochwertige gebrauchte Maschinen und Werkzeuge, die aus Partnerschafte",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769394706,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Bauteilvermittlung Zürichsee-Oberland,Ausbau,https://www.btvz.ch/portraet/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,Der Ausbau erfolgt durch das Team der Stiftung Chance.,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698287635,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Bauteilvermittlung Zürichsee-Oberland,Fenster,https://www.btvz.ch/angebote/,200,STRONG,1.00,CLICKABLE_VERIFIED,False,Angebote | Bauteilvermittlung Zürichsee-Oberland Angebote Gesuchtes Auftragsverwaltung FAQ Porträt Sponsoren Kontakt Home Login Angebote / Gesuchtes / Auftragsv,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629861395,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Bauteilvermittlung Zürichsee-Oberland,Gelaender,https://www.btvz.ch/angebote/,200,STRONG,1.00,CLICKABLE_VERIFIED,False,Angebote | Bauteilvermittlung Zürichsee-Oberland Angebote Gesuchtes Auftragsverwaltung FAQ Porträt Sponsoren Kontakt Home Login Angebote / Gesuchtes / Auftragsv,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257231891,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Bauteilvermittlung Zürichsee-Oberland,Treppe,https://www.btvz.ch/angebote/,200,STRONG,1.00,CLICKABLE_VERIFIED,False,Angebote | Bauteilvermittlung Zürichsee-Oberland Angebote Gesuchtes Auftragsverwaltung FAQ Porträt Sponsoren Kontakt Home Login Angebote / Gesuchtes / Auftragsv,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443546643,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Matériuum Genève Ressourcerie,Decke,https://materiuum.ch/boutique/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,▼ L’association Structure et équipe Média Contact Boutique en ligne Skip to content Boutique en ligne Boutique Afficher les filtres de recherches ← Filter selec,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698287637,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Matériuum Genève Ressourcerie,Treppe,https://materiuum.ch/deconstruction-et-valorisation/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,▼ L’association Structure et équipe Média Contact Boutique en ligne Skip to content Boutique en ligne Déconstruction et valorisation Déconstruction et valorisat,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629861397,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Matériuum Genève Ressourcerie,Tuer,https://materiuum.ch/boutique/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,▼ L’association Structure et équipe Média Contact Boutique en ligne Skip to content Boutique en ligne Boutique Afficher les filtres de recherches ← Filter selec,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257231893,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Matériuum Genève Ressourcerie,Wand,https://materiuum.ch/boutique/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,▼ L’association Structure et équipe Média Contact Boutique en ligne Skip to content Boutique en ligne Boutique Afficher les filtres de recherches ← Filter selec,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070917141,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Gruner ReUse,Boden,https://www.gruner-reuse.ch,200,STRONG,1.00,CLICKABLE_VERIFIED,True,Gruner ReUse | Homepage Bauteilplattform FAQ Planen mit ReUse Kontakt Die Bauteilplattform für zirkuläres Bauen Zu den Bauteilen Türen und Tore Innenwände nicht,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443546646,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Gruner ReUse,Decke,https://www.gruner-reuse.ch,200,STRONG,1.00,CLICKABLE_VERIFIED,True,Gruner ReUse | Homepage Bauteilplattform FAQ Planen mit ReUse Kontakt Die Bauteilplattform für zirkuläres Bauen Zu den Bauteilen Türen und Tore Innenwände nicht,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257231894,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Gruner ReUse,Fenster,https://www.gruner-reuse.ch,200,STRONG,1.00,CLICKABLE_VERIFIED,True,Gruner ReUse | Homepage Bauteilplattform FAQ Planen mit ReUse Kontakt Die Bauteilplattform für zirkuläres Bauen Zu den Bauteilen Türen und Tore Innenwände nicht,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070917142,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,ReUse Recycling Center Riedtwil / wiederverwendung.ch,Fenster,https://shop.wiederverwendung.ch/de/434/gebrauchte-bauteile-occasion-bauteile,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,Warenkorb Warenkorb ( 0 ) Home RRC Riedtwil Online-Shop Sortiment Highlights Neuheiten Alle Artikel anzeigen Bauteile Türen / Tore Haustüren / Eingangstüren Rah,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816176152,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Articonnex,Daemmstoff,https://articonnex.com/collections/reemploi,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,Ouvert Fermeture à 18:00 Fermé Ouverture à 10:00 Lundi 10h-18h Mardi 10h-18h Mercredi 10h-18h Jeudi 10h-18h Vendredi 10h-18h Samedi Fermé Dimanche Fermé 02 90 7,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399389,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Articonnex,Holz,https://articonnex.com/collections/reemploi,200,STRONG,0.73,CLICKABLE_VERIFIED,False,Réemploi collection includes timber-derived stock such as OSB / contreplaqué / parquet categories.,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714141,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Articonnex,Ausbau,https://articonnex.com/collections/reemploi,200,WEAK,0.56,LIKELY_REVIEW,False,Anti-gaspi DIY/building stock includes finishing and hardware-like product families.,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236573,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Articonnex,Boden,https://articonnex.com/collections/reemploi,200,STRONG,0.62,CLICKABLE_VERIFIED,False,Reuse collection surfaced flooring/parquet/terrace-type items.,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816180829,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Articonnex,Daemmung,https://articonnex.com/collections/reemploi,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,Quincaillerie Notre sélection Peinture Visserie Peinture Tout voir Peinture intérieure (7) Peinture extérieure (3) Sous-couche peinture (2) Par localisation Pei,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866077,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Articonnex,Fassade,https://articonnex.com/collections/reemploi,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,Ouvert Fermeture à 18:00 Fermé Ouverture à 10:00 Lundi 10h-18h Mardi 10h-18h Mercredi 10h-18h Jeudi 10h-18h Vendredi 10h-18h Samedi Fermé Dimanche Fermé 02 85 3,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551325,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Articonnex,Traeger,https://articonnex.com/collections/reemploi,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,Ouvert Fermeture à 18:00 Fermé Ouverture à 10:00 Lundi 10h-18h Mardi 10h-18h Mercredi 10h-18h Jeudi 10h-18h Vendredi 10h-18h Samedi Fermé Dimanche Fermé 02 90 7,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921821,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Backacia,Glas,https://backacia.com/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,"Nos produits dans Cloisons et Doublages Tout Vue rapide Disponible du 18/05/2026 au 02/10/2027 Bloc-porte 93x203cm 75017 Paris, France Quantité : 4 U 95,00€ HT/",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399390,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Backacia,Holz,https://opalis.eu/fr/fournisseurs/backacia,200,WEAK,0.33,LIKELY_REVIEW,False,"Opalis notes Backacia offers materials such as wood/bois alongside floor coverings, joinery, luminaires and electrical equipment.",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714142,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Backacia,Keramik,https://opalis.eu/fr/fournisseurs/backacia,200,NONE,0.14,QUOTE_MISMATCH,False,Sanitary equipment and floor-covering context makes ceramic likely; verify product pages before automatic import.,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583084638,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Backacia,Ausbau,https://backacia.com/collections/autres,200,STRONG,0.67,CLICKABLE_VERIFIED,False,"Backacia collection text names cloisons, sanitaires, luminaires and broader specialized fit-out materials.",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921822,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Backacia,Boden,https://opalis.eu/fr/fournisseurs/backacia,200,WEAK,0.57,LIKELY_REVIEW,False,Opalis names revêtements de sol / floor coverings.,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884607070,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Backacia,Fenster,https://backacia.com/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,"Nos produits dans Cloisons et Doublages Tout Vue rapide Disponible du 18/05/2026 au 02/10/2027 Bloc-porte 93x203cm 75017 Paris, France Quantité : 4 U 95,00€ HT/",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236574,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Backacia,Technik,https://backacia.com/,200,STRONG,1.00,CLICKABLE_VERIFIED,True,Démarrer un projet Catégories de produits de réemploi : Mobilier intérieur CVC - Chauffage et ventilation Installations sanitaires Revêtements de sols et murs R,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866078,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Backacia,Wand,https://backacia.com/,200,STRONG,1.00,CLICKABLE_VERIFIED,True,Démarrer un projet Catégories de produits de réemploi : Mobilier intérieur CVC - Chauffage et ventilation Installations sanitaires Revêtements de sols et murs R,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816180830,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Backacia,Opalis,https://opalis.eu/fr/fournisseurs/backacia,200,STRONG,0.60,CLICKABLE_VERIFIED,False,listed on Opalis supplier directory,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118232670,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Bâticycle,Holz,https://baticycle.fr/materiaux-second-oeuvre/,200,STRONG,0.60,CLICKABLE_VERIFIED,False,Second-oeuvre categories include menuiserie / wood-based interior joinery.,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714143,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Bâticycle,Keramik,https://baticycle.fr/materiaux-second-oeuvre/,200,STRONG,0.62,CLICKABLE_VERIFIED,False,Second-oeuvre scope includes revêtements / sanitaryware-like categories where ceramic products appear.,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583084639,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,BatRecup,Holz,https://www.batrecup.com/category/materiaux/,200,WEAK,0.50,LIKELY_REVIEW,False,"Materials articles include charpente bois, but this is weak marketplace-category evidence.",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714145,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Building Spares Market,Boden,https://buildingsparesmarket.co.uk/,200,STRONG,1.00,CLICKABLE_VERIFIED,True,"Register here Spare building material categories Architectural Salvage and Antiques Building Site Equipment Doors, Windows and Joinery Everything Else Free Item",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816180834,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Building Spares Market,Dach,https://buildingsparesmarket.co.uk/sell-spare-and-second-hand-building-supplies-uk,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,MOT type 1 gravel aggregate Free Reland 49 Roof Tiles Free Cordek Cellcore HXS Oxshott Free Celotex XR4165 Greater London Free Velux window flashing FREE Free Y,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866082,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Building Spares Market,Daemmung,https://buildingsparesmarket.co.uk/,200,STRONG,1.00,CLICKABLE_VERIFIED,True,"Register here Spare building material categories Architectural Salvage and Antiques Building Site Equipment Doors, Windows and Joinery Everything Else Free Item",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551330,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Building Spares Market,Fenster,https://buildingsparesmarket.co.uk/sell-spare-and-second-hand-building-supplies-uk,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,MOT type 1 gravel aggregate Free Reland 49 Roof Tiles Free Cordek Cellcore HXS Oxshott Free Celotex XR4165 Greater London Free Velux window flashing FREE Free Y,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236578,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Building Spares Market,Technik,https://buildingsparesmarket.co.uk/,200,STRONG,1.00,CLICKABLE_VERIFIED,True,"Register here Spare building material categories Architectural Salvage and Antiques Building Site Equipment Doors, Windows and Joinery Everything Else Free Item",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511977570,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Building Spares Market,Tuer,https://buildingsparesmarket.co.uk/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,"£20.00 Tikkurila Paint Bundle – Primer, Ultra Matt & Wood Filler – Unused, Half Price Ilford £135.00 1 / 1 Knauf insulation England £200.00 1 / 1 Used gutters a",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884607074,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Building Spares Market,Aluminium,https://buildingsparesmarket.co.uk/,200,STRONG,1.00,CLICKABLE_VERIFIED,True,Here’s our pick of the best adverts from all over the UK 1 / 10 Impressive Quickstep Laminate 25sq metres (used-like new) with underlay (unused) Bristol £100.00,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714146,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Building Spares Market,Beton,https://buildingsparesmarket.co.uk/sell-spare-and-second-hand-building-supplies-uk,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"Common items we get are bricks, concrete blocks, insulation boards, interior tiles, timber, plasterboard, cement, sand, gravel, hardcore, roof tiles, paving sla",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399394,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Building Spares Market,Glas,https://buildingsparesmarket.co.uk/,200,STRONG,1.00,CLICKABLE_VERIFIED,True,Here’s our pick of the best adverts from all over the UK 1 / 10 Impressive Quickstep Laminate 25sq metres (used-like new) with underlay (unused) Bristol £100.00,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769890,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Building Spares Market,Holz,https://buildingsparesmarket.co.uk/,200,STRONG,1.00,CLICKABLE_VERIFIED,True,"Register here Spare building material categories Architectural Salvage and Antiques Building Site Equipment Doors, Windows and Joinery Everything Else Free Item",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210455138,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Building Spares Market,Stahl,https://buildingsparesmarket.co.uk/sell-spare-and-second-hand-building-supplies-uk,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"Common items we get are bricks, concrete blocks, insulation boards, interior tiles, timber, plasterboard, cement, sand, gravel, hardcore, roof tiles, paving sla",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164260768024140386,2026-06-07T18:25:18Z
rel,NUTZT_MATERIAL,Building Spares Market,Ziegel,https://buildingsparesmarket.co.uk/sell-spare-and-second-hand-building-supplies-uk,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,MOT type 1 gravel aggregate Free Reland 49 Roof Tiles Free Cordek Cellcore HXS Oxshott Free Celotex XR4165 Greater London Free Velux window flashing FREE Free Y,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166512567837825634,2026-06-07T18:25:18Z
rel,HAT_BAUTEILTYP,Cornermat / Retrival,Fenster,https://www.cornermat.be/,200,STRONG,1.00,CLICKABLE_VERIFIED,True,Accueil | CORNERMAT Shop Catégories Mobilier Sol Portes HVAC Isolation Pierre naturelle Bois Verre et châssis Électricité Sanitaires Découvrez nos nouveaux prod,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866083,2026-06-07T18:25:18Z
