"fallstudie","datenpunkt","legacy_path","kennwert","wert","einheit"
"Holbein_Gardens_London","Holbein_Gardens_London__016__Gesamt_embodied_carbon","Gebäude\Holbein_Gardens_London.md","Gesamt embodied carbon","267,9 / 300","kgCO₂e/m²"
"Holbein_Gardens_London","Holbein_Gardens_London__017__operational_carbon_savings","Gebäude\Holbein_Gardens_London.md","operational carbon savings","69","%"
"Holbein_Gardens_London","Holbein_Gardens_London__018__site_waste_eliminated","Gebäude\Holbein_Gardens_London.md","site waste eliminated","99","%"
"Holbein_Gardens_London","Holbein_Gardens_London__019__Zertifizierungen","Gebäude\Holbein_Gardens_London.md","Zertifizierungen","BREEAM Outstanding, WELL Platinum, NABERS 5 star, WiredScore Gold","-"
"House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__001__House_of_Fraser_steel_reused_at_TBC","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","House-of-Fraser steel reused at TBC","16","t"
"House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__002__House_of_Fraser_steel_reused_at_TBC","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","House-of-Fraser steel reused at TBC","20","t"
"House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__003__House_of_Fraser_steel_reused_at_TBC","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","House-of-Fraser steel reused at TBC","40","t"
"House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__004__Target_claim_early","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Target/claim early","up to 100","t"
"House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__005__Repurposed_Cleveland_steel","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Repurposed Cleveland steel","ca. 7","t"
"House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__006__Anteil_reused_repurposed_steel_at_TBC","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Anteil reused/repurposed steel at TBC","around 20","%"
"House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__007__total_steel_tonnage_TBC","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","total steel tonnage TBC","640","t"
"House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__008__CO_saving_reused_steel","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","CO₂ saving reused steel","48","t CO₂ / embodied carbon"
"House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__009__CO_saved_vs_new_build","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","CO₂ saved vs new build","6,365","t CO₂"
"House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__010__operational_emissions_lower_than_typical_office","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","operational emissions lower than typical office","71","%"
"House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__011__embodied_carbon_anticipated","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","embodied carbon anticipated","265","kgCO₂e/m²"
"House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__012__GIA_office","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","GIA office","10,616","m²"
"House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__013__ancillary_commercial_basement","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","ancillary commercial basement","1,956","m² GIA"
"House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__014__Energiebedarf","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Energiebedarf","<48","kWh/m² GIA/year"
"Impact_Hub_Berlin_CRCLR_Fitout","Impact_Hub_Berlin_CRCLR_Fitout__001__Impact_Hub_Fl_che","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md","Impact Hub Fläche","3.500","m²"
"Impact_Hub_Berlin_CRCLR_Fitout","Impact_Hub_Berlin_CRCLR_Fitout__002__CRCLR_Gesamtfl_che","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md","CRCLR-Gesamtfläche","4.871","m²"
"Impact_Hub_Berlin_CRCLR_Fitout","Impact_Hub_Berlin_CRCLR_Fitout__003__Arbeitspl_tze","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md","Arbeitsplätze","100+","Stück"
"Impact_Hub_Berlin_CRCLR_Fitout","Impact_Hub_Berlin_CRCLR_Fitout__004__Materialanteil_recycled_sustainable","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md","Materialanteil recycled/sustainable","ca. 70","%"
"Impact_Hub_Berlin_CRCLR_Fitout","Impact_Hub_Berlin_CRCLR_Fitout__005__Materialanteil_sustainable_recycled_upcycled","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md","Materialanteil sustainable/recycled/upcycled","80","%"
"Jeugdkliniek_Ithaka_Emergis_Kloetinge","Jeugdkliniek_Ithaka_Emergis_Kloetinge__001__erhaltener_Bestand","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","erhaltener Bestand","ca. 70% / 1.400","% / m²"
"Jeugdkliniek_Ithaka_Emergis_Kloetinge","Jeugdkliniek_Ithaka_Emergis_Kloetinge__002__Neubau","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Neubau","ca. 2.000","m²"
"Jeugdkliniek_Ithaka_Emergis_Kloetinge","Jeugdkliniek_Ithaka_Emergis_Kloetinge__003__Materialanteil_aus_RWS","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Materialanteil aus RWS","30–40","%"
"Jeugdkliniek_Ithaka_Emergis_Kloetinge","Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Ziel_Reuse_Anteil_Neubau","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Ziel Reuse-Anteil Neubau","50","%"
"Jeugdkliniek_Ithaka_Emergis_Kloetinge","Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__Betten","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Betten","24–28","Anzahl"
"Jeugdkliniek_Ithaka_Emergis_Kloetinge","Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Er_ffnung_Nutzung","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Eröffnung / Nutzung","2019","Jahr"
"Jeugdkliniek_Ithaka_Emergis_Kloetinge","Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Energie","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Energie","Neubau energieneutral; Renovation Energielabel A","qualitativ"
"Jeugdkliniek_Ithaka_Emergis_Kloetinge","Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Materialpass","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Materialpass","vorhanden","ja/nein"
"Juch_Areal_Recyclingzentrum_Zuerich","Juch_Areal_Recyclingzentrum_Zuerich__001__CO_Einsparung_gegen_ber_konventionellem_Neubau","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","CO₂-Einsparung gegenüber konventionellem Neubau","fast 600","t CO₂"
"Juch_Areal_Recyclingzentrum_Zuerich","Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","THG-Reduktion","gut 40 / über 40","%"
"Juch_Areal_Recyclingzentrum_Zuerich","Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","Ausführungskredit / neue einmalige Ausgaben","33,1","Mio. CHF"
"Juch_Areal_Recyclingzentrum_Zuerich","Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","frühere Baukostenschätzung","ca. 18","Mio. CHF"
"Juch_Areal_Recyclingzentrum_Zuerich","Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","Bausumme Perita","25","Mio. CHF"
"Juch_Areal_Recyclingzentrum_Zuerich","Juch_Areal_Recyclingzentrum_Zuerich__006__Fertigstellung","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","Fertigstellung","Q4 2027","Jahr/Quartal"
"Juch_Areal_Recyclingzentrum_Zuerich","Juch_Areal_Recyclingzentrum_Zuerich__007__Bauzeit","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","Bauzeit","2026–2027","Jahre"
"K118_Kopfbau_Halle_118_Winterthur","K118_Kopfbau_Halle_118_Winterthur__001__Fl_che","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","Fläche","1.100","m²"
"K118_Kopfbau_Halle_118_Winterthur","K118_Kopfbau_Halle_118_Winterthur__002__Geschosse_Aufstockung","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","Geschosse Aufstockung","3","Geschosse"
"K118_Kopfbau_Halle_118_Winterthur","K118_Kopfbau_Halle_118_Winterthur__003__Wiederverwendungsrate_Gewicht","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","Wiederverwendungsrate Gewicht","14","%"
"K118_Kopfbau_Halle_118_Winterthur","K118_Kopfbau_Halle_118_Winterthur__004__Wiederverwendungsrate_Volumen","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","Wiederverwendungsrate Volumen","41","%"
"K118_Kopfbau_Halle_118_Winterthur","K118_Kopfbau_Halle_118_Winterthur__005__CO_Reduktion","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","CO₂-Reduktion","59","%"
"K118_Kopfbau_Halle_118_Winterthur","K118_Kopfbau_Halle_118_Winterthur__006__CO_Reduktion_absolut","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","CO₂-Reduktion absolut","494","t CO₂"
"K118_Kopfbau_Halle_118_Winterthur","K118_Kopfbau_Halle_118_Winterthur__007__Prim_rmaterial_eingespart","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","Primärmaterial eingespart","ca. 500","t"
"K118_Kopfbau_Halle_118_Winterthur","K118_Kopfbau_Halle_118_Winterthur__008__CO_Beitrag_Stahlreuse","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","CO₂-Beitrag Stahlreuse","ca. 80","t CO₂ / 16 %"
"K118_Kopfbau_Halle_118_Winterthur","K118_Kopfbau_Halle_118_Winterthur__009__Kostenwirkung","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","Kostenwirkung","vergleichbar mit ähnlichem Neubau","qualitativ"
"KA13_Kristian_Augusts_gate_13_Oslo","KA13_Kristian_Augusts_gate_13_Oslo__001__Gesamtfl_che","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","Gesamtfläche","4.297","m²"
"KA13_Kristian_Augusts_gate_13_Oslo","KA13_Kristian_Augusts_gate_13_Oslo__002__Originalgeb_ude","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","Originalgebäude","2.734","m²"
"KA13_Kristian_Augusts_gate_13_Oslo","KA13_Kristian_Augusts_gate_13_Oslo__003__Basement","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","Basement","708","m²"
"KA13_Kristian_Augusts_gate_13_Oslo","KA13_Kristian_Augusts_gate_13_Oslo__004__Extension","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","Extension","855","m²"
"KA13_Kristian_Augusts_gate_13_Oslo","KA13_Kristian_Augusts_gate_13_Oslo__005__Ziel_Reuse_Anteil","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","Ziel Reuse-Anteil","mindestens 50","%"
"KA13_Kristian_Augusts_gate_13_Oslo","KA13_Kristian_Augusts_gate_13_Oslo__006__Erreichter_Reuse_Anteil","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","Erreichter Reuse-Anteil","bis/nahe 80","%"
"KA13_Kristian_Augusts_gate_13_Oslo","KA13_Kristian_Augusts_gate_13_Oslo__007__Treibhausgasreduktion","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","Treibhausgasreduktion","70","%"
"KA13_Kristian_Augusts_gate_13_Oslo","KA13_Kristian_Augusts_gate_13_Oslo__008__Hohlk_rperdecken","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","Hohlkörperdecken","21","Stück"
"KA13_Kristian_Augusts_gate_13_Oslo","KA13_Kristian_Augusts_gate_13_Oslo__009__Hohlk_rperdeckenfl_che","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","Hohlkörperdeckenfläche","ca. 160","m²"
"KA13_Kristian_Augusts_gate_13_Oslo","KA13_Kristian_Augusts_gate_13_Oslo__010__HCS_Abmessung","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","HCS-Abmessung","6,5 × 1,2","m"
"KA13_Kristian_Augusts_gate_13_Oslo","KA13_Kristian_Augusts_gate_13_Oslo__011__CO_Reduktion_HCS_gegen_ber_neu","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","CO₂-Reduktion HCS gegenüber neu","89","%"
"KA13_Kristian_Augusts_gate_13_Oslo","KA13_Kristian_Augusts_gate_13_Oslo__012__Kosten_HCS_gegen_ber_neu","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","Kosten HCS gegenüber neu","5–6×","Faktor"
"KA13_Kristian_Augusts_gate_13_Oslo","KA13_Kristian_Augusts_gate_13_Oslo__013__Stahl_reused","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","Stahl reused","ca. 75","%"
"KA13_Kristian_Augusts_gate_13_Oslo","KA13_Kristian_Augusts_gate_13_Oslo__014__Abfallmaximum_Ziel","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","Abfallmaximum Ziel","20","kg/m²"
"KA13_Kristian_Augusts_gate_13_Oslo","KA13_Kristian_Augusts_gate_13_Oslo__015__Anzahl_donor_buildings_projects","Gebäude\KA13_Kristian_Augusts_gate_13_Oslo.md","Anzahl donor buildings/projects","ca. 25","Stück"
"Kamikatsu_Zero_Waste_Center_Hotel_WHY","Kamikatsu_Zero_Waste_Center_Hotel_WHY__002__Anzahl_wiederverwendeter_Fenster","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md","Anzahl wiederverwendeter Fenster","ca. 700","Stück"
"Kamikatsu_Zero_Waste_Center_Hotel_WHY","Kamikatsu_Zero_Waste_Center_Hotel_WHY__003__Fl_che_Ma_stab","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md","Fläche / Maßstab","5.557","m²"
"Kamikatsu_Zero_Waste_Center_Hotel_WHY","Kamikatsu_Zero_Waste_Center_Hotel_WHY__013__Recyclingrate_Kamikatsu","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md","Recyclingrate Kamikatsu","ca. 80","%"
"Kamikatsu_Zero_Waste_Center_Hotel_WHY","Kamikatsu_Zero_Waste_Center_Hotel_WHY__014__Sortierkategorien","Gebäude\Kamikatsu_Zero_Waste_Center_Hotel_WHY.md","Sortierkategorien","44/45","Anzahl"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__001__Nutzfl_che","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Nutzfläche","271","m²"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__002__Objektkredit","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Objektkredit","1,9","Mio. CHF"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__003__Bauzeit","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Bauzeit","ca. 1","Jahr"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__004__graue_THG_konventionell","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","graue THG konventionell","2,6","kg CO₂e/m²a"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__005__graue_THG_mit_Re_Use","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","graue THG mit Re-Use","1,9","kg CO₂e/m²a"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__006__THG_Einsparung","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","THG-Einsparung","rund 30","%"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__007__CO_Einsparung_absolut","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","CO₂-Einsparung absolut","ca. 12,5","t CO₂e"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__008__Kostenwirkung_Re_Use_Bauteile","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Kostenwirkung Re-Use-Bauteile","-9","%"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__009__Mehrhonorar_Planung","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Mehrhonorar Planung","+18","%"
"Kindergarten_Moeoeslistrasse_Manegg_Zuerich","Kindergarten_Moeoeslistrasse_Manegg_Zuerich__010__Gesamtkostenwirkung","Gebäude\Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md","Gesamtkostenwirkung","kostenneutral","qualitativ"
"Lo_Reninge_Town_Hall_Facade","Lo_Reninge_Town_Hall_Facade__001__wiederverwendete_Ziegelfl_che","Gebäude\Lo_Reninge_Town_Hall_Facade.md","wiederverwendete Ziegelfläche","205","m²"
"Lo_Reninge_Town_Hall_Facade","Lo_Reninge_Town_Hall_Facade__002__Projektfl_che","Gebäude\Lo_Reninge_Town_Hall_Facade.md","Projektfläche","1.350","m²"
"Lo_Reninge_Town_Hall_Facade","Lo_Reninge_Town_Hall_Facade__003__Projektfl_che_alternative_Quelle","Gebäude\Lo_Reninge_Town_Hall_Facade.md","Projektfläche alternative Quelle","940","m²"
"Lo_Reninge_Town_Hall_Facade","Lo_Reninge_Town_Hall_Facade__004__Bauzeit_Zeitraum","Gebäude\Lo_Reninge_Town_Hall_Facade.md","Bauzeit / Zeitraum","2008–2011","Jahre"
"Lo_Reninge_Town_Hall_Facade","Lo_Reninge_Town_Hall_Facade__005__Fertigstellung","Gebäude\Lo_Reninge_Town_Hall_Facade.md","Fertigstellung","01-11-2011","Datum"
"Lokomotion_Technology_Centre_mini_pilot_Tampere","Lokomotion_Technology_Centre_mini_pilot_Tampere__001__wiederverwendete_Hohlk_rperdecken","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md","wiederverwendete Hohlkörperdecken","27","Stück"
"Lokomotion_Technology_Centre_mini_pilot_Tampere","Lokomotion_Technology_Centre_mini_pilot_Tampere__002__Transportdistanz_Donor_Receiver","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md","Transportdistanz Donor–Receiver","7","km"
"Lokomotion_Technology_Centre_mini_pilot_Tampere","Lokomotion_Technology_Centre_mini_pilot_Tampere__003__Gesamtfl_che_Phase_1_Lokomotion","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md","Gesamtfläche Phase 1 Lokomotion","ca. 34.000","m² BGF"
"Lokomotion_Technology_Centre_mini_pilot_Tampere","Lokomotion_Technology_Centre_mini_pilot_Tampere__004__Gesamtfl_che_langfristiger_Komplex","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md","Gesamtfläche langfristiger Komplex","ca. 66.000","m²"
"Lokomotion_Technology_Centre_mini_pilot_Tampere","Lokomotion_Technology_Centre_mini_pilot_Tampere__005__Baukosten_Auftrag_Skanska","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md","Baukosten / Auftrag Skanska","99 Mio.","EUR"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__001__wiederverwendete_Stahlprofile","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","wiederverwendete Stahlprofile","11,8","t"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__002__wiederverwendetes_Blech","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","wiederverwendetes Blech","61","m²"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__003__wiederverwendete_Akustikpaneele","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","wiederverwendete Akustikpaneele","419","m²"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__004__wiederverwendete_Metallpaneele","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","wiederverwendete Metallpaneele","12 / 4,3","Stück / m²"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__005__wiederverwendete_Pflasterplatten","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","wiederverwendete Pflasterplatten","135","m²"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__006__wiederverwendete_Fertigbetonelemente","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","wiederverwendete Fertigbetonelemente","38","Stück"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__007__Fl_che_Projektgr_e","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Fläche / Projektgröße","2.700","m²"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__008__Kosten","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Kosten","6.500.000","EUR ohne MwSt"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__009__Bauzeit","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Bauzeit","01.2020–09.2021","Zeitraum"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__010__Planungszeit","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Planungszeit","01.2018–12.2019","Zeitraum"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__011__CO_Einsparung","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","CO₂-Einsparung","458–792","t CO₂e"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__012__Abfallvermeidung","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","Abfallvermeidung","79","%"
"Lycee_Michel_Lucius_Conversion_Luxembourg","Lycee_Michel_Lucius_Conversion_Luxembourg__013__RC_Zuschlag","Gebäude\Lycee_Michel_Lucius_Conversion_Luxembourg.md","RC-Zuschlag","60","%"
"Maison_DnA_Asse","Maison_DnA_Asse__003__Fl_che","Gebäude\Maison_DnA_Asse.md","Fläche","260","m²"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__001__wiederverwendete_Ziegel","Gebäude\Maison_Vignette_Auderghem.md","wiederverwendete Ziegel","3.000","Stück"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__002__wiederverwendete_Ziegelfl_che","Gebäude\Maison_Vignette_Auderghem.md","wiederverwendete Ziegelfläche","36","m²"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__003__Wandfliesen_Reuse","Gebäude\Maison_Vignette_Auderghem.md","Wandfliesen Reuse","21","m²"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__004__Bodenfliesen_Reuse","Gebäude\Maison_Vignette_Auderghem.md","Bodenfliesen Reuse","13,5","m²"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__005__Blausteinplatten_Reuse","Gebäude\Maison_Vignette_Auderghem.md","Blausteinplatten Reuse","40","m²"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__006__Fl_che","Gebäude\Maison_Vignette_Auderghem.md","Fläche","255","m²"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__007__Fl_che_alternative_Quelle","Gebäude\Maison_Vignette_Auderghem.md","Fläche alternative Quelle","213","m²"
"Maison_Vignette_Auderghem","Maison_Vignette_Auderghem__008__Projektzeitraum","Gebäude\Maison_Vignette_Auderghem.md","Projektzeitraum","2018–2020","Jahre"
"Mehrow_Pilot_House","Mehrow_Pilot_House__001__Wandplatten_wiederverwendet","Gebäude\Mehrow_Pilot_House.md","Wandplatten wiederverwendet","22","Stück"
"Mehrow_Pilot_House","Mehrow_Pilot_House__002__Deckenplatten_wiederverwendet","Gebäude\Mehrow_Pilot_House.md","Deckenplatten wiederverwendet","27","Stück"
"Mehrow_Pilot_House","Mehrow_Pilot_House__003__Bauteile_gesamt","Gebäude\Mehrow_Pilot_House.md","Bauteile gesamt","49","Stück"
"Mehrow_Pilot_House","Mehrow_Pilot_House__004__Betonvolumen","Gebäude\Mehrow_Pilot_House.md","Betonvolumen","118","m³"
"Mehrow_Pilot_House","Mehrow_Pilot_House__005__Fl_che","Gebäude\Mehrow_Pilot_House.md","Fläche","ca. 200","m²"
"Mehrow_Pilot_House","Mehrow_Pilot_House__006__Distanz_Spender_Empf_nger","Gebäude\Mehrow_Pilot_House.md","Distanz Spender–Empfänger","8 oder 17","km"
"Mehrow_Pilot_House","Mehrow_Pilot_House__007__Bauteilalter","Gebäude\Mehrow_Pilot_House.md","Bauteilalter","ca. 21","Jahre"
"Mehrow_Pilot_House","Mehrow_Pilot_House__008__Baujahr_Start","Gebäude\Mehrow_Pilot_House.md","Baujahr / Start","2005","Jahr"
"Mehrow_Pilot_House","Mehrow_Pilot_House__009__Baukosten","Gebäude\Mehrow_Pilot_House.md","Baukosten","840","EUR/m²"
"Mehrow_Pilot_House","Mehrow_Pilot_House__010__Vergleichswert_Baukosten","Gebäude\Mehrow_Pilot_House.md","Vergleichswert Baukosten","1.100","EUR/m²"
"Mehrow_Pilot_House","Mehrow_Pilot_House__011__Kostenwirkung_PRECS","Gebäude\Mehrow_Pilot_House.md","Kostenwirkung PRECS","-15","%"
