"entity","id","title","target","target_index"
"datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","THG-Reduktion - Juch-Areal Recyclingzentrum, Zürich-Altstetten","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","_graph\datenpunkt\Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion\index.md"
"datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","Ausführungskredit / neue einmalige Ausgaben - Juch-Areal Recyclingzentrum, Zürich-Altstetten","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","_graph\datenpunkt\Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben\index.md"
"datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","frühere Baukostenschätzung - Juch-Areal Recyclingzentrum, Zürich-Altstetten","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","_graph\datenpunkt\Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung\index.md"
"datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","Bausumme Perita - Juch-Areal Recyclingzentrum, Zürich-Altstetten","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","_graph\datenpunkt\Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita\index.md"
"datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__006__Fertigstellung","Fertigstellung - Juch-Areal Recyclingzentrum, Zürich-Altstetten","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__006__Fertigstellung","_graph\datenpunkt\Juch_Areal_Recyclingzentrum_Zuerich__006__Fertigstellung\index.md"
"datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__007__Bauzeit","Bauzeit - Juch-Areal Recyclingzentrum, Zürich-Altstetten","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__007__Bauzeit","_graph\datenpunkt\Juch_Areal_Recyclingzentrum_Zuerich__007__Bauzeit\index.md"
"akteur_beteiligung","Juch_Areal_Recyclingzentrum_Zuerich__001__Graber_Pulver_Architekt_innen","Graber Pulver Architekt:innen - Juch-Areal Recyclingzentrum, Zürich-Altstetten","akteur_beteiligung/Juch_Areal_Recyclingzentrum_Zuerich__001__Graber_Pulver_Architekt_innen","_graph\akteur_beteiligung\Juch_Areal_Recyclingzentrum_Zuerich__001__Graber_Pulver_Architekt_innen\index.md"
"akteur_beteiligung","Juch_Areal_Recyclingzentrum_Zuerich__002__Zirkular_GmbH","Zirkular GmbH - Juch-Areal Recyclingzentrum, Zürich-Altstetten","akteur_beteiligung/Juch_Areal_Recyclingzentrum_Zuerich__002__Zirkular_GmbH","_graph\akteur_beteiligung\Juch_Areal_Recyclingzentrum_Zuerich__002__Zirkular_GmbH\index.md"
"akteur_beteiligung","Juch_Areal_Recyclingzentrum_Zuerich__003__manoa_Landschaftsarchitekten","manoa Landschaftsarchitekten - Juch-Areal Recyclingzentrum, Zürich-Altstetten","akteur_beteiligung/Juch_Areal_Recyclingzentrum_Zuerich__003__manoa_Landschaftsarchitekten","_graph\akteur_beteiligung\Juch_Areal_Recyclingzentrum_Zuerich__003__manoa_Landschaftsarchitekten\index.md"
"akteur_beteiligung","Juch_Areal_Recyclingzentrum_Zuerich__004__Weber_Br_nnimann_AG","Weber + Brönnimann AG - Juch-Areal Recyclingzentrum, Zürich-Altstetten","akteur_beteiligung/Juch_Areal_Recyclingzentrum_Zuerich__004__Weber_Br_nnimann_AG","_graph\akteur_beteiligung\Juch_Areal_Recyclingzentrum_Zuerich__004__Weber_Br_nnimann_AG\index.md"
"akteur_beteiligung","Juch_Areal_Recyclingzentrum_Zuerich__005__EK_Energiekonzepte","EK Energiekonzepte - Juch-Areal Recyclingzentrum, Zürich-Altstetten","akteur_beteiligung/Juch_Areal_Recyclingzentrum_Zuerich__005__EK_Energiekonzepte","_graph\akteur_beteiligung\Juch_Areal_Recyclingzentrum_Zuerich__005__EK_Energiekonzepte\index.md"
"reuse_kette","Juch_Areal_Recyclingzentrum_Zuerich","Reuse-Kette - Juch-Areal Recyclingzentrum, Zürich-Altstetten","reuse_kette/Juch_Areal_Recyclingzentrum_Zuerich","_graph\reuse_kette\Juch_Areal_Recyclingzentrum_Zuerich\index.md"
"reuse_kettenstation","Juch_Areal_Recyclingzentrum_Zuerich__Donor","Donor - Juch-Areal Recyclingzentrum, Zürich-Altstetten","reuse_kettenstation/Juch_Areal_Recyclingzentrum_Zuerich__Donor","_graph\reuse_kettenstation\Juch_Areal_Recyclingzentrum_Zuerich__Donor\index.md"
"reuse_kettenstation","Juch_Areal_Recyclingzentrum_Zuerich__Receiver","Receiver - Juch-Areal Recyclingzentrum, Zürich-Altstetten","reuse_kettenstation/Juch_Areal_Recyclingzentrum_Zuerich__Receiver","_graph\reuse_kettenstation\Juch_Areal_Recyclingzentrum_Zuerich__Receiver\index.md"
"fallstudie","K118_Kopfbau_Halle_118_Winterthur","K.118 – Kopfbau Halle 118, Winterthur","fallstudie/K118_Kopfbau_Halle_118_Winterthur","_graph\fallstudie\K118_Kopfbau_Halle_118_Winterthur\index.md"
"projekt","K118_Kopfbau_Halle_118_Winterthur","K.118 – Kopfbau Halle 118, Winterthur","projekt/K118_Kopfbau_Halle_118_Winterthur","_graph\projekt\K118_Kopfbau_Halle_118_Winterthur\index.md"
"bauobjekt","K118_Kopfbau_Halle_118_Winterthur","K.118 – Kopfbau Halle 118, Winterthur","bauobjekt/K118_Kopfbau_Halle_118_Winterthur","_graph\bauobjekt\K118_Kopfbau_Halle_118_Winterthur\index.md"
"reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen","Stahlträger / Stützen - K.118 – Kopfbau Halle 118, Winterthur","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen","_graph\reuse_einsatz\K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen\index.md"
"reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken","Profilbleche Verbunddecken - K.118 – Kopfbau Halle 118, Winterthur","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken","_graph\reuse_einsatz\K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken\index.md"
"reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe","Externe Treppe - K.118 – Kopfbau Halle 118, Winterthur","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe","_graph\reuse_einsatz\K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe\index.md"
"reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__004__Fenster","Fenster - K.118 – Kopfbau Halle 118, Winterthur","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster","_graph\reuse_einsatz\K118_Kopfbau_Halle_118_Winterthur__004__Fenster\index.md"
"reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche","Fassadenbleche / Profilbleche - K.118 – Kopfbau Halle 118, Winterthur","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche","_graph\reuse_einsatz\K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche\index.md"
"reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung","EPS-Dämmung - K.118 – Kopfbau Halle 118, Winterthur","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung","_graph\reuse_einsatz\K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung\index.md"
"reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente","Holzdachelemente - K.118 – Kopfbau Halle 118, Winterthur","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente","_graph\reuse_einsatz\K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente\index.md"
"reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__008__T_ren","Türen - K.118 – Kopfbau Halle 118, Winterthur","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren","_graph\reuse_einsatz\K118_Kopfbau_Halle_118_Winterthur__008__T_ren\index.md"
"reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten","Dreischichtplatten / Holzplatten - K.118 – Kopfbau Halle 118, Winterthur","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten","_graph\reuse_einsatz\K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten\index.md"
"reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten","Naturstein-/Granitplatten - K.118 – Kopfbau Halle 118, Winterthur","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten","_graph\reuse_einsatz\K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten\index.md"
"reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","Klinker / Backstein - K.118 – Kopfbau Halle 118, Winterthur","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","_graph\reuse_einsatz\K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein\index.md"
"reuse_einsatz","K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","Sanitär / TGA - K.118 – Kopfbau Halle 118, Winterthur","reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","_graph\reuse_einsatz\K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA\index.md"
"datenpunkt","K118_Kopfbau_Halle_118_Winterthur__001__Fl_che","Fläche - K.118 – Kopfbau Halle 118, Winterthur","datenpunkt/K118_Kopfbau_Halle_118_Winterthur__001__Fl_che","_graph\datenpunkt\K118_Kopfbau_Halle_118_Winterthur__001__Fl_che\index.md"
"datenpunkt","K118_Kopfbau_Halle_118_Winterthur__002__Geschosse_Aufstockung","Geschosse Aufstockung - K.118 – Kopfbau Halle 118, Winterthur","datenpunkt/K118_Kopfbau_Halle_118_Winterthur__002__Geschosse_Aufstockung","_graph\datenpunkt\K118_Kopfbau_Halle_118_Winterthur__002__Geschosse_Aufstockung\index.md"
"datenpunkt","K118_Kopfbau_Halle_118_Winterthur__003__Wiederverwendungsrate_Gewicht","Wiederverwendungsrate Gewicht - K.118 – Kopfbau Halle 118, Winterthur","datenpunkt/K118_Kopfbau_Halle_118_Winterthur__003__Wiederverwendungsrate_Gewicht","_graph\datenpunkt\K118_Kopfbau_Halle_118_Winterthur__003__Wiederverwendungsrate_Gewicht\index.md"
"datenpunkt","K118_Kopfbau_Halle_118_Winterthur__004__Wiederverwendungsrate_Volumen","Wiederverwendungsrate Volumen - K.118 – Kopfbau Halle 118, Winterthur","datenpunkt/K118_Kopfbau_Halle_118_Winterthur__004__Wiederverwendungsrate_Volumen","_graph\datenpunkt\K118_Kopfbau_Halle_118_Winterthur__004__Wiederverwendungsrate_Volumen\index.md"
"datenpunkt","K118_Kopfbau_Halle_118_Winterthur__005__CO_Reduktion","CO₂-Reduktion - K.118 – Kopfbau Halle 118, Winterthur","datenpunkt/K118_Kopfbau_Halle_118_Winterthur__005__CO_Reduktion","_graph\datenpunkt\K118_Kopfbau_Halle_118_Winterthur__005__CO_Reduktion\index.md"
"datenpunkt","K118_Kopfbau_Halle_118_Winterthur__006__CO_Reduktion_absolut","CO₂-Reduktion absolut - K.118 – Kopfbau Halle 118, Winterthur","datenpunkt/K118_Kopfbau_Halle_118_Winterthur__006__CO_Reduktion_absolut","_graph\datenpunkt\K118_Kopfbau_Halle_118_Winterthur__006__CO_Reduktion_absolut\index.md"
"datenpunkt","K118_Kopfbau_Halle_118_Winterthur__007__Prim_rmaterial_eingespart","Primärmaterial eingespart - K.118 – Kopfbau Halle 118, Winterthur","datenpunkt/K118_Kopfbau_Halle_118_Winterthur__007__Prim_rmaterial_eingespart","_graph\datenpunkt\K118_Kopfbau_Halle_118_Winterthur__007__Prim_rmaterial_eingespart\index.md"
"datenpunkt","K118_Kopfbau_Halle_118_Winterthur__008__CO_Beitrag_Stahlreuse","CO₂-Beitrag Stahlreuse - K.118 – Kopfbau Halle 118, Winterthur","datenpunkt/K118_Kopfbau_Halle_118_Winterthur__008__CO_Beitrag_Stahlreuse","_graph\datenpunkt\K118_Kopfbau_Halle_118_Winterthur__008__CO_Beitrag_Stahlreuse\index.md"
"datenpunkt","K118_Kopfbau_Halle_118_Winterthur__009__Kostenwirkung","Kostenwirkung - K.118 – Kopfbau Halle 118, Winterthur","datenpunkt/K118_Kopfbau_Halle_118_Winterthur__009__Kostenwirkung","_graph\datenpunkt\K118_Kopfbau_Halle_118_Winterthur__009__Kostenwirkung\index.md"
"akteur_beteiligung","K118_Kopfbau_Halle_118_Winterthur__001__Stiftung_Abendrot_Vorsorgestiftung_Abendrot","Stiftung Abendrot / Vorsorgestiftung Abendrot - K.118 – Kopfbau Halle 118, Winterthur","akteur_beteiligung/K118_Kopfbau_Halle_118_Winterthur__001__Stiftung_Abendrot_Vorsorgestiftung_Abendrot","_graph\akteur_beteiligung\K118_Kopfbau_Halle_118_Winterthur__001__Stiftung_Abendrot_Vorsorgestiftung_Abendrot\index.md"
"akteur_beteiligung","K118_Kopfbau_Halle_118_Winterthur__002__baub_ro_in_situ","baubüro in situ - K.118 – Kopfbau Halle 118, Winterthur","akteur_beteiligung/K118_Kopfbau_Halle_118_Winterthur__002__baub_ro_in_situ","_graph\akteur_beteiligung\K118_Kopfbau_Halle_118_Winterthur__002__baub_ro_in_situ\index.md"
"akteur_beteiligung","K118_Kopfbau_Halle_118_Winterthur__003__Zirkular_GmbH","Zirkular GmbH - K.118 – Kopfbau Halle 118, Winterthur","akteur_beteiligung/K118_Kopfbau_Halle_118_Winterthur__003__Zirkular_GmbH","_graph\akteur_beteiligung\K118_Kopfbau_Halle_118_Winterthur__003__Zirkular_GmbH\index.md"
"akteur_beteiligung","K118_Kopfbau_Halle_118_Winterthur__004__ZHAW_IKE","ZHAW IKE - K.118 – Kopfbau Halle 118, Winterthur","akteur_beteiligung/K118_Kopfbau_Halle_118_Winterthur__004__ZHAW_IKE","_graph\akteur_beteiligung\K118_Kopfbau_Halle_118_Winterthur__004__ZHAW_IKE\index.md"
"akteur_beteiligung","K118_Kopfbau_Halle_118_Winterthur__005__Oberli_Ingenieurbau_AG","Oberli Ingenieurbau AG - K.118 – Kopfbau Halle 118, Winterthur","akteur_beteiligung/K118_Kopfbau_Halle_118_Winterthur__005__Oberli_Ingenieurbau_AG","_graph\akteur_beteiligung\K118_Kopfbau_Halle_118_Winterthur__005__Oberli_Ingenieurbau_AG\index.md"
"akteur_beteiligung","K118_Kopfbau_Halle_118_Winterthur__006__Josef_Kolb_AG","Josef Kolb AG - K.118 – Kopfbau Halle 118, Winterthur","akteur_beteiligung/K118_Kopfbau_Halle_118_Winterthur__006__Josef_Kolb_AG","_graph\akteur_beteiligung\K118_Kopfbau_Halle_118_Winterthur__006__Josef_Kolb_AG\index.md"
"akteur_beteiligung","K118_Kopfbau_Halle_118_Winterthur__007__Wetter_AG","Wetter AG - K.118 – Kopfbau Halle 118, Winterthur","akteur_beteiligung/K118_Kopfbau_Halle_118_Winterthur__007__Wetter_AG","_graph\akteur_beteiligung\K118_Kopfbau_Halle_118_Winterthur__007__Wetter_AG\index.md"
"reuse_kette","K118_Kopfbau_Halle_118_Winterthur","Reuse-Kette - K.118 – Kopfbau Halle 118, Winterthur","reuse_kette/K118_Kopfbau_Halle_118_Winterthur","_graph\reuse_kette\K118_Kopfbau_Halle_118_Winterthur\index.md"
"reuse_kettenstation","K118_Kopfbau_Halle_118_Winterthur__Donor","Donor - K.118 – Kopfbau Halle 118, Winterthur","reuse_kettenstation/K118_Kopfbau_Halle_118_Winterthur__Donor","_graph\reuse_kettenstation\K118_Kopfbau_Halle_118_Winterthur__Donor\index.md"
"reuse_kettenstation","K118_Kopfbau_Halle_118_Winterthur__Receiver","Receiver - K.118 – Kopfbau Halle 118, Winterthur","reuse_kettenstation/K118_Kopfbau_Halle_118_Winterthur__Receiver","_graph\reuse_kettenstation\K118_Kopfbau_Halle_118_Winterthur__Receiver\index.md"
"fallstudie","KA13_Kristian_Augusts_gate_13_Oslo","KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","fallstudie/KA13_Kristian_Augusts_gate_13_Oslo","_graph\fallstudie\KA13_Kristian_Augusts_gate_13_Oslo\index.md"
"projekt","KA13_Kristian_Augusts_gate_13_Oslo","KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","projekt/KA13_Kristian_Augusts_gate_13_Oslo","_graph\projekt\KA13_Kristian_Augusts_gate_13_Oslo\index.md"
"bauobjekt","KA13_Kristian_Augusts_gate_13_Oslo","KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","bauobjekt/KA13_Kristian_Augusts_gate_13_Oslo","_graph\bauobjekt\KA13_Kristian_Augusts_gate_13_Oslo\index.md"
"reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","Hohlkörperdecken / hollow-core slabs - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","_graph\reuse_einsatz\KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs\index.md"
"reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","Stahlträger/-stützen reused - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","_graph\reuse_einsatz\KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused\index.md"
"reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","Bestehendes Tragwerk - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","_graph\reuse_einsatz\KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk\index.md"
"reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","Außenwände Bestand - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","_graph\reuse_einsatz\KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand\index.md"
"reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","Fassadenbekleidung / concrete plates and brick - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick","_graph\reuse_einsatz\KA13_Kristian_Augusts_gate_13_Oslo__005__Fassadenbekleidung_concrete_plates_and_brick\index.md"
"reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__006__Radiatoren","Radiatoren - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__006__Radiatoren","_graph\reuse_einsatz\KA13_Kristian_Augusts_gate_13_Oslo__006__Radiatoren\index.md"
"reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__007__Sanit_r_Waschbecken_Toiletten","Sanitär: Waschbecken, Toiletten - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__007__Sanit_r_Waschbecken_Toiletten","_graph\reuse_einsatz\KA13_Kristian_Augusts_gate_13_Oslo__007__Sanit_r_Waschbecken_Toiletten\index.md"
"reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__008__L_ftungskan_le_ducts_and_pipes","Lüftungskanäle / ducts and pipes - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__008__L_ftungskan_le_ducts_and_pipes","_graph\reuse_einsatz\KA13_Kristian_Augusts_gate_13_Oslo__008__L_ftungskan_le_ducts_and_pipes\index.md"
"reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__009__Office_fronts_Innenverglasung","Office fronts / Innenverglasung - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__009__Office_fronts_Innenverglasung","_graph\reuse_einsatz\KA13_Kristian_Augusts_gate_13_Oslo__009__Office_fronts_Innenverglasung\index.md"
"reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__010__T_ren","Türen - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__010__T_ren","_graph\reuse_einsatz\KA13_Kristian_Augusts_gate_13_Oslo__010__T_ren\index.md"
"reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__011__Innere_Oberfl_chen_Mosaikfliesen_Terrazzo","Innere Oberflächen: Mosaikfliesen/Terrazzo - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__011__Innere_Oberfl_chen_Mosaikfliesen_Terrazzo","_graph\reuse_einsatz\KA13_Kristian_Augusts_gate_13_Oslo__011__Innere_Oberfl_chen_Mosaikfliesen_Terrazzo\index.md"
"reuse_einsatz","KA13_Kristian_Augusts_gate_13_Oslo__012__Dachbegr_nung_blau_gr_ne_L_sungen","Dachbegrünung / blau-grüne Lösungen - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__012__Dachbegr_nung_blau_gr_ne_L_sungen","_graph\reuse_einsatz\KA13_Kristian_Augusts_gate_13_Oslo__012__Dachbegr_nung_blau_gr_ne_L_sungen\index.md"
"datenpunkt","KA13_Kristian_Augusts_gate_13_Oslo__001__Gesamtfl_che","Gesamtfläche - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","datenpunkt/KA13_Kristian_Augusts_gate_13_Oslo__001__Gesamtfl_che","_graph\datenpunkt\KA13_Kristian_Augusts_gate_13_Oslo__001__Gesamtfl_che\index.md"
"datenpunkt","KA13_Kristian_Augusts_gate_13_Oslo__002__Originalgeb_ude","Originalgebäude - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","datenpunkt/KA13_Kristian_Augusts_gate_13_Oslo__002__Originalgeb_ude","_graph\datenpunkt\KA13_Kristian_Augusts_gate_13_Oslo__002__Originalgeb_ude\index.md"
"datenpunkt","KA13_Kristian_Augusts_gate_13_Oslo__003__Basement","Basement - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","datenpunkt/KA13_Kristian_Augusts_gate_13_Oslo__003__Basement","_graph\datenpunkt\KA13_Kristian_Augusts_gate_13_Oslo__003__Basement\index.md"
"datenpunkt","KA13_Kristian_Augusts_gate_13_Oslo__004__Extension","Extension - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","datenpunkt/KA13_Kristian_Augusts_gate_13_Oslo__004__Extension","_graph\datenpunkt\KA13_Kristian_Augusts_gate_13_Oslo__004__Extension\index.md"
"datenpunkt","KA13_Kristian_Augusts_gate_13_Oslo__005__Ziel_Reuse_Anteil","Ziel Reuse-Anteil - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","datenpunkt/KA13_Kristian_Augusts_gate_13_Oslo__005__Ziel_Reuse_Anteil","_graph\datenpunkt\KA13_Kristian_Augusts_gate_13_Oslo__005__Ziel_Reuse_Anteil\index.md"
"datenpunkt","KA13_Kristian_Augusts_gate_13_Oslo__006__Erreichter_Reuse_Anteil","Erreichter Reuse-Anteil - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","datenpunkt/KA13_Kristian_Augusts_gate_13_Oslo__006__Erreichter_Reuse_Anteil","_graph\datenpunkt\KA13_Kristian_Augusts_gate_13_Oslo__006__Erreichter_Reuse_Anteil\index.md"
"datenpunkt","KA13_Kristian_Augusts_gate_13_Oslo__007__Treibhausgasreduktion","Treibhausgasreduktion - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","datenpunkt/KA13_Kristian_Augusts_gate_13_Oslo__007__Treibhausgasreduktion","_graph\datenpunkt\KA13_Kristian_Augusts_gate_13_Oslo__007__Treibhausgasreduktion\index.md"
"datenpunkt","KA13_Kristian_Augusts_gate_13_Oslo__008__Hohlk_rperdecken","Hohlkörperdecken - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","datenpunkt/KA13_Kristian_Augusts_gate_13_Oslo__008__Hohlk_rperdecken","_graph\datenpunkt\KA13_Kristian_Augusts_gate_13_Oslo__008__Hohlk_rperdecken\index.md"
"datenpunkt","KA13_Kristian_Augusts_gate_13_Oslo__009__Hohlk_rperdeckenfl_che","Hohlkörperdeckenfläche - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","datenpunkt/KA13_Kristian_Augusts_gate_13_Oslo__009__Hohlk_rperdeckenfl_che","_graph\datenpunkt\KA13_Kristian_Augusts_gate_13_Oslo__009__Hohlk_rperdeckenfl_che\index.md"
"datenpunkt","KA13_Kristian_Augusts_gate_13_Oslo__010__HCS_Abmessung","HCS-Abmessung - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","datenpunkt/KA13_Kristian_Augusts_gate_13_Oslo__010__HCS_Abmessung","_graph\datenpunkt\KA13_Kristian_Augusts_gate_13_Oslo__010__HCS_Abmessung\index.md"
"datenpunkt","KA13_Kristian_Augusts_gate_13_Oslo__011__CO_Reduktion_HCS_gegen_ber_neu","CO₂-Reduktion HCS gegenüber neu - KA13 / Kristian Augusts gate 13, Oslo — Fallstudie Direct Reuse / Bauteilwiederverwendung","datenpunkt/KA13_Kristian_Augusts_gate_13_Oslo__011__CO_Reduktion_HCS_gegen_ber_neu","_graph\datenpunkt\KA13_Kristian_Augusts_gate_13_Oslo__011__CO_Reduktion_HCS_gegen_ber_neu\index.md"
